Unnamed: 0	GSM3425229	GSM3425232	GSM3425235	GSM3425238	GSM3425241	GSM3425244
ENSG00000000003	17	22	6	7	14	24
ENSG00000000419	1033	1123	508	542	635	762
ENSG00000000457	325	372	160	156	174	208
ENSG00000000460	163	216	210	151	143	189
ENSG00000000938	4009	3675	14555	9957	12764	10653
ENSG00000000971	53	105	44	45	34	55
ENSG00000001036	4091	4373	2582	2557	3046	2923
ENSG00000001084	3682	3807	6134	7569	5682	8858
ENSG00000001167	1079	1272	805	750	917	1026
ENSG00000001460	51	65	83	83	59	87
ENSG00000001461	942	1045	733	718	737	780
ENSG00000001497	181	172	489	406	393	451
ENSG00000001561	1956	2219	364	609	674	760
ENSG00000001629	2220	2381	981	995	1106	1264
ENSG00000001630	10035	11182	3169	3629	4923	4335
ENSG00000001631	718	860	428	381	443	524
ENSG00000002016	103	145	124	129	133	127
ENSG00000002549	10048	9587	4181	4335	7866	5062
ENSG00000002586	728	670	2330	2952	2603	2913
ENSG00000002726	12	11	107	372	253	305
ENSG00000002822	12	14	287	184	129	155
ENSG00000002834	5206	5167	19686	18111	18864	19228
ENSG00000002919	563	503	917	827	966	966
ENSG00000002933	272	170	88	677	763	613
ENSG00000003056	11858	13525	13066	12617	13059	14593
ENSG00000003147	309	315	283	294	308	375
ENSG00000003249	1	1	2	4	1	6
ENSG00000003393	601	698	511	517	489	604
ENSG00000003400	1299	1409	629	638	681	792
ENSG00000003402	15642	19294	4141	3885	5816	4645
ENSG00000003436	1462	1634	422	616	818	719
ENSG00000003509	371	411	256	259	264	312
ENSG00000003756	1570	1733	1937	1765	2009	2296
ENSG00000003987	53	50	21	20	20	36
ENSG00000003989	77	95	2	1	2	2
ENSG00000004059	79	86	838	627	610	705
ENSG00000004139	78	69	98	25	68	30
ENSG00000004142	500	427	1466	1382	1497	1457
ENSG00000004399	787	646	8304	6077	5571	5590
ENSG00000004455	1579	1649	1363	1168	1352	1476
ENSG00000004478	390	472	911	741	980	811
ENSG00000004487	1056	1297	903	844	944	1102
ENSG00000004534	1337	1608	990	1106	1289	1542
ENSG00000004660	17	9	222	207	141	171
ENSG00000004700	2803	3420	1594	1710	1680	2036
ENSG00000004766	1993	2289	884	1092	1132	1285
ENSG00000004779	787	857	577	709	835	801
ENSG00000004799	15	20	60	47	3	28
ENSG00000004809	145	159	242	90	127	109
ENSG00000004846	28	31	2	8	3	4
ENSG00000004864	923	1111	880	866	1108	1085
ENSG00000004897	3059	3716	1658	1697	1869	2015
ENSG00000004939	25	53	2	25	24	29
ENSG00000004961	820	904	528	625	629	671
ENSG00000004975	19	19	217	123	93	105
ENSG00000005007	197	196	1043	685	717	663
ENSG00000005020	5241	5896	2966	3424	2857	3946
ENSG00000005022	2492	2464	5101	5576	5207	6150
ENSG00000005059	235	267	168	180	110	177
ENSG00000005075	10	17	258	174	192	150
ENSG00000005100	354	387	342	301	371	348
ENSG00000005108	1	1	3	5	6	2
ENSG00000139263	258	253	488	404	430	486
ENSG00000005175	1341	1553	605	682	726	822
ENSG00000005187	130	134	45	26	19	45
ENSG00000005189	99	90	68	59	51	80
ENSG00000005194	440	412	802	622	773	722
ENSG00000005206	2	4	84	43	41	38
ENSG00000005238	435	318	1456	1055	1178	1205
ENSG00000005243	72	67	155	88	78	88
ENSG00000005249	212	266	105	89	178	113
ENSG00000005302	1085	1231	655	750	742	939
ENSG00000005339	738	798	975	842	961	867
ENSG00000005379	1	1	32	30	29	33
ENSG00000005381	15	6	50	15	29	12
ENSG00000005436	328	400	189	217	222	257
ENSG00000005469	476	484	317	278	269	298
ENSG00000005471	162	140	121	79	64	91
ENSG00000005483	3052	3820	1618	1545	1917	1883
ENSG00000005486	121	125	469	309	490	332
ENSG00000005513	7	5	8	3	7	8
ENSG00000005700	2647	3084	1348	1333	1569	1599
ENSG00000005801	707	783	311	369	386	447
ENSG00000005810	4546	5687	3207	3102	3196	3795
ENSG00000005812	2392	2905	1373	1304	1467	1649
ENSG00000005844	521	596	2973	1966	1712	2059
ENSG00000005882	50	26	593	439	411	428
ENSG00000005884	104	83	3325	2720	1338	2496
ENSG00000005889	1068	1154	436	507	559	623
ENSG00000005893	17270	19968	8099	9165	8898	10399
ENSG00000005981	15	15	2	9	6	14
ENSG00000006007	2905	3448	1350	1390	1440	1574
ENSG00000006015	6	10	102	97	94	101
ENSG00000006016	3	16	23	32	25	26
ENSG00000006025	6	8	53	42	40	49
ENSG00000006042	3	4	2	6	9	7
ENSG00000006062	22	14	347	263	243	234
ENSG00000006071	7	6	1	2	4	12
ENSG00000006118	33	36	107	54	100	34
ENSG00000006125	4092	4660	3624	3456	3445	4024
ENSG00000006194	294	307	385	361	392	403
ENSG00000006210	4	6	12	3	9	5
ENSG00000006282	47	27	1048	769	741	796
ENSG00000006327	19	8	218	129	191	128
ENSG00000006432	23	43	7	5	3	5
ENSG00000006451	6574	7852	1828	2056	2953	2417
ENSG00000006453	21	20	17	27	36	37
ENSG00000006459	1828	2193	896	822	1178	1126
ENSG00000006468	2	1	1	3	1	4
ENSG00000006530	373	400	366	439	477	510
ENSG00000006534	102	85	1814	1320	979	1219
