Unnamed: 0	GSM5952180	GSM5952181	GSM5952182	GSM5952183	GSM5952184	GSM5952185	GSM5952186	GSM5952187	GSM5952188	GSM5952189	GSM5952190	GSM5952191
ENSG00000000003	3	17	4	19	30	49	48	43	79	22	175	49
ENSG00000000419	1058	1298	1203	1195	1718	1517	1151	1338	831	933	893	947
ENSG00000000457	843	682	1225	890	628	1633	996	1673	854	704	969	683
ENSG00000000460	46	112	115	228	158	413	207	197	114	164	40	62
ENSG00000000938	64589	11491	32790	14152	19765	1247	12175	2492	5984	21144	2368	8865
ENSG00000000971	33	247	75	115	191	127	272	139	191	129	81	80
ENSG00000001036	639	1182	649	1273	1357	653	715	795	524	1288	115	416
ENSG00000001084	256	1222	838	1446	876	1801	1298	1431	515	1212	263	384
ENSG00000001167	912	1017	383	1026	2547	1842	1461	1476	523	1085	56	281
ENSG00000001460	19	80	66	129	112	214	159	186	161	114	279	185
ENSG00000001461	190	1329	512	2037	897	2500	2475	1918	1598	1673	715	602
ENSG00000001497	132	1052	263	1047	683	1719	1436	1302	927	979	265	573
ENSG00000001561	2014	1071	1327	1355	751	1032	1158	758	274	679	25	141
ENSG00000001617	3	7	7	4	27	5	5	6	2	2	9	28
ENSG00000001626	0	10	6	8	14	8	18	19	25	14	60	44
ENSG00000001629	871	1296	817	1664	1457	1882	1641	1553	782	1518	118	288
ENSG00000001630	663	1614	1259	2265	4350	2518	937	1404	454	1147	358	882
ENSG00000001631	529	1256	510	1040	1171	1890	1842	1907	1093	1204	931	999
ENSG00000002016	60	112	46	206	216	396	646	456	357	369	307	399
ENSG00000002330	333	214	345	340	454	510	308	382	500	266	326	502
ENSG00000002549	1474	4607	14339	4343	5056	4916	1432	7037	1389	11213	199	762
ENSG00000002586	774	5953	4329	5685	4765	3671	7132	3042	4204	5749	1003	4094
ENSG00000002587	10	947	5	14	17	57	42	99	34	31	49	49
ENSG00000002726	93	14	15	12	44	16	6	57	21	7	41	32
ENSG00000002745	4	4	2	7	18	34	17	11	6	10	2	8
ENSG00000002746	8	9	13	9	7	23	17	30	91	15	234	93
ENSG00000002822	121	536	232	638	581	1089	1082	1020	898	781	232	466
ENSG00000002834	16685	12845	11722	12715	13117	11766	9841	9660	4102	9311	1010	7571
ENSG00000002919	1628	1097	1022	1072	1052	1299	832	1035	667	931	425	736
ENSG00000002933	187	1278	96	1447	1147	66	636	923	124	1332	29	1252
ENSG00000003056	1603	4258	3536	5213	5024	6998	5272	6197	3164	6433	220	893
ENSG00000003147	413	98	120	79	118	63	95	95	117	128	104	108
ENSG00000003249	1	5	1	18	22	33	57	25	30	22	8	19
ENSG00000003393	244	476	235	487	630	734	691	674	611	671	841	692
ENSG00000003400	822	910	5312	1817	1754	1072	1928	928	1265	2446	576	798
ENSG00000003402	25340	12582	29321	13873	12235	11576	11979	10746	6259	10567	5153	8776
ENSG00000003436	126	190	413	276	295	329	305	418	326	287	353	318
ENSG00000003509	517	425	244	513	494	683	566	616	363	305	197	243
ENSG00000003756	2601	3920	1484	4389	5587	4755	5059	4923	3214	3547	806	2084
ENSG00000003987	44	96	69	100	93	87	140	116	40	96	15	29
ENSG00000004059	3710	2666	2206	2272	2974	2608	2526	2318	2412	2464	641	2508
ENSG00000004139	58	403	215	847	447	1258	923	808	399	758	91	152
ENSG00000004142	1353	1313	841	1176	1026	2911	1378	1948	1063	1248	190	631
ENSG00000004399	342	3157	626	8660	3486	1270	1966	2712	1218	2919	248	1014
ENSG00000004455	1780	3268	3580	3007	2436	5627	3475	3616	2000	3341	676	1032
ENSG00000004468	277	3318	1605	1093	575	2921	1971	1645	1931	1952	88	137
ENSG00000004478	1481	460	228	898	3576	2565	1316	1511	1082	1130	86	428
ENSG00000004487	353	1659	551	2141	1890	2639	2374	2021	1486	1805	1131	1365
ENSG00000004534	1488	2006	887	2651	2703	4803	7234	5591	3968	4598	1521	2358
ENSG00000004660	626	996	396	628	626	303	308	250	187	429	156	463
ENSG00000004700	708	1763	1186	1943	1305	3034	2118	1839	782	1897	82	183
ENSG00000004766	153	458	209	642	603	794	724	746	453	628	202	229
ENSG00000004776	2	0	10	5	2	3	3	2	4	2	7	3
ENSG00000004777	79	256	62	302	243	397	535	256	214	329	10	109
ENSG00000004779	235	461	251	491	307	1302	602	804	818	611	76	377
ENSG00000004799	361	565	63	186	143	2	138	55	108	433	4	61
ENSG00000004809	33	75	60	82	25	0	16	9	4	38	3	14
ENSG00000004838	11	11	8	35	37	19	30	21	30	33	14	28
ENSG00000004846	9	16	13	23	37	22	28	37	62	24	143	85
ENSG00000004864	219	555	441	626	572	377	380	293	158	485	115	305
ENSG00000004897	2476	2522	1679	3086	2784	2663	1931	1732	843	1625	250	641
ENSG00000004939	104	153	849	436	837	131	139	196	252	114	814	607
ENSG00000004961	465	587	470	867	771	714	397	571	195	597	22	166
ENSG00000004975	132	567	338	756	649	1546	868	1205	508	552	109	225
ENSG00000005007	2927	3713	2601	4708	3958	4016	3005	2814	1799	2721	394	1622
ENSG00000005020	14042	1939	2961	2684	3388	1543	2645	1389	2017	4106	958	1294
ENSG00000005022	1531	4397	2767	5274	5741	6870	3526	3672	3092	3925	268	2234
ENSG00000005059	250	2261	1166	2678	2251	2510	3143	2009	1673	2858	127	872
ENSG00000005075	1310	1025	939	934	1005	1028	735	1021	1004	746	505	1174
ENSG00000005100	121	466	216	469	290	1198	596	862	547	448	385	340
ENSG00000005102	10	36	2	6	3	38	42	69	29	37	3	4
ENSG00000005108	160	34	4	12	18	6	6	15	2	3	21	9
ENSG00000139263	243	1070	496	1112	639	1265	1291	1083	651	978	559	643
ENSG00000005175	704	929	675	1205	1061	1450	1091	1025	692	1064	306	371
ENSG00000005187	51	173	49	178	326	218	374	207	146	215	81	157
ENSG00000005189	49	39	48	35	46	201	37	60	25	26	25	39
ENSG00000005194	218	743	326	822	501	1383	718	824	569	560	46	350
ENSG00000005206	263	1247	637	1261	1138	2558	2173	2193	1424	1516	405	746
ENSG00000005238	6130	3169	1593	2024	3114	813	1199	1205	759	1947	598	1449
ENSG00000005243	5	24	4	28	26	79	37	55	51	43	14	50
ENSG00000005249	156	1172	1881	1194	314	40	3366	111	674	2180	443	362
ENSG00000005302	9342	2655	2970	3837	3790	4944	4171	4887	2547	3375	1242	1904
ENSG00000005339	3258	8322	5329	8977	8038	4578	7624	5127	2322	5315	1909	4184
ENSG00000005379	504	897	1811	2911	2411	1238	3260	741	969	1809	404	1236
ENSG00000005381	313	2306	780	137	102	1	111	151	46	161	78	35
ENSG00000005436	73	447	210	546	439	937	795	839	484	475	167	332
ENSG00000005448	10	134	54	189	161	625	383	334	525	181	231	235
ENSG00000005469	51	114	41	184	189	277	346	236	188	207	64	96
ENSG00000005471	12	95	7	69	66	192	132	112	57	39	31	28
ENSG00000005483	8320	11870	7066	13702	17721	9773	10092	8854	7714	6832	10633	16215
ENSG00000005486	2500	2312	1516	2033	1212	1698	1366	2016	1020	1030	1140	2647
ENSG00000005513	0	12	6	74	26	180	93	158	48	61	6	18
ENSG00000005700	216	876	336	811	527	1049	910	1032	467	777	104	178
ENSG00000005801	386	917	527	1011	766	966	1315	974	569	755	319	405
ENSG00000005810	1681	4713	2670	6920	7110	6378	6815	4885	5283	5700	3438	3182
ENSG00000005812	5121	2993	1773	2820	3480	2547	2572	2614	838	1913	271	962
ENSG00000005844	8180	16261	4886	20469	12410	18843	24361	14694	10942	21886	3898	8681
ENSG00000005882	60	342	170	417	294	800	729	588	449	466	44	160
ENSG00000005884	12	81	35	120	89	372	262	266	278	166	249	169
ENSG00000005889	2061	1802	1410	3153	3266	1752	1708	1642	884	1318	344	854
ENSG00000005893	14674	6080	13086	6543	5709	3463	2961	3459	1333	4730	523	1732
ENSG00000005961	449	2461	7454	3337	914	120	4330	298	2570	2732	1227	1423
ENSG00000005981	0	17	27	11	19	18	18	22	10	17	26	16
ENSG00000006007	2923	2326	1977	2238	1786	1662	1485	1588	1387	1611	1056	1542
ENSG00000006015	189	449	209	637	996	1281	1044	814	1725	875	948	1092
ENSG00000006016	36	100	23	60	153	61	180	79	68	159	19	57
ENSG00000006025	78	1912	211	1968	1137	1082	1672	1125	780	844	70	534
ENSG00000006042	0	8	5	11	8	9	19	28	35	14	73	44
ENSG00000006062	192	2147	481	2945	1237	3157	1843	2338	1044	1481	71	769
ENSG00000006071	15	20	16	40	34	40	61	50	48	30	112	85
ENSG00000006118	10	31	21	54	270	127	52	307	48	58	114	126
ENSG00000006125	4691	5362	3066	4865	3729	8005	6405	5379	3054	5360	1529	1793
ENSG00000006194	552	1281	999	1693	1995	1490	1260	1436	695	996	549	698
ENSG00000006210	6	15	8	16	24	15	28	32	30	28	153	70
ENSG00000006282	118	496	393	834	917	842	1345	782	641	938	220	713
ENSG00000006327	319	309	181	244	607	60	73	91	31	109	54	143
ENSG00000006377	3	5	2	2	2	6	6	7	18	4	43	15
ENSG00000006432	27	138	57	211	218	441	360	281	228	179	295	237
ENSG00000006451	490	1254	500	1025	1368	3103	971	3354	698	862	335	682
ENSG00000006453	96	112	213	120	148	125	49	111	43	60	48	58
ENSG00000006459	3742	6945	3465	7646	4224	1820	4516	2820	1346	4348	1300	1953
ENSG00000006468	34	4	1	1	2	9	2	13	0	2	4	1
ENSG00000006530	200	1035	299	1146	636	1700	1255	1042	662	744	251	440
ENSG00000006534	3768	1520	823	1830	1790	132	1204	680	1049	2166	525	827
ENSG00000006555	25	143	41	214	126	347	392	285	266	215	218	164
ENSG00000006576	762	1318	1359	1653	1858	1978	1759	1226	739	1684	155	480
ENSG00000006607	125	1057	415	651	910	967	515	810	378	527	501	334
ENSG00000006625	70	296	186	269	305	897	370	592	267	286	39	176
ENSG00000006634	393	1275	642	1364	1666	1403	699	925	506	518	415	1011
ENSG00000006638	21	67	97	110	72	77	262	103	286	128	634	343
ENSG00000006652	3824	2119	5520	3028	8673	1054	1893	1524	580	2106	1096	3678
ENSG00000006659	2	6	1	3	3	9	10	11	7	8	8	2
ENSG00000006695	84	508	138	434	345	624	613	415	372	394	205	183
ENSG00000006704	4	36	18	27	32	83	44	120	74	49	156	126
ENSG00000006712	1610	1457	3106	1822	3035	1903	1573	1715	992	1209	932	1596
ENSG00000006715	1249	1070	625	1293	1254	1766	1586	1423	831	1632	653	481
ENSG00000006740	7	14	14	19	46	54	35	49	153	36	451	123
ENSG00000006744	335	1353	408	1315	814	2364	1814	1559	1112	1237	134	410
ENSG00000006747	31	65	66	68	119	81	129	150	250	102	756	448
ENSG00000006756	1112	541	466	1181	1001	700	1093	1007	1018	1021	522	847
ENSG00000006757	75	88	41	120	114	226	169	205	131	117	29	92
ENSG00000006831	907	1488	2150	1871	1517	1418	1145	1056	476	996	189	418
ENSG00000006837	16	21	50	39	26	57	27	31	13	16	22	39
ENSG00000007038	5	14	9	4	14	80	45	48	46	4	0	15
ENSG00000007047	1039	740	815	1598	1018	895	1171	762	412	996	169	446
ENSG00000007062	4	8	11	2	10	10	7	22	3	16	7	12
ENSG00000007080	308	803	352	728	640	1250	856	1057	1000	758	492	915
ENSG00000007129	882	67	204	225	107	306	318	194	287	161	27	31
ENSG00000007168	6816	6643	5903	6999	7863	6671	5906	5764	2660	5157	1776	3194
ENSG00000007174	6	5	1	3	5	0	7	13	11	7	54	17
ENSG00000007202	2851	4385	2131	6409	5756	6393	5049	4788	2328	4958	356	1186
ENSG00000007237	33204	11657	19916	12864	5748	589	3544	2141	1131	5106	794	2273
ENSG00000007255	74	279	111	220	261	649	528	561	593	341	102	259
ENSG00000007264	65	891	301	1677	1561	717	2412	701	2396	1059	481	1451
ENSG00000007312	120	1316	197	812	471	3221	1394	1373	1918	911	143	338
ENSG00000007314	0	6	4	10	10	33	18	24	2	6	1	3
ENSG00000007341	338	161	515	307	475	319	307	415	226	286	230	363
ENSG00000007350	42	221	47	63	169	12	83	14	91	118	8	27
ENSG00000007372	2	4	1	3	7	2	6	8	3	5	3	8
ENSG00000007376	324	352	245	699	441	972	623	714	681	582	104	275
ENSG00000007384	0	3	6	4	3	15	2	29	2	5	6	12
ENSG00000007392	482	1265	429	1899	1866	1926	2942	2366	2340	1905	711	1774
ENSG00000007402	29	427	133	707	300	205	960	128	170	330	4	35
ENSG00000007516	16	293	42	170	482	106	319	83	480	296	51	270
ENSG00000007520	388	390	272	475	574	1322	664	839	1041	737	235	526
ENSG00000007541	339	450	264	526	588	1126	801	839	805	634	264	464
ENSG00000007545	446	1118	395	1109	1169	1824	1790	1529	477	1144	79	354
ENSG00000007866	5	1	9	2	5	40	7	17	6	3	3	5
ENSG00000007923	139	1014	289	1268	838	2005	1726	1761	1092	1250	371	541
ENSG00000007933	2	16	3	25	18	15	20	25	45	32	154	93
ENSG00000007944	1771	2382	961	1332	11042	651	3339	641	1571	1768	624	2622
ENSG00000007968	674	304	186	510	75	349	171	113	283	231	92	78
ENSG00000008018	1674	2778	3175	2136	2439	4210	2103	2728	1974	2314	429	1546
ENSG00000008056	18	71	55	119	100	28	51	40	20	27	44	129
ENSG00000008083	1803	10570	3613	6781	4913	2210	3367	2813	1680	3054	3204	5408
ENSG00000008086	392	334	559	284	375	407	488	535	372	450	681	640
ENSG00000008118	1	9	32	3	24	8	2	12	1	0	80	104
ENSG00000008128	1159	2170	1307	2626	2164	2359	3384	3130	2616	2678	4809	5459
ENSG00000008130	9930	4107	10540	4573	11849	2694	3792	2547	2606	8179	1302	2858
ENSG00000008226	44	136	123	181	124	116	313	145	167	159	45	127
ENSG00000008256	117	583	224	753	761	452	688	485	232	404	25	227
ENSG00000008277	17	104	28	170	96	87	182	73	82	96	19	40
ENSG00000008282	1231	1648	823	1443	1250	2487	1417	2192	557	1360	87	696
ENSG00000008283	55	895	402	821	908	1016	1120	1189	925	904	211	486
