GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
10450	0	-0.26969626917224043	0	-1.395853130557077	0	0
10451	-1.2169991906191095	-1.0623431060249082	0	-0.04055228686988399	0	0
10489	0	-5.821271610648852	0	-1.2852266779353756	-0.160305127186817	-0.0567835977102209
10491	0	0	0	0	0	0
10493	-1.3146293893737762	-3.698037142460573	-2.6780616276130544	-0.03917295889367356	0	0
10494	-8.64189263048257	0	0	-1.808821481323218	0	0
1050	0	0	-0.13509003728458807	-1.1302493748460862	-1.3821051013433985	-0.12233531413565014
10513	-1.4810409015769557	0	-0.17815801890899552	-0.14649943504346186	0	0
1052	-6.102331247747506	0	0	0	0	-0.013989099803466187
10523	-0.5319716041619169	0	-1.218223507827326	0	-0.10050202457100375	0
10525	0	-0.2712455966072175	-0.2406190186405257	0	0	-0.10205216149595842
10557	0	0	-0.12755985788809826	0	0	0
10559	0	0	-0.17652501853584895	0	0	-0.012114619921036254
10589	-0.08178207870766456	0	0	0	0	-0.09622701768195269
10606	0	-0.1588933866661709	-0.5529391392334368	-0.9088364967318164	-0.3462236817741675	-0.03687510850100238
10610	0	0	-0.17503518579683064	-1.6566567459406658	-0.9263832761123476	0
10617	-0.2704884683103353	-0.26039635219537427	-3.7664292423885577	-0.7778853864823116	-1.1934962568166507	-0.01139458682001493
1062	0	-0.34633758609368726	0	-9.71265349467898e-4	-0.7331262704042912	-0.0864209193338803
10641	0	-2.526361653824773	-0.9793602258519504	0	0	-0.07939716941542041
10644	-0.047256728229768896	-0.0010307886383813525	0	-6.77712307152786	-7.605118602179864	-0.112132942620772
10652	0	-2.250718379851888	0	-2.2860192941056807	-6.317613654456696	0
10668	-0.4841028748903616	0	0	-4.823043664557761	0	0
10670	0	-12.658704956177331	0	0	0	0
10681	0	-1.2813515569444052	-1.8139712401074728	-0.02887815153182771	-0.2704536102964361	-1.1811283688400294
10682	-0.6618256741082433	0	0	-0.774588250094711	-1.758257376472515	0
10695	-0.06090720753265908	0	0	-0.7564111286094488	-1.1226561280948255	0
1070	0	-0.6361193164384105	0	-0.7889554918537505	0	-0.09258558075488654
10730	-0.014122774928881032	-0.040443029117097296	-0.4192288719686995	0	-1.896581594790116	-0.4634916237171343
10732	-0.3470365602596664	-1.9163390427703983	-0.1373716270785046	0	-11.826001274243165	0
10765	-0.2370754106824886	0	0	-0.09032731830748796	0	0
10775	-0.6302381278571092	0	-0.14366210189586903	-1.7888952522419057	0	0
10776	0	0	0	-0.913702988067286	0	0
10782	-5.711343302751348	-13.340779281682174	-17.91068450486406	-3.142509350541756	-2.1280739020556005	0
10797	0	0	-0.27665044897102564	0	0	0
10810	-0.09315102947057002	0	-0.8365532329115615	-0.03917295889367356	-0.5811953767936817	-0.18869424104516364
10813	0	0	0	-1.0661095912412502	-7.47433576290598	0
10818	0	-0.2611671760495229	0	-0.4904814574145144	-0.02793107940847972	0
10845	0	-2.4552549078897243	0	-2.382427307095897	-0.5988796247595043	0
10857	-0.2933023414325213	-0.03456948465415628	-0.08909915301313262	-0.14804022825128915	0	0
10892	-0.0914185680978633	0	0	-0.03917295889367356	0	0
10898	-0.1823120044893316	-0.047026225372329866	-0.2024846490446222	-0.57922918466516915	0	0
10904	-6.399287691896983	-0.8001032159785457	0	-0.11262106849973974	0	0
10915	0	-0.7712826674520916	0	-0.03917295889367356	0	0
10921	0	-0.39533150646088777	-0.08433737116381068	0	0	-0.7207709451765192
10953	-2.6914168887306325	0	0	-0.099493797513991	0	0
10954	-0.4408606449429189	0	0	-0.03144553384726745	0	-3.558479574733207
10962	0	0	0	0	-4.853325294136643	0
10969	0	-1.4322315253716351	0	-0.10382463817076792	0	-0.05782239323137728
10972	0	-0.027691988955328144	-0.2324978688388324	0	0	-2.553176000299381
10973	-0.48022871977690645	-0.216273621648993	-0.137391199616272	0	0	0
11000	0	-0.8317964054796568	0	-0.8180501673671212	0	0
11004	-0.5623733061867451	-0.02258123608488373	-0.012061845771807522	-1.0380127533458414	-0.6110132938650312	-0.09942845283948536
11007	0	0	-0.07224589873108944	-0.619547585036721	0	-0.19372048882733492
11011	-0.5104280424750836	-0.050027947027927455	0	-6.972238516128353	-0.7706077235666555	-0.1305974709934938
11014	-0.1702806144159637	0	0	-0.017500577217027136	0	0
11031	0	-0.07472044406493583	0	-1.946147679068373	-2.333061618675901	0
11041	-0.2362466974698758	-0.18896280393497664	0	-1.663576689355948	-0.5042595494861662	0
11044	0	0	-0.3474693558419172	-0.5590823466620021	0	0
11065	0	0	0	0	0	-0.03615693210201382
11072	0	-0.12043035823887129	0	-0.03917295889367356	0	0
11073	0	-0.6094684565551409	-0.2165690493118724	0	0	-0.005833256436279077
11098	-0.2839186282912368	-1.9456917763153072	0	-0.03590785147203546	0	0
1111	0	0	0	0	-0.780379336043918	0
11137	0	-0.5931620712443486	0	-0.03917295889367356	0	-0.011095127052989371
11142	0	-1.0360152686137347	-0.4170329409165881	-7.307992931545379	-11.250213252464231	-0.82986642274843
11151	-0.30009041350323595	0	0	-0.9767414882669851	-0.2524726066993246	-0.23759355669958104
11157	0	0	0	0	0	-0.19947423289039531
11168	-0.14919059497429532	-0.1307681782103991	0	0	-0.4558452854937825	0
11182	-0.07441518509483233	-0.549606444842464	-0.3679772953687186	-0.03917295889367356	0	-1.3700863638733374
11188	-0.15799079018074463	0	0	0	0	-0.2101170515755857
11200	-0.11934992687027268	0	0	0	0	-0.2673588555413067
1123	-0.03467412200019368	-0.4380656405924628	0	-0.018499503340223766	0	-0.19876124828785047
11230	-0.7745749957219323	-0.14347586016420122	-1.898585571824416	0	0	0
11232	-13.37637769401077	0	0	0	0	0
11261	0	-0.38574881391225047	0	0	-5.522189737011739	0
11284	0	0	-0.07541211509595089	0	-1.3438181043686346	0
11319	0	-0.4083561026104968	0	-2.9450700657239053	-7.675039134137204	-0.44411300525324426
11325	0	0	0	-0.4877219113685952	0	0
11344	0	0	-0.04460898412968278	0	0	0
1153	0	-0.4554328114131181	0	0	0	-0.5440027833301855
116832	0	0	0	0	0	0
1212	0	-0.1661140680847467	-0.012847159076985082	0	0	-0.22942655073892929
1213	-0.5401336482803609	0	-0.26011231812359537	-0.3063323587344955	0	0
124583	0	0	0	0	0	0
1277	0	0	0	0	-2.243205697450338	0
128	-1.084622771691162	0	0	-1.3766589303278114	-0.957367928697183	-0.3942434632322871
1282	-0.9962214304963616	-0.9839010322667492	0	0	0	-0.2374527496073053
1385	0	0	-0.4343717197541751	0	-0.36227044982968337	0
1398	-5.827325747786896	-0.08992861084352521	-0.09045534780431864	0	-0.35010826754210345	0
1399	-2.667400225616962	0	-0.0751883526849767	-0.8304042266105297	-0.7151292198166785	-0.009197968060486006
142	-2.2782580233991707	0	-0.4569134324975477	0	0	-0.10572041898957228
1429	-1.7850445160930375	-0.017619933786068853	0	-0.46640502709893605	0	0
1445	-5.968185833272116	-0.4171256434445468	0	-1.620846698187321	-0.3747875033359585	-0.018871615510868245
1452	-1.8420599940004865	0	0	0	0	0
1454	0	-1.8136904703363943	-10.166019401392871	-0.6205184553613419	-0.6763279881977535	0
1459	0	0	-0.04992708331551271	-1.4600941729918795	-2.2128820969099365	-0.10712944325933588
1465	0	0	-0.2277420291271832	-4.949541261979331	0	-0.10230091642568688
147179	0	0	0	0	0	0
148022	0	0	0	0	0	0
1500	-8.100739842130078	-0.03840554587999945	-0.1272276948359688	0	-1.0448804973426624	-0.0014022666708907172
1509	0	0	-0.74868960186495	0	0	0
1514	0	0	0	-0.2534380774691616	0	0
1534	0	0	-0.13896316655382945	-1.2855857396392554	-0.6336904176456672	0
154	0	-0.4620119969054863	0	-13.119147298286949	0	-0.3909897431813114
16	-0.06280118056472384	0	0	-0.0726573289732293	0	0
1605	0	-4.006424835215615	0	-1.2307334349647665	-1.5394285093091338	-0.2244951590983182
1616	-0.17062180574381144	0	-0.12851777809475268	0	0	-0.06070074675120887
1633	0	0	-0.005758031252335483	-0.43224618126053294	0	-0.03284371873315883
1635	-0.04321863520107694	-0.32004003904633105	-0.7831820087729099	-0.55352347721687	-0.40429323531445416	0
1643	-3.982919261158993	-0.03332126584246728	0	-0.9827681933986884	-0.04284691533808216	-0.01737336949595636
1647	-0.8571235147201801	-0.025124124705885743	0	-0.013857762251323512	0	0
1662	-0.4331777730566143	0	0	0	-0.01368220719202018	0
1666	0	-0.7143954124384337	0	-0.7155149843310025	-3.676773123959513	-0.30049122083201174
1676	-0.7718461016995717	-0.04036102917980795	0	0	0	0
1677	0	-0.13125041268759358	-0.1184704112875431	0	0	0
1738	-0.21174541368906555	-0.4440589797595651	-0.43871336270045314	-0.4909103707884552	-0.14214356314769816	-0.3846273661556294
1759	0	-0.22106158035309992	-0.3878768134204179	-0.03746046065361419	0	0
178	0	-2.0161594065726534	0	-1.9957495601164257	-0.898955065603698	0
1786	-0.14104881399870017	-4.289116211808793	0	0	0	-0.11877503383782628
1788	0	-0.39539253395052754	0	0	0	-1.564789206069058
1802	-0.14926735833041516	0	0	0	0	0
1829	0	0	-0.07371653751395271	0	0	-0.3709163851820436
1831	-0.9892345382174598	0	0	-0.14659882992443918	0	0
1845	-5.166831229369403	0	0	-0.8682586440303528	-0.4119056151670112	0
1846	0	-0.1524953227526796	-0.9740525118689732	-0.03917295889367356	0	0
1848	-0.2820785044096773	-0.9590107898062984	-0.9009261515310336	-1.6535245409062231	0	0
1861	-0.6298784148629195	-0.007354075586166353	-0.0632986386352074	-0.03917295889367356	0	-0.22605449991972493
1870	0	-1.452042501572373	0	0	0	0
1891	0	-0.30028963789117225	-0.588120030710132	0	0	0
1906	-8.878236264020344	-0.04109487563326819	-0.46969652615119706	-2.4191932800372724	-6.486492762771803	-0.025154771764213105
1950	0	-0.02996809158154818	-0.001159031589981454	-2.9632348130096497	-8.384845524228716	-0.12552332403206526
1956	-0.8336396915451587	0	-0.15211041487788135	-0.03917295889367356	0	0
1958	0	0	0	-0.10511994225390352	0	0
1978	-1.781275989138244	-0.014298982384999805	-0.05271651188918809	0	-2.109740576571912	-1.2633633474595118
1981	0	-0.5527881756491434	-1.2431906715975014	-1.3175325633860822	-2.2582461148887627	-0.528260368330498
1983	0	-2.7899802187483878	-0.7382621057928613	0	-0.4292777387884352	0
1994	0	-0.02108533777566092	0	0	0	-0.09270036146996398
200081	0	0	0	0	0	0
200734	0	0	0	0	0	0
2017	-0.46462696200394127	-0.9290959513557668	-2.270189729917882	0	0	-0.015632552734910987
2037	0	0	-0.18898910432272584	0	-1.4781542455787924	0
2042	0	0	0	-3.004408692470605	-3.99958103748568	-0.33967417038375647
2048	0	0	0	0	0	-0.03794592276087838
2058	0	0	-0.18869301029716468	0	0	-0.5305003291567978
2063	0	0	0	0	0	-0.6650693413356912
2064	-0.07197483471181401	0	0	0	0	0
2065	0	-0.06384658368300533	0	-0.05149107216395321	0	0
207	0	0	0	0	0	0
2109	0	-3.711936484215507	0	0	-4.193630940186066	0
211	-0.7626661385274563	0	0	-0.03917295889367356	0	-0.5460797363769396
2113	0	0	0	-0.5874145865311666	-0.3246757089198755	0
2115	0	-0.007722141252214071	-0.11186090807092831	-1.1762992464467297	0	-0.04727284208542659
2131	0	0	0	-1.338563775365937	0	-0.23809054890889947
2146	0	-0.0460309132445408	0	0	-1.2342723295118152	0
2184	-0.29600834262012143	-1.1081662222869948	0	-0.3730966653002923	0	0
2185	0	-0.17913927470611657	0	0	0	-0.005738104231794883
2195	-0.7857432905033401	-0.2688484328692402	-1.814025487139577	0	-37.58375583362948	-0.17628828044678957
2222	-7.121743944004883	-0.008704968396482354	-0.2021514400540918	0	0	-0.029176435733100137
226	-0.36150760331162	0	-2.9715934805574884	0	0	0
2263	-0.1900813955031385	0	-0.0499500404092007	-0.6224169467132938	-1.9311349316634512	-0.5714935101810588
2264	0	-0.06392336979039892	0	0	0	-0.05024186304222178
2274	-0.05746562192000265	-0.0657947602554455	-0.15007147140330468	-0.3082929863195496	0	-0.04442531852482783
22794	0	0	0	0	0	0
22796	0	0	0	0	0	0
22809	0	0	0	0	0	0
22823	0	0	0	0	0	0
22827	0	0	0	0	0	0
22841	0	0	0	0	0	0
2288	-0.258826051549093	0	0	0	0	0
22883	0	0	0	0	0	0
22887	0	0	0	0	0	0
22889	0	0	0	0	0	0
22905	0	0	0	0	0	0
22908	0	0	0	0	0	0
22926	0	0	0	0	0	0
22934	0	0	0	0	0	0
23	0	-1.1272362097514232	-1.2500567989387985	-0.4708403201193983	-0.011409064286303616	0
230	0	0	0	0	0	0
23011	0	0	0	0	0	0
23013	0	0	0	0	0	0
23014	0	0	0	0	0	0
23029	0	0	0	0	0	0
23038	0	0	0	0	0	0
23039	0	0	0	0	0	0
23061	0	0	0	0	0	0
23076	0	0	0	0	0	0
23077	0	0	0	0	0	0
2309	-0.0786627291649662	0	0	0	0	0
23097	0	0	0	0	0	0
23131	0	0	0	0	0	0
23139	0	0	0	0	0	0
23142	0	0	0	0	0	0
23149	0	0	0	0	0	0
23161	0	0	0	0	0	0
23200	0	0	0	0	0	0
23210	0	0	0	0	0	0
23212	0	0	0	0	0	0
23223	0	0	0	0	0	0
23224	0	0	0	0	0	0
23244	0	0	0	0	0	0
23271	0	0	0	0	0	0
23300	0	0	0	0	0	0
23321	0	0	0	0	0	0
23325	0	0	0	0	0	0
23326	0	0	0	0	0	0
23335	0	0	0	0	0	0
23338	0	0	0	0	0	0
23365	0	0	0	0	0	0
23368	0	0	0	0	0	0
23378	0	0	0	0	0	0
23386	0	0	0	0	0	0
23410	0	0	0	0	0	0
23443	0	0	0	0	0	0
23463	0	0	0	0	0	0
23499	0	0	0	0	0	0
23512	0	0	0	0	0	0
23522	0	0	0	0	0	0
2353	0	0	-0.015790474996239173	-1.1877053222023353	-0.1561223275956043	-0.0804821486427314
23530	0	0	0	0	0	0
23536	0	0	0	0	0	0
2356	0	-0.8269046040769468	-0.088384263787745	0	0	-0.05086374284709519
23585	0	0	0	0	0	0
23588	0	0	0	0	0	0
23597	0	0	0	0	0	0
23635	0	0	0	0	0	0
23636	0	0	0	0	0	0
23647	0	0	0	0	0	0
23658	0	0	0	0	0	0
23659	0	0	0	0	0	0
23670	0	0	0	0	0	0
24149	0	0	0	0	0	0
25	-0.20894285066135265	-0.21937997505136184	-0.19956876327618023	-0.05524143817628591	0	0
2523	-0.7614971068819874	0	0	0	0	-1.9747712930398509
2534	0	0	-0.020989160379632388	-0.6963230531819717	-0.7412696037104883	-0.022540036467735225
2542	-0.04118268725758412	-0.0010301132897059112	0	0	0	-0.1983584848219244
2548	-1.3229995354050947	0	0	0	0	0
2553	0	0	-1.325026319439694	0	0	-0.0895104201364336
256364	0	0	0	0	0	0
25793	0	0	0	0	0	0
25803	0	0	0	0	0	0
25805	0	0	0	0	0	0
2582	0	0	0	-2.689732025957731	-1.33938554660859	0
25825	0	0	0	0	0	0
25839	0	0	0	0	0	0
25874	0	0	0	0	0	0
25932	0	0	0	0	0	0
25966	0	0	0	0	0	0
2597	-1.6230172349704013	0	0	0	0	0
25976	0	0	0	0	0	0
25987	0	0	0	0	0	0
26001	0	0	0	0	0	0
26020	0	0	0	0	0	0
26036	0	0	0	0	0	0
26054	0	0	0	0	0	0
26064	0	0	0	0	0	0
26128	0	0	0	0	0	0
26136	0	0	0	0	0	0
26227	0	0	0	0	0	0
2624	-1.3770521273702787	0	0	0	0	-0.03396763649744128
2625	0	0	-0.270029150939752	-0.1877343686848472	0	0
26292	0	0	0	0	0	0
26511	0	0	0	0	0	0
26520	0	0	0	0	0	0
2673	-0.6902453616871584	0	-0.0300803222751812	-0.261170680697554	-0.47940969675082856	0
2690	0	-0.2067331557862804	0	-2.4205906534429253	0	0
26993	0	0	0	0	0	0
27032	0	0	0	0	0	0
27095	0	0	0	0	0	0
27109	0	0	0	0	0	0
27242	0	0	0	0	0	0
27244	0	0	0	0	0	0
27336	0	0	0	0	0	0
27346	0	0	0	0	0	0
2736	0	-1.3343895611489494	-0.20426434541018068	-0.03480609168470217	0	0
2745	-0.064951787221553	-1.3974536471057353	-1.2667614141522563	0	-1.0298469742356633	0
2767	0	-0.12300910557042208	-0.17254628993729282	-0.03917295889367356	0	-0.3944327034090058
2769	0	-0.17227287400785296	0	0	-2.6346349441640777	0
2770	0	0	0	0	-0.5561967051333866	-0.21989832434650725
2771	-0.4133365562768171	-0.03914496173261573	-6.3115191022940476	-0.03917295889367356	0	0
2778	0	-0.016456257765984528	-0.037339087760093655	-0.20417028373658372	-0.8129581806150943	-0.15261188000188075
2810	0	-2.4609764362103483	-0.787301101389879	-0.03917295889367356	0	-0.23273262199603503
2817	0	-0.11016051878621907	0	0	-0.36340182331708615	-0.14132114994100575
2852	0	-0.08054613331735272	0	-0.03917295889367356	0	-0.11476451998674224
2886	-0.9052198267703356	0	-0.1180175918082382	-10.295590275527148	-0.9338851616229094	-0.3036576307911547
2887	0	-1.6492267401520424	0	0	0	0
2896	0	-0.004798889386201988	0	0	0	-0.1526110046593984
28969	0	0	0	0	0	0
2908	0	0	-0.14547216830467335	-0.2431245752462874	-0.4172736787042098	0
29082	0	0	0	0	0	0
29083	0	0	0	0	0	0
291	0	-0.1849981289787284	-0.6469837527087761	-0.05196571343269352	-0.2615323281388293	-0.23389851591001865
29103	0	0	0	0	0	0
2920	0	-0.029390471459951467	0	0	0	-1.1023681903481082
2946	0	-0.2788162312544924	0	0	-0.18045991977387757	0
2954	0	-0.2005420744806239	-3.499495675475166	0	0	-0.13430880656678057
2956	-0.5825884423378631	0	-0.2865905862400697	0	-0.35097872452578227	0
2958	-0.43652882431494777	-0.19324802724604595	-0.46516049467580434	0	-0.15011019059415243	0
2961	0	-0.015473584038936034	0	-0.28710052070005965	0	0
29763	0	0	0	0	0	0
29890	0	0	0	0	0	0
29911	0	0	0	0	0	0
29916	0	0	0	0	0	0
29928	0	0	0	0	0	0
29937	0	0	0	0	0	0
29978	0	0	0	0	0	0
30	-1.229770916029721	0	-0.2153651305649136	-0.025712658835215677	0	0
30001	0	0	0	0	0	0
3028	0	0	-2.3728172687634004	-0.825381095016632	-1.6055935020202403	-2.766769790266892
3033	-0.7815338372012987	0	0	-4.502347911838831	-5.669492807812186	0
3066	-0.07177818691569471	-0.9988356173971082	-0.4524771564218516	-0.03917295889367356	0	-1.060135404236442
30836	0	0	0	0	0	0
30849	0	0	0	0	0	0
3091	-0.6256086441653842	-2.798370323535861	-3.513164301077893	-0.02552710058755969	0	0
3098	0	-0.9307518927627942	0	0	0	-0.2394877813785783
310	0	0	-2.30474937225698	0	0	-0.02232493532512169
3108	0	0	-1.1970872150607956	-0.03917295889367356	0	-0.9186659249830048
3122	0	0	0	-0.06175098182691818	-0.01228819472677012	0
3156	-0.26750209182409307	-1.864637378397296	-0.1366845116339217	0	-0.8441615761453328	-0.4201975062502874
3157	-1.4225219990769542	0	0	0	0	-0.12796046676430195
3162	-0.025236106339229125	0	-0.30124024764422064	-0.03917295889367356	0	0
3202	-0.4844096886804968	0	0	0	0	-0.05310141333885307
3206	-3.762277539375236	0	-0.009332995704138758	-2.049437955518325	-0.09236393301820268	0
323	0	0	0	0	0	0
3251	-1.0330680387123572	0	0	0	-1.7749950936630303	0
3280	0	-0.4646690305694955	0	0	-1.6278763044061255	0
329	0	-1.5856907573871717	0	-2.895268720239643	-3.09390282166878	0
3300	0	-0.07838859035218551	0	0	0	-0.003220813487043117
3303	0	-0.1480922930481255	0	0	0	0
3308	-0.14948425577031815	0	0	0	0	-0.7336230649849478
3312	0	-5.965521895640591e-4	0	-0.032315385880255953	0	-0.05877895050952464
3315	-4.143987806857011	0	-0.19604048766604176	0	0	-0.3213282815403461
332	0	0	0	0	0	-0.9417484955110332
3329	0	-0.09533288045311794	0	0	-0.3836761332496272	-0.16041764331898412
3337	0	0	-0.1171473457703963	0	-0.06759299228148885	-0.27832060948273707
3383	0	-0.027418068816576727	0	-2.202422552418695	-1.886484173734704	0
3385	0	0	0	0	-1.8452764247879156	-0.05687829179933718
3398	0	-1.2617262481313034	0	0	0	0
3416	-0.5052577352300209	-0.03226390363196009	0	-1.8650836950160703	-0.16855056113123668	-0.5073206367736856
3454	-0.2143240288147591	0	-0.06651509873381815	-0.8718350436986904	-0.7457028866885727	0
348	0	-2.062138378644157	0	-1.0066182426425536	0	0
3480	0	0	-1.3266124301708988	0	0	-0.0858946243100926
3482	-2.2172393510991006	-0.2813861435500391	-0.8176013482747279	0	0	-0.29728685080636574
3486	-1.3302519352045414	-0.008572298180356097	0	0	0	0
3508	-2.253656856247991	0	-0.33765823582252286	-0.03917295889367356	0	-0.09438141660808916
351	-0.5197702539699371	0	-8.415826720519979	0	0	-0.06274256614835094
355	0	0	0	-0.6733289764836636	-0.9725117289114008	-0.2389717951231076
3551	0	0	-0.233938322361398	0	-0.4419631977171623	0
3553	0	-0.02989916950024495	-0.19067217576192613	0	-0.33719030487219515	0
3566	0	0	0	-0.03917295889367356	0	-0.2825660480802199
3597	0	-0.13629293860105318	0	-0.04134124992813204	-1.2812028664717343	-1.553296044019019
3611	-0.7683360854962702	-0.0011021740697610962	-0.09352877357177251	-1.6352836239576218	-2.1338207682935457	0
3628	0	0	0	0	-2.120579286359628	0
3638	0	0	-0.02593404321210696	-0.56767715574333	0	-0.2838769472746079
3682	0	-0.007266090337954723	-0.13242381290358068	0	0	0
3693	-0.18969188772230128	0	-0.7283727622892402	0	0	0
3725	-0.9777426678226736	-0.05461703984349292	-0.5923527031382142	-2.0455145560677424	-0.6054318344828564	0
375346	0	0	0	0	0	0
3775	0	0	-0.10185812056571186	0	0	0
3800	0	-0.010157768345881862	-2.0880449300327197	-0.001338110650400015	0	-1.6153659723195144
3815	-0.38549928678700296	-1.029823539575991	0	-4.898113251365158	0	0
387	-0.3407342688732189	0	0	0	0	0
388650	0	0	0	0	0	0
3895	0	-0.18159509992272915	0	-0.9662834421497772	0	-0.07712108788134753
39	0	0	-0.1117324828861684	0	0	0
3909	0	0	-0.4542327476004732	0	0	-0.1908680959470708
392	0	0	0	-0.4998407045162952	0	-0.3423673709569641
3925	0	-0.052932657639749664	-0.07969128821955786	0	0	0
3930	0	-0.2228689831325981	-0.41342370114310567	-0.2716812885349148	-1.1629803870268731	0
3964	0	0	0	0	0	0
3978	0	-0.6319686469652275	-1.4942462545375037	0	-10.52405330663392	-0.061962011929490905
3988	-0.28201746497572755	-0.011138392134026842	-0.2235769839366041	-0.30113323790919333	0	-0.08169699935546539
4016	-0.26011723570666856	0	0	0	-1.199703484359352	0
4043	-2.6528756067660386	-0.11649065592905604	0	-1.4408279961520871	-2.902769748632249	0
4067	-1.2337548479113276	-0.0945996608162929	0	0	0	0
4088	-1.2068145035980562	0	-0.0659496504396975	-0.6398996589822192	-0.06051495759038161	0
4125	0	-0.01575324473721454	-0.0425034920072761	0	0	0
4144	-0.4273198258839583	0	-0.5790680273545306	-1.7691367413026189	0	-0.16536936570994767
4154	-0.07245621817460778	0	-0.5552970609649222	-2.145807298857484	-3.239960669381292	0
4172	-0.05573898854463932	0	-0.365880970753568	-0.41096734778680144	-3.933536687484495	-0.16280727138978257
4200	0	-0.010373389433628144	-0.31744779025190706	0	0	0
4208	0	-0.07810152546389659	0	0	-0.870245272856178	0
4216	-1.345626377193322	-1.1389216709619348	-2.1790510973916826	-0.08396585554358316	0	0
4232	0	-0.5523917081120495	0	-4.80946926614374	-4.863012883617205	0
427	0	0	-0.034082469768606224	0	-0.3907716579968577	-0.02362989305505241
4282	-0.08036434579166628	0	-0.057802735635487074	0	0	0
4303	0	-0.017575198465490438	-0.33423926785711755	-0.033427982111239984	0	-0.0131937492762908
4312	-0.7391814428856317	0	-1.4661286139200291	-3.049518747119706	0	-0.015720760913012777
