GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
10007	-0.15644277487326996	0	-0.020371360155647212	0	0	0
1001	0	0	-0.6064797472035017	0	-0.6119660067761863	-0.0623284436398166
10013	-0.1296560069499031	0	0	0	0	-0.3207494075557902
10038	-0.4154674424181093	0	-0.04468691878385663	-0.03917295889367356	0	-0.001272573562504542
10046	-0.44111477431880375	-0.9559242001753436	0	-0.8547980347436239	-1.011780181574229	-0.08718050259973587
10049	-5.839809270828821	0	-0.13339557409095498	-2.4899870509190807	0	-0.2240166354229003
10051	0	0	0	0	-0.405292776710144	-0.034943404421048985
10057	0	-0.02684880866208983	0	-1.2046207887181506	0	-0.2670672216892125
10058	-0.4753905430386026	0	0	0	0	-0.018393202522441407
10059	-1.7927079982199736	0	0	0	-0.07197134261619165	-0.0033837291777455425
10099	0	0	0	-2.5312217458294075	0	-0.05947935616587791
10112	-3.9128621662571055	-0.009357226638564088	-0.018728846424164614	0	0	-0.017598069712277953
10123	0	0	0	0	-1.2845108956129616	0
10131	-1.2337106007542786	0	-0.004183785130268708	0	0	0
10146	-1.4450822296452264	0	-0.3020695942631966	-0.03917295889367356	0	0
10150	-1.0961898169485942	0	0	-5.80579900918049	-18.156960613053496	-0.8003360956606027
10153	-1.1783959147845555	-0.08397949018718842	0	0	0	0
10165	-0.8196370749051223	0	0	-1.9105963120673803	-3.379261607803937	0
1017	-0.2633974033735801	-0.703321314243915	-0.03291685119760501	0	0	-0.4275593421516346
10174	-2.1861346794397623	0	0	-0.03917295889367356	0	0
10180	-0.1573065311247221	-0.0278061339407481	0	0	-2.8571013957739098	-0.009087689169432256
1019	-6.662372612808682	0	0	0	0	0
10190	-5.011502974836026	0	-0.12420525928854782	0	0	0
102	-0.36364460667585696	0	-1.2984922673732116	0	0	0
10206	0	-1.6888504607941934	-2.3383722073002664	0	0	-0.16329004122175828
1021	0	-0.6623101165579466	-1.674306730294032	-0.3567253834950348	-1.1090796076209772	-0.6234016796150197
1022	0	0	0	0	0	-0.017992175524795203
10221	0	-0.02229209606731841	-0.10108439132005809	-5.303878851475906	-15.36583464043872	-0.4945932524653773
10227	-0.6093529570245146	-0.342562085615902	0	-0.23209538340200095	0	0
10237	0	0	-0.09476049418615978	-0.5679087098962003	-0.5882667084462903	0
10245	-0.11983724654970727	-1.1957563500518145	0	0	0	0
1026	-2.1592307236470383	0	-0.15654276064194603	-0.24030902274719132	-0.1493752291638224	0
1027	0	-0.012773692260304724	0	0	-3.4036447524513105	0
10270	-0.440521650185322	0	-0.25234242093855425	-0.03917295889367356	0	-0.06543707192051099
10273	0	0	-2.734428516862933	0	0	0
10276	-0.04167820789312482	0	-0.0879389778412491	-0.037904872457915184	0	-0.03761301846641776
10285	-4.011546737219385	-0.22717936588018797	-0.1909305409428521	-0.03917295889367356	0	0
1029	0	-9.332498472400808e-4	-0.15022733404717137	-1.7344224145765186	-1.3400046535530603	0
10298	-1.1808570584085178	-0.4876042300753287	0	-0.037904872457915184	0	-0.0783706878683901
10318	0	-1.2563339427569336	-0.4524101599086836	-0.06646828944308703	0	-0.12994843639473275
10320	0	-0.5562161965198662	-1.3336235938662178	-0.2762403051256479	0	0
10329	0	0	0	0	0	-0.7749305479295492
10362	-0.47091827406337294	0	-0.03879774597558644	0	0	0
10398	0	-0.20496397019136212	0	-0.17095475687722106	0	-0.009219365610392828
10434	0	-0.03182481871164822	0	-5.690819196231608	-7.091837935367083	0
