names	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dendritic_cells_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv
GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	1	0.2991941391941392	0.35494856332032637	0.3279430789133247	0.3540883131355342	0.2906105772868276
GSE16250_GPL570_MTB_control_blood_PBMC_dn.tsv	0.2991941391941392	1	0.3141899278478245	0.308900917155315	0.3257340740206334	0.2741614214006852
GSE34151_GPL10558_MTB_control_blood_dendritic_cells_dn.tsv	0.35494856332032637	0.3141899278478245	1	0.33944495969180283	0.36044107512060647	0.30212319003676197
GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	0.3279430789133247	0.308900917155315	0.33944495969180283	1	0.34574505525445204	0.28602167063705525
GSE83456_GPL10558_EPTB_control_blood_dn.tsv	0.3540883131355342	0.3257340740206334	0.36044107512060647	0.34574505525445204	1	0.3947990543735225
GSE83456_GPL10558_PTB_control_blood_dn.tsv	0.2906105772868276	0.2741614214006852	0.30212319003676197	0.28602167063705525	0.3947990543735225	1
