GeneID	GSE84076_MTB_control_blood_up.tsv	GSE148171_MTB_control_blood_PBMC_up.tsv	GSE198557_MTB_control_blood_PBMC_up.tsv	GSE100897_MTB_control_24h_THP-1_up.tsv	GSE100897_MTB_control_6h_THP-1_up.tsv	GSE112482_MTB_control_lung_ILC1_up.tsv	GSE112482_MTB_control_lung_ILC2_up.tsv	GSE112482_MTB_control_lung_ILC3neg_up.tsv	GSE112482_MTB_control_lung_ILC3pos_up.tsv	GSE112482_MTB_control_lung_NK_up.tsv	GSE112482_MTB_control_lung_susp_up.tsv	GSE112483_MTB_control_lung_AM_up.tsv	GSE112483_MTB_control_lung_endo_up.tsv	GSE112483_MTB_control_lung_gd_up.tsv	GSE112483_MTB_control_lung_mait_up.tsv	GSE112483_MTB_control_lung_NK_up.tsv	GSE112483_MTB_control_lung_NKT_up.tsv	GSE112483_MTB_control_lung_epi_up.tsv	GSE132283_MTB_control_blood_macrophage_up.tsv	GSE143627_MTB_control_PBMC_macrophage_up.tsv	GSE148731_MTB_control_blood_monocytes_up.tsv	GSE174566_MTB_control_blood_PBMC_up.tsv	GSE193777_MTB_control_blood_up.tsv	GSE223863_MTB_control_2h_BALF_alveolar_macrophage_up.tsv	GSE223863_MTB_control_24h_BALF_alveolar_macrophage_up.tsv	GSE223863_MTB_control_72h_BALF_alveolar_macrophage_up.tsv	GSE256184_MTB_control_HEPG2_HepG2_up.tsv	GSE64179_MTB_control_blood_dendritic_cells_up.tsv	GSE64182_MTB_control_blood_dendritic_cells_up.tsv	GSE110564_MTB_control_blood_lymphatic_endothelial_cell_up.tsv	GSE141656_MTB_control_blood_blood_up.tsv	GSE143731_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE164287_MTB_control_blood_monocyte_derived_macrophages_up.tsv	GSE165708_MTB_control_BAL_bronchoalveolar_lavage_up.tsv	GSE183912_MTB_control_blood_marcophages_up.tsv	GSE211974_MTB_control_blood_THP-1_up.tsv	GSE211974_MTB_control_48h_blood_THP-1_up.tsv	GSE236156_MTB_control_BALF_alveolar_macrophage_up.tsv	GSE236156_MTB_control_blood_monocyte_derived_macrophage_up.tsv
11014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3358734802860951	0	0	0	0	0	0.684034847399399	0	0	0	0	0	0	0	0	0	0
11031	0	2.571117143627247	2.447433908196477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8496051068985029	0	0	0	0.6403177218214419	0	0	0	0	0	0	0	0	0	0	0	0
11041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11044	0	0	0	1.43457738180937	1.43457738180937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9353098503347924	0	0.4514975159907876	0	0	0	0	0	0	1.429994988626049	0.6804836188224637	0	0.9147109951208172	0	0	0.31940437365518104	0	0	0	0	0
11065	0	0	2.021628606517524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1365972402411857	0	0	0	0	0	1.1671498646357932	0	0	0	0	0	0	0	0	0	0	0
11072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.316572585474358	1.5813625368268365	0	0	0	0	0	0	0	0	0	0
11073	0	1.1727133304030946	1.4514759679054938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262328057246122	0	0	0	0	0	0.8497173861732725	0	0	0	0	0	0	0	0	0	0	0
11098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9477130844019648	0	0	0	0	0	0	0	0	0	0	0	0
1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2197680083873506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6353867721561838	0.8069027631162713	0	0	0	0	0	0	0	0	0.2561786528185147	0.2561786528185147
11142	0	0	0	1.3775329432025287	1.3775329432025287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5732754569628644	0	0	0	0	0.3577698463156998	0	0	0	2.1652605375098544	0	1.0936306647628171	0	0	0	0	0	0
11151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3261629656586747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28394330157461667	0	0	0	0	0	0.8529920583421733	0	0	0	0	0	0
11182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.902055775876219	2.9873819605243974	2.86024210792329	1.0232117554985307	0.4503283333623292	0	0	0	0	1.7960388569417085	1.983836321434636	0	3.059489287709092	0	0	0	3.55731123583509	0	0	0	0
11188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9930911099361222	0	0	0	0	0	0	0	0	0	0	0	0
1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0062680957619687	0	0	0	0	0	0	0	0	0	0	0
11230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5765466977004182	0	0	0	0	1.0239033825276345	0	0	0	0	0	0	0	0	0	0	0
11232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11261	0	1.9059042606294485	1.696122645365904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44263310820476304	0	0	0	0	0.4926173502253964	0.8785168809098756	0	0	0	0	0	0	0	0	0	0
11284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11319	0	1.2929227500109923	0.9059859498495246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11344	0	1.3434430106417783	1.5720819970483335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5324048932374358	0	0	0	0	0	1.1405682795958478	0	0	0	0	0	0	0	0	0	0
1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1482553585177424	0	0	0	0	0	0	0	0	0	0
116832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.835193029441841	0	0	0	0	0.6258241273387959	0	0	0	0	0	0	0	0	0	0	0	0
1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213	0	1.6998462298194996	1.786132115002061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5945583727154229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124583	0	1.7493496917150957	1.7732184458955411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3968073896570867	0	0.7608448883959917	0	0	0	0	0.6250552980601463	1.127495871409045	0	0	0	0	0	0	0	0	0	0
1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3407043528569338	0	0	0	0	0	2.5496881587211977	0	0	0	0	0	0	0	0	0	0	0
128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5521080949623473	0	0	0	0	0	0	0	0	0	0	0	0
1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2880256272624773	0	0	0	0	0	0	0	0	0	0	0
1385	0	0	0	0.3798875652877847	0.3798875652877847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3504598913097235	0.9851806900740194	0	0	0	0	0	0	0	0	0	0	0
1398	0	2.1919345923446816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4970322906266007	0	0	0	0	0	0	0	0	0.743825954874887	0	0	0	0	0	0	0	0.1658246838076555	0.1658246838076555	0	0
1399	0	1.0978246635821154	1.4593720827950754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4144505846104717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4813655627789744	0	0	0	0	0	0	0	0	0	0	0	0
1445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34533705680015614	0.501084902608296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1452	0	1.731085693281142	1.519364217532034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26851351597093426	0	0	0	0	0	0.25915161029717404	0	0	0	0	0	0	0	0	0	0	0.20783262405187403	0.20783262405187403
1454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8206700518591599	0	0	0	0.8393351369373124	0	0	0	0	0	0
1459	0	1.1100029006805272	1.438471722909105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.090577353413954	0	0	0	0	0	0	0	0	0	0
147179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2577752467628663	0	0.46237085995076727	0	0	0	0.35411980178753644	0.3879035182009117	0	0	0	0	0	0	0	0	0	0	0
148022	0	1.6917183733906596	1.5273077661759848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7962147644402997	0.6618353303111251	0.969761890342893	0.5598197375376026	0.486703373058675	0	0	0	0.5672025193475305	0.9734711834534934	1.473307154526484	0.6001491047722397	0	0	0	0	0	0	0	0.7597346056386522	0.7597346056386522
1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1509	0	1.6644526971596874	1.6750841018240212	1.24550649474513	1.24550649474513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1402904671198066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1514	1.0629347454472668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8172625614909287	0	0.7727687051366484	0	0	0	1.5366795175937076	2.617974126533921	2.165797554126026	0	0	0	0	0	0	1.367724835309535	1.367724835309535	0	0
1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1262759176138035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
154	0	1.5578048820551795	1.6398188850960134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3661706572051343	0	0	0	0	0	0	0.9450777396362402	0	0	0	0	0	0	0	0	0	0
1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5154246284183058	0	0	0	0	0	0	0	0	0	0	0
1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3900541726757942	0	0	0	0	0	0	0	0	0	0
1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3129809346792944	0	0	0	0	0	0	0	0	0	0	0
1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1921411595327025	1.3838698430274896	0	0	0	0	1.1685373061631672	3.3038332242205035	2.3242370505408747	0	0	0	1.2018856984485558	0	0	0	0	1.05661906756473	1.05661906756473
1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2959441707229426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.591461404242751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1738	0	1.4432505001894878	1.6462359430273383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6832444056987317	0	0.3192788044309558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4800784968212111	0.4800784968212111
1759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28240081994144406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.247444365124696	0	0	0	0	0	6.121680107912854	4.7799538644930895	0	0	0	3.4273381452279104	0	0	0.6147099333582873	0.6147099333582873	0	0
1831	0	0	0	1.5961032490660865	1.5961032490660865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7235294596462041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1845	0	1.679040352191925	1.5252730075958976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1776573400425745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1846	0	0	0	0.7762514142296568	0.7762514142296568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.793426126292295	2.9467835762240258	0	0	0	0	2.3319276125938	5.864145217683633	5.074624840947728	0	2.464838918178594	0	0	0	0	0	0	3.317910079764298	3.317910079764298
1848	0	3.007126242983132	2.8849192973345312	0.597385599076797	0.597385599076797	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1938761212131848	0	1.374187010885962	0	0	0	0	0	1.8763033470476875	1.363316869818676	2.6500484993165645	0	0	0	0	0	0	0	0	0	0
1861	0	1.6830553153872363	1.7812748135634948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5197756899553794	0	0	0	0	0	0.8394516187521511	0	0	0	0	0	0	0.2031926407825627	0.2031926407825627	0	0
1870	0	0	1.7430531271390808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3694047435040748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3291177621796304	0	0	0	0	0	0	0	0	0	0	0	0
1906	0	0	0	2.1377598955759414	2.1377598955759414	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8220095529030838	4.905545804274624	4.408200935935264	3.380746238747746	0	0	0	0	1.425614764832876	6.3703392402591845	0	0	5.410603159893382	0	0	0	0	0	0	0	0
1950	0	0	0	2.234796974275739	2.234796974275739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5641386591022162	0	0	0	1.04401799426283	0	0	1.615830638662936	0	0	0	0	0	0	0	0	0
1956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2581171027950155	0	0	0	0	0	4.717179991115258	0	0	1.9185919576675807	1.766964157530981	0	0	0	0	0	0	1.6287480802239396	1.6287480802239396
1978	0.7251471739920876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34546586763663145	0	0	0	0	0	0	0	0	0	0	0	0
1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8614640447564175	0	0	0	0	0	0	0	0	0	0
1983	0	1.4693599558789492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3993755150009004	0	0	0	0	0	0	1.2846538652761934	0.6556446870745678	0	0	0	0	0	0	0	0	0.49552355743304927	0.49552355743304927
1994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9993333938509036	0	0	0	0	0	0	0	0	0	0
200081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6803312327176718	0	0	0	0	0	0	0	0	0	0
200734	0	2.629163743158839	2.527472024932639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5523479987329196	0	0.3134692936484069	1.0003482355313829	0	0	0	0	0.5144067848208032	3.9985583048003743	4.230477966109414	0	0.80704590333612225	0	0	0	0	0	0	0	0
2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.189916533291391	1.410370936896527	0	0	0	0	0	1.9244874500151328	0	0	0	0	0	0	0	0	0	0
2037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2048	0	0	0	2.5870626872663	2.5870626872663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.128930843511665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4657068554322474	0	0	0	0.4820720413236362	0	0	0	0	0	0	0	0	0	0	0	0
211	0	3.0563132328144187	3.249827642077461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.146717977651354	1.2150992720240172	0.8853982240425603	0	0.5291457261206325	0	0	0	0	1.4362695349429164	1.364570397081838	0.4299907827616893	0	0	0	0	0.721641823336008	0	0	0	0
2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.347246049346448	0	0	0	0	0	0	1.3878055836126222	1.5432572107176996	0	2.0548811640590285	0	0.8385437902377074	0	0	0	0	0	0
2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.272897433633145	0	0	0	0	0.5242873647723041	0	0	0	0	0	0	0	0	0	0	0	0
2131	0	0	2.4955702856462096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2802236169449783	0	0	0.4651312312654825	0.5976190480237401	0	0	0	0.2710680046785454	0	0	0.645724858248592	0	0	1.2645176056589829	0	0	0	0	0	0
2146	0	0	0.9628844314971876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7465162379609688	0	0.975510717213529	0.9907985882172357	0	0	0	0	0.3161075382256207	1.201388958447781	0.8900251063208177	0	0	0	0	0	0	0	0	0.5609070008361167	0.5609070008361167
2184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0689511863984822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2185	0	0	1.197193068856832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7137192059436817	0	0	0	0.6865532982799187	0	0	0	1.045256799256187	3.051226021324344	2.6909058311849376	2.07076416656086	0	0	0	0	0	0	0	0	0
2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2222	0	0	1.0840228368692717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5465762096927071	0	0	0	0	1.442782907430219	0	0	0	0	0	0	0	0	0	0	0
226	0	1.949545377072216	1.9647972284657087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3763477618753503	0	0.799254406625215	0	0	0	0	0	0.8842513390177799	0	0	0	0	0	0	0	0	0	0
2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22794	0	1.2907697724392866	1.1590422513217724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6470892484646676	0	0	0	0	0.4970889324479157	0.5774969871902277	0	0	0	0	0	0	0	0	0	0
22796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76945393026513	1.111907980382939	0	0	0	0	0	0	0	1.302733370423088	1.547894573271391	0.5700586519737136	0	0	0	0	1.101520242259517	1.2733697719080657	1.2733697719080657	0	0
22823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.520528577999793	0	0	0	0	0	0	0	0	0	0	0	0
22827	0	0.9783374366877032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2448484738488004	0	0	0	0	0	0	0	0	0	0
22841	0	1.5218652809767343	1.2582804998874717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5231530186005638	0	0	0	0	0	0	0	0	0	0	0.8993685472416776	0	0	0	0	0	0
22883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7074312222497219	0	0	0	0	0	0	0	0	0	0	0
22889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6413281004557951	0	0	0	0	0	0	0	0	0	0	0
22905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22926	0	1.8487162893549771	1.8250664440858384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30583530757538385	0	0.881525100552863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3531502398968433	0.4378614766185312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6247909068957365	0	0	0	0	0	1.4058214768266204	0	0	0	0	0	0
23011	0	1.863079615743471	1.3401266478112188	0.4662170679306853	0.4662170679306853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7036611592579782	0.2321232299379461	0	0	0	0	0	1.3359120221900982	0.7329985310043443	0	1.289130411723208	0	0	0	0	0.12178790403910587	0.12178790403910587	0.4462197578905569	0.4462197578905569
23013	0	0	0.9696371303994074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12432548494174175	0	0	0	0	0	0.9068473809989822	0	0	0.5305084765313268	0	0	0	0	0.24920534596143057	0.24920534596143057	0	0
23014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2783394322322746	0	0	0	0	0	0.8101354824046805	0	0	0	0	0	0	0	0	0	0	0	0
23038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.600475422750887	0	0	0	0.3246043391458928	0	0	0	0	0	0	0	0	0	0	0	0
23039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0014706508847022	1.214739260535592	0	0	0	0	0	0	0	0	0	0
