names	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_EPTB_control_blood_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv
GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv	1	0.3196084077166715	0.33204895738893925	0.33258800596261895	0.29497656531666866	0.29497656531666866
GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	0.3196084077166715	1	0.32049589622912245	0.32536861122443034	0.28738303467677817	0.28738303467677817
GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	0.33204895738893925	0.32049589622912245	1	0.3304635384001368	0.30191289701636187	0.30191289701636187
GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	0.33258800596261895	0.32536861122443034	0.3304635384001368	1	0.29008508840745884	0.29008508840745884
GSE83456_GPL10558_EPTB_control_blood_dn.tsv	0.29497656531666866	0.28738303467677817	0.30191289701636187	0.29008508840745884	1	1
GSE83456_GPL10558_PTB_control_blood_dn.tsv	0.29497656531666866	0.28738303467677817	0.30191289701636187	0.29008508840745884	1	1
