GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_up.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_up.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_up.tsv	GSE83456_GPL10558_EPTB_control_blood_up.tsv	GSE83456_GPL10558_PTB_control_blood_up.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_up.tsv
100130827	0	0	0	0	0	0
100130933	0	0	0	0	0	0
100130958	0	0	0	0	0	0
100131017	0	0	0	0	0	0
100131187	0	0	0	0	0	0
100131208	0	0	0	0	0	0
100131211	0	0	0	0	0	0
100131390	0	0	0	0	0	0
100131439	0	0	0	0	0	0
100131755	0	0	0	0	0	0
100131801	0	0	0	0	0	0
100131827	0	0	0	0	0	0
100131897	0	0	0	0	0	0
100131997	0	0	0	0	0	0
100132247	0	0	0	0	0	0
100132406	0	0	0	0	0	0
100132463	0	0	0	0	0	0
100133941	0	0	0	0	0	0
100134934	0	0	0	0	0	0
100134938	0	0	0	0	0	0
100137047	0	0	0	0	0	0
100137049	0	0	0	0	0	0
10014	0	0	0	1.9003146665508184	1.9003146665508184	0.21667140744822436
100141515	0	0	0	0	0	0
100144748	0	0	0	0	0	0
10015	0	0.03909915079531106	0	9.306912549575458	9.306912549575458	0
100151683	0	0	0	0	0	0
100151684	0	0	0	0	0	0
10016	0	2.6841867805105126	0.7189358759224845	0.14657540854659934	0.14657540854659934	0
100169751	0	0	0	0	0	0
100169760	0	0	0	0	0	0
10017	0	0.092992488313821	0.5334890715983104	0.3641284908862687	0.3641284908862687	0.199438141875012
100170841	0	0	0	0	0	0
10018	0	1.0633050998534803	0.5334890715983104	1.9784483465956435	1.9784483465956435	0.01700435656693111
100188893	0	0	0	0	0	0
10019	0.17188932115320288	1.0633050998534803	0.1269364711317854	4.129609356117324	4.129609356117324	0
1002	4.252864342803853	0	0	0	0	0.7927924310130088
10020	1.0249156954284335	0	0.13952404648029038	0	0	5.128240502547849
10021	0	0	0	0.504950141072791	0.504950141072791	0
10022	0	0.01669500982243479	0	0.28579030673534644	0.28579030673534644	0
10023	0.3703852760024517	0.02172460364032477	0.03938126501045658	0.14426218932575674	0.14426218932575674	0
10024	0	0.0295310822851382	0	0.6093333693124399	0.6093333693124399	0
10025	1.8296392601363016	0.43834051875965946	0	0.6093333693124399	0.6093333693124399	0.14298435276562022
10026	1.113861637389305	0	0	0.6093333693124399	0.6093333693124399	0.1278471308966162
100271715	0	0	0	0	0	0
100271846	0	0	0	0	0	0
100272147	0	0	0	0	0	0
100287171	0	0	0	0	0	0
100287226	0	0	0	0	0	0
100287284	0	0	0	0	0	0
100287932	0	0	0	0	0	0
100288142	0	0	0	0	0	0
100288687	0	0	0	0	0	0
100288695	0	0	0	0	0	0
100288801	0	0	0	0	0	0
100288842	0	0	0	0	0	0
100289187	0	0	0	0	0	0
100289635	0	0	0	0	0	0
100289678	0	0	0	0	0	0
100293516	0	0	0	0	0	0
1003	0	15.489069858770325	0.22234919828125752	1.4904022372950885	1.4904022372950885	0
100302692	0	0	0	0	0	0
100302743	0	0	0	0	0	0
100303491	0	0	0	0	0	0
100303755	0	0	0	0	0	0
100310812	0	0	0	0	0	0
100310846	0	0	0	0	0	0
100316904	0	0	0	0	0	0
10036	0.94190537695411	0.0164986613581709	0	0	0	0.02239545499731377
100379132	0	0	0	0	0	0
100379141	0	0	0	0	0	0
100379250	0	0	0	0	0	0
10038	0	0.03150103523543368	0	0.1291763951273326	0.1291763951273326	0
100381270	0	0	0	0	0	0
10039	0.5120547600049791	0	1.839568102829804	0	0	0
1004	0	0	3.0440452158389864	1.4904022372950885	1.4904022372950885	0.02349242323304685
10040	0	12.60930790217594	0	0.5456611907774219	0.5456611907774219	0
10042	0	1.1204157218866824	0.10917263231571242	6.472923671470603	6.472923671470603	0
100423062	0	0	0	0	0	0
10043	0	0.236579074282993	0	6.472923671470603	6.472923671470603	0
10044	0	0.10684015034480088	0	6.472923671470603	6.472923671470603	0
10045	0	0	0.6245554269771492	6.472923671470603	6.472923671470603	0.07048524243479759
10046	3.9035417022570407e-4	0	0	6.472923671470603	6.472923671470603	0
10047	0.0961118457008823	0.00825698529953833	0	6.472923671470603	6.472923671470603	0
10048	1.3201916352666	0.02471052145218502	1.0704518631572135	6.472923671470603	6.472923671470603	0
10049	0	1.1011754788610393	0	0.2283903291168301	0.2283903291168301	0
100499483	0	0	0	0	0	0
1005	0.3565665894690427	0	0	0	0	0.0665572747997294
10050	0.911732583117336	0.01185053433353469	0	0	0	0.03985365025905296
100505478	0	0	0	0	0	0
100505573	0	0	0	0	0	0
100505741	0	0	0	0	0	0
100505767	0	0	0	0	0	0
100505876	0	0	0	0	0	0
100505879	0	0	0	0	0	0
100505989	0	0	0	0	0	0
100506013	0	0	0	0	0	0
100506144	0	0	0	0	0	0
100506164	0	0	0	0	0	0
100506409	0	0	0	0	0	0
100506540	0	0	0	0	0	0
100506658	0	0	0	0	0	0
100506742	0	0	0	0	0	0
100507003	0	0	0	0	0	0
100507027	0	0	0	0	0	0
100507043	0	0	0	0	0	0
100507050	0	0	0	0	0	0
100507055	0	0	0	0	0	0
100507203	0	0	0	0	0	0
100507290	0	0	0	0	0	0
100507341	0	0	0	0	0	0
100507421	0	0	0	0	0	0
100507537	0	0	0	0	0	0
100507582	0	0	0	0	0	0
100507588	0	0	0	0	0	0
100507650	0	0	0	0	0	0
10051	0.0273391049300358	0.01185053433353469	0	1.1107950807322766	1.1107950807322766	0.04295034903561312
10052	0	0	0.09590658953646863	1.1107950807322766	1.1107950807322766	0.5368358528624717
100528020	0	0	0	0	0	0
100528062	0	0	0	0	0	0
100529215	0	0	0	0	0	0
10053	0	0.00120669154836661	0.09165842640468984	0.09553232419679558	0.09553232419679558	0.04460206519973032
100532726	0	0	0	0	0	0
100533105	0	0	0	0	0	0
100533106	0	0	0	0	0	0
10054	0	0	1.0722757576384172	0	0	0.02177944743683702
10055	0.08006208304684836	1.6243023029752075	0.9474304054143048	1.4461612545030076	1.4461612545030076	0
10056	0	0.3119789953181591	0.9474304054143048	3.0880384511286563	3.0880384511286563	0
10057	0.1575217308240594	0.3119789953181591	0.9474304054143048	0.33385141501422355	0.33385141501422355	0
10058	0	0.3119789953181591	0.9474304054143048	0.4545745633329013	0.4545745633329013	0
10059	0	0.3119789953181591	0	0.14406156744761756	0.14406156744761756	0.06474574475718631
1006	0	0	0	0.24217717726773905	0.24217717726773905	0
10060	0.06236535663750375	0	0	0.03882031075111536	0.03882031075111536	0.04012714972969133
10061	0.3990390418192139	0.2442717228217548	0.14339273655808205	0.3709112540905686	0.3709112540905686	0
10062	0	0	0	2.441625045639671	2.441625045639671	0
10063	0	0.04876683148369976	0	0.0778717004762206	0.0778717004762206	0
100652748	0	0	0	0	0	0
100653515	0	0	0	0	0	0
10066	0	0.04876683148369976	0	0.8345400337899177	0.8345400337899177	0.04448690259662191
10067	0	0.04876683148369976	0	0	0	0.04295152740816777
10068	4.632705958323951	0.04876683148369976	0	0	0	0
10069	0	0.04876683148369976	0	0.07251353265398874	0.07251353265398874	0.09542668757238217
1007	0.1332722276439684	0	0.0159688346143535	0	0	0
10071	0	0.04876683148369976	0	0	0	0
10072	0.15468942148537235	0.04876683148369976	0	0	0	0.03434678188834905
10073	0	0.04876683148369976	0	0	0	0
10075	0.18310035436838684	0.04876683148369976	0	0.2283903291168301	0.2283903291168301	0.23040670773874217
10076	1.4187787040581434	0.04876683148369976	0	0.27857034655027046	0.27857034655027046	0.23040670773874217
10077	0.5276017213733033	0.04876683148369976	0	0	0	0.05541090303576357
10078	0	0.04876683148369976	0	0.19093701579030675	0.19093701579030675	0.07513617210093582
10079	0	0.04876683148369976	0	0.1669554426288804	0.1669554426288804	0.09100775280464136
1008	1.4450287547263687	0	0.9896220300723702	0	0	0.15906888036385602
10081	0.8770180649856291	0.04876683148369976	0	0	0	0.05521204723554862
10082	1.2584079553534264	0.04876683148369976	0	0.23401863075102325	0.23401863075102325	0.21776761859158952
100820829	0	0	0	0	0	0
10083	0	0.04876683148369976	0	0	0	0
10084	0	0.04876683148369976	0	0.18777982006174287	0.18777982006174287	0
10085	0.03871196326521825	0.04876683148369976	0	0.18777982006174287	0.18777982006174287	0.3386153813757129
10086	0	0.04876683148369976	0	0	0	0
100861412	0	0	0	0	0	0
10087	0	0.04876683148369976	0	2.274323205816093	2.274323205816093	0
100874323	0	0	0	0	0	0
100885848	0	0	0	0	0	0
10089	0	0.04876683148369976	0	0.2283903291168301	0.2283903291168301	0.09690056554659876
1009	0	0.07678368647232037	0.09101749700325912	0	0	0.01768623415527764
10090	0.22170714905746183	0.04876683148369976	0	0	0	0
10092	1.3185563353259455	0.04876683148369976	0	0	0	0.2058459647355746
10093	0	0.04876683148369976	0	0	0	0.18379043609338944
10094	0.02028417752886274	0.04876683148369976	0	2.4647147410303707	2.4647147410303707	0.03003064299905619
10095	0	0.04876683148369976	0	0.2245470212974685	0.2245470212974685	0
10096	1.7411299623517846	0	0	0.7963095734636725	0.7963095734636725	0
10097	0	0	0	0.7963095734636725	0.7963095734636725	0
10098	1.277728630900573	0	0	2.6682012264307304	2.6682012264307304	0
10099	0.4667296049487262	0	0	0.1392562864619865	0.1392562864619865	0
100996492	0	0	0	0	0	0
100996521	0	0	0	0	0	0
100996717	0	0	0	0	0	0
100996763	0	0	0	0	0	0
100996939	0	0	0	0	0	0
101	0	0	0	0	0	0
1010	0	0	0	0.10429428094496408	0.10429428094496408	0
10100	0	0	0	0.1392562864619865	0.1392562864619865	0
10101	0	0	0	0.1392562864619865	0.1392562864619865	0
10102	0.2442394480073925	0	0	0.1392562864619865	0.1392562864619865	0
10103	0	0	0	0.1392562864619865	0.1392562864619865	0
10105	0	0	0	0.1392562864619865	0.1392562864619865	0.1061701676013197
101059918	0	0	0	0	0	0
101059938	0	0	0	0	0	0
10106	0	0	0	0	0	0
101060200	0	0	0	0	0	0
101060226	0	0	0	0	0	0
101060389	0	0	0	0	0	0
101060684	0	0	0	0	0	0
10107	0	0	0.06209076288242243	1.5679078149015089	1.5679078149015089	0
10109	0	0	0.06209076288242243	0	0	0.2817341946459351
10110	0	0	0.06209076288242243	0	0	0
10111	0	0	0.06209076288242243	0	0	0.07352688105670156
10112	1.1765314337630417	0	0.06209076288242243	0.2099441252843226	0.2099441252843226	0.04347447276447006
10113	0	0	0.06209076288242243	0	0	0.04347447276447006
10114	0	0	0.16905246477297525	0	0	0.1434050231107773
10116	0.5805302031468198	0.03428499667741361	0.16905246477297525	0.2176070299816584	0.2176070299816584	0.04631925446699041
10117	0	0.03428499667741361	0.16905246477297525	0.2283903291168301	0.2283903291168301	0.04162707140398825
1012	0	0	0	0	0	0.18303600437386883
10120	1.238599441544036	0.03428499667741361	0.16905246477297525	0	0	0
10121	0	0.03428499667741361	0.16905246477297525	0	0	0
10123	0	0.03428499667741361	0.16905246477297525	0	0	0
10124	0.07456991976362548	0.03428499667741361	0.16905246477297525	0	0	0
10125	1.1096845865852585	0.03428499667741361	0.16905246477297525	0.12999787816669395	0.12999787816669395	0.04868810899835044
10126	1.1646438154023873	0.03428499667741361	0.16905246477297525	2.853777210247354	2.853777210247354	0.00737663651083453
10127	0.15278187947078026	0.03428499667741361	0.16905246477297525	0	0	0.13295931539873673
10128	0	0.03428499667741361	0.16905246477297525	1.2063918097087245	1.2063918097087245	0
10129	1.2312822555573562	0.03428499667741361	0.16905246477297525	2.609699323164743	2.609699323164743	0.02097912070520774
1013	1.467504958430948	0.1448945057832025	0.3100019263508874	2.04878537037091	2.04878537037091	0
10130	0.10595523111082196	0.03428499667741361	0.16905246477297525	0.7497397533806618	0.7497397533806618	0.2273804616213364
10131	0	0.03428499667741361	0.16905246477297525	0.3303580853586144	0.3303580853586144	0.2273804616213364
10133	0	0.03428499667741361	0.16905246477297525	1.1757727413137875	1.1757727413137875	0
10134	0	0.03428499667741361	0.16905246477297525	1.1757727413137875	1.1757727413137875	0.05621599922929432
101340252	0	0	0	0	0	0
10135	0	0.03428499667741361	0.16905246477297525	1.1757727413137875	1.1757727413137875	0.050878284950929
10136	0.27780678994771	0.03428499667741361	0.16905246477297525	1.1757727413137875	1.1757727413137875	0
10137	0	0.03428499667741361	0.16905246477297525	17.649656797858704	17.649656797858704	0
10138	0	0.03428499667741361	0.16905246477297525	1.5493101341061053	1.5493101341061053	0
10139	1.5174667890353537	0.03428499667741361	0.16905246477297525	0.14376960873420197	0.14376960873420197	0
1014	1.9821541212153324	3.463420067160982	0	0	0	0
10140	0	0.03428499667741361	0.16905246477297525	0.35921498738380064	0.35921498738380064	0
10141	0	0.03428499667741361	0.16905246477297525	0	0	0.18318634973676584
10142	0	0.03428499667741361	0.16905246477297525	0	0	0.05227607476179553
10143	0	0.03428499667741361	0.16905246477297525	0.8298196864887972	0.8298196864887972	0
10144	1.4984913822334105	0.03428499667741361	0.16905246477297525	0	0	0
101447996	0	0	0	0	0	0
10146	0.10940259302832112	0.07049067702933327	0.243192954984087	0	0	0
10147	0	0.07049067702933327	0.243192954984087	0	0	0
10148	0	0.07049067702933327	0.243192954984087	0.2857337690499861	0.2857337690499861	0
10149	0	0.07049067702933327	0.243192954984087	0.3851345941908749	0.3851345941908749	0.01622989835062571
1015	0	1.2588570243910342	0.13275863216526362	0.16385251297973835	0.16385251297973835	0
10150	0	0.07049067702933327	0.243192954984087	0	0	0
10152	0	0.07049067702933327	0.243192954984087	0	0	0
10153	4.863415854269973	0.07049067702933327	0.243192954984087	0	0	0
10154	2.649956222839963	0.07049067702933327	0.243192954984087	0	0	4.97329874391715
10155	1.978584337990606	0.07049067702933327	0.243192954984087	0.2283903291168301	0.2283903291168301	4.97329874391715
10156	0	0.07049067702933327	0.243192954984087	0.2283903291168301	0.2283903291168301	4.97329874391715
10157	0.8538011818554807	0.07049067702933327	0.243192954984087	0	0	4.97329874391715
10158	0.834676976396561	0.07049067702933327	0.243192954984087	0	0	4.97329874391715
10159	0	0.07049067702933327	0.243192954984087	0	0	4.97329874391715
1016	0.8002888668434438	0.05462367986524014	0	0	0	0
10160	15.919793292082634	0.07049067702933327	0.243192954984087	0.1147067771123862	0.1147067771123862	4.97329874391715
10161	0	0.07049067702933327	0.243192954984087	0	0	4.97329874391715
10162	0	0.07049067702933327	0.243192954984087	1.1961171282346736	1.1961171282346736	0.03561848384098964
10163	0	0.07049067702933327	0.243192954984087	0	0	0
10164	0	0.07049067702933327	0.243192954984087	0.21174651681389767	0.21174651681389767	0
10165	0	0.07049067702933327	0.243192954984087	0.3464446300953654	0.3464446300953654	0
10166	0	0.07049067702933327	0.243192954984087	0	0	0
10168	0	0.07049067702933327	0.243192954984087	0.01813702517349535	0.01813702517349535	0.06593968890012913
10169	12.75417475889015	0.07049067702933327	0.243192954984087	1.2802509480725837	1.2802509480725837	0
1017	0	0.44448790148428063	0.18143767970981703	0.01335962660840761	0.01335962660840761	10.694820529467556
10170	13.73115443455582	0.07049067702933327	0.243192954984087	0.2283903291168301	0.2283903291168301	0
10171	0	0.07049067702933327	0.243192954984087	0	0	0
10172	0	0.07049067702933327	0.243192954984087	0.05675135608748061	0.05675135608748061	0.14335909603140973
10174	0.4326823745751873	0.07049067702933327	0.243192954984087	0.9350817378832308	0.9350817378832308	0
10175	0	0.07049067702933327	0.243192954984087	3.8907078915580176	3.8907078915580176	0.05347122341139845
10178	0.19168110057848464	0.03700211865911421	0.5061534109454688	0.4339250862476676	0.4339250862476676	0
10179	0	0.03700211865911421	0.5061534109454688	0	0	0
1018	0.15386059101765637	0.6957532067300054	0.04925311492329148	1.4114761491622203	1.4114761491622203	0
10180	0	0.03700211865911421	0.5061534109454688	0.29226373997329536	0.29226373997329536	0
10181	0	0.03700211865911421	0.5061534109454688	0	0	0
10184	0	0.03700211865911421	0.5061534109454688	0.2283903291168301	0.2283903291168301	0
10186	0	0.03700211865911421	0.5061534109454688	4.377065753830312	4.377065753830312	0.10915338395577748
10188	0.8501201182501528	0.03700211865911421	0.5061534109454688	1.3110376579377765	1.3110376579377765	0.10442929187029688
10189	4.817104034146901	0.03700211865911421	0.5061534109454688	1.618822809807018	1.618822809807018	0
1019	0	0.49155444797061465	0.3395033975901831	0.8327357264795219	0.8327357264795219	0
10190	0.7264719407915489	0.03700211865911421	0.5061534109454688	0.12468411399141656	0.12468411399141656	0
101927356	0	0	0	0	0	0
101927423	0	0	0	0	0	0
101927468	0	0	0	0	0	0
101927685	0	0	0	0	0	0
101928075	0	0	0	0	0	0
101928174	0	0	0	0	0	0
101928527	0	0	0	0	0	0
101928917	0	0	0	0	0	0
101929130	0	0	0	0	0	0
101929977	0	0	0	0	0	0
101929989	0	0	0	0	0	0
10193	0.5281774176161719	0.03700211865911421	0.5061534109454688	0.3813020714071644	0.3813020714071644	0
10194	0	0.03700211865911421	0.5061534109454688	0	0	0
10195	0	0.03700211865911421	0.5061534109454688	0.2283903291168301	0.2283903291168301	0
101954264	0	0	0	0	0	0
101954266	0	0	0	0	0	0
101954267	0	0	0	0	0	0
101954271	0	0	0	0	0	0
101954272	0	0	0	0	0	0
101954273	0	0	0	0	0	0
101954275	0	0	0	0	0	0
101954276	0	0	0	0	0	0
101954277	0	0	0	0	0	0
10196	0.5559165302745868	0.03700211865911421	0.5061534109454688	0	0	0
10197	0	0.03700211865911421	0.5061534109454688	0	0	0
10198	0	0.03700211865911421	0.5061534109454688	0.17520428808680033	0.17520428808680033	0.04372676657141172
10199	0.3688607950232684	0.03700211865911421	0.5061534109454688	0	0	0.04372676657141172
102	0	0	0	2.862420108608474	2.862420108608474	0
1020	0.1774057067105167	3.565279750244865	0	0	0	0
10200	0	0.03700211865911421	0.5061534109454688	0.5408139315043061	0.5408139315043061	0
10201	0	0.03700211865911421	0.5061534109454688	0	0	0.10305481491009871
10202	0	0.03700211865911421	0.5061534109454688	0	0	0
10203	10.619670605856552	0.03700211865911421	0.5061534109454688	0.10871589184269548	0.10871589184269548	0.12522944343350606
10204	0.4893730444155189	0.03700211865911421	0.5061534109454688	0.9504145199180788	0.9504145199180788	0.01215586680981035
10205	0	0.03700211865911421	0.5061534109454688	0	0	0.29160302788894654
10206	0.9084084371138834	0.03700211865911421	0.5061534109454688	0.97051169030593	0.97051169030593	0
10207	0	0.03700211865911421	0.5061534109454688	0.2283903291168301	0.2283903291168301	0
10208	0	0.03700211865911421	0.5061534109454688	0.00796617950895561	0.00796617950895561	0
10209	0.3312617691899451	0.03700211865911421	0.5061534109454688	0.19786085182886937	0.19786085182886937	0
1021	0	0.7374225614463876	0.6451454912799264	27.34762115279896	27.34762115279896	0
10210	0.39246579792497016	0.03700211865911421	0.5061534109454688	1.4591942335798591	1.4591942335798591	0.7127079902681288
10211	0.00645638692125585	0.03700211865911421	0	0.11189379764393292	0.11189379764393292	0
10212	0	0	0	0	0	0
10213	0.7522763971430484	0	0	0	0	0
10214	0	0	0	3.2165378403596443	3.2165378403596443	0
10215	0	0	0	0	0	0
102157402	0	0	0	0	0	0
10216	0	0	0	0	0	0
10217	0.703597836220901	0	0	5.287423595496826	5.287423595496826	0
10218	0	0	0	0	0	0
10219	0	0	0	0.4896514515917863	0.4896514515917863	0
102191832	0	0	0	0	0	0
1022	0	0	0	0.1618692924304952	0.1618692924304952	0.07787057891326643
10220	0	0	0	0.7903448530814219	0.7903448530814219	0
10221	0	0	0	0.8981649357431691	0.8981649357431691	0
10223	0	0	0	0	0	0
102238594	0	0	0	0	0	0
10224	0	0	0	0	0	0
10225	0	0.02905345318382154	0	0	0	0
10226	0	0.02905345318382154	0	1.3215270815853049	1.3215270815853049	0
10227	25.490029452719305	0.02905345318382154	0	0.2283903291168301	0.2283903291168301	0
10228	0	0.02905345318382154	0	1.915814886825869	1.915814886825869	0
10229	0	0.02905345318382154	0	2.9392146006955286	2.9392146006955286	0
10231	22.125954928010124	0.02905345318382154	0	0.2593522194954041	0.2593522194954041	0
10232	1.109323786123424	0.00771484188968495	0	0	0	0
10233	0	0.00771484188968495	0	0	0	0
10234	0	0.0227963806394878	0	0.7357150945285105	0.7357150945285105	0
10235	0	0.0227963806394878	0	0.5553758201096368	0.5553758201096368	0
10236	0	0.0227963806394878	0	0	0	0
10237	0	0.0227963806394878	0	0.01975898983057389	0.01975898983057389	0
10238	0.2644278603206333	0.0227963806394878	0	0.25647153292962144	0.25647153292962144	0
10239	0	0.0227963806394878	0	0.592943217786889	0.592943217786889	0
1024	0.11711369851275875	0.04353678377214846	0.0251743648383279	0.05700315545565759	0.05700315545565759	0.07787057891326643
10240	0.12526570208481752	0.0227963806394878	0	0.2341373741429116	0.2341373741429116	0
10241	0	0.0227963806394878	0	0.2892076631967864	0.2892076631967864	0
10242	0	0.0227963806394878	0	0.2283903291168301	0.2283903291168301	0
10243	0	0.0227963806394878	0	5.393632680252516	5.393632680252516	0
10244	0.46417299087939146	0.0227963806394878	0	0.00225435511380656	0.00225435511380656	0
10245	0	0.0227963806394878	0	0.3436932260225114	0.3436932260225114	0
10246	1.669236567840473	0.0227963806394878	0	0.5958080295412395	0.5958080295412395	0
10247	0.29379549094685586	0.0227963806394878	0	2.3097154802544475	2.3097154802544475	0
10248	0	0.0227963806394878	0	0	0	0
10249	0	0.0227963806394878	0	0	0	0
1025	0	0	0.10173547235649066	0.1161942198794278	0.1161942198794278	0
10250	0	0.0227963806394878	0	0.29801427107004685	0.29801427107004685	0
10251	0.13405437219017768	0.0227963806394878	0	0	0	0
10252	0	0.0227963806394878	0	0	0	0
10253	0	0.0227963806394878	0	1.5047648699705611	1.5047648699705611	0
10254	0	0.0227963806394878	0	0.5535915239176212	0.5535915239176212	0
10256	0.5633755659552849	0.0227963806394878	0	1.4940278786316636	1.4940278786316636	0
10257	0	0.0227963806394878	0	0.2024040730194323	0.2024040730194323	0
1026	0	0.05141209536025219	0	0	0	0
10260	0.4660877037061226	0.0227963806394878	0	1.2473789273952005	1.2473789273952005	0
10261	0	0.0227963806394878	0	0.4396887537133788	0.4396887537133788	0
10262	0	0.0227963806394878	0.01797961378507334	1.7244794778212265	1.7244794778212265	0
10263	0	0.03352241873238626	0.01797961378507334	0.05469947243220785	0.05469947243220785	0
10265	0.22006056874712865	0.03352241873238626	0.01797961378507334	8.418014775844663	8.418014775844663	0
10266	0	0.03352241873238626	0.01797961378507334	0.3951831872016656	0.3951831872016656	0.01333774562041972
10267	1.1211724925614193	0.03352241873238626	0.01797961378507334	0.10350787869313582	0.10350787869313582	0
10268	0.01214794084441572	0.03352241873238626	0.01797961378507334	0.10350787869313582	0.10350787869313582	0
10269	0	0.03352241873238626	0.01797961378507334	5.498960124855312	5.498960124855312	0
1027	3.017410291322101	0	0.02953554569314639	0	0	0.01618967830270679
10270	0	0.03352241873238626	0.01797961378507334	0	0	0
10272	0.04362466864363609	0.03352241873238626	0.01797961378507334	0	0	0
102723167	0	0	0	0	0	0
102723555	0	0	0	0	0	0
102723849	0	0	0	0	0	0
102723899	0	0	0	0	0	0
102724631	0	0	0	0	0	0
102724862	0	0	0	0	0	0
10273	0	0.03352241873238626	0.01797961378507334	0.0285180071345481	0.0285180071345481	0
10274	0	0.03352241873238626	0.01797961378507334	0	0	0
10276	0	0	0	4.4441359275872205	4.4441359275872205	0
10277	4.128702009099264	0	0	0.2085087919724129	0.2085087919724129	0
10278	0	0	0	0.17814255617180952	0.17814255617180952	0
10279	0	0	0.02123530083306396	0	0	0
1028	0.9784919035152132	0.02038729740805014	0.04221739818119876	0	0	0
10280	0	0.01379753232260118	0.02123530083306396	0.10418712969880672	0.10418712969880672	0
10281	1.6662304992492514	0.01379753232260118	0.02123530083306396	0.3096267440221516	0.3096267440221516	0
10282	0	0.01379753232260118	0.02123530083306396	0	0	0
10283	0	0.01379753232260118	0.02123530083306396	6.676691640548823	6.676691640548823	0
10284	0	0.01379753232260118	0.02123530083306396	0	0	0
10285	0	0.01379753232260118	0.02123530083306396	1.3413941599007306	1.3413941599007306	0
10286	0	0.01379753232260118	0.02123530083306396	1.3413941599007306	1.3413941599007306	0
10287	0	0.01379753232260118	0.02123530083306396	1.2658607542667448	1.2658607542667448	0
10288	0	0.01379753232260118	0.02123530083306396	0.2569755197246464	0.2569755197246464	0
10289	8.639849968670003	0.01379753232260118	0.02123530083306396	0	0	0
1029	0.5486429755625615	0	0	0	0	0
10290	0.3016281615377498	0.01379753232260118	0.02123530083306396	0	0	0
10291	0.03159930088293992	0.01379753232260118	0.02123530083306396	0	0	0
10293	0	0.01379753232260118	0.02123530083306396	0.5776336748424222	0.5776336748424222	0
10294	0	0.01379753232260118	0.02123530083306396	1.6062879738826117	1.6062879738826117	0
10295	0	0.01379753232260118	0.02123530083306396	0	0	0
10296	0.7939582423662372	0.01379753232260118	0.02123530083306396	0	0	0
