GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
5058	0	0	0	-0.15906011326970892	-0.05449148801406162
50810	0	0	0	0	0
50813	0	0	0	0	0
50814	0	0	0	0	0
50865	0	0	0	0	0
5092	-0.6049749327544965	-0.25201452074224373	-1.6345557279073253	0	-0.5797428803813878
5096	-0.20783903946273405	0	-0.1279207446493723	0	0
51001	0	0	0	0	0
51005	0	0	0	0	0
51015	0	0	0	0	0
51021	0	0	0	0	0
51024	0	0	0	0	0
51026	0	0	0	0	0
51031	0	0	0	0	0
51053	0	0	0	0	0
51056	0	0	0	0	0
5106	-0.01371631961634278	0	-0.08682167433325694	-1.931890169161633	-0.15533904818825672
51070	0	0	0	0	0
51071	0	0	0	0	0
5108	0	0	-0.08682167433325694	0	0
51097	0	0	0	0	0
5110	-2.363953268803913	0	-0.08682167433325694	0	-1.1907040415176855
5111	-0.27075450995233563	0	-0.08682167433325694	0	-0.7675901516802015
51116	0	0	0	0	0
51160	0	0	0	0	0
51170	0	0	0	0	0
51203	0	0	0	0	0
51282	0	0	0	0	0
51293	0	0	0	0	0
51335	0	0	0	0	0
51375	0	0	0	0	0
51382	0	0	0	0	0
51385	0	0	0	0	0
51422	0	0	0	0	0
51465	0	0	0	0	0
51466	0	0	0	0	0
51495	0	0	0	0	0
5154	-0.16085434022510103	-0.6798410383389131	0	-7.58460082131118	0
51569	0	0	0	0	0
51599	0	0	0	0	0
51635	0	0	0	0	0
51719	0	0	0	0	0
51742	0	0	0	0	0
5211	-0.23289734704590548	-0.02945887855049542	-0.09795491030064574	-0.3326101036614233	-0.638979876223535
5223	0	0	-0.6143505920039045	0	-0.714740435675389
5236	0	0	0	-0.92847175379348	0
5255	0	0	0	0	-5.269894465418309
5257	-1.149765393551761	-0.1286153519750639	0	-0.7814353012306594	-0.13427580375753043
5261	0	-0.04636208354598376	0	-2.514303060692097	-0.5033800020803958
5287	0	0	0	-0.27803212953840983	0
5289	0	0	-0.30405950303188867	-0.5396904017648891	0
5290	-1.4644945911443343	-1.1649481173911078	0	0	0
5300	0	-0.12343594706322314	-0.2164720644870384	-1.1645057792396662	0
5321	0	0	0	-0.767870988156564	-0.00602650171347474
533	0	-0.24222366494092012	-0.11003826100551573	-0.04883514244988429	0
5331	-0.803032413294319	-5.511943029694471	0	-0.4593890044755336	-0.04094045222946554
53343	0	0	0	0	0
5347	-0.01007777352508215	-4.656043338488448	0	-0.37878718315320525	0
5355	0	0	-0.42814222962166415	0	-0.11785358949204816
5357	-1.78812907448461	-1.364634267416739	0	-3.738996241554896	-0.15423645263417485
5359	0	-0.03260845669313023	-0.22470867675139905	0	-0.09428872571842248
5366	0	0	-0.063432452108488	0	-0.3316701896644485
5373	-0.05373011056913301	-7.962610035458086	-1.937649697557081	-2.1915591875838683	0
54205	0	0	0	0	0
5423	0	0	-0.03190309966207438	0	-0.03100894610095948
5427	-0.04774244082267387	-0.02131695858457899	0	-0.0456051454326376	0
5438	0	0	0	0	-0.0693253936629743
54386	0	0	0	0	0
5440	-0.7507726775509733	-0.10837030472452848	-0.03974031298457925	0	0
54438	0	0	0	0	0
54442	0	0	0	0	0
54499	0	0	0	0	0
54505	0	0	0	0	0
54512	0	0	0	0	0
54541	0	0	0	0	0
54623	0	0	0	0	0
5467	-0.22340749306115665	-0.3294026304224299	-0.0200484318948006	0	-0.06572760546703454
5468	-1.1468101541978784	0	0	0	0
54681	0	0	0	0	0
54733	0	0	0	0	0
5480	0	-0.03383157467222175	-0.3983402133528591	0	0
54807	0	0	0	0	0
54850	0	0	0	0	0
54881	0	0	0	0	0
54915	0	0	0	0	0
54957	0	0	0	0	0
5498	0	0	-0.4087775351241537	0	0
55008	0	0	0	0	0
55011	0	0	0	0	0
55012	0	0	0	0	0
55033	0	0	0	0	0
55038	0	0	0	0	0
55111	0	0	0	0	0
55127	0	0	0	0	0
55129	0	0	0	0	0
55148	0	0	0	0	0
55179	0	0	0	0	0
5525	0	-1.0741644887283552	0	0	-0.11930725209978664
55256	0	0	0	0	0
5529	-0.11166540067171	0	-0.02586792518253256	0	0
55324	0	0	0	0	0
5547	0	-0.09186288524241928	-0.6631664611318396	-0.8432498704256148	-0.01333909574273363
55556	0	0	0	0	0
55604	0	0	0	0	0
55608	0	0	0	0	0
55620	0	0	0	0	0
5566	-1.316805429762663	0	-0.13730821112096325	0	-0.04659454381532014
55699	0	0	0	0	0
55746	0	0	0	0	0
55748	0	0	0	0	0
55793	0	0	0	0	0
5580	0	-0.09355940034295872	0	0	-0.7245930697714638
55818	0	0	0	0	0
55825	0	0	0	0	0
5583	0	0	0	0	0
55837	0	0	0	0	0
55847	0	0	0	0	0
5588	0	-0.12997147623181182	0	0	-0.295772518007992
55893	0	0	0	0	0
55958	0	0	0	0	0
5601	0	0	-0.1675657855911591	-0.0547275949685726	-0.864272548500578
5603	-0.5491667988752088	0	0	0	-1.7231374271493864
5607	-0.2469952877002348	0	-1.3937553409702836	-1.695552638926176	-0.01503446191517843
5613	0	-5.249216501755708	0	-3.124025116749165	0
5627	-1.3556803292988375	0	0	0	-1.3873016368532554
5641	0	-0.01681239279422966	-0.2716082671553799	-1.6883160001959738	0
5654	0	-1.419653365832171	-0.5550358460119301	-0.3724973102964962	-1.2551744115421668
56654	0	0	0	0	0
56889	0	0	0	0	0
56924	0	0	0	0	0
56940	0	0	0	0	0
5696	-0.25034663024151754	0	0	-1.5531465434255105	-0.02041186959480712
5699	0	0	-1.8188564597085235	-1.5531465434255105	-0.01550602516294841
56997	0	0	0	0	0
57019	0	0	0	0	0
57048	0	0	0	0	0
5708	-2.6683692853075645	0	0	-1.5531465434255105	-0.657012196850733
5710	0	-0.3398004946753724	-0.07505782245510564	-1.5531465434255105	0
57147	0	0	0	0	0
57149	0	0	0	0	0
5715	-0.1469491312173263	-0.3736891942547025	0	-1.5531465434255105	-0.16130579577432824
5716	-0.3565200703170155	0	-0.03149836711206133	-1.8172386261117768	0
57178	0	0	0	0	0
57192	0	0	0	0	0
572	-0.209979221801206	0	0	0	-2.531596056615236
5720	0	0	-3.812646055824485	0	-0.0297234363765084
5721	-0.04356752641244094	-0.01664699893697385	-0.12796031886834458	0	-0.03751618784652454
57215	0	0	0	0	0
57406	0	0	0	0	0
5743	-0.06230961007818441	0	0	-1.1410898404456964	-0.07686653951503195
5747	0	0	0	-2.66029997466613	0
5770	-0.4558674721700533	0	-0.04954207429665258	-0.7091120473436259	-0.3950819129811667
57761	0	0	0	0	0
5777	0	-0.30045879309249623	0	-3.013195541982223	-0.06971468324869229
57804	0	0	0	0	0
5782	0	-0.4934793297436783	0	0	-0.05268853309075783
5788	-0.32116218018055886	0	0	0	-0.01311833925067038
5792	-0.12595219598562807	-0.03158031586640519	-0.16606442425848256	0	0
5796	-5.315250575500706	0	0	-0.49693402098554174	0
581	0	0	-0.6655149895110661	-0.4086405088295031	0
5827	0	-0.0771345337236091	-0.1341105985937757	0	-3.912337623564232
5829	-0.15916115650705298	-0.904120860981589	-0.875457132762997	0	0
5831	-1.7385735726841565	0	-0.04404833529808739	-1.6243545070657284	0
5836	0	-0.04409204617030121	-1.426068342502504	-1.164181422299309	0
58472	0	0	0	0	0
58478	0	0	0	0	0
58497	0	0	0	0	0
58533	0	0	0	0	0
5867	-0.21910810769179911	0	-0.177417980790816	0	-1.0319393867945337
5873	0	0	-0.830074953948098	-3.0948549267251004	-0.13250399075913705
5880	-0.04702240373192366	0	-1.2151481033619582	-0.3737278477942758	-0.37391829030772855
5883	0	0	-0.6958470650128055	0	0
5889	0	-0.2707531105813886	0	0	-0.4523645262621412
5891	0	-0.2707531105813886	0	0	-0.21501735013019907
5898	-0.09876347741762036	0	0	-0.11649477162009414	0
5899	0	0	-7.561801347211826	0	-0.5860851668641418
5900	0	-0.15375053424714302	0	0	-0.13043320857512963
5909	-0.8166812889870494	-0.6722867069996616	0	0	-0.2794592757758647
5921	-0.15638054425585174	-0.3594417821633584	0	-0.44279249853721137	-0.03678775156977525
5925	0	-1.147090754974169	-2.375353407797423	0	0
5927	-1.0372568775172848	-0.1544360655600463	-0.3959885409336073	0	-0.1432315726699409
595	-5.502868943859276	0	-0.0250796653021624	0	-4.412650376364013
596	0	-4.098495192262186	-0.1558995966408815	-0.12330288252460098	-0.2889947689540806
5971	0	-0.2737499337159044	0	0	0
5982	-1.738332398694456	0	0	0	-0.05588601914862645
5985	0	0	0	-1.60369476838159	0
5986	0	-0.05128665345132188	0	0	0
5993	-0.24264869640974743	-0.0152829635655708	-0.04576812813354342	-1.3069401696900371	-0.09756488772218636
5997	-0.25092074499596806	0	-0.6132767112239494	-1.3992318254562044	0
6009	0	0	0	0	0
60493	0	0	0	0	0
6050	0	0	0	-0.31047500860037314	0
60528	0	0	0	0	0
6117	0	0	0	0	-0.01795661984219787
6118	-0.1443218276794696	0	0	0	-0.33626391042490766
6119	-11.833585091322092	0	0	0	0
6182	0	-0.06776713645735986	-0.06580928035612302	0	-0.07764817112081895
6184	0	-0.00463114739549735	0	0	-0.01198814515064156
6193	-0.3355546005754511	-0.07197452794883974	0	0	0
6194	0	0	0	0	-0.0643042619173276
6195	-1.584766492498026	-0.14307609737654137	-0.4483050155932315	-0.9831043600066812	-1.2269764973308988
622	-0.27535476904744344	0	-0.03928411489638805	-3.0922198459609045	0
6251	-0.4066456569734017	0	-1.25271979563009	0	0
6253	0	0	-0.09983753908383208	-4.210365165699948e-4	-0.3895226447062994
6275	-0.05448806170065242	0	0	0	-0.0662919974584878
6284	0	-0.13112189351888404	-46.99853508353258	0	0
6304	-0.4420553337340922	-0.5874836295126213	0	0	0
6342	-3.374068777894461	0	0	0	0
6347	-0.04568991669984745	-0.31954263759234147	0	-0.14309503334559182	-0.448593965707466
637	-0.04662865297343271	-1.921176488374754e-4	-0.04552031017098677	0	-0.30613655363760384
63874	0	0	0	0	0
6390	-3.4872445966723835	0	-0.6251115120708337	-12.216877660422355	0
63933	0	0	0	0	0
64080	0	0	0	0	0
642	-1.2280464496279286	-0.0260905707293802	-0.03472635637174223	-0.19917390561383155	-1.1640471623261168
644	-0.6853606704211743	0	0	0	-0.00127816410174788
64422	0	0	0	0	0
64428	0	0	0	0	0
64429	0	0	0	0	0
6443	0	-0.00705684142835183	0	-0.4522158312619957	-0.2533970195279731
6461	-0.461586998199188	0	0	-2.2794171234710303	0
6464	-0.19994248505786497	-0.00719396085682558	0	0	-0.44771238221505016
64746	0	0	0	0	0
64781	0	0	0	0	0
64943	0	0	0	0	0
6499	-0.6670554826748969	0	0	0	0
6500	-0.2346053750852326	-0.01791372444819107	0	0	0
65057	0	0	0	0	0
6509	0	0	-1.1339462977237755	0	0
65123	0	0	0	0	0
652	0	-0.9573971591402072	0	-1.9100261928888564	0
6597	-6.825602331058799	0	0	0	0
6599	0	-0.478393649086172	0	0	-0.19242314827683416
66008	0	0	0	0	0
6603	0	-0.4074379979668414	0	-1.925424711571228	-1.119308677837358
6616	-0.20552058697983955	0	-0.08176511810413267	-0.4794210745976559	0
6622	0	-0.03103986011629836	-0.02229266396450968	0	-0.07532386006863678
664	0	-5.551162259736046	-1.660267977175927	-0.12079331989435982	-0.1740905365863772
665	-0.05306096261049625	-0.14223819939965443	-0.09763901048887368	0	-0.19126955109891863
6657	-0.3544929362048921	0	-0.4563530587664522	0	-0.2128489482578639
6659	0	0	-2.5882486914802447	0	0
6676	-0.1800445499850466	-2.8472005663315327	-0.297932413427358	-1.9337001309352968	-0.6621889579365705
6696	0	0	-0.6020734917870016	-0.22325842069881507	0
6697	0	-0.25297302837147884	-0.4527538708305183	-1.5873434892466012	0
670	0	-1.710319305624036	0	0	-1.0176976066552577
6709	-0.342133178624902	0	0	0	-1.7886104699214602
6714	-0.2000025929157028	0	0	0	0
672	-2.026166088093289	0	-1.0826309368416474	0	0
6772	-0.1331967495327886	0	0	-0.4403513442845248	-0.05964564462460364
6774	-17.302655221872744	-0.00417663202960896	0	0	0
6777	-0.17883684509893105	-0.05084783084366193	-0.00220333306965181	-0.5200484428488674	-0.09533992844067496
6790	0	0	0	-1.5373222281111707	-0.06729624650098676
6793	0	0	0	-0.14458264198139092	0
6804	-0.5012855958271862	-3.621364246274666	0	-0.4285581055979843	-0.0836635618133772
6810	0	-0.00720777766770872	0	0	-0.22209889989885268
6812	-0.08958759422058726	-0.02864002633813046	-0.08314844548133435	0	0
6813	-0.2134270087342451	0	0	-0.3640443578909487	0
6832	0	-0.00666672091718872	0	0	-0.0566615301742297
6839	-0.2787801937797484	-0.00524360014935448	-0.01232327135604108	-0.3970495977247619	-2.2889810780571365
6850	0	-0.7203910497980843	-1.6727103896406423	0	-0.04024746006119484
6856	0	-3.755323091628985	0	-0.3548708561762606	0
6894	0	0	0	-1.3183728168328157	-0.2883773534424343
6908	-0.24783507944954505	-0.02200975230878945	0	0	-0.5489531726403278
6909	0	0	-0.03027342605774927	0	-0.5489531726403278
6915	-0.43284554203533343	0	-1.11370182628372	-0.2739087966579725	-0.4483852808615882
6919	-1.083071065042869	-0.49621176637996167	-0.29504427008174045	0	0
6944	-1.7525547910782011	-0.4843782327632229	-0.7633144755469958	0	-0.2767215126862104
695	-0.00791320615119306	0	-0.5233535578548474	0	-0.04859798262894639
6988	0	-0.02403747402720846	-0.02896400679292166	-1.6681859550487776	0
6990	0	-0.02403747402720846	-0.02896400679292166	0	-0.3005102154335431
701	-0.1073257556160674	0	-0.09905073851837631	0	0
7015	-0.3247299455242253	-0.01333817130862141	-0.13862033796779144	-0.5341981980905426	0
7016	-4.548480335131838	0	-0.13862033796779144	-0.6506431360059016	0
7020	-0.9084340150847292	0	-0.2655693654329821	-2.2339196743225047	-0.03491983944031407
7027	-0.08690925385434056	0	0	0	0
7043	-2.023896372338434	0	-0.04217062350823316	0	0
7048	-1.516988066173816	-0.01561302173623049	0	-0.3308695699146811	-0.27853820171074883
7074	-4.91252230037342	0	-0.06581322716606194	0	-0.05837482553561868
7077	-0.4110086586966965	0	-0.0360140144650005	-0.3895956101457067	0
7082	0	0	-0.140234738833999	0	0
7088	0	0	0	0	-0.01246456446344614
7099	-0.3424395338899997	0	0	0	-0.01236845090036187
7105	0	-0.01096864852875828	-0.2268407356380307	0	-0.06804811128423649
7106	0	0	0	0	0
7153	0	-0.00279391612740168	-0.02942498229225787	0	0
7157	-0.30445479923507474	0	0	-0.8837299679348356	-0.01123045965426158
7158	0	-0.25280690512736465	0	-1.3630218340685378	-0.01804225936085973
7159	-16.257197905715728	0	0	0	-0.04866181597996144
7165	0	0	0	-0.02698650882169584	0
7168	0	-0.5866435060977802	0	0	0
7264	0	0	0	-2.4848417297037013	0
727	-0.13577512339879694	0	-0.872884372088162	0	-0.1652716758752842
7296	0	0	-0.100665491256416	-0.2931754930807997	0
7319	-0.31478393216392986	-0.11990136159896432	0	0	0
7358	0	0	-2.7788879565604363	-1.5761385225368991	0
7376	0	-0.01299188575383294	-0.156572455673207	-0.07665548449556336	-0.9398198306971786
7398	-3.8051004824593457	0	-0.023282230656919	0	-0.03612070596543715
7416	-0.10605359700352388	0	0	-0.4641213330034129	0
7466	0	-0.3048416334620233	-0.5250777794590532	0	-1.1138327433864876
7485	0	-0.06099890916212436	0	-1.0225446984763815	0
7494	-0.8119641606147234	0	0	0	0
7511	-0.2763021135594068	0	0	0	-0.05436770819291429
7538	0	-0.05779282087217732	-0.31897771278233145	0	0
7690	-0.9578605719093768	-0.3802054317301993	0	-1.953730548441697	0
7750	0	0	-0.2167263881788705	0	-0.02944926402118974
780	-0.4335179171801675	-0.3149640033305974	0	-0.21208194523891488	0
7849	-1.089026647981599	0	-6.701280699576561	-1.859900959644185	-0.752745397609563
7852	-1.7808839894331916	0	-1.7063723006494227	-1.343197416745833	-0.22932124474463425
7866	0	0	0	0	-6.812123504912233
7867	0	-3.607783918840826	-0.8646511598567459	-0.1982187702850968	0
7874	0	-1.7566316014664745	0	-5.584939506786497	-0.8242628233627416
79006	0	0	0	0	0
7905	-1.6811833094599518	0	-0.01735078359972763	0	0
79071	0	0	0	0	0
79073	0	0	0	0	0
79080	0	0	0	0	0
79090	0	0	0	0	0
79094	0	0	0	0	0
79143	0	0	0	0	0
79170	0	0	0	0	0
79174	0	0	0	0	0
79187	0	0	0	0	0
79600	0	0	0	0	0
79643	0	0	0	0	0
79716	0	0	0	0	0
7982	-13.25278279453015	-0.17166648977864257	-0.02180322528059686	0	-0.00317770756086632
79850	0	0	0	0	0
79902	0	0	0	0	0
79921	0	0	0	0	0
7994	-0.4544941956688273	0	-1.9729453807769588	-0.537765323001592	0
79947	0	0	0	0	0
79961	0	0	0	0	0
80204	0	0	0	0	0
80212	0	0	0	0	0
80347	0	0	0	0	0
80349	0	0	0	0	0
8050	0	0	-0.7837264176468297	0	0
8061	0	0	0	0	0
80746	0	0	0	0	0
80758	0	0	0	0	0
808	0	-0.6646378799497148	0	0	0
8091	-0.17930950502617782	-0.01213062516166374	0	0	-0.00777336260669672
813	0	0	-0.11337282179400444	-0.43505894925292576	0
81533	0	0	0	0	0
81544	0	0	0	0	0
8202	0	0	0	0	-0.11087926469857153
8204	0	0	-17.470266630691462	-1.5622918318171133	0
823	0	-11.862544222816643	-3.387115347837465	-0.42158872748030585	-0.1288791917089951
8243	0	0	0	-0.14268341567928333	0
8270	0	0	-0.15121806082371053	0	-0.03510590740611074
831	0	-0.14781045234138346	0	0	-0.06711332333089204
8312	0	0	-0.02251629310276588	0	-0.1580011866148685
8318	-0.42107087870128623	-0.16022893004149968	-0.6662786173950502	0	-0.3764427301809994
8321	-7.526579102119808	-4.658051894410164	-0.14271837972940787	-2.627583257945014	-0.03974271135568219
8324	-0.08891495892573437	0	-0.165628399689856	0	0
8349	-0.07159961915365298	-0.4556985067418786	0	0	-0.05521604985391736
835	-0.4142009673206735	0	-0.01263022466278288	-0.6234346044193919	-6.285299115471041
836	-0.7184684999621989	-0.15215678858994486	0	0	0
83743	0	0	0	0	0
8396	-1.3726462184523067	0	-1.756401807706915	0	-0.10258386352738091
840	-0.13323573926272553	0	-0.0940173012919891	-2.157503007799781	-0.07865824407611166
84159	0	0	0	0	0
843	0	0	-0.18119029880908585	0	0
8440	0	0	-1.3202034773314015	-1.51017523158314	0
8444	-1.3768139307506004	0	-0.5915826691024035	0	0
8446	-0.4372208987579156	-0.04241022628204224	-0.13820143192102008	0	0
84617	0	0	0	0	0
847	-0.3626220877318902	-0.06264236312172333	-0.1892283820623351	-1.1669306352715725	0
84722	0	0	0	0	0
8480	0	0	-0.04295333898154846	0	-0.13772367198216928
84890	0	0	0	0	0
8503	0	0	-0.5828015818223844	-1.2870106326196988	0
8508	0	0	-0.4612220527798889	0	-0.03631519348698941
8518	0	0	-0.00666658533470232	-0.02319973262814612	-0.08556048645336634
8520	0	0	-0.03325192527264198	0	-0.08556048645336634
85236	0	0	0	0	0
85377	0	0	0	0	0
8550	0	-30.640076155636027	0	-0.3040692780911616	0
8553	0	-30.640076155636027	0	-7.387046880505161	-0.19858985992855044
8569	-0.5778848546162223	0	0	0	-0.09076956547115156
8573	0	0	0	0	0
8574	-0.01325295058518669	0	0	0	0
8607	0	-3.4639109133134696	0	0	0
8624	0	0	0	-1.49268949044487	-1.5271233948075604
8678	-1.2297629784502426	-0.2333204346212674	-0.4951319423363203	-3.0995922752996004	-2.876198365718455
868	0	-1.455912546464127	-1.663140760236141	0	-0.6320984111529917
8720	0	-0.9575902439249	-1.5655660804791118	0	-0.25638601102489544
8726	0	-2.1570696839092003	0	-0.775610445136456	0
8727	0	0	-0.00422622382414416	-0.05826003035118266	0
873	0	-2.5644350062895485	0	0	0
8731	-0.27457419528797206	-0.03940116796845494	0	0	-20.0453208888679
874	0	0	-0.01890595735047495	-2.502024858550624	-0.03915664695992887
8800	0	-0.03522011761626351	-10.099833225679609	-1.4374791378414582	-5.792274708380967
8804	-0.22693112679225624	-0.9151397837945754	0	0	0
8821	-1.3352370645677245	-0.00575670186348098	0	0	-0.0766105045803176
8826	0	-0.07669279876228596	-0.2024066931934353	0	-0.2558878645635412
8835	-0.07660720173073303	-0.00527909914819588	-0.01597659569512177	0	0
8837	-5.811691756128867	-0.0417330040543169	0	0	0
8851	-0.6693115292860952	0	-0.18298472662863777	-1.2305241208090558	-1.4274819416631193
8869	-0.287042088942312	-0.02619343772138477	-0.4794348669028752	0	-0.03897296758731233
8870	-0.03440868151702421	-0.2800879058586876	-0.04989947494775848	0	-0.01734826161405117
8878	0	0	-0.1838471146048749	0	0
8884	0	-0.26921648873604864	0	0	0
8895	0	0	-6.867008818657313	-0.9065262539078044	0
890	0	-1.89971441438691	0	-0.13396214556063568	0
8900	-1.522575534342407	0	-2.170503814439912	0	-0.15454540178633103
891	0	-0.01211822164124812	0	-0.2751849048286781	-0.26374561564638344
8914	-13.815261329079442	-0.6513539431067751	-0.01365320275479785	-2.88450724092191	0
896	-0.3600176166993596	-1.11655833380885	0	0	0
8974	0	0	-0.2931521451648733	0	-0.02640298724387188
8985	-0.7815047188549293	-0.06950073543177027	0	0	0
899	-1.5577644153027406	0	0	0	0
89910	0	0	0	0	0
8996	-0.8024213281453811	-0.6238049348636061	-0.04472365118461918	-0.39992812507739095	0
9016	0	0	0	0	-0.09837472458710372
9019	-0.2613144556215325	-3.66946018993543	-0.2727306289077345	-0.732158061691646	-0.9846747724027108
902	-0.5480455188254858	-0.11261900839658416	-0.13355203821312678	-1.205954350547167	-0.22633626182545008
9053	-0.8224402553973298	0	-0.12949066203961437	0	0
90861	0	0	0	0	0
9093	-0.4854091611447955	-0.4260720186158089	0	0	0
9097	-1.2917318151763235	-0.10606569038876756	0	0	0
9112	0	-0.01331294534008395	-0.18728259765939992	-4.7281481300772885	-0.02280869804806021
91137	0	0	0	0	0
9124	-0.10083463804091528	0	-0.13815251402827117	-3.8570007120638703	0
9126	-0.21328337084275528	-0.00264906738604431	-0.12370884019073676	-0.19573719236609288	-0.04586009680099107
9128	-4.478558080153998	0	0	0	-2.249373091599659
9133	0	-0.00142187501159135	-0.00403965685270808	-0.05719574855927845	0
9134	-0.3984689669418013	0	0	0	-0.13631690534700902
9143	-0.5483096013216611	0	0	-1.724632818895577	-0.16976334595180032
9170	-0.26751223394717993	-0.6179222253193579	-1.9224318855703928	0	-0.01632617835095175
9181	0	0	0	-1.4491954529548	0
9183	0	0	0	0	0
91949	0	0	0	0	0
9212	-0.3160104274412745	0	-1.608309581448597	0	0
9217	-7.911563741931475	0	-0.04754724504509326	-0.2970396883525127	0
9221	0	0	0	-0.31258732223659225	0
9246	-0.5843591671651918	-0.15086063307973382	0	-1.0885694800205292	0
9261	-0.31424713170331886	0	0	0	-0.01900313708696566
9267	0	0	-1.7766380957577326	0	0
9270	-0.28992346677715564	0	-13.869297511489163	0	0
9275	0	-0.03693626403291776	-0.12706136212480507	0	0
9276	0	0	0	0	-0.04074547986314538
9289	0	0	0	-1.043321363069054	0
93487	0	0	0	0	0
93594	0	0	0	0	0
9375	-0.4177607653992983	0	0	-0.8363314194235554	0
94239	0	0	0	0	0
9448	-0.1810194648459168	0	0	0	-0.00708370843534905
9455	0	-2.518441926685492	0	0	-0.2218056915678284
9467	-0.7424060161913184	-0.4080874535008692	0	0	-0.0399662807168768
9488	0	-1.113846998085787	0	-0.2872999451440297	-0.06969091819933754
949	0	-0.2828150043794236	0	0	-0.1408089939580739
9491	-0.04395216795896006	-0.00523313548871295	0	0	0
9517	-0.28118222330448994	0	0	0	0
9519	-0.1437162536977819	0	-0.23129901181777449	0	0
9531	-0.7762109873256693	0	-0.0991453581324121	-7.488456968657964	0
9533	-0.4596957066262624	-0.03191160098986492	-3.084050393369459	-0.00159545814043915	0
9552	0	0	-0.09085896683959269	-3.604026940603883	0
958	-0.13057501296134233	0	0	-1.7708684509418693	0
960	-0.4223909202325286	0	0	0	0
9637	0	-0.09345549111833228	0	0	0
9641	0	-1.2153560395767142	0	-0.5628256940107241	0
965	0	-3.107604285783367	0	-0.1778988851812704	0
9650	-1.2295732885179838	0	-0.41239932684948766	0	0
9653	-0.6546347481982298	0	-0.07124789246202712	-0.24891327010192632	-0.17126820034304993
9670	0	0	-0.28284831010993283	-0.1220031043189882	0
9686	-0.1528577396010515	-0.0316683843929143	-2.4675492941083403	0	0
9688	-0.02328184829798887	-1.876988770977436	0	-0.31247523545838995	-0.03835473367245953
9690	0	0	0	-8.801395782253245	-0.11474035413115807
9695	0	-0.2716510255373429	0	0	0
9697	0	0	0	-0.0696939469764648	0
9702	0	0	0	0	-0.927545529571439
9703	0	0	-0.1448224781313564	-1.19073728101661	-0.4414385341500182
9709	-20.385987867349424	-0.00894147706012496	-1.1774346782113738	0	0
9710	0	-0.0424155930354605	-0.4029458748197142	0	0
9712	-0.16800320964393486	0	-0.0561942217980774	0	-0.0855606211513632
9738	0	-7.011669256885289e-4	0	0	-2.411274423720928
976	-0.1721621488763605	-0.7697050988996015	-1.5374807937184514	-1.6813486432562668	-0.6458287292591203
9761	0	-0.02525416744653689	0	-1.51217164566922	0
9797	0	0	-0.1461124417023948	0	0
9801	-10.530064178904182	0	0	0	0
9805	0	-0.2546639098022898	0	0	0
9813	-0.0599601450797449	-0.7652207056667546	-0.07977914727597904	-0.8437738453155914	-0.06362196712153562
9817	0	0	0	0	-0.02928667951265828
983	-0.09106637927531384	-2.913865633859241	0	-0.1861456795462455	0
9833	-0.48045745139025264	0	-0.04446140282495815	-2.4897521299582843	0
9842	0	0	0	-6.6022663402375645	0
9847	-1.1693423037871888	0	-0.7121814351476163	-0.6260123063374265	-0.7906196238958749
9851	-0.3331456219900575	-0.4317815814767079	0	0	-0.05005054440971013
9854	0	0	-0.4761069334899888	0	-0.39775448157579335
9868	0	0	-0.543306068795405	0	-0.21640268110628744
9897	0	-0.8980479583932315	-0.26746251617761674	-4.169630242747762	0
9903	-3.554977777447752	0	-0.3313384018515837	0	0
991	0	-7.935471483604406e-4	-0.0786338289168597	0	0
9915	0	0	0	0	0
9917	0	-1.4713762716274656	-0.0111180668535562	0	-0.01458511493701009
9918	0	0	0	-0.8442696570589248	-0.189974724385291
9924	0	-0.00191407269279775	-0.6756631557943387	-2.552495142774534	-0.01204227483254629
9926	0	-0.802455524599365	-1.50291114873822	0	0
9928	-0.0134082138099324	-0.802455524599365	-0.5466583326625898	0	-0.3015230750617319
993	0	0	-0.42230515332475216	-0.2155573477315098	0
994	0	0	-0.42230515332475216	-1.872618350040468	0
9943	0	-0.4079867448495072	0	0	0
9961	-0.5702587853815473	0	-0.2984649192197608	0	0
998	0	-0.29442692782934154	-0.25429883283998633	0	0
9988	0	0	-31.39719176766588	-0.47344512943557215	0
