GeneID	GSE16250_GPL570_MTB_control_blood_pmbc_dn.tsv	GSE34151_GPL10558_MTB_control_blood_dcs_dn.tsv	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode_dn.tsv	GSE83456_GPL10558_PTB_control_blood_dn.tsv	GSE139871_GPL10558_MTB_control_blood_monocyte_dn.tsv
2195	0	0	-0.02671875840233716	-0.2107380338910846	-0.3761030781914741
2222	0	0	0	0	-0.01089299119628717
226	-0.06278542049431479	-0.0066373056528817	-20.80357078565692	-0.10565923835392654	0
2263	0	0	0	-4.5505178006005735	0
2264	0	-0.01429898238499981	-0.05271651188918806	0	0
2274	0	0	0	-0.01479266084068231	-0.01732160659450787
22794	0	-0.3620548965892263	-0.03788701581506121	0	-0.02709361187450709
22796	0	-0.7233034449471654	0	0	-0.03358266746494404
22809	0	0	0	-0.07348350052924468	0
22823	0	-0.00408496142188197	0	0	-0.47475140361381096
22827	0	-0.3384931246237073	0	-0.6400784906217574	0
22841	0	-0.00537800472661206	0	0	0
2288	0	0	-0.14377678912528924	-2.320198803363172	-0.03849938550358932
22883	0	-0.10743486557368992	0	-6.331905786658574	-0.04494677346891351
22887	0	-0.2859895798707928	0	-0.7286080337068017	0
22889	0	-0.31338627347504766	-0.07820593809979748	-1.4095755175096771	-0.17691400505270005
22905	0	-0.3751786956080688	0	-13.829971992819315	-0.05133694797606886
22908	0	-0.17009754112513795	0	0	0
22926	0	-0.2657685339988896	-0.01111278056784445	-0.9472660340165702	-0.2070541662577368
22934	0	-0.5048136997185506	0	0	-0.283103462579803
23	0	-0.33930243514078806	-0.08269386313093555	-0.23423746675851984	-0.1920976930502796
230	-0.15180686527349724	-1.2098208338587324e-4	0	0	-0.09140136179380444
23011	0	-0.03452240067958812	0	0	0
23013	0	-0.01066050273213348	-0.5152168561083759	-0.7225938496065561	-0.05938036445505446
23014	0	-0.02350528833380438	-0.05481323515942069	-0.6589323024654941	-0.17121261945417743
23029	0	-1.0271111800242836	0	0	-0.00773378580042566
23038	0	-0.02243602045906176	0	0	-0.25554281922344724
23039	0	0	0	0	-0.21694164619536016
23061	0	-0.579353133341727	0	0	-0.2822095092110093
23076	0	-2.150458550504758	0	-1.6549053013934614	-0.08321740974120095
23077	0	-0.18805040056631625	0	-1.286786952505143	-0.23954093583540337
2309	-0.16379726695606406	-0.2505754481741373	0	-0.3485571917950889	-0.06218466821160134
23097	0	0	0	-2.370935829320259	-0.08498521291620631
23131	0	-0.4118803163973226	-0.29583181475184417	0	-0.0867214487039239
23139	0	-0.01212525552480528	0	0	-0.15065428857108087
23142	0	-0.2719228725774683	0	0	-0.09764643371511966
23149	0	0	-1.492881997094039	0	-0.15173070509722297
23161	0	-0.78095877914462	0	0	-0.10564786678919667
23200	0	0	-0.09699591268508068	0	0
23210	0	-0.09466363981069342	0	0	-0.04001258812846586
23212	0	-0.83429982560199	0	-2.4280235871045357	-0.1417615301849543
23223	0	-2.761206462795156	0	0	0
23224	0	-1.4368777037634706	0	0	-2.089876962662653
23244	0	-0.14273499608260243	-0.12385590219774437	-1.7251543355314358	-0.0279531792706838
23271	0	-0.2680867436614345	-0.10924345173648203	-1.1792980155060129	-0.5361599713755344
23300	0	-1.4334152838262035	-0.3514121012404554	0	0
23321	0	0	0	0	-0.05919823225168391
23325	0	0	0	0	-0.00651195971935991
23326	0	0	0	-1.2155659092909736	0
23335	0	-8.445632561096539e-5	0	-0.205843213775232	0
23338	0	-0.00312089306908022	0	0	-0.264468480544412
23365	0	-0.7794939574821522	0	-1.1966780169812503	-0.2527163867635419
23368	0	0	-1.9981012304500825	0	-0.14220896360753343
23378	0	0	0	0	-0.02272678083629024
23386	0	0	0	0	-0.3867852377597323
23410	0	0	0	0	-0.11785383817164297
23443	0	0	0	0	-0.29695832493753427
23463	0	0	0	0	0
23499	0	0	0	0	0
23512	0	0	0	0	-0.04385229785944765
23522	0	0	0	0	-0.10855408031569204
2353	0	0	-1.0159018053004902	-1.5694254145382052	0
23530	0	0	0	0	0
23536	0	0	0	0	0
2356	-0.4727994928187599	-0.00234780961309755	0	-0.7265798465960849	-0.10144401624952289
23585	0	0	0	0	0
23588	0	0	0	0	0
23597	0	0	0	0	0
23635	0	0	0	0	0
23636	0	0	0	0	0
23647	0	0	0	0	0
23658	0	0	0	0	0
23659	0	0	0	0	0
23670	0	0	0	0	0
24149	0	0	0	0	0
25	-0.3373902499309919	0	-0.03029028272841817	0	0
2523	-0.959636770893286	-0.2688484328692402	-1.814025487139577	-5.688259064215727	-6.059190454155658
2534	-0.11068816418322396	0	-2.418447184552681	-0.5167001755209513	0
2542	-0.7614971068819874	0	-0.04696748180657766	-0.5113135930524699	-0.00962397319973144
2548	-0.20111016799903336	0	-2.9241361023275925	-0.8080589610442415	0
2553	0	-0.33700554732544497	0	-0.17909460706323166	-0.12385813832053748
256364	0	0	0	0	0
25793	0	0	0	0	0
25803	0	0	0	0	0
25805	0	0	0	0	0
2582	0	0	0	0	-0.01888568960873965
25825	0	0	0	0	0
25839	0	0	0	0	0
25874	0	0	0	0	0
25932	0	0	0	0	0
25966	0	0	0	0	0
2597	0	0	-0.06572648710701107	0	-0.23516613368257788
25976	0	0	0	0	0
25987	0	0	0	0	0
26001	0	0	0	0	0
26020	0	0	0	0	0
26036	0	0	0	0	0
26054	0	0	0	0	0
26064	0	0	0	0	0
26128	0	0	0	0	0
26136	0	0	0	0	0
26227	0	0	0	0	0
2624	-0.070580012060191	-0.0657947602554455	-0.15007147140330468	-4.5914111323056295	-4.113146662863386
2625	0	-0.03828138535852535	-0.4233233739498655	0	0
26292	0	0	0	0	0
26511	0	0	0	0	0
26520	0	0	0	0	0
2673	0	0	-0.07034280478598065	0	-0.3722236693210732
2690	-0.05146207105548537	0	-0.2781718482245725	0	0
26993	0	0	0	0	0
27032	0	0	0	0	0
27095	0	0	0	0	0
27109	0	0	0	0	0
27242	0	0	0	0	0
27244	0	0	0	0	0
27336	0	0	0	0	0
27346	0	0	0	0	0
2736	0	0	0	-0.4523861601306427	-0.09999030059900205
2745	-0.6140093394736752	0	-0.2472905734092096	0	0
2767	0	0	0	0	-0.0804821486427314
2769	-1.823736124591278	0	0	-0.5626644420850102	-0.8679186157481391
2770	0	0	0	-0.5626644420850102	-0.05086374284709519
2771	-0.3578666433712973	0	-0.18985031474750871	0	-0.2370558848685597
2778	-1.6695465638054272	0	-0.11592570926875216	0	-0.3650676678159047
2810	-2.899026496282046	-0.18073794530171167	0	-0.4497022050302929	0
2817	0	0	-0.33412813846024536	0	-0.10338523494161796
2852	-1.3055964923373884	-0.41141993752460815	-0.09108735927274304	-2.8183853531495093	0
2886	-0.27175514956546	0	0	0	0
2887	0	0	0	0	-0.11854646447501276
2896	0	0	-0.3942289061475215	0	-0.09878078628049385
28969	0	0	0	0	0
2908	-0.03259097859427515	-0.28161868058168626	0	-0.19998169682675648	0
29082	0	0	0	0	0
29083	0	0	0	0	0
291	-0.7644935020755907	0	0	-0.2953349038877904	-0.24769696888171733
29103	0	0	0	0	0
2920	0	0	0	-1.0729047363672193	-0.02395665994775083
2946	0	-0.6106348708011686	0	0	0
2954	0	-0.1546309101145014	0	0	-0.11606226851172163
2956	-2.693612317711247	-0.01980823823206659	0	-0.9304831040033352	0
2958	-0.9411950964203764	-0.00983334094805856	-0.12056902589444718	0	-0.11125221998224738
2961	0	0	0	0	0
29763	0	0	0	0	0
29890	0	0	0	0	0
29911	0	0	0	0	0
29916	0	0	0	0	0
29928	0	0	0	0	0
29937	0	0	0	0	0
29978	0	0	0	0	0
30	0	-0.4897646013321903	0	0	-0.17319504610183412
30001	0	0	0	0	0
3028	-1.2768072960030017	0	0	-1.5984027369687426	-0.3284241723236065
3033	0	0	-1.3250263194396945	0	0
3066	-0.5793370361747165	-0.09673214130370056	-0.5517621000155462	-1.1971238758448046	0
30836	0	0	0	0	0
30849	0	0	0	0	0
3091	0	-0.00867474606775051	0	0	0
3098	0	-0.4854996470625424	-0.2701262912436193	-2.1192069990806948	-0.03993026532115379
310	0	0	-0.08077536198468271	-0.14518670343525675	-0.08706029198673226
3108	0	-0.49151212925356846	-0.28664556977394184	0	0
3122	0	0	0	0	-0.18447403910057147
3156	-2.310499871081002	0	-0.03650385595307348	0	-0.03396763649744133
3157	0	-0.00596882073568499	0	0	0
3162	-0.4491911775217754	-7.328241241721933e-6	-2.386248667327956	0	-0.00725861114328807
3202	0	-1.436171505635416	0	-0.5562795557455362	0
3206	0	0	-0.01843424496113077	-0.2670692681609774	-0.0630354435479985
323	0	0	-0.17614411836414512	0	0
3251	-0.07415830621352881	-0.2130666937510244	0	0	-3.801655316227333
3280	0	0	0	0	-0.2075239713239165
329	0	-1.9557106219676	0	-2.503887853003988	-0.06223641000508957
3300	-1.6826590644600137	0	0	-2.25175092012392	-0.3293066857361553
3303	-0.7996771119926893	0	0	0	-0.03430169027088281
3308	-0.0455195132551518	0	-0.4464432502903613	-0.16457175542945834	0
3312	-2.4951476129940877	-0.5662290536703354	0	0	0
3315	0	0	-0.1256370334037148	-7.85126155168161	-0.10982853392629212
332	0	-0.3481203158603853	-0.31892894666370564	-0.16670068275367345	-0.4500958948057461
3329	0	0	0	0	-0.01539394789250248
3337	-0.5256982979954228	-0.02154592142721455	0	0	0
3383	0	0	-0.01048037852003415	0	-0.03838512246117176
3385	0	0	0	-0.00605516097700342	-0.01141558714821
3398	-0.24607420347747344	-0.02799881271601161	-0.06760906343646643	-0.19500632289230915	-0.04337022700733015
3416	0	0	-0.03801069861584194	-1.6211058746319968	0
3454	-7.399003818526934	-0.2788162312544924	0	-4.672856078313603	-0.12932067462411803
348	0	-0.00483244457845417	-7.271326563447904	0	-0.5392976566424972
3480	-2.686248469609332	-0.00468896071561697	-0.10977642861712278	0	-0.08504336156919536
3482	0	-0.02811266621931424	0	0	0
3486	-1.7217067710276366	-0.0364824817990802	-0.1282259820758783	-0.2522178048786852	0
3508	0	0	0	-0.5748450565544552	0
351	0	-0.08379075435168626	-0.0014529789873442	0	-0.10006906240156282
355	-2.038077557458525	-0.1310878680791547	0	0	-0.3282113317429094
3551	-0.3894842505088711	0	0	0	0
3553	0	-0.1821684711704873	0	-1.092342417456195	0
3566	0	0	-0.14299015244690166	0	0
3597	-0.2173735588403022	-0.05570064432053315	0	0	0
3611	-0.12518212380217184	0	0	-0.2426302565521261	0
3628	-0.06995063776161858	0	0	0	0
3638	-0.7683360854962702	0	0	-2.415203030653457	-1.0329830982542867
3682	0	-1.427078470876575	-0.4480784999108786	-0.2502491863003842	0
3693	0	-1.0278943158536693	0	-0.2137744719992596	0
3725	0	-0.02697662310932064	0	0	-0.7850982062296126
375346	0	0	0	0	0
3775	-0.01387332309572566	0	-2.7855887631271865	0	-0.01227607357799509
3800	0	-0.03183635500931982	0	0	0
3815	-30.2621453466375	-0.07006710704547939	-0.1947870442091053	0	-0.02087824504444957
387	-0.19039026657569047	0	0	-2.9896536315628923	0
388650	0	0	0	0	0
3895	0	0	0	0	-0.04569579224316994
39	-0.05285763905567675	-0.0403679932901418	-0.0265532583567976	-0.5868085808366952	0
3909	0	0	-0.05630884361573329	0	-0.05058626262981899
392	-1.241660266920945	0	-0.10792880018981776	0	0
3925	0	-0.19939531387582043	-0.5654554150299909	-5.162265858176407	0
3930	-0.2742632452974866	0	-0.3197314933031371	0	-0.16041764331898412
3964	0	0	0	-2.617237787396236	0
3978	-1.1877826332590593	-1.779328446412376e-4	-1.0229495502094483	-0.48589747241584047	0
3988	0	0	0	0	-0.03566175060534488
4016	-0.1668928138607444	0	-0.3197916807691443	0	0
4043	0	0	-0.00491884428982714	0	-0.601574474287339
4067	-0.5758652023632332	-4.868523085302362	-1.2407867420010703	0	0
4088	0	0	0	-0.3007699433598954	0
4125	0	0	-0.233938322361398	0	0
4144	0	-0.3269235196936382	-0.1496866211373402	0	0
4154	0	-2.2493509083153427	0	-3.6135146462678778	0
4172	-0.8805031150232819	-0.00179364302410423	0	-0.23548005063879812	-0.02856919111428757
4200	0	0	0	-0.36622178079784007	-0.1449867784817771
4208	-1.7961137917250274	-0.41872941175381273	0	0	-0.03724871472174129
4216	-0.05000136164831268	-0.2812458578291186	0	0	-0.07094685454151994
4232	0	0	0	-0.6234591789059876	0
427	0	-0.05990124264182217	0	0	0
4282	0	0	0	-7.532427639037822	0
4303	0	-0.02106589239999146	0	0	-0.04105457636985241
4312	0	-0.00848721139153131	-1.1897002164914503	-0.0762778533478059	-1.4577144339317778
4313	0	0	0	-0.6589891542233719	0
4331	-0.9561384393294254	0	-0.7573037569486776	0	0
4482	-0.1839909279308546	-0.05376403039295717	-2.9069813948454173	-1.8299030603905533	-0.3012955013519356
4582	-0.1553921034916795	-0.03548645386364094	-0.10509714579640614	0	0
4605	0	-0.01520487444085866	-0.13335522613623524	0	-0.35478569791573067
4609	-0.28776192929448363	0	-0.04154422157656365	0	-0.00625975641968912
4616	0	0	0	0	0
4638	0	-0.02073810260745623	-0.03065254175342627	0	0
4651	-3.5638519613880018	-0.00678945138598474	0	-2.5903086203838823	-0.06196201192949088
466	0	-0.2851098064138732	-0.8856179880602355	0	-0.00405724358975168
4690	0	0	0	0	-0.5483566851377097
47	0	0	-1.0510987392331863	0	-0.01666286252271856
4775	-0.8957593678433972	-0.3563868341048506	0	0	0
4776	0	-0.1325882461514042	0	0	0
4780	-0.21489440928082465	0	0	-0.05438103795007154	0
4783	0	0	0	0	0
4791	-0.00193272512335715	-0.07841048298123843	-0.05976685399155107	0	-0.11839993553261816
4792	-4.021339277063822	0	0	-0.3236600043406197	0
4793	0	-0.0798957995210503	0	0	0
4794	-2.573883247666494	-0.8374669682265177	0	-1.9385928334527431	0
481	0	0	-1.935144348549268	0	-0.00937683578561143
4817	0	0	-2.9858206477686515	0	0
4836	-0.2140940462301848	-0.02604193589104403	-0.2417780511193829	0	0
4846	-2.12112738279175	-0.03401205898852388	0	0	-0.15055116354120557
4850	-2.2070819289993	0	0	-3.2699152699592142	0
4851	0	0	0	-1.0342353287289288	-0.3104755127109502
4860	0	-0.4742263904719177	0	-3.683188566965141	0
4864	-2.871186332275039	-0.4376472991461191	0	-4.667438644288337	0
4891	0	0	-0.02761137458621217	0	-0.04336374471613224
4893	0	0	0	0	0
4925	-1.256059740797717	-0.00495960834741254	0	0	-0.01698512500408711
4927	-0.851790515720106	-0.00495960834741254	0	0	0
4931	0	0	0	0	0
4998	-0.2761677988869773	-1.4797169550755136	0	-0.49704155162217534	0
501	0	-0.21811837846400173	-0.10547845703855784	-0.5474769776187811	0
5018	-0.06469459133579598	0	0	0	-0.07450329286012242
5019	0	-0.00930017319965559	0	-1.6814011074737405	0
5048	0	-0.05655527018208803	0	0	0
5050	0	-0.03163174839685867	-0.00188693534243014	0	-0.01184061141385148
5054	0	0	-1.3189733524132654	0	0
