significant_drug	CMAP	LINCS	Cor	occurrence	clinical_phase	moa	target	disease_area	indication
terguride	0	1	1	2	Launched	dopamine receptor agonist|serotonin receptor antagonist	ADRA1A|ADRA2A|ADRA2B|ADRA2C|DRD2|DRD3|DRD4|HTR1A|HTR1B|HTR1D|HTR2A|HTR2B|HTR2C	neurology/psychiatry	Parkinson's Disease
tetracycline	0	1	1	2	Launched	bacterial 30S ribosomal subunit inhibitor		infectious disease|dermatology	respiratory tract infections|pneumonia|skin infections|urinary tract infections|acne vulgaris (AV)|plague|psittacosis
thiethylperazine	0	1	1	2	Launched	dopamine receptor antagonist	DRD1|DRD2|DRD4	gastroenterology	nausea
thiostrepton	0	1	1	2	Launched	FOXM1 inhibitor|protein synthesis inhibitor	FOXM1	obstetrics/gynecology	mastitis
thiotepa	0	1	1	2	Launched	cytochrome P450 inhibitor	CYP2B6|CYP3A4	oncology	breast cancer|ovarian cancer|bladder cancer
thiothixene	0	1	1	2	Launched	dopamine receptor antagonist	DRD1|DRD2|HRH1|HTR2A	neurology/psychiatry	schizophrenia
tibolone	0	1	1	2	Launched	androgen receptor agonist|estrogen receptor agonist|progesterone receptor agonist	ESR1	obstetrics/gynecology	endometriosis
tivozanib	0	1	1	2	Launched	VEGFR inhibitor	FLT1|FLT4|KDR|KIT|PDGFRA|PDGFRB	oncology	renal cell carcinoma (RCC)
tolazamide	0	1	1	2	Launched	ATP channel blocker	ABCC8|KCNJ1|KCNJ10|KCNJ11	endocrinology	diabetes mellitus
topotecan	0	1	1	2	Launched	topoisomerase inhibitor	TOP1|TOP1MT	oncology	small cell lung cancer|cervical cancer
trapidil	0	1	1	2	Launched	PDGFR tyrosine kinase receptor inhibitor	PDGFRA	cardiology	coronary artery disease (CAD)
trimebutine	0	1	1	2	Launched	opioid receptor agonist	OPRD1|OPRK1|OPRM1	gastroenterology	irritable bowel syndrome
trimipramine	0	1	1	2	Launched	norepinephrine reputake inhibitor|tricyclic antidepressant	SLC6A2|SLC6A3|SLC6A4	neurology/psychiatry	depression
tropisetron	0	1	1	2	Launched	serotonin receptor antagonist	GLRA1|GLRA2|GLRB|HTR3A|HTR4	gastroenterology	nausea|vomiting
varenicline	0	1	1	2	Launched	acetylcholine receptor agonist	CHRNA3|CHRNA4|CHRNA6|CHRNA7	neurology/psychiatry	smoking cessation
venlafaxine	0	1	1	2	Launched	adrenergic inhibitor|norepinephrine reuptake inhibitor|serotonin–norepinephrine reuptake inhibitor (SNRI)	SLC6A2|SLC6A4	neurology/psychiatry	depression|generalized anxiety disorder (GAD)|panic disorders|social anxiety disorder
xylazine	0	1	1	2	Launched	adrenergic receptor agonist	ADRA2A|ADRA2B|ADRA2C	neurology/psychiatry	anesthetic
zidovudine	0	1	1	2	Launched	nucleoside reverse transcriptase inhibitor	TERT	infectious disease	human immunodeficiency virus (HIV-1)|acquired immunodeficiency syndrome (AIDS)
zileuton	0	1	1	2	Launched	leukotriene synthesis inhibitor|lipoxygenase inhibitor	ALOX5	pulmonary	asthma
