,GSM1646957,GSM1646961,GSM1646975,GSM1646980,GSM1647012,GSM1647013,GSM1647024,GSM1647025,GSM1647037,GSM1647038,GSM1647049,GSM1647052,GSM1647058,GSM1647064,GSM1647066,GSM1647073,GSM1647083,GSM1647087,GSM3001092,GSM3001093,GSM3001094,GSM3745998,GSM3746000,GSM3746002,GSM3746004,GSM3746007,GSM3746011,GSM4772905,GSM4772906,GSM4772907,GSM4772908,GSM4772909,GSM4772910,GSM4772911,GSM4772912,GSM4772913,GSM4772914,GSM4772915,GSM4772916,GSM4772917,GSM4772918,GSM4772919,GSM4772920,GSM4772921,GSM4772922,GSM4772923,GSM4772924,GSM4772925,GSM4772926,GSM4772927,GSM4772928,GSM4772929,GSM4772930,GSM4772931,GSM4772932,GSM4772933,GSM4772934,GSM4772935,GSM4772936,GSM4772937,GSM4772938,GSM4772939,GSM4772940,GSM4772941,GSM4772942,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071103,GSM3071105,GSM3071107,GSM3071109,GSM3071111,GSM3071115,GSM3071117,GSM3071119,GSM3071121,GSM3071123,GSM3071125,GSM3071127,GSM3071129,GSM3071131,GSM3071133,GSM3071137,GSM3071139,GSM3071141,GSM3071143,GSM3071145,GSM3071147,GSM3071149,GSM3071151,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071027,GSM3071029,GSM3071031,GSM3071033,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071047,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
MCF10A,0.09022311,0.12949358,0.09357683,0.054828037,0.08502973,0.09360522,0.13048889,0.03325115,0.080496766,0.0853809,0.095932886,0.034222666,0.115634345,0.10923813,0.09487869,0.058108233,0.021975428,0.14939483,0.13576011,0.13793957,0.13931797,0.083076894,0.07422164,0.088618726,0.12314562,0.08397463,0.1101,0.045567337,0.031703178,0.03804582,0.066815086,0.02017162,-0.0051554646,0.025331782,0.024174357,0.052369904,0.0312401,-0.01834528,0.059591413,0.066965036,0.038244497,0.04038731,0.056078196,0.008548775,0.030746525,0.021089435,0.024111634,0.06546451,0.0704627,0.06647249,0.069611646,0.07553053,0.02712837,0.08124583,0.087304786,0.057499334,0.028813703,0.046110045,0.008877327,0.05904251,0.028206857,0.04736487,0.08834807,0.026558053,0.05217347,0.0012998438,0.08249468,0.07579029,0.05194342,0.0823695,0.076488934,0.05194342,0.014943787,0.062186968,0.08659915,0.008262844,0.058391716,-0.0876291,-0.08730606,-0.042452157,0.06470114,0.02865408,0.051993143,0.048010282,0.008658309,0.14411932,0.043686062,0.039228216,0.05464405,0.03827178,0.031653162,0.07241902,0.0048558596,0.0087964125,0.031926744,0.036918703,0.07638352,-0.017679509,-0.012280816,0.010305686,-0.076885164,-0.019918125,0.06511835,0.06962404,0.06882042,0.01875044,0.077790394,0.010060708,0.063541606,-0.007846641,0.046866827,0.04607439,0.057711117,0.017823935,0.015033805,0.069188304,0.029485967,0.09272307,0.06213909,-0.06650621,-0.06846754,-0.03605473,-0.034337252,-0.048259888,0.1477452,-0.038780652,-0.009794483,-0.077594,-0.07125451,-0.033816207,0.05256058,-0.004816753,0.010414838,-0.013998393,-0.065696426,-0.026180882,0.06899396,0.03895504,-0.07856675,-0.029326424,-0.07506871,0.011543647,0.09534536,-0.09901609,-0.05359086,-0.08552867,0.011401686,0.034405053,0.080480866,-0.002920807,0.02699939,-0.008105315,0.012340617,-0.0045309938,0.04595517,-0.013890154,0.03580678,-0.0551663,-0.012044994,-0.0060343617,0.060967248,-0.015225723,-0.04261156,-0.055848677,0.038754072,-0.016464794,0.093305394
HUES3,0.069971375,0.12556593,0.0502199,0.07991596,0.036428843,0.039493013,0.11275466,0.007857645,0.04953559,0.10376032,0.088789605,0.049053025,0.08278669,0.06486965,0.04866055,0.033336658,0.029415661,0.054152958,0.1317537,0.13042666,0.10369877,0.099784605,0.10163034,0.121473655,0.10960812,0.070761524,0.09564946,-0.014029094,0.032941043,0.00603415,0.048362583,-0.039593667,0.011936492,0.0069397255,0.048237965,0.015743634,0.011678337,0.02149209,0.040789377,0.042667966,0.03843451,0.023227673,0.07191741,0.027051361,0.001966733,0.02512178,0.013617239,0.03746341,0.078729585,0.07477294,0.079345874,0.050224718,0.021685665,0.08755459,0.07997495,0.032292727,0.013589707,0.052611493,0.0067856787,0.08154514,0.03427654,0.078933045,0.09655153,0.03526214,0.0509405,0.026683059,0.07004454,0.09933781,0.07463169,0.06991994,0.09994744,0.07463169,-0.02408162,0.035300534,0.03105233,0.016234783,0.05512894,-0.0584629,-0.07537578,-0.0034544228,0.051369965,0.016525915,0.054323442,0.050157223,-0.008942199,0.1376305,-0.00757036,0.05999361,0.0497748,0.048499465,0.03633131,0.07924149,0.010673431,0.019510502,0.028988007,0.024805106,0.062486432,-0.007930158,-0.009768914,0.01332355,-0.071497284,0.0014702101,0.060410343,0.06022659,0.046796888,0.021985164,0.029385995,-0.004952821,0.05719893,-0.044302233,0.013294116,0.023220459,0.02363554,-0.01528063,0.016728994,0.05757028,0.07304785,0.0645034,0.08215923,-0.04232013,-0.05126266,-0.0017469045,-0.017320529,-0.048210163,0.05530145,-0.041897938,0.013499992,-0.046411768,-0.04093062,-0.009603277,0.05226184,-0.00801799,0.0011974686,-0.0063777324,-0.06495366,-7.644608e-07,0.087679,0.005591524,-0.07044067,-0.010819034,-0.027086983,0.0014021388,0.04621541,-0.06356928,-0.060184497,-0.054034352,0.026170649,0.018395094,0.056917537,-0.004301691,0.03079194,-0.015618913,0.020370385,0.020390999,0.013577933,0.009630326,0.013444767,-0.028991798,0.008491988,0.0012804617,0.04962402,-0.00037834406,-0.045676902,-0.037656844,0.036662746,-0.02647758,0.05795607
MDAMB231,0.050985478,0.11447048,0.0820449,0.07631007,0.098693185,0.08248043,0.122960016,0.011594473,0.08844119,0.070954934,0.08948196,0.04613305,0.12400486,0.10337304,0.082776405,0.036795624,0.04756247,0.09977963,0.13871658,0.15476267,0.14407597,0.08896742,0.060720976,0.08291178,0.10439676,0.059257876,0.09000631,0.025525745,0.030636232,0.027487284,0.06691308,0.011051645,-0.0024729678,-0.008280381,0.043830954,0.04189134,0.0031374989,0.0030825224,0.06528059,0.062175106,0.047250308,0.05350275,0.080433756,0.013660841,0.03221538,0.04446378,0.02279757,0.06262935,0.07788722,0.053125665,0.060918074,0.09322367,0.01442082,0.055467077,0.0795666,0.029150102,0.03523242,0.01164669,0.0054809046,0.07068709,0.03505213,0.03803989,0.0963285,0.040482484,0.061972134,0.00733336,0.07447361,0.07549917,0.05780166,0.07447004,0.076213405,0.05780166,-0.0025450867,0.071137995,0.08294097,0.012519872,0.039293196,-0.079602614,-0.09088639,-0.05190743,0.08384494,0.044795267,0.033365745,0.061873093,0.005959513,0.16776459,0.03898731,0.03117359,0.07004231,0.023924394,0.06053785,0.07252011,0.010429058,0.0046961755,0.069214456,0.040275346,0.06767116,0.0014087488,-0.0010186002,0.043636188,-0.07007692,-0.039391242,0.07978136,0.062023047,0.054331377,0.03237985,0.049897537,0.003814934,0.11326818,-0.028383913,0.07392769,0.04652857,0.03835431,0.02610301,-0.0051622414,0.040815137,0.0399106,0.09707127,0.066726625,-0.076044366,-0.062958255,-0.022421116,-0.05390907,-0.04626216,0.14192267,-0.05669182,-0.034981597,-0.06960503,-0.08754516,-0.04259522,0.0695021,-0.035456143,0.013533541,-0.023124745,-0.082021415,-0.013401151,0.07610963,0.04457675,-0.06428154,-0.054438125,-0.053900346,-0.004572711,0.065693304,-0.11425003,-0.06806996,-0.11003789,-0.012487485,0.0064664823,0.087542534,0.017694114,0.03685252,-0.035799187,-0.009700851,-0.0069060335,0.05533119,-0.0071183564,0.06161225,-0.050057292,0.0033454476,-0.005855623,0.106975354,-0.0048280833,-0.04966471,-0.029343223,0.033798046,-0.02290643,0.094084784
ASC,0.052877694,0.1436522,0.07394973,0.077898875,0.060644675,0.056926772,0.08947074,0.021915201,0.049038924,0.05350202,0.09483375,0.047933348,0.078517705,0.061748303,0.11879708,0.036759693,0.060079258,0.082074285,0.12110627,0.13421574,0.11464504,0.060299553,0.03545835,0.053444006,0.049957257,0.022053491,0.080289714,0.024363622,0.059285454,0.047189396,0.059461415,0.03826979,0.006494438,0.04064632,0.07418429,0.080062926,0.030663064,0.010053987,0.088241555,0.09476775,0.07788906,0.089082874,0.088565074,0.04112264,0.033710685,0.0033345793,0.065477364,0.07067269,0.108117126,0.11133912,0.098112054,0.1070265,0.040958457,0.05640476,0.10205036,0.08834978,0.024745433,0.08342935,0.031578258,0.08176278,0.067233145,0.09187444,0.13281348,0.06665092,0.07983836,-0.009261236,0.04719583,0.077573165,0.058482595,0.04687197,0.07865398,0.058482595,0.0036704245,0.053886242,0.104817584,-0.024254518,0.048810575,-0.11148712,-0.094718695,-0.03124306,0.103716925,0.0028235253,0.022463929,0.042245645,-0.0027792105,0.18021658,0.024629148,0.017956123,0.0520707,0.052186575,0.073641896,0.06470339,0.0035909635,0.029964507,0.077364355,0.069001116,0.07545025,0.030376473,0.014546881,0.037972234,-0.06354072,-0.019687042,0.106759526,0.061060056,0.09072689,0.061113592,0.05081111,-0.0012451928,0.0901391,-0.03196348,0.054865174,0.037486054,0.044749215,0.03427966,0.0020837865,0.059596483,0.08426624,0.060597915,0.09393799,-0.071875,-0.07425283,-0.066376254,-0.030633595,-0.076552585,0.12020634,-0.07475567,-0.05816453,-0.07814234,-0.10103902,-0.04770804,0.09102642,-0.044684313,-0.002853617,-0.0121312,-0.084671296,-0.033606328,0.12185552,0.054123692,-0.060766067,-0.044909872,-0.06975252,0.021119809,0.058859203,-0.13154659,-0.06338403,-0.080647394,0.006990498,0.011219505,0.1273737,4.915877e-05,0.033417083,-0.055367474,-0.027843153,-0.023177896,0.06370236,-0.031271413,0.020082932,-0.047710985,0.007064357,-0.04745504,0.087878086,-0.036478512,-0.053820804,-0.023990028,0.0032107276,-0.0346173,0.07744639
NEU,0.09175179,0.10810561,0.1055205,0.05294323,0.03473209,0.016555216,0.09017645,0.035269834,0.01283949,0.060676176,0.099414304,0.0338967,0.059691742,0.03972323,0.09811919,0.03516469,0.063678004,0.07202324,0.11972191,0.116254404,0.08638385,0.050756533,0.016783038,0.024204506,0.08468775,0.028039208,0.06513751,0.0033829662,-0.018211445,0.055096757,0.045686524,0.030860603,0.037517514,0.05184652,0.08685151,0.016376426,0.018302431,0.00865045,0.06594315,0.08516022,0.048789367,0.08464224,0.08322684,0.0520607,0.051953543,-0.0135105,0.018330151,0.076490715,0.08162022,0.10482981,0.091538325,0.081833035,0.06289407,0.051767558,0.08562451,0.05412277,0.011245954,0.07142331,0.04745275,0.07150254,0.040929172,0.061168414,0.12264953,0.027279526,0.05869444,0.0062229955,0.055762723,0.08581708,0.07117267,0.055404868,0.086882055,0.07117267,-0.009309226,0.09686966,0.055447917,0.0062647657,0.020995451,-0.04293417,-0.056328114,-0.035474986,0.11713848,-0.009068294,0.03999936,0.04673688,-0.040634874,0.10576101,-0.013170445,0.01230962,0.07786869,0.07396744,0.07556799,0.09110158,0.02022353,0.072657146,0.052369457,0.082336634,0.047946334,0.0064063272,0.03057705,0.010972274,-0.072995976,0.0135964025,0.088903025,0.06038827,0.064594425,0.05546463,0.014852039,0.021150818,0.046814498,-0.038082354,0.053948876,0.0287383,0.025765734,0.007362096,0.012246196,0.07167151,0.05354931,0.0968839,0.057197683,-0.036009546,-0.05127025,-0.023341984,-0.0056683207,-0.03632232,0.095046,-0.03381489,-0.019932698,-0.067642555,-0.009870988,0.0030254698,0.059936777,-0.02467417,0.016991172,0.006766519,-0.033054598,0.001105191,0.03712703,0.03911952,-0.058713935,-0.023643075,-0.04649631,0.08265276,0.044057846,-0.04599606,-0.0398258,-0.019540668,0.024092712,0.035672337,0.11302942,-0.050159946,0.02987626,-0.010354158,0.02522298,0.014042191,0.04377444,-0.011014202,0.0002864904,-0.015112817,0.0145003935,-0.027540244,0.03900768,-0.0058704745,-0.021103157,-0.05374987,0.009929996,-0.07012222,0.0512107
HUVEC,0.08311646,0.13794054,0.08800873,0.10638499,0.061932687,0.068155155,0.118897595,0.002346603,0.07621053,0.08551304,0.08696248,0.048718505,0.10549946,0.0831409,0.077055104,0.03759722,0.039527662,0.10384483,0.16474392,0.16814521,0.15315956,0.07853496,0.07803242,0.07084087,0.08373611,0.038881663,0.112692066,0.04402454,0.027001971,0.038848642,0.042076364,0.015376574,0.029672682,0.0388343,0.044837967,0.03134088,-0.00034405434,0.012949974,0.088334434,0.076022826,0.07100336,0.06266647,0.09338252,0.027164448,0.029127032,0.025800224,0.012138568,0.05670916,0.10211174,0.07877017,0.09860469,0.09384784,0.040984046,0.087468214,0.09640774,0.05026484,-0.018605167,0.066461675,0.011039374,0.08421353,0.04452028,0.095932715,0.14061561,0.05377285,0.08087706,0.005762795,0.07026386,0.075150594,0.06753679,0.07000886,0.07604267,0.06753679,0.024386536,0.09171332,0.10534817,0.019213097,0.047060993,-0.09717284,-0.09974643,-0.032556362,0.078881614,0.028223319,0.038814172,0.080957025,0.0042031603,0.17634666,0.018599443,0.013350283,0.05273454,0.033120885,0.044057466,0.1135936,0.012014307,0.042308297,0.06804929,0.07776,0.07558149,0.03111471,0.0161448,0.03421949,-0.05287439,-0.024334367,0.08039125,0.07327782,0.06327744,0.06403436,0.07568007,-0.023881933,0.08490134,-0.029596874,0.072447464,0.0441022,0.025925834,-0.0016298376,-0.014890408,0.048783652,0.057409696,0.08707424,0.08860329,-0.056346837,-0.09823719,-0.04755045,-0.048242964,-0.059180386,0.1335618,-0.04646147,-0.022432154,-0.05924452,-0.08111425,-0.039780434,0.06989153,-0.07042899,0.028145917,-0.0056715454,-0.08085707,-0.028667001,0.082093686,0.049276378,-0.053929575,-0.0050245863,-0.050546538,0.03297043,0.08825834,-0.111386776,-0.07933496,-0.09409407,-0.0015341787,0.036143772,0.100930415,0.012895249,0.04116159,-0.047937263,-0.012307514,-0.018026272,0.08442372,0.010720002,0.04127169,-0.051101398,0.028210659,-0.028852114,0.10836146,-0.026809024,-0.028082572,-0.01161784,0.012924978,-0.05224091,0.09681942
NPC,0.08516976,0.120112956,0.07925457,0.10116915,0.036697146,0.048973404,0.1254849,0.013767001,0.03066709,0.09044439,0.1053446,0.04697744,0.093016416,0.069694914,0.06174986,0.022238052,0.047507793,0.060830776,0.15601617,0.13474457,0.13095449,0.09020875,0.091644116,0.11078374,0.11863925,0.06335542,0.10444173,0.0017017146,-0.007977616,0.03303439,0.050127972,-0.02193947,0.04422594,0.027386641,0.07208236,0.018949566,0.0008610939,0.027501848,0.052132778,0.053307604,0.060335416,0.040476248,0.083275445,0.045346234,0.025913123,0.031756625,0.013600343,0.059969615,0.057598487,0.09140271,0.09073304,0.07408553,0.031928305,0.09869313,0.084686704,0.041842867,-0.008127949,0.050191972,0.027331268,0.076758556,0.04480863,0.07657175,0.15436879,0.033849522,0.037810456,0.014831503,0.08667566,0.08983634,0.076996714,0.0864574,0.09047195,0.076996714,-0.015676484,0.06468656,0.043719154,0.0057781483,0.017111711,-0.0505538,-0.045512665,-0.033810597,0.07139466,0.0060510454,0.064753525,0.049068168,-0.010414946,0.14132234,-0.0023236948,0.03662309,0.044378195,0.062073886,0.06124659,0.076086536,0.004419746,0.059619453,0.039259534,0.060728982,0.034352917,-0.010774212,-7.695114e-05,0.01173665,-0.07141346,0.013894806,0.091956176,0.06811274,0.058461282,0.027146442,0.030126385,0.018194284,0.043677263,-0.028663617,0.019691562,0.025693849,0.031535715,0.0050622257,0.009867848,0.064664364,0.045775466,0.100946,0.08678751,-0.048971027,-0.048360646,-0.0005291908,-0.033818945,-0.030707901,0.06438575,-0.04387168,-0.009974664,-0.023283217,-0.034309283,0.0054484596,0.0531989,-0.022641882,0.035790868,0.0077533117,-0.045545887,-0.0097413715,0.063554175,0.037233707,-0.047236416,-0.041333143,-0.055149395,0.048873093,0.051409725,-0.06181614,-0.06936531,-0.03162318,0.03290752,0.023439405,0.086894184,-0.0265274,0.01130216,-0.0316447,0.021184301,0.023220813,0.02372669,-0.0038570396,0.032561973,-0.022476228,0.0038233658,-0.026557192,0.035978407,0.011454811,-0.033236004,-0.03350687,0.03671564,-0.033636954,0.03587299
ASC.C,0.064775184,0.13189222,0.06378473,0.08879515,0.06470683,0.054286186,0.08147516,0.0104877595,0.059429865,0.06678234,0.0859777,0.03805329,0.077614464,0.070454895,0.11220898,0.02913675,0.05825319,0.078015044,0.11947216,0.14660263,0.11657968,0.06812835,0.041539412,0.06651399,0.04651782,0.022050066,0.08230167,0.021211252,0.06988111,0.06367332,0.06630786,0.039881922,0.006432551,0.039758258,0.085511446,0.07606506,0.024276119,0.019453933,0.095104896,0.0981672,0.09131893,0.084328115,0.0959877,0.03863944,0.03397842,0.002700751,0.07116339,0.07158294,0.106499076,0.10588833,0.10428374,0.104114436,0.04462157,0.06388787,0.1170893,0.074385814,0.026559938,0.074957974,0.036694314,0.08453999,0.061560735,0.09866403,0.1321784,0.06541404,0.08926323,-0.00770053,0.049430296,0.070603885,0.06145545,0.0491309,0.07173631,0.06145545,-0.0026935707,0.041985504,0.10772486,-0.02167444,0.03913915,-0.10140296,-0.09886793,-0.027561111,0.09321931,0.015158975,0.014384524,0.051613856,-0.0029902107,0.17892855,0.02098738,0.016222998,0.05173295,0.05183036,0.061018337,0.052032746,-0.00042189093,0.029812736,0.08355495,0.06300265,0.06660258,0.036603943,0.0047470154,0.045609415,-0.067888565,-0.020414717,0.10277034,0.07188018,0.08503509,0.065260656,0.04954214,-0.0004885614,0.085838445,-0.031112712,0.051485546,0.048504695,0.042238623,0.027574882,0.008411573,0.05972234,0.07294061,0.063752055,0.09990095,-0.07321998,-0.065119125,-0.058518764,-0.028315295,-0.085063525,0.11687957,-0.08126721,-0.051860582,-0.081973255,-0.10271103,-0.054595333,0.090362735,-0.06595737,-0.0014112144,-0.023421563,-0.092446454,-0.047398776,0.12872612,0.050749227,-0.06568759,-0.027184574,-0.076496355,0.0090010995,0.061831128,-0.13420562,-0.07267116,-0.095953375,-0.011343849,0.014779859,0.12230918,0.0041072294,0.036000498,-0.05488188,-0.033729367,-0.032871645,0.0623743,-0.022431899,0.019116635,-0.047114637,0.010007894,-0.04765554,0.091970965,-0.028209327,-0.059106547,-0.025582844,0.0030198381,-0.040734675,0.07280963
A375,0.08575504,0.14448597,0.09205006,0.08053311,0.09344591,0.08172354,0.12395887,0.03505378,0.063357994,0.063967824,0.12535094,0.061707493,0.09665836,0.1090643,0.1070141,0.056856044,0.050624065,0.0873721,0.13724548,0.1472423,0.1229369,0.09300234,0.09826949,0.09498199,0.10768238,0.07649717,0.1394221,0.025790501,0.041944753,0.051208775,0.10105513,0.04268614,0.029530983,0.03391963,0.079661384,0.09445976,0.046631657,0.014185343,0.10163611,0.09282579,0.06131515,0.07624668,0.08774565,0.035464026,0.061017726,0.033519097,0.032524962,0.0656673,0.083060674,0.09563169,0.105392806,0.08997704,0.036757775,0.085158415,0.12584284,0.06634482,0.041829307,0.08342285,0.05151976,0.104830585,0.031565994,0.07252091,0.13429761,0.047630094,0.097021885,0.018659437,0.12684618,0.1080634,0.09117218,0.126667,0.109006636,0.09117218,0.013331197,0.054967776,0.09764331,0.016348664,0.03551267,-0.08632527,-0.08925621,-0.05430262,0.06714241,0.012056031,0.050532665,0.039861877,0.009927417,0.1515987,0.059652023,-0.004588725,0.049700852,0.066929065,0.065595485,0.08550656,0.020087436,0.059422765,0.09627287,0.098220006,0.06934648,0.009460857,-0.010397285,0.030228075,-0.094945066,0.010167501,0.10303527,0.05623022,0.06491167,0.06482888,0.030134939,0.0020077561,0.09250127,-0.018676393,0.05321362,0.054567803,0.073687024,0.028109562,0.014343848,0.09232075,0.054871477,0.08021898,0.08723357,-0.040010978,-0.05699862,-0.027003035,-0.034326214,-0.037797246,0.11426047,-0.04564907,-0.029027805,-0.06969629,-0.09305423,-0.0036856672,0.063597545,-0.038332034,0.023755925,-0.016707039,-0.056054182,-0.051825106,0.09339513,0.060850486,-0.045299195,-0.016597847,-0.044963364,0.020124124,0.07043878,-0.0817148,-0.051331718,-0.051650755,-0.0068409457,0.041879408,0.07631172,-0.013927946,0.034715634,-0.012644356,0.027476572,0.005526967,0.04590148,-0.005028412,0.045714486,-0.045691572,0.008512745,-0.024068218,0.09335796,-0.054036893,-0.07497078,-0.027482305,0.04745139,-0.037065506,0.06679903
JURKAT,0.13805522,0.12983075,0.07031994,0.0864518,0.1111731,0.11157281,0.20177397,0.017372021,0.0910161,0.1174113,0.12060701,0.071318015,0.117018595,0.09356914,0.08175323,0.054761264,0.07608998,0.12040853,0.16404551,0.119598836,0.13340133,0.17431083,0.13624611,0.17986222,0.18183191,0.14036082,0.17819569,0.07611788,0.07229408,0.10930857,0.1319212,0.04727363,0.06933505,0.10514951,0.11100047,0.09072474,0.06921211,0.07788456,0.11715448,0.13052754,0.11793891,0.08532746,0.10606561,0.08947972,0.091203205,0.10231297,0.06425209,0.11093253,0.094247565,0.16572921,0.14838472,0.12660342,0.06653508,0.15772575,0.15226373,0.04920561,0.06082965,0.07837595,0.088582754,0.13230619,0.07178024,0.120551325,0.15137193,0.035336006,0.10605068,0.070357844,0.18533461,0.12815252,0.14606145,0.18515831,0.12863155,0.14606145,0.050567,0.10224019,0.071483135,-0.013224473,0.037762202,-0.053093843,-0.07559204,-0.05236866,-0.0026920303,0.0476784,0.07800536,0.063214235,0.0024668416,0.09464724,0.04399487,0.014217794,0.076332934,0.079051204,0.10099662,0.014773998,0.06818773,0.095950484,0.11590898,0.106960386,0.106941774,0.029738966,-0.034770496,0.023587951,-0.029114153,0.081784844,0.062190056,0.08008619,0.06653755,0.073881656,0.014097017,0.041648168,0.099944904,0.041612387,0.03563799,0.038415864,0.04511234,0.04567696,0.08638276,0.11729638,0.08713749,0.11412281,0.13368714,-0.03618852,-0.084321626,-0.021953732,-0.01819636,-0.036096547,0.082366675,-0.06486445,-0.028453497,-0.08088035,-0.030784376,-0.055493236,0.019300334,-0.033410963,0.057229854,0.003921784,-0.07729345,-0.056807123,0.0651575,0.046269473,-0.09392017,-0.0064632907,-0.017563015,0.010671218,0.1217579,-0.024791043,-0.042707235,-0.03727707,0.0044040144,0.019547684,0.03623572,-0.05356981,-0.003083521,-0.01336182,0.023768019,0.0022283231,0.04081127,0.02615535,-0.0027801467,-0.022092238,-0.01562991,0.0082266,0.08286172,-0.05140988,-0.054297723,-0.075677514,0.05027914,-0.051216833,0.06680526
PC3,0.071624786,0.13438897,0.068015434,0.043236483,0.052668206,0.06293346,0.10524373,0.0312869,0.045234617,0.05963368,0.12131551,0.05742748,0.078542456,0.0768877,0.092334956,0.06080442,0.02932252,0.083150566,0.13610864,0.13870613,0.108405724,0.09329143,0.06918679,0.07658224,0.11219671,0.06992444,0.09996889,-0.002779694,0.0005129285,0.022082774,0.06362166,0.027294151,-0.009931988,0.025223078,0.02312548,0.043977857,0.040317774,-0.0021062507,0.046942636,0.06790802,0.023758397,0.056147397,0.05999043,-0.00024499645,0.025943464,-0.012062388,-0.006813539,0.059266638,0.05832034,0.065457135,0.07479743,0.052219953,0.0066441386,0.05617573,0.081005126,0.04143108,0.0039398163,0.03427462,-0.007228784,0.07225533,0.019914642,0.054084927,0.08127672,0.03827978,0.077390134,-0.011197314,0.09542346,0.06812648,0.07604797,0.095259,0.06904903,0.07604797,-0.014470576,0.024664043,0.08575603,0.012616076,0.045175105,-0.102571785,-0.09588265,-0.047504287,0.08198824,0.007828295,0.010310575,0.04009557,-0.010673299,0.11983958,0.036672477,0.016920855,0.05548832,0.02057004,0.0321595,0.057818282,0.0099394405,0.027409988,0.05643959,0.06299887,0.05943146,-0.0022160956,-0.009529815,-0.01042151,-0.06366011,-0.015468769,0.09633064,0.04876822,0.05018552,0.049219083,0.052745584,0.0028231044,0.0753099,-0.020249914,0.0598712,0.022687627,0.037848894,0.0111671975,0.0011618619,0.07018856,0.033727985,0.05245137,0.08734805,-0.038172245,-0.07604428,-0.020851055,-0.022538247,-0.03814774,0.13138226,-0.032596268,-0.026682584,-0.042776268,-0.10088691,-0.011126027,0.061305538,-0.010305128,0.016474094,0.0313515,-0.03645705,-0.009388655,0.093660034,0.041600913,-0.06721861,-0.031143405,-0.041438844,-0.013083976,0.073158875,-0.09068814,-0.042460665,-0.058776125,0.029137257,0.008275256,0.066278875,0.012757525,0.021816723,-0.023042046,0.02185324,0.0102388635,0.04174803,-0.01068425,0.021647815,-0.052537896,-0.016745979,-0.037057646,0.090978004,-0.03216227,-0.07452361,-0.036882535,0.0390977,-0.055824194,0.0642017
HELA,0.086043976,0.13263252,0.0981443,0.089669436,0.053032238,0.05999451,0.12045225,0.021322524,0.050660234,0.029399337,0.12170424,0.05303452,0.08031095,0.09801564,0.08556719,0.03324203,0.023377083,0.11589512,0.13889113,0.14761072,0.13168988,0.09630483,0.07057626,0.08110154,0.11057011,0.06981957,0.101141766,0.031699907,0.030687626,0.03880994,0.05897746,0.0035637652,0.01924165,0.03139204,0.067026824,0.050811827,0.01590661,0.0065411045,0.08147762,0.09888568,0.055726,0.07219394,0.07572281,0.015993033,0.021062367,0.033330556,0.038821064,0.06872486,0.08133791,0.08448769,0.08260283,0.07428793,0.052290834,0.06595393,0.08250734,0.044313293,0.031677343,0.062549755,0.021320617,0.08254362,0.012054237,0.050996825,0.11362388,0.01569347,0.07732905,-0.011780322,0.08523859,0.10089909,0.062047236,0.08506045,0.1019225,0.062047236,0.008753057,0.03076847,0.08794787,0.03965192,0.026937865,-0.08702459,-0.08418803,-0.070628636,0.07005898,-0.0011762023,0.048197858,0.020571008,-0.015875002,0.1111496,0.022685857,-0.0042665396,0.028757932,0.028740145,0.03720122,0.04429678,0.021225747,0.0369257,0.06870219,0.064919665,0.059618827,0.0038693477,-0.017363822,0.007875842,-0.07322916,0.0009413716,0.07764296,0.05214465,0.08386865,0.01542585,0.0123107275,0.0013460031,0.05511114,-0.011536287,0.06563099,0.024510324,0.059154175,0.00066559203,0.010138315,0.057037793,0.027760811,0.06903082,0.07734751,-0.0403552,-0.06704602,-0.022346491,-0.0007128432,-0.03064929,0.117528,-0.020105053,-0.038335774,-0.059667464,-0.09967359,-0.0025382917,0.048531253,-0.028769353,0.022902904,0.021084173,-0.02686006,-0.014961256,0.07865988,0.0551222,-0.036077164,-0.033120822,-0.037406795,0.01073304,0.049036965,-0.07263953,-0.03639012,-0.06411407,0.0091784345,-0.014020239,0.07971507,0.012867976,0.016022747,-0.011041405,0.015809964,0.0024955466,0.04218753,-0.013540011,0.015249899,-0.039345793,-0.0018375317,-0.037463605,0.081957035,-0.038839437,-0.055136997,-0.030028619,0.02187848,-0.057769742,0.06767307
