,GSM1646957,GSM1646961,GSM1646975,GSM1646980,GSM1647012,GSM1647013,GSM1647024,GSM1647025,GSM1647037,GSM1647038,GSM1647049,GSM1647052,GSM1647058,GSM1647064,GSM1647066,GSM1647073,GSM1647083,GSM1647087,GSM3001092,GSM3001093,GSM3001094,GSM3745998,GSM3746000,GSM3746002,GSM3746004,GSM3746007,GSM3746011,GSM4772905,GSM4772906,GSM4772907,GSM4772908,GSM4772909,GSM4772910,GSM4772911,GSM4772912,GSM4772913,GSM4772914,GSM4772915,GSM4772916,GSM4772917,GSM4772918,GSM4772919,GSM4772920,GSM4772921,GSM4772922,GSM4772923,GSM4772924,GSM4772925,GSM4772926,GSM4772927,GSM4772928,GSM4772929,GSM4772930,GSM4772931,GSM4772932,GSM4772933,GSM4772934,GSM4772935,GSM4772936,GSM4772937,GSM4772938,GSM4772939,GSM4772940,GSM4772941,GSM4772942,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071103,GSM3071105,GSM3071107,GSM3071109,GSM3071111,GSM3071115,GSM3071117,GSM3071119,GSM3071121,GSM3071123,GSM3071125,GSM3071127,GSM3071129,GSM3071131,GSM3071133,GSM3071137,GSM3071139,GSM3071141,GSM3071143,GSM3071145,GSM3071147,GSM3071149,GSM3071151,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071027,GSM3071029,GSM3071031,GSM3071033,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071047,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
NPC.TAK,0.0831887,0.11943101,0.08061617,0.09717492,0.027359089,0.03743812,0.1129763,0.014132604,0.022272028,0.09161295,0.09794563,0.03327909,0.08832875,0.065465294,0.05878684,0.017660433,0.048816234,0.056994356,0.14262605,0.1383192,0.12896423,0.08999923,0.08060105,0.091231234,0.11769333,0.05089466,0.100037456,-0.004515084,-0.010146352,0.036346372,0.042989198,-0.02789318,0.03673632,0.026507834,0.06902614,0.00886556,-0.0023055552,0.028655268,0.04703311,0.05111345,0.04410615,0.03384432,0.07668999,0.03586632,0.016544076,0.022483027,0.009084814,0.05598583,0.05686394,0.08957111,0.08878629,0.073962085,0.0334001,0.08841963,0.076502785,0.044524692,-0.009933243,0.035655998,0.02111944,0.06774921,0.043054737,0.07158421,0.14264084,0.029865755,0.039648607,0.0063433247,0.081129156,0.08322931,0.06781787,0.08089572,0.0839264,0.06781787,-0.018786097,0.057068218,0.047806874,0.0028202292,0.023383286,-0.054812327,-0.038401492,-0.025610106,0.07621127,0.0035769197,0.06611826,0.051246554,-0.006538394,0.13313209,-0.004184378,0.03912679,0.046945352,0.06363079,0.056330584,0.07901225,-0.003550264,0.06383918,0.03003609,0.064384185,0.030626554,-0.007496426,-0.004342923,0.012984657,-0.07297623,0.012145756,0.08550506,0.065526254,0.05736304,0.03376032,0.03007176,0.017377447,0.04436049,-0.045146696,0.027375607,0.026299095,0.032869525,0.0047818413,0.012078083,0.05807665,0.041288994,0.0944267,0.078033246,-0.0448133,-0.05383237,0.0010645724,-0.024171017,-0.03651042,0.061834145,-0.049355596,-0.014393428,-0.026378963,-0.022125581,0.0016790165,0.055698324,-0.02507477,0.031225326,0.006925387,-0.056085754,-0.009629328,0.05526819,0.038716286,-0.04455309,-0.046447486,-0.057237398,0.05016888,0.051208567,-0.06244194,-0.06892571,-0.031025093,0.026094073,0.024728768,0.0869022,-0.021436585,0.008577108,-0.031003114,0.021978734,0.021081723,0.02551581,-0.0020934443,0.030153709,-0.025057,0.0065945843,-0.033897087,0.036419064,0.012544782,-0.033460665,-0.03361383,0.029024364,-0.03349961,0.039135143
MNEU.E,0.09025167,0.083215125,0.10416835,0.014628653,0.015753258,0.019533984,0.10428571,0.037307736,0.005301409,0.009715585,0.06153547,0.024443243,0.015992614,0.053912565,0.12936302,0.01743604,0.027583951,0.055132765,0.11798504,0.12221706,0.097638324,0.083240606,0.019471468,0.05847652,0.07809461,0.04943032,0.05144682,0.02738865,0.045000587,0.09898411,0.08979294,0.08135754,0.031691764,0.058291063,0.108750835,0.044715125,0.061990794,0.045124114,0.08973081,0.081186526,0.08243432,0.087759994,0.10251254,0.0784192,0.07902446,0.017686404,0.04887171,0.08149982,0.09086189,0.14041184,0.098244905,0.10790769,0.08642124,0.07384173,0.09496613,0.07886688,0.040511254,0.09350998,0.07864239,0.074227035,0.05474008,0.06951825,0.099753216,0.040002942,0.11634761,0.025497051,0.0957669,0.098168075,0.0882913,0.09540836,0.09927341,0.0882913,0.02792231,0.09387749,0.051546644,-0.029010123,0.035140645,-0.061263263,-0.06867192,-0.03598715,0.12662841,0.016193438,0.0048896396,0.014113447,-0.039758913,0.09873532,0.010604281,-0.013092745,0.06294157,0.08060123,0.07618219,0.06781448,0.082736686,0.08035627,0.09320611,0.08075376,0.06652653,0.025828546,-0.014311364,0.00913053,-0.054944925,0.010269791,0.093415394,0.059244674,0.060483586,0.03659495,0.026965817,0.035708126,0.062983304,-0.034290094,0.088469535,0.008064174,0.02970349,0.043590892,0.045677356,0.09580961,0.06894995,0.08278735,0.07492492,-0.018748065,-0.042525087,-0.031079214,-0.00016469498,-0.03191344,0.1133948,-0.060509086,-0.033894707,-0.07180627,-0.020909403,-0.02611413,0.059759002,-0.043804593,0.018500414,-0.01651643,-0.05507227,0.0016672425,0.043343477,0.031696144,-0.03584221,-0.02326695,-0.01698184,0.00918854,0.060419463,-0.033284288,-0.041652426,-0.009938995,-0.003199026,0.020136097,0.111609995,-0.03965461,0.018827137,0.007742507,0.015340175,-0.018579068,0.06743924,-0.0016131738,-0.0101909,-0.04672817,0.012227798,-0.04101925,0.10041594,-0.024399972,-0.02583614,-0.0493034,0.026048416,-0.072674796,0.053161446
HCC515,0.06245137,0.15396467,0.106194794,0.091127254,0.084649675,0.06042368,0.1351201,0.05941328,0.06416024,0.05510956,0.10329268,0.061631262,0.09146296,0.08672153,0.10390916,0.08403253,0.037246518,0.077268414,0.10101606,0.14780481,0.0966654,0.065938056,0.04088087,0.07244762,0.1171507,0.0665909,0.115484335,0.01240055,-0.019567521,0.0008922832,0.047445677,0.012145705,0.024891479,0.022626184,0.043524835,0.020186733,0.018318161,-0.03782299,0.047079805,0.062242825,-0.006985541,0.038545784,0.059274174,0.010415302,0.040118363,-0.005094081,0.00588731,0.05570934,0.063261464,0.060290996,0.058445163,0.06982703,0.0009222957,0.02611674,0.067276046,0.038248185,0.019759271,0.03775043,0.020150285,0.062023122,0.022305729,0.035585634,0.06690698,0.037421573,0.0586831,-0.01760725,0.06443543,0.05555355,0.058274433,0.0642482,0.05618395,0.058274433,-0.0059942515,0.05019211,0.069938324,0.011677431,0.029743196,-0.08188066,-0.09763978,-0.047332842,0.070544645,0.017451998,0.039160572,0.03878387,-0.024564352,0.12255064,0.049725756,0.00804757,0.054626152,0.055979203,0.040866442,0.07121894,0.0080819195,0.006092815,0.037539743,0.036815755,0.08736678,0.029319482,-0.02035731,0.009208864,-0.061243456,-0.014048159,0.09317979,0.04814476,0.056433495,0.034576036,0.053976934,0.012743629,0.0729313,-0.012825026,0.042177163,0.036087602,0.057419132,0.02373885,-0.011518058,0.06719541,0.03230592,0.07402338,0.07045672,-0.04996648,-0.092983,-0.047972307,-0.005331178,-0.016356535,0.1524159,-0.016331593,-0.014956086,-0.04086085,-0.08933686,-0.024037747,0.061851207,-0.00816994,-0.00552871,0.0029623832,-0.04995467,-0.014650792,0.08339532,0.036716517,-0.04929624,-0.035058696,-0.061146192,0.0622559,0.04897091,-0.08391869,-0.033539135,-0.06325488,0.02621321,0.051280335,0.09543714,0.02399033,0.020085627,-0.0155346,0.018859988,-0.0013660103,0.04954788,-0.020269735,0.005141236,-0.016708508,-0.007863454,-0.022551332,0.07037297,0.012015142,-0.04801647,-0.021041475,0.026857434,-0.020581152,0.077655286
SKBR3,0.06083986,0.13144712,0.10131953,0.06976928,0.078900136,0.09457485,0.15594663,0.042956963,0.05306208,0.06559966,0.11375481,0.06565909,0.09475523,0.09350531,0.099953584,0.056428764,0.016538238,0.10985579,0.09659001,0.12404858,0.13092086,0.09433259,0.10737934,0.09932352,0.11023055,0.07719214,0.09352334,0.05309945,0.009492638,0.059641104,0.08414144,0.03282842,-0.009699245,0.06121741,0.055788726,0.03073759,0.056016233,0.025099277,0.056516603,0.077972166,0.060120985,0.046888165,0.06152169,0.030588545,0.043889645,0.042498354,0.020866258,0.07417773,0.04845419,0.056271248,0.08760902,0.09118344,0.029522901,0.05022231,0.10109939,0.05009598,-0.0051173666,0.026309682,0.017735856,0.078015484,0.04220493,0.08127511,0.08531599,0.0035025077,0.05904946,0.021026332,0.09088704,0.06347802,0.0647123,0.09088304,0.064207435,0.0647123,-0.008935494,0.048518196,0.09749363,-0.006494651,0.040345598,-0.062769175,-0.057901062,-0.050484743,0.09047102,0.032028947,0.035213206,0.057687975,-0.011775704,0.10926762,0.001891279,0.056448948,0.07818048,0.030115776,0.0391704,0.07144792,0.011766323,-0.00043653525,0.048185814,0.057472996,0.12278734,-0.022415344,0.010275118,0.047579672,-0.10058294,0.010770533,0.0639882,0.05666673,0.05280776,0.054576922,0.036769714,-0.0033169114,0.05815844,-0.0062620835,0.04704388,0.014807188,0.078907035,0.003965346,0.024893444,0.0492552,0.046374924,0.07754021,0.09156311,-0.041483272,-0.07223479,-0.01563552,-0.0027651524,-0.035422366,0.13429897,-0.009646661,-0.04934229,-0.041046973,-0.08313389,-0.014925663,0.04268962,0.0049630557,-0.0041903937,-0.0004735621,-0.040526133,-0.0064055966,0.06446821,0.05992633,-0.093958445,-0.044471446,-0.0681429,0.027160594,0.060157936,-0.051094227,-0.06371233,-0.07220135,0.032507297,0.02274433,0.07281133,-0.009354818,0.0046007917,-0.025832811,-0.0019205494,-0.0043418338,0.030218687,0.002168762,0.038787175,-0.04655802,-0.016243953,0.0012980344,0.047932234,0.004735449,-0.03279375,-0.008752794,0.020971494,-0.04537681,0.07780142
CD34,0.11343429,0.20194833,0.14197801,0.12962258,0.14421798,0.1171665,0.16155133,0.11078009,0.10287713,0.12403542,0.15617602,0.11794539,0.1558809,0.13530517,0.107221216,0.08671199,0.10720499,0.17746247,0.09581176,0.11004722,0.09078076,0.116508156,0.089141846,0.094147,0.13558808,0.07249033,0.13592423,0.026187157,0.028455935,0.062587894,0.07432298,0.05173388,0.08787578,0.08168457,0.098778024,0.106020115,0.06596053,0.0506003,0.11599123,0.12004469,0.07187678,0.10947141,0.11400287,0.07591932,0.064572506,0.038293146,0.057011645,0.15168089,0.12244009,0.13548829,0.13875316,0.16651829,0.07316581,0.09543907,0.11805271,0.082927205,0.06981143,0.15442589,0.08988085,0.116610445,0.09877561,0.09732108,0.13574716,0.06089231,0.08901356,0.016589954,0.12830286,0.11062865,0.09590097,0.12798479,0.11164386,0.09590097,0.042199936,0.11400976,0.13169046,-0.0029329623,0.051473677,-0.11648557,-0.085237004,-0.04731009,0.08613705,0.011086972,0.034501012,0.034731567,-0.04312944,0.17039372,-0.018320195,-0.0044104373,0.087080985,0.077922,0.091722995,0.057618894,0.0542109,0.05631851,0.068801194,0.097357795,0.12708126,0.04196845,0.011501031,0.044055566,-0.07004457,0.011357629,0.11201832,0.08417869,0.10940484,0.1152406,0.07096669,0.0051126983,0.1110754,0.017908495,0.09468255,0.05849807,0.0628553,-0.0028265165,0.0756483,0.080973804,0.09623735,0.12107661,0.12854798,-0.07420403,-0.075989276,-0.083218165,-0.034399476,-0.021941371,0.14902753,-0.0645297,-0.0571047,-0.072218895,-0.06273556,-0.042063594,0.060991336,-0.017875286,-0.016384609,0.009473668,-0.108166434,-0.026635317,0.07687879,0.030405747,-0.03221792,-0.05614665,-0.063472465,0.042777546,0.07736697,-0.09631411,-0.054325614,-0.059621733,0.023749785,0.021593709,0.1128494,-0.02166602,0.029011307,-0.02304143,-0.0031429394,-0.04305494,0.08653285,-0.052497745,0.03682869,-0.022440284,-0.036849797,-0.020122873,0.09980699,-0.045475308,-0.059009682,-0.009783274,-0.0008129095,-0.017617876,0.08240905
YAPC,0.07252136,0.1306061,0.073742345,0.04968954,0.05178847,0.0549306,0.1066949,0.011202542,0.050091576,0.045091946,0.10151649,0.048641864,0.08829475,0.090293735,0.09248833,0.05342507,0.028486384,0.10257109,0.13771935,0.1173778,0.11663032,0.09258654,0.06243155,0.07120915,0.10072215,0.054169502,0.09731607,0.029652564,0.028681124,0.04224474,0.08007306,0.02412346,-0.014124321,0.0377429,0.043509487,0.0642557,0.026239874,8.350842e-07,0.07169502,0.074056804,0.023686416,0.055092946,0.0656163,0.024435604,0.046130992,-0.0018408673,0.019585941,0.07306954,0.08342997,0.0725337,0.08482167,0.073702455,0.027474795,0.062414546,0.088624336,0.041959442,0.024297506,0.057871286,0.01555416,0.07444652,0.026305491,0.05857803,0.08798888,0.03057323,0.08173733,-0.0046225553,0.1080199,0.07434932,0.06853941,0.107846424,0.07543365,0.06853941,-0.0071898857,0.04842612,0.096711874,0.017831393,0.041964687,-0.07997144,-0.09791936,-0.037639745,0.07579238,0.0068460885,0.03132401,0.038652696,-0.010873731,0.162538,0.04151308,0.0045749405,0.03353147,0.045578487,0.037771586,0.05406858,-0.006938235,0.034279037,0.05193254,0.06799598,0.07135329,-0.008685492,-0.032943297,-0.0053912043,-0.057529047,-0.017835353,0.089974046,0.052855752,0.06701168,0.054844495,0.058301367,0.024667615,0.051272295,-0.025297578,0.06710262,0.02340775,0.043055795,0.02125851,0.00051861285,0.067512155,0.04649394,0.074417084,0.07989443,-0.044494554,-0.046900675,-0.022626089,-0.012374419,-0.041402735,0.14126728,-0.059720866,-0.04688764,-0.06206675,-0.09267677,-0.018924842,0.05487868,-0.037700795,0.00046194717,0.0036631518,-0.039524335,-0.034301043,0.09177851,0.02455138,-0.049533248,-0.049732678,-0.051025692,-0.0049267462,0.06518411,-0.074823186,-0.053505275,-0.07035387,0.044831198,0.02991486,0.08901015,-0.0019917672,0.03071097,-0.009545575,0.020184966,0.015111201,0.053461436,-0.0012968977,0.047370326,-0.046807054,-0.021111127,-0.037835333,0.09677958,-0.025097486,-0.051036928,-0.074448265,0.044810772,-0.0632151,0.071668155
HEPG2,0.03449906,0.16527024,0.10664265,0.076768726,0.060855146,0.0670088,0.14528792,0.06344373,0.044485413,0.048031688,0.081044234,0.045411818,0.104413055,0.067119405,0.07959916,0.089551985,0.032777842,0.10494396,0.10253753,0.12509651,0.100613765,0.06596736,0.05533482,0.06367559,0.10725304,0.019509038,0.07750084,0.0125496555,-0.03180346,-0.029622812,0.023586538,-0.010108729,-0.0070774183,0.0037564717,0.030882778,0.012892464,0.026196092,-0.022417389,0.03135048,0.05271492,-0.019046972,0.032220677,0.023845602,-0.0036158632,0.025317334,-0.014052825,-0.005711503,0.05251229,0.05315712,0.06555967,0.056476768,0.066931635,-0.0086343065,0.0071698674,0.069171876,0.06056121,0.0073837033,0.05254386,-0.013049004,0.04590084,0.019903248,0.044945322,0.09760637,0.000707612,0.012108956,-0.024000453,0.060138915,0.026597716,0.014142312,0.059965737,0.027560307,0.014142312,-0.02202133,0.043660145,0.073639534,0.0071709384,0.045863736,-0.0810434,-0.084941536,-0.028765045,0.056618843,0.0073939073,0.037376978,0.029261252,-0.011938426,0.13067622,0.04513994,0.028313436,0.048284955,0.036432616,0.06942535,0.08630593,-0.0044420087,0.026493363,0.020828124,0.047966238,0.069573075,0.0037138942,0.014849782,0.0026919509,-0.09593619,0.0066533987,0.10104411,0.03582641,0.055658218,0.052145146,0.053702895,0.007098488,0.04906426,-0.009146868,0.037373822,0.042897753,0.03836429,0.023731604,-0.019437082,0.047804803,0.059937496,0.049796544,0.041324396,-0.030357294,-0.102525614,-0.045050386,-0.001517128,-0.01870158,0.13571355,-0.016585242,-0.014780942,-0.007252819,-0.037368923,-0.014886689,0.075063676,0.012890295,-0.010787472,-0.008260627,-0.02351166,-0.019675951,0.0728065,0.07589008,-0.055144705,-0.03715185,-0.05903282,0.06457382,0.05681124,-0.06391933,-0.0093631,-0.029686484,0.032525163,0.044766907,0.100398056,0.004268728,0.026795078,-0.046026032,0.04970485,0.012141247,-0.015742343,-0.017332869,0.039300416,-0.025932904,-0.020728456,-0.015055323,0.007591814,0.0077788117,-0.016801171,-0.019385684,0.008105767,-0.01738289,0.05756129
MCF7,0.05494275,0.13795485,0.082961574,0.06533162,0.041059203,0.053042565,0.11237331,0.016066432,0.042837564,0.021996148,0.0997692,0.06641885,0.06304662,0.0785026,0.084099784,0.03982619,0.03249447,0.115683384,0.119338155,0.15872306,0.08996939,0.09608146,0.08919608,0.0785924,0.102015175,0.07246408,0.08549304,0.045264218,0.03719151,0.06940887,0.06496318,0.034312487,-0.004652057,0.058971617,0.07060981,0.05425054,0.05967589,0.020315358,0.08366845,0.097080305,0.064914525,0.078689076,0.07882047,0.039298322,0.076321535,0.01277595,0.0057054437,0.09473287,0.06285905,0.083961725,0.09177379,0.096131586,0.026608773,0.06750466,0.13663661,0.037993792,0.013131234,0.07536876,0.019155476,0.09147701,0.043956928,0.09064434,0.12987505,0.035505585,0.068548374,-0.005256853,0.10466209,0.09023083,0.092457846,0.10451169,0.09131819,0.092457846,0.020191262,0.053793523,0.08418818,-0.009630964,0.02720347,-0.08760991,-0.08022315,-0.036322936,0.057962272,0.021740204,0.027812803,0.056372184,-0.02650499,0.10594225,0.012710373,-0.0021155013,0.011798578,0.04333173,0.048840698,0.051063564,-0.0038290562,0.03427626,0.062891826,0.064627066,0.07874359,-0.00859687,0.006468819,-1.0105708e-05,-0.074320465,0.014763355,0.07163258,0.043902367,0.03399026,0.06727461,0.020991946,0.0021363415,0.047295045,-0.012672877,0.03467291,0.025209872,0.061936118,-0.0026028873,0.018738024,0.055076398,0.050164998,0.07757326,0.107999876,-0.038235284,-0.062853396,-0.017354717,-0.007850194,-0.022356931,0.1238925,-0.0013584591,-0.01016861,-0.04295292,-0.07968321,0.006719477,0.028493358,-0.0011135547,0.0052364697,0.03713736,-0.017285448,-0.028102119,0.100023165,0.055143584,-0.076307945,-0.017272886,-0.026944691,0.035814945,0.05925191,-0.044137705,-0.045630362,-0.05261726,0.05685907,0.023207953,0.0862132,0.0039085764,0.012685481,-0.014737079,0.0067568976,0.033777848,0.017720196,0.0033198013,0.03767752,-0.03999285,-0.009298732,-0.015609985,0.06857891,-0.0005170527,-0.043921545,-0.040214032,0.02898968,-0.044763587,0.055048145
A549,0.060946375,0.14136975,0.078720056,0.08981662,0.08075359,0.06745395,0.13444276,0.015748538,0.07547968,0.060743667,0.09551236,0.03356913,0.09356931,0.11177408,0.08745252,0.069749326,0.039239302,0.109524,0.12593694,0.15682833,0.12593344,0.0925359,0.07927284,0.09604032,0.12844576,0.07039866,0.11082115,0.010742765,0.012372676,0.021682542,0.057852853,0.0014212711,-0.00827778,0.002614535,0.038377464,0.029984195,0.025487833,-0.018687496,0.057738546,0.04514237,0.025290694,0.034346726,0.0677488,-0.00432402,0.023207348,0.015239156,0.009405829,0.027790006,0.05347211,0.08629539,0.050214265,0.057959784,-0.0022104362,0.065794796,0.084402025,0.03378222,0.007505224,0.041972764,0.0055770683,0.050337806,0.035090942,0.037589554,0.103841215,0.010059169,0.034078013,-0.010096788,0.06691609,0.07541039,0.09446725,0.06685571,0.0760937,0.09446725,-0.005618105,0.059236407,0.10670758,0.0005894173,0.030694501,-0.09811323,-0.09193103,-0.038790137,0.07298975,0.02014506,0.023563301,0.042149317,-0.009879404,0.1432128,0.03524277,0.020904912,0.005950313,0.048993506,0.01935833,0.081958756,0.002387295,0.020158429,0.05398765,0.034173064,0.088288076,0.010865825,0.0052223713,0.028628344,-0.08984293,-0.027029112,0.08082517,0.058629658,0.045590814,0.058585763,0.0641071,0.004330157,0.08501993,-0.012942564,0.03852627,0.032272846,0.0732805,0.0043158415,-0.0018331805,0.031438068,0.049955197,0.047077253,0.07785073,-0.049018998,-0.08329487,-0.032990236,-0.022641502,-0.042697933,0.14625183,-0.049341045,-0.026734075,-0.03720564,-0.08784943,-0.03720713,0.042988632,-0.0012677822,0.0003085302,0.0014422331,-0.074954405,-0.031236088,0.08982188,0.031161701,-0.05613479,-0.032230556,-0.04050157,0.028448582,0.074174896,-0.08770813,-0.04955793,-0.04899748,0.0147381,0.050739456,0.07861587,0.008123318,0.024337193,-0.0139027145,0.022841059,0.01222701,0.03272694,-0.015469914,0.011821989,-0.03262243,-0.019568859,0.005098712,0.0877989,0.008686199,-0.05625396,-0.01678154,0.022245787,-0.004918103,0.070816144
HT29,0.08566826,0.1352992,0.08380014,0.063722625,0.0658935,0.09258176,0.1486622,0.048807204,0.05860674,0.08604613,0.11272483,0.057545863,0.07284893,0.10877337,0.1059494,0.059362836,0.0343206,0.10492335,0.120176315,0.129419,0.119243905,0.1129053,0.08181763,0.08536719,0.1366675,0.08740919,0.13051532,0.05251453,0.027464168,0.052694436,0.08400012,0.022883577,0.0009822748,0.048009068,0.05048292,0.04657835,0.04613191,0.023120426,0.08411179,0.07164712,0.04270442,0.06743692,0.054389812,0.024627808,0.046261486,0.025263907,0.009893083,0.09128997,0.06869695,0.051562138,0.0909031,0.083511524,0.039275527,0.0778724,0.11941052,0.061879914,0.019803409,0.07391817,0.035485253,0.103665814,0.022283053,0.05999448,0.07822615,0.029910557,0.050353754,-0.0025341436,0.08547569,0.06918347,0.094273396,0.08536034,0.06999781,0.094273396,-0.0054327156,0.052427072,0.091347106,0.030355405,0.037221093,-0.11011462,-0.09686762,-0.05272691,0.07856913,0.016729238,0.049526807,0.025161067,-0.016968984,0.12681086,0.026464544,0.0007150241,0.048940923,0.0573351,0.039585855,0.050662935,0.001760916,0.038068715,0.046499245,0.080487154,0.0611438,-0.018889034,-0.020354785,0.003974942,-0.0762883,0.029292332,0.08597682,0.04176751,0.06721818,0.040491946,0.057247072,0.02323598,0.0607094,0.0069727213,0.0543155,0.009259451,0.056613993,0.021136532,0.04286573,0.07790868,0.054480348,0.07165809,0.07530311,-0.027404204,-0.07039874,-0.015584669,-0.004468763,-0.026195562,0.11001674,-0.014410051,-0.033664707,-0.07103624,-0.07890983,-0.009274869,0.06433509,-0.0009414228,0.0046607438,-0.0068585863,-0.034099147,-0.024978997,0.08782796,0.04716838,-0.04999474,-0.04610391,-0.04102486,0.0032841326,0.06723201,-0.06385235,-0.03931083,-0.038155485,0.043916684,0.032512877,0.061818834,-0.0142698055,0.028822644,-0.025829198,0.028089913,-0.0012479355,0.027350126,0.016436445,0.032418095,-0.046298385,-0.025503362,-0.039908927,0.06622991,-0.028029462,-0.038260512,-0.031961624,0.02454759,-0.07147165,0.03504147
