,GSM1646957,GSM1646961,GSM1646975,GSM1646980,GSM1647012,GSM1647013,GSM1647024,GSM1647025,GSM1647037,GSM1647038,GSM1647049,GSM1647052,GSM1647058,GSM1647064,GSM1647066,GSM1647073,GSM1647083,GSM1647087,GSM3001092,GSM3001093,GSM3001094,GSM3745998,GSM3746000,GSM3746002,GSM3746004,GSM3746007,GSM3746011,GSM4772905,GSM4772906,GSM4772907,GSM4772908,GSM4772909,GSM4772910,GSM4772911,GSM4772912,GSM4772913,GSM4772914,GSM4772915,GSM4772916,GSM4772917,GSM4772918,GSM4772919,GSM4772920,GSM4772921,GSM4772922,GSM4772923,GSM4772924,GSM4772925,GSM4772926,GSM4772927,GSM4772928,GSM4772929,GSM4772930,GSM4772931,GSM4772932,GSM4772933,GSM4772934,GSM4772935,GSM4772936,GSM4772937,GSM4772938,GSM4772939,GSM4772940,GSM4772941,GSM4772942,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071103,GSM3071105,GSM3071107,GSM3071109,GSM3071111,GSM3071115,GSM3071117,GSM3071119,GSM3071121,GSM3071123,GSM3071125,GSM3071127,GSM3071129,GSM3071131,GSM3071133,GSM3071137,GSM3071139,GSM3071141,GSM3071143,GSM3071145,GSM3071147,GSM3071149,GSM3071151,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071027,GSM3071029,GSM3071031,GSM3071033,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071047,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
MCF10A,0.13747369,0.10022537,0.15175939,0.084617786,0.08972621,0.1124832,0.122893095,0.08349285,0.1040952,0.083614126,0.12857552,0.08750932,0.09950741,0.13015524,0.14165622,0.09575593,0.075394966,0.12733759,0.11200554,0.11722751,0.10101683,0.080051556,0.102349035,0.09433472,0.13998525,0.107419305,0.11899596,0.08956059,0.09466847,0.0990309,0.099888235,0.07654762,0.12860844,0.078521915,0.12548912,0.096265495,0.10706866,0.08157932,0.10196239,0.07953172,0.08711311,0.11234031,0.11209051,0.09169586,0.08008491,0.12837833,0.103938065,0.12006093,0.074096195,0.0919505,0.12447839,0.11072747,0.10135215,0.095817335,0.111207396,0.1196183,0.098727055,0.120949544,0.08604152,0.1183411,0.13505206,0.103438444,0.10727055,0.08795111,0.103394434,0.09543549,0.09735919,0.08991263,0.1101348,0.097359315,0.08992409,0.1101348,0.106912546,0.11724386,0.12377426,0.13414842,0.1328308,0.10566946,0.09011222,0.12159256,0.09360888,0.10191025,0.10563808,0.09510363,0.12269949,0.110923804,0.079412594,0.11907431,0.1222493,0.085909694,0.07866017,0.11645264,0.09938408,0.09265999,0.09189857,0.110900745,0.12413553,0.092551924,0.106138565,0.10685427,0.06592963,0.10349258,0.098861866,0.104255594,0.11951803,0.103428625,0.12968326,0.09154312,0.09108892,0.11297347,0.09972003,0.118737735,0.10363024,0.08108783,0.09652221,0.09530513,0.091270946,0.08986653,0.08199971,0.090646245,0.09405532,0.13774438,0.104565196,0.11647903,0.11016212,0.13859613,0.10927735,0.13050275,0.09703898,0.17476046,0.08977123,0.12823345,0.1322449,0.113397695,0.12325859,0.10332203,0.08850103,0.12544815,0.08655028,0.08900229,0.105197534,0.096742675,0.08975649,0.08690153,0.12134525,0.106793076,0.111730985,0.120255664,0.091155335,0.108366534,0.107888974,0.10643001,0.12526914,0.09014315,0.09408153,0.10711604,0.10719503,0.07993737,0.10035145,0.09762848,0.084380254,0.08681363,0.09866096,0.112918444,0.113498695,0.092253044,0.10296061
HUES3,0.12346462,0.11535934,0.13558051,0.10838739,0.08296567,0.08047175,0.09591649,0.090694845,0.108675644,0.1084764,0.100852355,0.109405525,0.101830564,0.12862499,0.1169812,0.100167766,0.10180536,0.11714702,0.115420505,0.10700232,0.12226743,0.07948738,0.07971824,0.0986949,0.10157838,0.08610193,0.116252944,0.10546875,0.11811938,0.09665708,0.12886238,0.08373529,0.12312906,0.06361705,0.14712386,0.096043505,0.09195042,0.10691542,0.08770317,0.088370316,0.10567141,0.116494134,0.12109982,0.08859843,0.0731345,0.114152886,0.08730823,0.09764488,0.09825871,0.10958345,0.1087623,0.121510245,0.10676905,0.12241671,0.100503676,0.10682813,0.10486164,0.10769248,0.07446965,0.10080613,0.14608057,0.096747786,0.11215178,0.094016515,0.100737564,0.09557909,0.10517988,0.07890647,0.089953445,0.10518001,0.07890759,0.089953445,0.121431716,0.10859854,0.107307576,0.12084736,0.11594816,0.088285275,0.075852916,0.112885214,0.11370405,0.1238312,0.10595111,0.10398891,0.10443612,0.13503106,0.08186893,0.111152984,0.121503994,0.08101677,0.09467924,0.13374023,0.08432109,0.123511635,0.1028642,0.15498133,0.15347311,0.112315245,0.09915055,0.12002582,0.07583198,0.084755644,0.11209302,0.102600515,0.104777224,0.11986497,0.13102505,0.099742755,0.099225566,0.12590455,0.09505973,0.13999239,0.09560497,0.08369642,0.09186213,0.09287806,0.10811759,0.08045169,0.112406,0.10604291,0.11208319,0.13476567,0.10332284,0.10167138,0.105558425,0.12762195,0.121595964,0.1032316,0.09547608,0.106782965,0.095378555,0.105860986,0.11495228,0.10523433,0.12457613,0.09430166,0.12613261,0.111947,0.09648509,0.082583845,0.11575621,0.09662483,0.092749186,0.086793326,0.08929925,0.093860306,0.10887927,0.12715966,0.10644187,0.10408043,0.10449921,0.09735323,0.10068491,0.10935234,0.085606664,0.09499557,0.118706405,0.08387729,0.103790514,0.0980555,0.0992934,0.116019845,0.08833831,0.09866389,0.098116755,0.09652222,0.09716894
MDAMB231,0.11771188,0.11024243,0.13600266,0.09723475,0.089672424,0.0970152,0.10543987,0.078697264,0.10573446,0.09688975,0.11386071,0.0883245,0.10716389,0.12232902,0.116188824,0.09980062,0.084916115,0.12611885,0.10515057,0.1072048,0.106857836,0.080586106,0.101676725,0.09770167,0.114041366,0.119647436,0.1332727,0.089056134,0.11138895,0.09103512,0.119727634,0.07660008,0.11209962,0.063885465,0.12112562,0.093740776,0.09889528,0.085124105,0.105512,0.08278656,0.0887183,0.11555343,0.11689958,0.08560133,0.07978957,0.10410417,0.09381513,0.12174641,0.0868884,0.085955925,0.10432956,0.112846754,0.09185849,0.09157836,0.09777112,0.1034279,0.086003,0.097238615,0.07476816,0.116089,0.14338689,0.08902595,0.09603267,0.093820974,0.10558287,0.09093535,0.09366654,0.10913564,0.096560396,0.09366665,0.109146066,0.096560396,0.116085775,0.11320368,0.11858341,0.13428523,0.14101751,0.09506176,0.08415882,0.1202179,0.09948696,0.107087836,0.09364647,0.10010577,0.11682924,0.13335648,0.09641395,0.11347867,0.1339302,0.089454725,0.093367204,0.1371927,0.10153168,0.09519834,0.10793539,0.1204432,0.11381561,0.093512535,0.11825485,0.12125166,0.0739157,0.11374328,0.10623077,0.09938186,0.10421976,0.113358796,0.14003687,0.09950875,0.09280347,0.10180513,0.10096835,0.12605518,0.11590444,0.07683194,0.09247865,0.083348624,0.0888488,0.09091834,0.08104402,0.081032045,0.11537793,0.13104266,0.10958999,0.10434386,0.10875936,0.13679956,0.11606383,0.13515311,0.09543641,0.13623737,0.08769421,0.12505664,0.1272805,0.13122351,0.13520506,0.100817546,0.09321768,0.118801974,0.10446916,0.08862919,0.09306012,0.10738054,0.10013364,0.07990293,0.10153847,0.10811663,0.110012546,0.11316128,0.0931669,0.11066138,0.11749289,0.10137448,0.121326566,0.09854511,0.09987978,0.098449126,0.11710701,0.081486404,0.11362146,0.08957785,0.10386396,0.09572311,0.1027319,0.10664227,0.10559317,0.09405076,0.08717734
ASC,0.12865956,0.10410491,0.13584514,0.09163661,0.080291845,0.09545708,0.101388685,0.08518253,0.11512736,0.09975612,0.10596488,0.112325825,0.109396115,0.11988762,0.12265284,0.11283578,0.08379278,0.11809151,0.110825345,0.10608016,0.1311134,0.09210927,0.08913456,0.100540034,0.1206477,0.101904765,0.114743024,0.091972195,0.10325159,0.0939097,0.11826516,0.08379744,0.13464688,0.09909381,0.1379039,0.10781476,0.09890649,0.09870506,0.10194942,0.09167088,0.104267485,0.114123166,0.122445434,0.09862251,0.085283354,0.112535186,0.12093031,0.10833686,0.099539824,0.10438461,0.124452576,0.121395685,0.09732807,0.10351426,0.12718493,0.120292544,0.09903765,0.119208336,0.080027156,0.10617372,0.12096763,0.09348647,0.12278456,0.08445253,0.09922115,0.0862687,0.09821667,0.07786273,0.105617754,0.0982164,0.07786664,0.105617754,0.12403758,0.12685077,0.108688265,0.14071372,0.14378452,0.11298857,0.07897316,0.12500882,0.12385444,0.12693739,0.118054524,0.08799555,0.12029973,0.14373304,0.08620766,0.13025998,0.11742575,0.1257387,0.080033585,0.123638295,0.099401966,0.09070134,0.08592628,0.12447798,0.11238571,0.11634603,0.097534426,0.10662449,0.097323604,0.06929963,0.09406288,0.09849376,0.110120006,0.10692068,0.11862426,0.087157786,0.1024087,0.12029806,0.096593656,0.11125315,0.09369159,0.07777815,0.09608675,0.10038828,0.075956345,0.09912843,0.12626153,0.09917112,0.136524,0.13024542,0.13082422,0.11263597,0.09961587,0.13268475,0.1275602,0.12629648,0.092771724,0.13573818,0.086969994,0.13410829,0.15102725,0.16197017,0.14362282,0.092317484,0.0948237,0.14297745,0.11489424,0.08157288,0.11403837,0.12200984,0.10195114,0.09947141,0.13462697,0.100514896,0.118905194,0.09497198,0.10541775,0.095458366,0.11798086,0.09764149,0.112453915,0.11091892,0.10483632,0.10461745,0.10243321,0.07881437,0.10732806,0.070283934,0.09489488,0.08568522,0.076755375,0.11885599,0.113457054,0.08961633,0.09538895
NEU,0.11983269,0.120986275,0.15099692,0.109358154,0.09817528,0.07410458,0.11326435,0.100853786,0.12201279,0.087058246,0.09972341,0.100345686,0.09742912,0.10520102,0.137419,0.119175956,0.07262999,0.10603807,0.11366033,0.11888073,0.09140762,0.090017,0.092386134,0.0756069,0.12032928,0.09204482,0.10363233,0.09354893,0.10446499,0.10395139,0.10814339,0.09398468,0.08464719,0.08862236,0.15072513,0.096173145,0.09841886,0.09154146,0.076802246,0.099066705,0.0973174,0.11670071,0.09817526,0.107161336,0.089674614,0.10291536,0.09637163,0.12814614,0.09112909,0.09416498,0.114816405,0.11206872,0.113943495,0.106542744,0.1118601,0.10496007,0.081289805,0.11710361,0.105406664,0.1048233,0.10493402,0.101630114,0.095765926,0.0759788,0.08797666,0.08507854,0.103203304,0.07375691,0.09403553,0.103203274,0.07376155,0.09403553,0.10203901,0.14733332,0.119812794,0.13470729,0.10750773,0.090142936,0.086188026,0.099948525,0.13274759,0.11727501,0.1086006,0.09554493,0.08967735,0.11996151,0.077113636,0.09586351,0.10842384,0.095308535,0.10202736,0.11909541,0.08439985,0.08581707,0.08087055,0.11918048,0.13406406,0.09546444,0.10512559,0.09398481,0.09513109,0.08639337,0.11499468,0.08904192,0.12275398,0.09014272,0.11015096,0.11050458,0.09620484,0.12863034,0.123099014,0.10792457,0.09166472,0.072871625,0.070184916,0.09053128,0.09724946,0.08213308,0.106786005,0.08077823,0.100554846,0.10683191,0.10522396,0.100479245,0.1046037,0.12790054,0.111599594,0.10088034,0.08038512,0.13220206,0.10385886,0.08941377,0.08645833,0.09218757,0.117708735,0.090600304,0.10485391,0.108844556,0.10381515,0.09809743,0.08886921,0.097662784,0.08761278,0.081902005,0.11889112,0.103561744,0.1115106,0.13035008,0.10835499,0.09534455,0.10088293,0.11782241,0.10371733,0.09875902,0.09551578,0.08263566,0.10635241,0.094033524,0.14324488,0.10125434,0.12678225,0.10006883,0.10741306,0.11750572,0.10844824,0.08723361,0.112371236
HUVEC,0.11570656,0.12000527,0.15117256,0.10839428,0.083272316,0.10274974,0.11667872,0.07455405,0.10384697,0.08117426,0.12620822,0.10988858,0.10073463,0.13111849,0.14096302,0.1054549,0.08467661,0.124028064,0.11233149,0.11405683,0.10238271,0.08276611,0.08087887,0.09496558,0.1212432,0.10097991,0.12566479,0.09022157,0.102991834,0.09507705,0.112667724,0.08021641,0.1269286,0.07441443,0.117909566,0.095911816,0.09306862,0.09546852,0.09233909,0.08129427,0.10668308,0.109881364,0.1276808,0.0896175,0.078473456,0.090089045,0.09383195,0.11214432,0.09156912,0.10099767,0.120443165,0.09745028,0.10630262,0.10277215,0.10568594,0.11037141,0.09404614,0.11785413,0.0828349,0.109570384,0.13382915,0.09596256,0.10628736,0.092266455,0.10636894,0.08621593,0.09842463,0.08012669,0.113996334,0.09842445,0.080134295,0.113996334,0.1355348,0.11822875,0.11053845,0.15072215,0.124116994,0.08708113,0.083724245,0.10989556,0.10470811,0.11445676,0.10759247,0.10805726,0.11228255,0.14722513,0.09188963,0.11001136,0.11321112,0.08940363,0.10874703,0.11123889,0.078465395,0.091466226,0.110842355,0.11057883,0.1162964,0.10901718,0.12479778,0.11172806,0.077845424,0.091260545,0.098187275,0.09119874,0.10338843,0.118332066,0.13682269,0.0830759,0.09106291,0.1251626,0.1035262,0.10249044,0.09713739,0.07091206,0.0866549,0.08940595,0.090231724,0.08560393,0.084060505,0.08188561,0.10095728,0.12175246,0.10028357,0.11734179,0.10102806,0.121077515,0.112056084,0.13922986,0.09624853,0.12473471,0.09856411,0.088200666,0.11594554,0.117588766,0.11618458,0.09277602,0.08625107,0.13022259,0.10652598,0.10354254,0.12172283,0.11439656,0.106780395,0.081668265,0.093220964,0.10474817,0.10890809,0.11384318,0.09168863,0.0961047,0.113329746,0.09734144,0.12608367,0.087897666,0.08828175,0.09491061,0.107756846,0.080629885,0.12837054,0.093682945,0.1091131,0.1089692,0.10257078,0.1171957,0.09432285,0.09250707,0.0931107
NPC,0.1251781,0.11647121,0.14735977,0.11074804,0.100496255,0.082040995,0.112233534,0.07555811,0.12796079,0.10143834,0.08842541,0.09645335,0.11840747,0.13584533,0.1401707,0.102503985,0.1115816,0.1125976,0.12940417,0.119486965,0.11173471,0.078652814,0.085262224,0.09444977,0.1022613,0.092462204,0.10804595,0.109948106,0.11345445,0.099966824,0.111973904,0.086863875,0.122712605,0.07023364,0.13814114,0.0940194,0.09722484,0.11887276,0.09136339,0.08388376,0.1032333,0.12040852,0.10201343,0.099925205,0.0868541,0.12611058,0.088758774,0.10049568,0.106141984,0.10630756,0.11762249,0.09558555,0.10102788,0.117894195,0.12159135,0.104726575,0.09395848,0.11313028,0.09798905,0.106848,0.13904463,0.099194914,0.10098706,0.092541136,0.10553478,0.09659501,0.09129746,0.08072929,0.100938976,0.09129706,0.08073533,0.100938976,0.13005108,0.12134648,0.111279584,0.11858469,0.10223238,0.08827814,0.072592475,0.108760804,0.12187344,0.108038925,0.11106172,0.094492085,0.11418411,0.1304535,0.08627268,0.107758574,0.114980064,0.09674972,0.10146771,0.11682302,0.087971844,0.084354155,0.09039632,0.1557707,0.1396037,0.102452114,0.101024196,0.09701974,0.07521533,0.0989596,0.102306224,0.09889871,0.100111656,0.13204956,0.12200949,0.092411585,0.08905567,0.12170727,0.0962068,0.123057604,0.08376605,0.07669878,0.08562964,0.09053437,0.115794875,0.0856739,0.09808524,0.081080034,0.095350936,0.11896426,0.087352574,0.107901365,0.09378721,0.11660832,0.10140166,0.11581268,0.09091409,0.11424735,0.08165335,0.099015534,0.09836856,0.08813033,0.1183485,0.09271252,0.09355155,0.10000772,0.08461941,0.09357095,0.09285453,0.097210445,0.08931204,0.07719677,0.08199755,0.10894464,0.09855183,0.13469414,0.115099,0.08284449,0.09631436,0.08987349,0.09271566,0.11341993,0.09339295,0.079076916,0.10503023,0.08479416,0.11308144,0.102509975,0.11235869,0.116519764,0.08995347,0.09495237,0.114160135,0.09305711,0.08876973
ASC.C,0.12135857,0.10383198,0.13033879,0.09795826,0.0744068,0.09661952,0.10244941,0.081359334,0.11192457,0.09349758,0.10787528,0.10830926,0.11247261,0.12176694,0.124921836,0.11131026,0.07930371,0.12364745,0.10737438,0.09958142,0.12053816,0.09282673,0.09323549,0.10339038,0.12242296,0.10448991,0.12060258,0.093757905,0.103513844,0.09666163,0.12703598,0.07787633,0.12680724,0.10065468,0.13967545,0.10892821,0.09804409,0.109777905,0.09619985,0.088285245,0.10458957,0.109011784,0.11642608,0.0958353,0.08842808,0.11048322,0.11781225,0.09993063,0.09553611,0.10609077,0.124716744,0.11581105,0.08949041,0.10430874,0.116114326,0.12777074,0.099446826,0.107941836,0.08053084,0.1049745,0.124279946,0.09806469,0.12728311,0.08596506,0.10138524,0.092873454,0.09476159,0.08061846,0.10740777,0.0947612,0.0806247,0.10740777,0.11973119,0.120538615,0.102276534,0.13944352,0.14951593,0.11672774,0.07835406,0.12873907,0.11326909,0.12442185,0.11329901,0.08517792,0.12889674,0.13436776,0.08514212,0.13143945,0.11644049,0.12316789,0.08729462,0.11595756,0.1038362,0.08984113,0.08329906,0.119388945,0.11527807,0.11256654,0.097895235,0.11586094,0.09278963,0.07033924,0.09856392,0.09456763,0.1011324,0.11152391,0.116557285,0.09192967,0.10729034,0.12955725,0.10078103,0.10975211,0.09948605,0.07629901,0.10361894,0.1112985,0.071901664,0.09732295,0.12120324,0.10201645,0.122255415,0.13919389,0.13568933,0.1032154,0.09991443,0.13565281,0.13063313,0.13094251,0.097823806,0.13807385,0.08579999,0.1282034,0.15427971,0.16024692,0.14604254,0.093922466,0.09326491,0.13834019,0.1110316,0.07750046,0.112412475,0.12090143,0.10052674,0.10170242,0.14175469,0.11029849,0.10788098,0.09694344,0.10007951,0.091574684,0.12100949,0.09386702,0.12142421,0.113570474,0.096477516,0.109726384,0.10044434,0.077166155,0.106441736,0.07161702,0.09437387,0.09588809,0.07829964,0.10706308,0.117237665,0.08539287,0.08816526
A375,0.11526262,0.10309928,0.14195025,0.107834205,0.097010665,0.08840649,0.11889149,0.08618466,0.10218662,0.08722068,0.11122119,0.09451634,0.10433898,0.1438781,0.12044777,0.0873761,0.08771283,0.11334361,0.122246824,0.11935037,0.10563657,0.10025774,0.09374954,0.08392657,0.12192587,0.12172957,0.123736195,0.11159392,0.09533544,0.088087715,0.123957016,0.08661278,0.11460038,0.07613378,0.14623542,0.09992416,0.093624495,0.09487691,0.12350369,0.088810034,0.0933325,0.13393874,0.11937274,0.07910025,0.100244805,0.11188278,0.114625536,0.10838432,0.08533123,0.096031405,0.12681691,0.112959094,0.10884553,0.123401895,0.114331506,0.11882294,0.0928831,0.1273242,0.10790723,0.11685255,0.12318462,0.11023616,0.10889261,0.07665082,0.11097284,0.10630175,0.107212864,0.123743385,0.11644286,0.107212886,0.12375357,0.11644286,0.13567548,0.12766537,0.1385587,0.1203156,0.12535033,0.08745161,0.083182536,0.1265723,0.10344132,0.11910133,0.10711387,0.08585461,0.09578991,0.115646504,0.09831002,0.10581361,0.121907584,0.08557647,0.086189955,0.14560099,0.10097211,0.096416555,0.10194703,0.10212774,0.11548061,0.06813727,0.114464045,0.11357906,0.069128014,0.10094643,0.112458944,0.112526394,0.11692268,0.1203239,0.123174734,0.097738065,0.10483683,0.13491389,0.10495352,0.124872096,0.12020241,0.08459755,0.09196743,0.09448346,0.124596804,0.08793837,0.0988834,0.092630126,0.10655568,0.13209121,0.12742415,0.12041669,0.13117026,0.132524,0.09468274,0.12844647,0.08577001,0.138039,0.08703416,0.14001127,0.11477618,0.113552995,0.11861864,0.09632893,0.10254858,0.12884948,0.115027875,0.09886756,0.11223816,0.09343386,0.089586645,0.07519221,0.09896694,0.11509931,0.104989424,0.115008645,0.08776767,0.10283105,0.101981714,0.11408701,0.12267733,0.091312006,0.123710945,0.08095511,0.10166381,0.07867571,0.118704125,0.09438605,0.12071101,0.0833641,0.08895949,0.103273764,0.12644018,0.082363725,0.09070589
JURKAT,0.12936391,0.13134786,0.114935525,0.11764417,0.099931166,0.09778774,0.13567987,0.09730995,0.14556567,0.10979404,0.090880364,0.09893091,0.08490965,0.13260742,0.12280446,0.089972496,0.07727039,0.11393511,0.12533881,0.09870875,0.11854534,0.092337295,0.10687282,0.09442652,0.110627964,0.108222306,0.11670687,0.11734472,0.119492315,0.11014296,0.12200503,0.09526862,0.109138936,0.11571752,0.131828,0.09454658,0.07675821,0.11968074,0.11668993,0.11759176,0.10216759,0.12386884,0.09656866,0.07843826,0.091809064,0.1375124,0.10987615,0.10225922,0.08217719,0.11510275,0.116668254,0.1575564,0.09410071,0.13698216,0.1241865,0.10755706,0.09494966,0.09934974,0.11962561,0.10690637,0.12304809,0.114655815,0.11067865,0.086159885,0.09463842,0.09800139,0.12026301,0.10817156,0.11315958,0.12026294,0.108180486,0.11315958,0.1188732,0.07958481,0.12797222,0.10938936,0.13279226,0.10102524,0.08831782,0.12335193,0.10709855,0.1520912,0.13076241,0.098982766,0.12255699,0.1165154,0.10279514,0.11180047,0.14043838,0.097028285,0.1289479,0.12392552,0.09757521,0.11071075,0.09919112,0.12692936,0.12228574,0.09637636,0.12392599,0.09654357,0.10771903,0.089607775,0.09689783,0.110690236,0.13727899,0.09086557,0.12741259,0.08809773,0.12118395,0.14118038,0.0957782,0.13918671,0.11360377,0.08940085,0.11035651,0.1068476,0.110600054,0.10901837,0.121446475,0.104316965,0.10114043,0.12391991,0.121674076,0.12778166,0.120867305,0.1407709,0.1100196,0.09191069,0.099793755,0.106385976,0.081203826,0.1523823,0.104136705,0.10129026,0.11790935,0.11853144,0.11801135,0.10278925,0.095337585,0.09709452,0.14073072,0.118490145,0.09872263,0.09870609,0.09098036,0.10672612,0.11378218,0.12693128,0.08569925,0.08398566,0.11990639,0.10444211,0.1136933,0.108182624,0.10701051,0.11659347,0.113709114,0.09070757,0.087829545,0.07872672,0.12833546,0.118336484,0.11882175,0.100521944,0.1280641,0.08784839,0.10054876
PC3,0.11822081,0.11994805,0.13357073,0.10832436,0.10629951,0.09813882,0.10943033,0.10653798,0.113883145,0.08610279,0.11968066,0.09471983,0.08905868,0.13655132,0.11466678,0.099440165,0.08204755,0.11481639,0.12436471,0.119918935,0.118769765,0.088311195,0.09984732,0.0950954,0.12861697,0.123112775,0.12523232,0.105701044,0.10919873,0.09684653,0.11374478,0.10159854,0.0985255,0.08154048,0.1334729,0.09011977,0.10966171,0.08046154,0.10324081,0.08693928,0.089867875,0.11488354,0.10638495,0.0798753,0.09536442,0.09860041,0.11335279,0.108848765,0.08609773,0.09055978,0.118237,0.11387975,0.108279794,0.11124398,0.103909954,0.12374167,0.10203395,0.10962891,0.083134376,0.12215741,0.13674907,0.11278638,0.09067962,0.07742424,0.12268472,0.087061234,0.11596041,0.10430081,0.09937169,0.11596062,0.10431312,0.09937169,0.119304,0.11810439,0.14221092,0.12373421,0.13410106,0.08539554,0.080048725,0.11012155,0.10773801,0.11478043,0.10669864,0.10361099,0.090096705,0.11164501,0.09780715,0.120452575,0.12797764,0.094417185,0.07276397,0.1422179,0.12183976,0.09549286,0.10577136,0.10937264,0.12114253,0.08102785,0.11609812,0.104164615,0.08290299,0.090371475,0.09348575,0.10828838,0.12557016,0.122816,0.15325807,0.10610131,0.0976163,0.115975946,0.11607109,0.10956617,0.11642336,0.101257116,0.08298824,0.102561206,0.12898389,0.10751407,0.11928265,0.093227856,0.10294473,0.1196496,0.10089536,0.105018,0.13217509,0.13559012,0.0920547,0.13077578,0.10271558,0.11996195,0.0947641,0.14634874,0.103535235,0.13016045,0.10511957,0.1213994,0.12027225,0.12013224,0.09440283,0.08011159,0.1093933,0.09386294,0.099820584,0.090226844,0.12871742,0.10355309,0.13547383,0.11485082,0.089841485,0.1119035,0.1115376,0.11248857,0.13063806,0.10422478,0.1215794,0.0832855,0.10351202,0.078341365,0.1145514,0.095932536,0.117974296,0.07647,0.08152999,0.10429654,0.115021415,0.07263036,0.12274619
HELA,0.12120093,0.11746403,0.14447236,0.12606427,0.09140404,0.09140422,0.13139753,0.08464449,0.10517351,0.083508715,0.14261149,0.12745047,0.10704717,0.13699643,0.12821086,0.07858742,0.07879185,0.17055385,0.10575358,0.11341713,0.14033648,0.088088654,0.106515855,0.08872135,0.1129449,0.116765074,0.13101776,0.11227207,0.09931988,0.093411684,0.10786584,0.07660227,0.10775247,0.080529824,0.14361736,0.10350289,0.094937235,0.08848835,0.1058987,0.09289379,0.09368908,0.1258619,0.12929747,0.07847767,0.07665774,0.10709074,0.102640174,0.12086477,0.094768,0.0919829,0.14663644,0.12146827,0.11346099,0.11043259,0.10712934,0.12056036,0.09004693,0.12854826,0.093044765,0.10598934,0.1115202,0.10739043,0.10324651,0.08680819,0.093877815,0.097356446,0.113872044,0.10815417,0.09164539,0.11387214,0.10816338,0.09164539,0.13381146,0.11455299,0.12412832,0.14053507,0.11411293,0.085557505,0.07856936,0.11443735,0.119362555,0.11703318,0.112298764,0.10712278,0.089232415,0.10619547,0.087284096,0.09637218,0.1227927,0.079317905,0.07666812,0.13048561,0.093550816,0.0977631,0.09874032,0.10811928,0.11389482,0.07252419,0.11281195,0.110357516,0.10128038,0.08179045,0.1024927,0.10215139,0.12009225,0.10650661,0.11589378,0.09617017,0.08852162,0.12488007,0.1140853,0.09968558,0.10552327,0.073857754,0.095666476,0.093509585,0.09713897,0.07779398,0.08921417,0.080680884,0.10779295,0.13021457,0.1296937,0.10832154,0.12622674,0.1257396,0.0824795,0.11063531,0.07508443,0.12825921,0.08987263,0.11965988,0.10345806,0.10419657,0.11521309,0.10758202,0.090089485,0.13593766,0.121093206,0.08764854,0.11615739,0.110717654,0.07838348,0.080471426,0.10727022,0.10096801,0.10468351,0.099333696,0.07796934,0.101542056,0.12036493,0.1107675,0.12843359,0.10502839,0.11390613,0.092004925,0.09540825,0.0821079,0.10744393,0.078010194,0.13245355,0.09374505,0.08399843,0.0997262,0.12300586,0.07356614,0.096272565
