,GSM1646957,GSM1646961,GSM1646975,GSM1646980,GSM1647012,GSM1647013,GSM1647024,GSM1647025,GSM1647037,GSM1647038,GSM1647049,GSM1647052,GSM1647058,GSM1647064,GSM1647066,GSM1647073,GSM1647083,GSM1647087,GSM3001092,GSM3001093,GSM3001094,GSM3745998,GSM3746000,GSM3746002,GSM3746004,GSM3746007,GSM3746011,GSM4772905,GSM4772906,GSM4772907,GSM4772908,GSM4772909,GSM4772910,GSM4772911,GSM4772912,GSM4772913,GSM4772914,GSM4772915,GSM4772916,GSM4772917,GSM4772918,GSM4772919,GSM4772920,GSM4772921,GSM4772922,GSM4772923,GSM4772924,GSM4772925,GSM4772926,GSM4772927,GSM4772928,GSM4772929,GSM4772930,GSM4772931,GSM4772932,GSM4772933,GSM4772934,GSM4772935,GSM4772936,GSM4772937,GSM4772938,GSM4772939,GSM4772940,GSM4772941,GSM4772942,GSM4455463,GSM4455464,GSM4455465,GSM4455466,GSM5952187,GSM5952188,GSM5952189,GSM5952190,GSM5952191,GSM3071061,GSM3071063,GSM3071065,GSM3071067,GSM3071069,GSM3071071,GSM3071073,GSM3071075,GSM3071079,GSM3071081,GSM3071083,GSM3071085,GSM3071087,GSM3071091,GSM3071093,GSM3071095,GSM3071097,GSM3071099,GSM3071103,GSM3071105,GSM3071107,GSM3071109,GSM3071111,GSM3071115,GSM3071117,GSM3071119,GSM3071121,GSM3071123,GSM3071125,GSM3071127,GSM3071129,GSM3071131,GSM3071133,GSM3071137,GSM3071139,GSM3071141,GSM3071143,GSM3071145,GSM3071147,GSM3071149,GSM3071151,GSM2226808,GSM2226825,GSM2226829,GSM2226832,GSM3070965,GSM3070967,GSM3070969,GSM3070971,GSM3070973,GSM3070975,GSM3070977,GSM3070979,GSM3070981,GSM3070983,GSM3070985,GSM3070987,GSM3070989,GSM3070991,GSM3070993,GSM3070995,GSM3070997,GSM3070999,GSM3071001,GSM3071003,GSM3071005,GSM3071007,GSM3071009,GSM3071011,GSM3071013,GSM3071015,GSM3071017,GSM3071019,GSM3071021,GSM3071023,GSM3071025,GSM3071027,GSM3071029,GSM3071031,GSM3071033,GSM3071035,GSM3071037,GSM3071039,GSM3071041,GSM3071043,GSM3071045,GSM3071047,GSM3071049,GSM3071051,GSM3071053,GSM3071055,GSM3071057,GSM3071059
MCF10A,0.11049179,0.13957901,0.110096455,0.05079729,0.09347012,0.10329866,0.1346899,0.041733533,0.094604865,0.09646874,0.11628787,0.044505853,0.13135602,0.12991892,0.10354394,0.08163686,0.039300308,0.16205476,0.1428306,0.15472446,0.14934506,0.089921184,0.08026504,0.08866096,0.14658427,0.08452732,0.12069195,0.048463862,0.037462328,0.041178007,0.0639023,0.012088864,0.006961743,0.029222157,0.047756575,0.049862787,0.044988286,-0.012890439,0.0714324,0.06993552,0.05012129,0.046332415,0.06883712,0.010661811,0.030722413,0.034555405,0.03349619,0.07967751,0.06588308,0.06660146,0.077310406,0.0769809,0.03768382,0.09462057,0.0923442,0.06817381,0.03901482,0.06724207,0.016363358,0.0699338,0.040572867,0.061986104,0.10109736,0.037888095,0.06948318,0.01668563,0.08219206,0.08694114,0.06495355,0.082084805,0.08725535,0.06495355,0.017801138,0.07965995,0.087465465,0.033834584,0.06036823,-0.067245275,-0.07765665,-0.023974614,0.07438773,0.025188806,0.063761555,0.06151869,0.032505296,0.15909077,0.04267613,0.054115847,0.06736446,0.058244918,0.036733456,0.09945914,0.02465943,0.01928523,0.044338267,0.05066407,0.08808592,-0.011956475,0.002404663,0.022907889,-0.07100099,0.0026199883,0.06463072,0.078574345,0.080690645,0.038831837,0.090075135,0.016599443,0.07180367,0.025839318,0.060615126,0.05431708,0.06227346,0.032385185,0.03637913,0.07327155,0.023171263,0.106300615,0.0695244,-0.05237068,-0.08427888,-0.022148645,-0.05662675,-0.04561517,0.1426686,-0.015583519,-0.012633418,-0.09259025,-0.06288374,-0.008280783,0.057101592,-0.0042553674,0.0012955655,-0.012545106,-0.037900954,-0.020784797,0.08222504,0.049384024,-0.076234154,-0.015041462,-0.036466528,0.035844848,0.10023839,-0.07871391,-0.051876154,-0.069585755,0.015188573,0.05612664,0.090870984,-0.0007967829,0.024606055,-0.0077870833,0.02702313,0.010980918,0.055167373,0.010196182,0.06122599,-0.031205349,0.00070817536,0.0027889768,0.06848297,0.0018869413,-0.02726456,-0.04212121,0.05106486,-0.0036492161,0.090421565
HUES3,0.08239765,0.12852103,0.061823748,0.0805031,0.050638765,0.047460064,0.121067785,0.025384542,0.0592909,0.107811615,0.102876864,0.068523996,0.10310478,0.085225016,0.05722763,0.053900607,0.041410692,0.07906937,0.13882536,0.14012814,0.12675814,0.106047794,0.10679205,0.12047262,0.12858544,0.07382835,0.10752591,0.0036749048,0.04836374,0.016356653,0.056302406,-0.045411926,0.024472479,0.020963512,0.06837154,0.01761835,0.017848767,0.03373369,0.03955357,0.051380627,0.05009463,0.03352683,0.081509545,0.03600245,0.010114148,0.032439336,0.020081097,0.036344375,0.07530224,0.07459881,0.085867725,0.057377327,0.025048904,0.10820416,0.079987,0.04468447,0.021434376,0.059492838,0.011317381,0.083649665,0.038879942,0.08791797,0.10233277,0.038200237,0.05259337,0.0433672,0.06758374,0.101244204,0.07948589,0.06743455,0.101561405,0.07948589,-0.015916482,0.04436716,0.036975928,0.022413002,0.03858515,-0.052687757,-0.074782856,0.008836661,0.06640171,0.02041067,0.076931536,0.05353263,0.018036319,0.15111691,-0.010850813,0.06548991,0.06214171,0.062014386,0.037571445,0.091869764,0.015445042,0.030035205,0.03138992,0.051167663,0.0738254,0.0013964266,0.0050704023,0.02559207,-0.059030447,0.01980734,0.06377278,0.06802456,0.058361962,0.040565897,0.048787095,4.339083e-05,0.0684259,-0.012682588,0.020476276,0.032002777,0.026802987,-0.007243864,0.028964758,0.06540142,0.060386345,0.076605454,0.092356205,-0.004079782,-0.05882281,-0.001910195,-0.046756886,-0.034914777,0.05875833,-0.018059548,0.008407664,-0.058471475,-0.036721792,-0.0027456577,0.04930788,-0.022515478,-0.0018680111,-0.032405235,-0.022585973,0.013207694,0.0965586,0.023875816,-0.051286425,0.0035830545,0.0039749793,0.009264982,0.047555692,-0.03362371,-0.060621537,-0.04313366,0.02458078,0.04819454,0.0628033,-0.0018889987,0.02045702,-0.015703673,0.03740273,0.038227323,0.0161971,0.011528282,0.025804244,-0.02772669,0.027445475,0.01800226,0.046762194,0.0028717811,-0.035290726,-0.041667834,0.042966727,-0.021828165,0.06091469
MDAMB231,0.07371641,0.13403815,0.09890604,0.08023092,0.11057341,0.09864557,0.13585736,0.019215476,0.10802335,0.088871956,0.110143684,0.057261232,0.1429567,0.11782945,0.08840872,0.05829488,0.061318964,0.10968653,0.13982052,0.15914123,0.14988379,0.09257299,0.068316326,0.07815609,0.12146137,0.061585657,0.09743349,0.027618224,0.046725884,0.026572205,0.06956302,0.00018373292,0.01166187,-0.0017884067,0.06096849,0.044080433,0.01686356,0.006140002,0.083913624,0.06347675,0.05885703,0.06430873,0.09826279,0.013322328,0.034723517,0.053183954,0.023069246,0.070974454,0.07856286,0.05068652,0.065845385,0.090490945,0.028366495,0.07125651,0.0935235,0.030397745,0.03493099,0.030890591,0.0076300134,0.077032425,0.04988117,0.046056226,0.10372085,0.051485904,0.077427655,0.023196833,0.076805346,0.08664831,0.07390319,0.07679574,0.08699732,0.07390319,0.0020259884,0.0854156,0.09115887,0.04216574,0.03755958,-0.07017099,-0.079590276,-0.04123437,0.095695324,0.041750673,0.044744942,0.06538304,0.03271407,0.18297932,0.03880871,0.033445902,0.075918846,0.04556145,0.06150563,0.10578692,0.030688798,0.022042576,0.08193808,0.057732716,0.07764157,0.0091494275,0.02223575,0.05549009,-0.07108983,-0.017381871,0.08138004,0.07346083,0.06608924,0.05984263,0.06541462,0.010603018,0.10932191,-0.006477966,0.0899363,0.056775972,0.04636936,0.045281164,0.018747611,0.048281256,0.03581956,0.100456536,0.06694016,-0.065627106,-0.06761224,-0.004382645,-0.06464207,-0.040936373,0.13495938,-0.023663139,-0.04146533,-0.06772338,-0.07963533,-0.0322116,0.078076564,-0.022489332,0.010056609,-0.023034697,-0.05774887,-0.005170846,0.08454344,0.05401676,-0.045059595,-0.036964647,-0.017974798,0.013904512,0.072144724,-0.089438096,-0.06162405,-0.096634835,-0.005616685,0.030625572,0.10049996,0.0251472,0.029007189,-0.030559676,0.016570292,0.00518736,0.06180015,0.010690424,0.084582366,-0.03278951,0.010839195,0.0050339825,0.11408813,0.014112086,-0.024134476,-0.025552735,0.049986452,-0.012274255,0.088169366
ASC,0.077273466,0.13959883,0.08872498,0.07230778,0.06964487,0.06862504,0.09869773,0.019042445,0.063355,0.06319055,0.10340675,0.060082402,0.0937376,0.07523969,0.1333567,0.054827992,0.065971434,0.0934811,0.12809399,0.12853864,0.13426135,0.06915088,0.035023585,0.051021148,0.067484975,0.023779826,0.079810075,0.038946643,0.076437175,0.04934351,0.066828705,0.028472118,0.01867964,0.053520717,0.09376822,0.07071581,0.048292663,0.021853663,0.08747709,0.098612584,0.08793659,0.09863842,0.106103875,0.039005406,0.04194437,0.020877576,0.07560559,0.07939865,0.10394151,0.10938231,0.10713062,0.113798305,0.046654575,0.07586578,0.10352217,0.10762372,0.030607363,0.10645804,0.04606238,0.077036425,0.086109735,0.10171642,0.13933153,0.06543495,0.08759599,0.003513813,0.0458638,0.086430475,0.06992235,0.04543835,0.08721485,0.06992235,0.016287671,0.07277915,0.111936435,0.0107891215,0.04072949,-0.08987249,-0.08431398,-0.031236583,0.123415455,0.013144569,0.046197675,0.04380231,0.017097088,0.18970871,0.03246958,0.028721668,0.055352554,0.072868995,0.0743989,0.09063056,0.029048204,0.049109634,0.09436795,0.08865975,0.080621995,0.036346037,0.03636328,0.050161887,-0.039435532,0.0028903359,0.101789184,0.07293633,0.10194172,0.07023615,0.07098279,0.0029872064,0.09098909,-0.003465379,0.061702922,0.038823765,0.04917391,0.04879559,0.016304635,0.07539986,0.07716889,0.06677398,0.110118635,-0.0638015,-0.07325055,-0.04277358,-0.047112156,-0.08235471,0.10597545,-0.02715068,-0.036537122,-0.072061025,-0.09002628,-0.03404878,0.09357495,-0.045951556,0.0011321781,-0.021176847,-0.062222272,-0.018937286,0.13362722,0.07321787,-0.0471625,-0.031786416,-0.03681237,0.044124838,0.0735866,-0.096970074,-0.04596435,-0.074610785,0.010303427,0.0327426,0.13426048,0.016450206,0.021464277,-0.05170017,-0.020210193,-0.0016854291,0.07321049,-0.004562526,0.030262023,-0.033836804,0.023894694,-0.03133038,0.09501159,-0.023996022,-0.032061294,-0.009105397,0.024929212,-0.024359468,0.07678651
NEU,0.09141878,0.10007887,0.120798826,0.047116794,0.035782747,0.015887795,0.08789058,0.029518781,0.024277333,0.05912451,0.08970673,0.029999452,0.054872245,0.041361358,0.09252083,0.038472548,0.060314134,0.07517827,0.11188994,0.11394195,0.0953572,0.045932185,0.019005375,0.021007063,0.09113423,0.030231861,0.060573798,0.009315649,-0.011132436,0.06269107,0.045656044,0.02217017,0.044918183,0.050319795,0.08937006,0.0073150867,0.032284923,0.017997505,0.05385586,0.08580399,0.054209623,0.08518533,0.08816874,0.058567904,0.05037563,8.404638e-05,0.021363083,0.08958506,0.06904446,0.10160891,0.094522625,0.08185931,0.06949154,0.06377113,0.079697,0.061306573,0.006753462,0.08210359,0.047006328,0.07090619,0.047134053,0.07219844,0.12625015,0.028127512,0.053567823,0.014830072,0.043233544,0.08934276,0.06742418,0.042710442,0.090077505,0.06742418,0.0031774272,0.10284973,0.054882668,0.0344285,0.012305584,-0.038048282,-0.048375428,-0.03497109,0.13401785,-0.0065442724,0.050748777,0.043651745,-0.036612526,0.10591534,-0.020605799,0.019371552,0.07770361,0.077458695,0.07381486,0.10459157,0.026379827,0.07214538,0.050696753,0.08317187,0.0585995,-0.0034554624,0.035677426,0.009957223,-0.054427423,0.015626896,0.0944276,0.0637081,0.07298601,0.058388464,0.02148167,0.0275268,0.053345136,-0.010538966,0.062448345,0.026612481,0.028355718,0.015239694,0.013103357,0.07914663,0.04031746,0.09330163,0.067419395,-0.027072333,-0.057999615,-0.024250602,-0.034429993,-0.033458497,0.08794591,-0.012888164,0.0015746796,-0.066701874,-0.0051805666,0.018689666,0.056750707,-0.008811127,-0.00551951,-0.016104635,0.006807606,0.020748466,0.044322595,0.044593208,-0.049842454,-0.0043384843,-0.018641073,0.09494133,0.03545103,-0.032966375,-0.038879327,-0.016515894,0.033794306,0.057140075,0.11458131,-0.040251218,0.016267408,-0.0032517703,0.03851002,0.025685236,0.04066359,-0.0046697445,0.018197633,-0.008118499,0.041490134,-0.010363203,0.046416733,-0.0024030914,-0.016073868,-0.04207091,0.020677267,-0.055876613,0.04681191
HUVEC,0.08918711,0.1443277,0.1005083,0.10651988,0.06374724,0.08057973,0.1269831,-0.0011358814,0.08300009,0.091731414,0.10279595,0.05471324,0.10477564,0.089981414,0.08459482,0.050706748,0.043883625,0.11273038,0.17863186,0.17661357,0.16607499,0.087531194,0.0729302,0.075539224,0.100418136,0.043815553,0.11325795,0.048458565,0.04023844,0.03850933,0.051778708,0.0010243864,0.04340927,0.04352211,0.06501417,0.02697614,0.017424747,0.014057627,0.08644788,0.07604328,0.08217106,0.0726,0.109601654,0.026423888,0.040003937,0.036366712,0.011545261,0.065039076,0.095593095,0.073888116,0.103824615,0.0913528,0.051185865,0.10095395,0.098012544,0.06938361,-0.010680066,0.08126104,0.022445742,0.0881974,0.063075736,0.104839385,0.14804886,0.062357698,0.09034672,0.017187776,0.067486696,0.08470461,0.07506616,0.067155525,0.08521814,0.07506616,0.030329488,0.10698213,0.10869882,0.06259885,0.037252262,-0.07268481,-0.0834099,-0.027106464,0.08807322,0.026563752,0.055381536,0.08543599,0.029582376,0.19094783,0.019263245,0.027635498,0.057784356,0.04128262,0.05559376,0.14445247,0.02760082,0.053199776,0.08462601,0.08409548,0.08009695,0.026718402,0.046771478,0.052976687,-0.044161394,-0.0033326936,0.077331685,0.08349876,0.06451749,0.08968874,0.099177346,-0.0152105205,0.08926869,-0.0051468206,0.09484061,0.04396678,0.035539456,0.009935049,-0.00075526035,0.06298157,0.053773664,0.0865002,0.093435384,-0.036223356,-0.09433654,-0.034337956,-0.073259786,-0.049933653,0.12382889,-0.007117384,-0.006286175,-0.06271459,-0.06376984,-0.02350708,0.074532345,-0.052206777,0.01885478,-0.013297035,-0.0429645,-0.021235242,0.09298338,0.061548788,-0.05051184,0.008170237,-0.01615325,0.051953666,0.096277766,-0.0853898,-0.06890287,-0.083578,0.0056121545,0.05872992,0.11081849,0.019707125,0.035011027,-0.036540627,0.013809628,-0.0010082738,0.09608648,0.017138354,0.059358053,-0.044045024,0.046828594,-0.0094695715,0.11377348,-0.0064001167,-0.010294485,-0.00079804374,0.025300207,-0.03503175,0.092376344
NPC,0.09082103,0.12230031,0.09210149,0.104866646,0.043972064,0.055219844,0.12870601,0.019412536,0.04322757,0.10044629,0.11312658,0.05849016,0.10975132,0.07818489,0.06115157,0.032486636,0.05090454,0.07569699,0.16083477,0.1400698,0.14778046,0.092155,0.09226203,0.116871886,0.13558061,0.06833472,0.1101963,0.0124570085,0.009450809,0.04333417,0.05098906,-0.031476453,0.05022528,0.027744357,0.08028291,0.012937271,0.012034619,0.0357805,0.04804888,0.061151918,0.067461364,0.04679747,0.08756564,0.052718718,0.033594303,0.05029793,0.018920574,0.06033424,0.061825622,0.09345504,0.09182213,0.07071916,0.03940237,0.11540581,0.08786263,0.052456312,-0.00862381,0.064441435,0.032780502,0.08041168,0.049450044,0.0900099,0.15575157,0.035253126,0.036353525,0.020484975,0.07736308,0.084106214,0.073039785,0.07712168,0.08440163,0.073039785,-0.0029647911,0.0737675,0.05277465,0.02560412,0.005762507,-0.039662056,-0.042225014,-0.0262325,0.07896569,0.0046391385,0.08566111,0.0509771,0.013895999,0.15013675,-0.012562097,0.034369066,0.05257478,0.07034229,0.05459179,0.08929923,0.014017197,0.061591227,0.042674143,0.07873864,0.04966481,-0.0076222084,0.012660466,0.021686228,-0.06322129,0.029647935,0.091063865,0.07339242,0.06084894,0.04312782,0.04424945,0.022706052,0.05469894,-0.008707647,0.029760353,0.036696915,0.031659227,0.014535844,0.019077355,0.07268756,0.032424815,0.10201801,0.087175295,-0.027766896,-0.055877652,0.007893917,-0.06634748,-0.029262438,0.060799938,-0.015701493,0.0010475399,-0.04214036,-0.029913248,0.0061915973,0.048393622,-0.009206098,0.023023572,-0.0054585463,-0.011683965,0.007505096,0.06725117,0.043308888,-0.046571545,-0.023521591,-0.026452722,0.06313476,0.046343464,-0.035450257,-0.0688509,-0.025606912,0.03403898,0.054066814,0.08831398,-0.02486258,-0.005323844,-0.025586227,0.040340915,0.03726054,0.023336194,0.0006337711,0.044979807,-0.014476467,0.02433703,-0.005762916,0.038076986,0.020248093,-0.025646238,-0.03543302,0.046665378,-0.022020917,0.03809577
ASC.C,0.08600414,0.12863882,0.07439037,0.08426558,0.070812464,0.06713599,0.09266042,0.00784699,0.072637714,0.07220163,0.09783851,0.04771327,0.09319929,0.082046546,0.12826945,0.04998156,0.067258686,0.09263661,0.12865247,0.14062637,0.13683619,0.07510515,0.038393352,0.06576355,0.06280022,0.023080759,0.0812988,0.03522337,0.08552458,0.06134876,0.07135676,0.024418997,0.016715134,0.051987022,0.1043689,0.06806805,0.042557485,0.030301323,0.094405904,0.10272639,0.104569696,0.094746925,0.1105583,0.036435824,0.04370771,0.020418327,0.0766984,0.077386335,0.09795736,0.10273668,0.11050582,0.10733971,0.048624296,0.081688076,0.115330994,0.09446128,0.028788896,0.09477284,0.05112548,0.07921492,0.079618804,0.11154908,0.13522673,0.06364163,0.09615703,0.0041514467,0.04708207,0.08038199,0.07031526,0.046695944,0.08122015,0.07031526,0.0048395833,0.06299618,0.11367361,0.015565739,0.03277917,-0.082659855,-0.08424191,-0.02716359,0.10613945,0.025457574,0.040019784,0.04979057,0.017139537,0.19036196,0.029278954,0.027727846,0.060074247,0.0683368,0.06432905,0.07890813,0.027840568,0.05280988,0.101196535,0.07982451,0.07389447,0.04250557,0.02627158,0.057150885,-0.04217476,0.003989743,0.09942104,0.083991475,0.09319933,0.076489665,0.07220203,0.0029299357,0.088181615,-0.0047131632,0.06342988,0.052077748,0.053270563,0.040860068,0.023105662,0.078154005,0.068087615,0.06982125,0.11521623,-0.059507694,-0.06034322,-0.03509222,-0.042182032,-0.092875995,0.107257664,-0.028413638,-0.035949178,-0.07497146,-0.09326199,-0.039472606,0.093479946,-0.06360609,0.004215118,-0.033903904,-0.07035453,-0.029582914,0.13906015,0.06720351,-0.049298834,-0.020427812,-0.043562476,0.03233272,0.07592087,-0.09392179,-0.055248808,-0.083972625,-0.009630546,0.035346247,0.13298972,0.016018415,0.022149935,-0.05386174,-0.027239537,-0.009847696,0.071316965,0.0049380246,0.030849412,-0.034498952,0.026865084,-0.030868618,0.098109424,-0.016238773,-0.032322973,-0.013669238,0.02385982,-0.03054643,0.07089826
A375,0.09630672,0.14865813,0.104523115,0.08463094,0.107325114,0.089385584,0.13900433,0.05475048,0.07056982,0.07689518,0.13891448,0.08122402,0.10448449,0.12429525,0.10723034,0.067377,0.059638638,0.10700889,0.1335557,0.1490809,0.13704814,0.099276185,0.104707986,0.089766294,0.12738304,0.08972413,0.14136466,0.03936855,0.05588953,0.062012203,0.1030005,0.036128018,0.039752923,0.04248784,0.09473844,0.08982286,0.05958498,0.014609864,0.114513464,0.10190589,0.06579578,0.09279822,0.10376205,0.04069543,0.06453018,0.051634848,0.03686414,0.07372886,0.08198244,0.09420839,0.10999396,0.090216115,0.04043153,0.10088438,0.12768006,0.081532754,0.053603303,0.09916303,0.060836527,0.10925355,0.040110737,0.08928434,0.14067452,0.052131202,0.10169548,0.027630609,0.1303875,0.12027107,0.10278245,0.13020104,0.12083105,0.10278245,0.023601934,0.06626185,0.10057637,0.032279536,0.039135728,-0.069265984,-0.07407907,-0.037734758,0.07840246,0.015844762,0.07444824,0.04752035,0.025107896,0.1693908,0.046316035,0.0052012894,0.062202297,0.079339094,0.06585926,0.11236879,0.033979587,0.0655428,0.10220884,0.10862946,0.08219686,0.008125379,0.001966224,0.04881048,-0.084396206,0.034585565,0.098224014,0.074218854,0.073203035,0.0864105,0.05065023,0.016210672,0.09951576,0.018923499,0.058659434,0.06864422,0.08572132,0.037497714,0.027599921,0.09943184,0.048353214,0.08667166,0.090105854,-0.02747232,-0.0672496,-0.017548,-0.06321592,-0.043323904,0.11056779,-0.025970202,-0.030537136,-0.07167985,-0.08232667,-0.0023545155,0.06587062,-0.033616398,0.013478702,-0.024494981,-0.040067673,-0.042298738,0.10476742,0.07139787,-0.03645229,0.009484741,-0.0054375483,0.04317672,0.074829705,-0.064704105,-0.052085806,-0.041257296,-0.0009241868,0.06413482,0.081223905,-0.005751439,0.023117557,-0.0017713595,0.041390106,0.019298926,0.060472686,0.005251152,0.059256762,-0.03136447,0.02274176,-0.009449825,0.09643116,-0.044549935,-0.06095137,-0.020066954,0.065139696,-0.02532031,0.062946826
JURKAT,0.14150597,0.14914338,0.07830339,0.09185835,0.123620644,0.11623997,0.20260285,0.023314448,0.102200754,0.12482765,0.13140002,0.08994871,0.13323337,0.11048164,0.09265596,0.06811044,0.09170727,0.13240772,0.16436617,0.13356887,0.1396019,0.17949477,0.14863786,0.17544845,0.19966926,0.15704583,0.18651018,0.09441736,0.0942679,0.1297552,0.146115,0.054408,0.080502115,0.114750385,0.12869374,0.09497705,0.079332896,0.10077065,0.132004,0.15270545,0.12372105,0.11189597,0.11550425,0.098359704,0.09720077,0.12513636,0.07475451,0.12627558,0.098319195,0.1711446,0.15407287,0.13692741,0.07263588,0.18039918,0.16249788,0.06977413,0.07064269,0.091905795,0.098389424,0.1367879,0.07479975,0.13398123,0.15545149,0.04528058,0.1188908,0.08012102,0.18847115,0.14521982,0.16323717,0.1882994,0.14523482,0.16323717,0.05659211,0.1079125,0.07543165,-0.000435595,0.048383627,-0.037985783,-0.06081065,-0.04816789,0.020954428,0.05967518,0.10530176,0.081131145,0.022655206,0.112810604,0.030316034,0.029226346,0.096004315,0.09376593,0.106798,0.03449815,0.084303275,0.09888476,0.113775164,0.110549144,0.12455419,0.04843859,-0.014732003,0.039600413,-0.014496313,0.098082066,0.06349322,0.10758477,0.077777885,0.09451416,0.030674437,0.05550351,0.10550406,0.07453426,0.051256265,0.057061285,0.06292711,0.051444788,0.103095055,0.12536637,0.09068028,0.13216707,0.14661635,-0.03387423,-0.081769176,-0.027742015,-0.037462782,-0.042194933,0.08924691,-0.037581712,-0.015447688,-0.082144625,-0.024082063,-0.04522092,0.023017855,-0.029501555,0.046787,-0.030932287,-0.052352272,-0.03939696,0.07752268,0.057885986,-0.08797244,0.022729967,-0.0004969485,0.0383962,0.119662225,0.006821723,-0.055041924,-0.04276417,0.009657429,0.052010875,0.04482538,-0.047540728,-0.0038703235,-0.002571424,0.03035312,0.017974753,0.054143883,0.032737784,0.018345615,-0.017707888,0.0079339715,0.034196742,0.093104556,-0.028240113,-0.0269313,-0.058969617,0.06811918,-0.032597225,0.07011915
PC3,0.08475973,0.14207186,0.0811005,0.04867832,0.06296472,0.074343145,0.107659124,0.050753072,0.060684543,0.06436386,0.1308097,0.06550064,0.07558655,0.09437693,0.10041913,0.068986595,0.038124997,0.09318182,0.1327692,0.1370004,0.12444424,0.08876671,0.07407077,0.07418158,0.13030048,0.08345923,0.09643076,0.008017468,0.01446388,0.030750455,0.060731623,0.022383299,-0.0039163646,0.039286178,0.04013721,0.031489205,0.05106761,-0.0022447777,0.050642222,0.07343322,0.029306615,0.06603697,0.068789035,-0.0033072506,0.029170306,-0.005967175,0.0035256033,0.06916284,0.059497267,0.057099536,0.07407736,0.04931748,0.007547667,0.0718241,0.0828842,0.054037765,0.014483107,0.04782912,-0.002523256,0.070485435,0.028597416,0.061492026,0.07761409,0.03917179,0.08400531,-0.00041986024,0.094408475,0.074266456,0.08601691,0.09423782,0.074841,0.08601691,-0.0057545085,0.037480827,0.08968551,0.023467667,0.059411094,-0.087420724,-0.08901353,-0.033792894,0.09502439,0.009684333,0.034326352,0.04539383,0.0052226125,0.12972033,0.034875877,0.03682953,0.058242425,0.03935098,0.032817062,0.084889516,0.028178228,0.029443549,0.06313088,0.076152004,0.06974073,-0.007939056,0.0196693,-0.007656383,-0.061382364,0.004290842,0.08713142,0.05728892,0.06516176,0.07018369,0.06755465,0.012152606,0.08173051,0.014264464,0.062998295,0.0353918,0.047592167,0.036019314,0.013234807,0.07080507,0.02438164,0.067506604,0.092596196,-0.0332344,-0.08387701,-0.009636898,-0.05545602,-0.043686837,0.12813228,-0.024228392,-0.019991918,-0.053463407,-0.08171616,-0.003044888,0.06652567,-0.01749065,0.004192836,0.015429258,-0.008001578,0.007576644,0.10837573,0.054044165,-0.061751883,-0.00707333,-0.009863071,0.0084868735,0.08048231,-0.07657243,-0.038951304,-0.04754429,0.03241458,0.02161414,0.072417915,0.019390602,0.015532259,-0.015973683,0.038775295,0.029549256,0.056891784,-0.00402161,0.034294665,-0.050448917,-0.006954213,-0.025065735,0.102928355,-0.019924268,-0.064284235,-0.024591,0.058915894,-0.04320333,0.07678819
HELA,0.08328245,0.13186765,0.107341945,0.09143559,0.063108124,0.0684387,0.13749735,0.030910617,0.061111383,0.04184615,0.1342266,0.07044831,0.083250925,0.11095568,0.09444626,0.04593448,0.027386883,0.123165734,0.13213763,0.14063823,0.1472838,0.097571224,0.07880694,0.08446017,0.12406065,0.07776841,0.10517094,0.03748866,0.04474966,0.039598193,0.065204225,-0.008303848,0.027521485,0.040066358,0.079712026,0.04433923,0.028341092,0.007120215,0.0831902,0.09605491,0.055753943,0.07761295,0.08397137,0.014788417,0.02053275,0.04004534,0.032329362,0.078066185,0.07951907,0.076252826,0.0912207,0.07626329,0.047675528,0.07853225,0.08152836,0.05612762,0.03130217,0.07366227,0.027846236,0.07849915,0.019568982,0.05802978,0.11141168,0.021352865,0.08024288,0.0031096647,0.08758405,0.109403685,0.072266184,0.08738446,0.110119976,0.072266184,0.016093139,0.039166905,0.08948374,0.0632965,0.025642244,-0.07370622,-0.07883176,-0.061777413,0.08168387,-0.0019041682,0.06993109,0.029555187,-0.0039354204,0.1249723,0.012292162,0.0041835173,0.037093103,0.03923496,0.033067416,0.072404005,0.029988846,0.034965433,0.075390026,0.07538022,0.066021584,0.0017523157,0.0009958486,0.02178344,-0.058225784,0.019654637,0.0762743,0.06679672,0.08879356,0.041956868,0.030524336,0.008307034,0.060231507,0.020621637,0.07384606,0.03214778,0.054741487,0.00835881,0.025643663,0.06560318,0.016666617,0.07072037,0.08091581,-0.037639476,-0.088143684,-0.015369597,-0.02950426,-0.033141993,0.109906614,-0.006951138,-0.03043843,-0.06626976,-0.08375406,-0.0014412926,0.048928056,-0.023232922,0.005679791,0.0002041325,-0.019921007,-0.002783624,0.08731143,0.06799267,-0.020448651,-0.013321249,0.011306301,0.033317674,0.05129412,-0.050397396,-0.034362264,-0.05246617,0.015225242,0.004444189,0.07892796,0.019936519,0.00753966,-0.003928794,0.032342844,0.016009692,0.052480493,-0.0037288482,0.02641511,-0.03504851,0.0024181039,-0.021460814,0.08644347,-0.03320128,-0.040749993,-0.024170429,0.04218758,-0.041169863,0.057283275
