drug_name	rank_score
mycophenolic-acid	1.7743050197656378
nilotinib	1.4863200767548739
quinapril	1.4611593432540941
forskolin	1.385607585359638
ivermectin	1.1486353823407756
topotecan	1.0677929084383928
meptazinol	0.9814451996537141
rizatriptan	0.9756326229457576
menadione	0.9490895679100553
ranolazine	0.9238952800308301
ingenol	0.9073788771061915
nicotine	0.8745333471247903
thiocolchicoside	0.8642213749978287
lapatinib	0.8330583018529353
molsidomine	0.8140409739065624
cilastatin	0.8040482091641306
ibuprofen	0.8017479835661828
pitavastatin	0.7753356342234068
carbinoxamine	0.7567480851883545
thiothixene	0.7516503087975338
homoharringtonine	0.7443146672989716
mitotane	0.6577407675569481
procainamide	0.6308792239735846
temozolomide	0.6224625409158866
fludroxycortide	0.6164402595881068
loperamide	0.5841971126552316
econazole	0.5670700295624248
clofarabine	0.5567087351103297
terguride	0.5467773874896981
aniracetam	0.5455979843538951
fluoxetine	0.5450997688920646
mycophenolate-mofetil	0.5275761976119726
oxiconazole	0.4955936101414759
flutamide	0.47495793055660074
simvastatin	0.4677461340801277
sunitinib	0.4367448256032648
ropinirole	0.43570533034084596
acetyl-farnesyl-cysteine	0.41326142340586747
paclitaxel	0.40375614240008684
pimozide	0.3890179027490479
meclofenamic-acid	0.3596175436227992
amcinonide	0.3465292380181895
dicycloverine	0.3262881673958414
biotin	0.32326805173411405
vardenafil	0.26012448567461804
betamethasone	0.22440346958478516
triamcinolone	0.21130923327277568
niclosamide	0.18045104142560778
phenazopyridine	0.17644824037474965
sertraline	0.17383222036297089
alfacalcidol	0.1560830889740817
amodiaquine	0.15131473935618653
reserpine	0.15131140669646906
bicalutamide	0.14250850894928777
fluvastatin	0.138996690179457
profenamine	0.10694274827180826
formestane	0.08874670065163792
vidarabine	0.08809026402933885
hydrocortisone	0.06746763678747587
mosapride	0.06703850971913718
metergoline	0.058268998685681264
maraviroc	0.05789299243133912
lovastatin	0.04139941790147253
pyrvinium-pamoate	0.038587038717623215
atorvastatin	0.027591460502716488
fostamatinib	0.015948163873952665
irbesartan	0.0025701128743712545
SN-38	-0.00229129107499667
fluphenazine	-0.030991599676928796
timolol	-0.05233596190792246
budesonide	-0.053582577488170496
methylprednisolone	-0.05965708719830454
milrinone	-0.06187472466098868
ibudilast	-0.06285420390623936
etoposide	-0.07020319047405943
vorinostat	-0.07692368617768564
homochlorcyclizine	-0.0810737077038711
amperozide	-0.09386252059505942
fasudil	-0.09498580582106282
itraconazole	-0.10583037736708514
irinotecan	-0.11017721559665661
fludarabine	-0.11072590109803106
escitalopram	-0.13092625240466702
amlodipine	-0.13649035915103774
moxonidine	-0.1366815256939297
neratinib	-0.15306554008380355
ziprasidone	-0.16584917033764995
dextromethorphan	-0.17038707854166144
equol	-0.17253906453145162
rosuvastatin	-0.1927464973112265
naltrexone	-0.2210355795111036
raloxifene	-0.23029623321770282
clotrimazole	-0.25389184890139815
pirlindole	-0.2730996722735205
rutin	-0.27462122410356926
chlorpromazine	-0.2908587478605514
tretinoin	-0.30572256059902586
vinburnine	-0.35952126541008694
picotamide	-0.3734626898733805
rimexolone	-0.39367914240190877
nelfinavir	-0.4446110771109176
disopyramide	-0.5741077611618088
liothyronine	-0.5994401444382034
propafenone	-0.6988341156897426
medetomidine	-0.7185562056271825
bendroflumethiazide	-0.8788347737756388
diphenhydramine	-0.9923113032683691
mitoxantrone	-0.9927042280256949
papaverine	-1.044879499190682
piperidolate	-1.0558991874787516
niflumic-acid	-1.1374148303183786
rifabutin	-1.373643995294978
noscapine	-1.4532558834455953
nifedipine	-1.5033519053869588
felodipine	-1.663883991929414
dipyridamole	-1.8278108522164103
ethotoin	-2.0505789708570106
quercetin	-2.370987241419964
