Source	Target	Path
HMGCS1	ACTL6A	HMGCS1,UBC,CCNE1,RB1,SMARCA4,ACTL6A
HMGCS1	PIP	HMGCS1,UBC,USP25,PIP
HMGCS1	TFF3	HMGCS1,UBC,CTNNB1,HNF1A,PCBD1,TFF3
HMGCS1	PLD1	HMGCS1,UBC,RHOA,PLD1
HMGCS1	PLD2	HMGCS1,UBC,PLD2
HMGCS1	ZNF423	HMGCS1,UBC,SMAD1,ZNF423
HMGCS1	FMO1	HMGCS1,UBC,PCNA,MSH6,MSH2,MLH1,PMS2,FMO1
HMGCS1	RRAS2	HMGCS1,UBC,CBL,PIK3R1,PIK3CA,RRAS2
HMGCS1	TUBA1A	HMGCS1,UBC,TUBA1A
HMGCS1	TUBB4B	HMGCS1,UBC,TUBB4B
HMGCS1	ADRA2B	HMGCS1,UBC,HSP90AA1,RAF1,YWHAZ,ADRA2B
HMGCS1	APC	HMGCS1,UBC,CTNNB1,APC
HMGCS1	FZD1	HMGCS1,UBC,AKT1,GSK3B,FZD1
HMGCS1	STAT3	HMGCS1,UBC,EGFR,STAT3
HMGCS1	SLC12A3	HMGCS1,UBC,SLC12A3
HMGCS1	ASS1	HMGCS1,UBC,USP7,GMPS,CAD,CPS1,ASS1
HMGCS1	HMOX2	HMGCS1,UBC,HMOX2
HMGCS1	PTGER4	HMGCS1,UBC,MDM2,ARRB1,PTGER4
HMGCS1	ERCC6	HMGCS1,UBC,NEDD8,CUL4A,DDB1,ERCC8,ERCC6
HMGCS1	TBX21	HMGCS1,UBC,ESR1,EP300,TBX21
HMGCS1	HIF1A	HMGCS1,UBC,HIF1A
HMGCS1	GLCCI1	HMGCS1,UBC,DCAF7,DYRK1B,GLCCI1
HMGCS1	CD1A	HMGCS1,UBC,TFRC,HFE,B2M,CD1A
HMGCS1	SPG7	HMGCS1,UBC,TOMM70A,SFXN2,SPG7
HMGCS1	CHST3	HMGCS1,UBC,CCNE1,RB1,KDM5B,CHST3
HMGCS1	SULT1C4	HMGCS1,UBC,SLC12A2,SULT1C4
HMGCS1	MECOM	HMGCS1,UBC,RNF2,BMI1,CBX4,CTBP1,MECOM
HMGCS1	TEK	HMGCS1,UBC,CBL,PLCG1,PDGFRB,RASA1,DOK2,TEK
HMGCS1	SULT1A1	HMGCS1,UBC,PRDX1,SRXN1,SULT1A1
HMGCS1	KCNJ1	HMGCS1,UBC,KCNJ1
HMGCS1	CYP11A1	HMGCS1,UBC,USP7,GMPS,CAD,DPYD,FDXR,FDX1,CYP11A1
HMGCS1	CCL11	HMGCS1,UBC,CXCR4,CCR5,CCL5,CCR3,CCL11
HMGCS1	AGTR1	HMGCS1,UBC,ARRB2,AGTR1
HMGCS1	ICMT	HMGCS1,UBC,HSP90AA1,RAF1,HRAS,ICMT
HMGCS1	SYK	HMGCS1,UBC,CBL,SYK
HMGCS1	DBH	HMGCS1,UBC,RHOA,ARHGAP1,CDC42,ITSN1,DBH
HMGCS1	ANKK1	HMGCS1,UBC,HSP90AA1,SUGT1,PHLPP1,ANKK1
HMGCS1	NTS	HMGCS1,UBC,GGA1,SORT1,NTS
HMGCS1	EPM2A	HMGCS1,UBC,NHLRC1,EPM2A
HMGCS1	CCK	HMGCS1,UBC,TRAF2,CCK
HMGCS1	G6PD	HMGCS1,UBC,G6PD
HMGCS1	HTR4	HMGCS1,UBC,ADRB2,HTR4
HMGCS1	EHF	HMGCS1,UBC,TRAF2,TNFRSF1B,EHF
HMGCS1	CDH4	HMGCS1,UBC,CTNNB1,CDH4
HMGCS1	CNTN4	HMGCS1,UBC,APP,CNTN4
HMGCS1	BCHE	HMGCS1,UBC,USP7,GMPS,CAD,BCHE
HMGCS1	LTF	HMGCS1,UBC,LTF
HMGCS1	MSH6	HMGCS1,UBC,PCNA,MSH6
HMGCS1	AFP	HMGCS1,UBC,AFP
HMGCS1	ESRRA	HMGCS1,UBC,ESR1,NCOA1,PPARG,PPARGC1A,ESRRG,ESRRA
HMGCS1	SERPINA6	HMGCS1,UBC,EGFR,EGF,ERBB4,SIRPG,SERPINA6
HMGCS1	CYP2D6	HMGCS1,UBC,POR,CYP2D6
HMGCS1	CACNG1	HMGCS1,UBC,VAPA,CACNG1
HMGCS1	CYP3A5	HMGCS1,UBC,CYB5A,CYP3A5
HMGCS1	DPEP1	HMGCS1,UBC,PCNA,CHAF1A,MBD1,DPEP1
HMGCS1	HRH1	HMGCS1,UBC,RPS3,MAGOH,ALYREF,THOC1,HRH1
HMGCS1	ABCC9	HMGCS1,UBC,LDHA,ABCC9
HMGCS1	GLP1R	HMGCS1,UBC,GLP1R
HMGCS1	SPTA1	HMGCS1,UBC,ACTN4,ACTN2,TTN,OBSCN,ANK1,SPTB,SPTA1
HMGCS1	PRCP	HMGCS1,UBC,PRCP
HMGCS1	HTR2A	HMGCS1,UBC,CBL,HTR2A
HMGCS1	NISCH	HMGCS1,UBC,NISCH
HMGCS1	CEL	HMGCS1,UBC,RPS3,MAGOH,SRSF7,TFPI,CELA3A,CEL
HMGCS1	GDF15	HMGCS1,UBC,PRPF8,PRPF4,PDF,GDF15
HMGCS1	RIPK1	HMGCS1,UBC,RIPK1
HMGCS1	SLC2A3	HMGCS1,UBC,SLC2A3
HMGCS1	FOXO3	HMGCS1,UBC,TP53,SIRT1,FOXO3
HMGCS1	HTR2B	HMGCS1,UBC,GNA11,HTR2B
HMGCS1	ALOX5	HMGCS1,UBC,ACTB,ALOX5
PLSCR1	DNM1L	PLSCR1,UBC,DNM1L
PLSCR1	KIF20A	PLSCR1,UBC,KIF20A
PLSCR1	ARL4C	PLSCR1,UBC,ARL4C
PLSCR1	TXNDC9	PLSCR1,UBC,TXNDC9
PLSCR1	CDK6	PLSCR1,UBC,CCND1,CDK6
PLSCR1	CDKN1A	PLSCR1,UBC,CDKN1A
PLSCR1	STUB1	PLSCR1,UBC,STUB1
PLSCR1	IKZF1	PLSCR1,UBC,HDAC1,IKZF1
PLSCR1	HMG20B	PLSCR1,UBC,HDAC1,KDM1A,HMG20B
PLSCR1	LYPLA1	PLSCR1,UBC,LYPLA1
PLSCR1	VAT1	PLSCR1,UBC,VAT1
PLSCR1	CNPY3	PLSCR1,UBC,EPRS,MARS,EEF1E1,NAT9,CNPY3
PLSCR1	YME1L1	PLSCR1,UBC,YME1L1
PLSCR1	TCFL5	PLSCR1,UBC,E2F1,TOPBP1,TCFL5
PLSCR1	MTHFD2	PLSCR1,UBC,ATIC,GART,MTHFD2
PLSCR1	PRSS23	PLSCR1,UBC,ELAVL1,PRSS23
PLSCR1	SLC2A6	PLSCR1,UBC,GALE,SLC2A6
PLSCR1	CHEK2	PLSCR1,UBC,TP53,CHEK2
PLSCR1	CLTC	PLSCR1,UBC,CLTC
PLSCR1	CANT1	PLSCR1,UBC,SGTA,CANT1
PLSCR1	CRK	PLSCR1,UBC,CBL,CRK
PLSCR1	CSRP1	PLSCR1,UBC,CSRP1
PLSCR1	ADRB2	PLSCR1,UBC,ADRB2
PLSCR1	DCTD	PLSCR1,UBC,PCNA,RFC4,DCTD
PLSCR1	GADD45A	PLSCR1,UBC,PCNA,GADD45A
PLSCR1	DLD	PLSCR1,UBC,DLST,DLD
PLSCR1	AGL	PLSCR1,UBC,AGL
PLSCR1	TSC22D3	PLSCR1,UBC,HSP90AA1,RAF1,TSC22D3
PLSCR1	DUSP3	PLSCR1,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,DUSP3
PLSCR1	DUSP4	PLSCR1,UBC,HSP90AA1,RAF1,MAP2K1,MAPK3,DUSP4
PLSCR1	E2F2	PLSCR1,UBC,E2F1,TFDP1,E2F2
PLSCR1	EGR1	PLSCR1,UBC,TP53,EGR1
PLSCR1	EIF4EBP1	PLSCR1,UBC,AKT1,MTOR,EIF4EBP1
PLSCR1	EIF5	PLSCR1,UBC,EIF3A,EIF3B,EIF5
PLSCR1	EPHB2	PLSCR1,UBC,ESR1,SRC,EPHB2
PLSCR1	ERBB3	PLSCR1,UBC,ERBB2,ERBB3
PLSCR1	ALAS1	PLSCR1,UBC,ALAS1
PLSCR1	COG2	PLSCR1,UBC,RAB1A,USO1,SCFD1,COG4,COG3,COG2
PLSCR1	PUF60	PLSCR1,UBC,RPS3,MAGOH,SRRM2,PUF60
PLSCR1	RAB11FIP2	PLSCR1,UBC,OPTN,RAB8A,RAB1B,RAB11A,RAB11FIP2
PLSCR1	RPIA	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1,EBNA1BP2,BRIX1,RPIA
PLSCR1	ALDOC	PLSCR1,UBC,ALDOC
PLSCR1	RBM34	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1,EBNA1BP2,BRIX1,RBM34
PLSCR1	GPATCH8	PLSCR1,UBC,GPATCH8
PLSCR1	RRS1	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,RRS1
PLSCR1	RRP12	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,RBM28,RRP12
PLSCR1	SIRT3	PLSCR1,UBC,SIRT3
PLSCR1	FOS	PLSCR1,UBC,JUN,FOS
PLSCR1	LSM5	PLSCR1,UBC,HSPA8,BCAS2,CDC5L,SNRPD2,SNRPD1,SNRPE,LSM3,LSM5
PLSCR1	PLA2G15	PLSCR1,UBC,ESR1,SRC,PEMT,PLA2G15
PLSCR1	EML3	PLSCR1,UBC,EML3
PLSCR1	TIPARP	PLSCR1,UBC,TP53,ATM,TIPARP
PLSCR1	PHGDH	PLSCR1,UBC,PHGDH
PLSCR1	TIMM9	PLSCR1,UBC,XIAP,HTRA2,TIMM9
PLSCR1	TNFRSF21	PLSCR1,UBC,TRAF2,TRADD,TNFRSF21
PLSCR1	SESN1	PLSCR1,UBC,SESN1
PLSCR1	GNA11	PLSCR1,UBC,GNA11
PLSCR1	GNAS	PLSCR1,UBC,GNAS
PLSCR1	GRB7	PLSCR1,UBC,ERBB2,GRB7
PLSCR1	GRB10	PLSCR1,UBC,IRS1,INSR,GRB10
PLSCR1	CHMP4A	PLSCR1,UBC,PDCD6IP,CHMP4A
PLSCR1	GTPBP8	PLSCR1,UBC,CUL1,FBXW11,CLPX,GTPBP8
PLSCR1	CXCL2	PLSCR1,UBC,RELA,IL8,CXCR2,CXCL2
PLSCR1	HLA-DMA	PLSCR1,UBC,CD74,HLA-DMA
PLSCR1	HMGCR	PLSCR1,UBC,HMGCR
PLSCR1	HMGCS1	PLSCR1,UBC,HMGCS1
PLSCR1	HMOX1	PLSCR1,UBC,HMOX1
PLSCR1	HSPA8	PLSCR1,UBC,HSPA8
PLSCR1	BIRC5	PLSCR1,UBC,AURKB,BIRC5
PLSCR1	HSPD1	PLSCR1,UBC,HSPD1
PLSCR1	IGFBP3	PLSCR1,UBC,GGA3,IGF2R,IGF2,IGFBP3
PLSCR1	APP	PLSCR1,UBC,APP
PLSCR1	INPP1	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,WDR12,INPP1
PLSCR1	INSIG1	PLSCR1,UBC,HMGCR,INSIG1
PLSCR1	ITGAE	PLSCR1,UBC,CDH1,ITGAE
PLSCR1	ITGB5	PLSCR1,UBC,ITGA5,ITGB1,ITGA7,ITGB5
PLSCR1	KIF5C	PLSCR1,UBC,APP,KIF5C
PLSCR1	KIT	PLSCR1,UBC,CBL,GRB2,KIT
PLSCR1	RHOA	PLSCR1,UBC,RHOA
PLSCR1	ACAT2	PLSCR1,UBC,HADHA,ACAT2
PLSCR1	LAMA3	PLSCR1,UBC,TUBG1,LAMA3
PLSCR1	LGALS8	PLSCR1,UBC,CALCOCO2,LGALS8
PLSCR1	FOXO4	PLSCR1,UBC,FOXO4
PLSCR1	MUC1	PLSCR1,UBC,CTNNB1,MUC1
PLSCR1	NFKB2	PLSCR1,UBC,NFKB2
PLSCR1	NFKBIA	PLSCR1,UBC,NFKBIA
PLSCR1	PNP	PLSCR1,UBC,PNP
PLSCR1	NPC1	PLSCR1,UBC,NPC1
PLSCR1	SLC11A2	PLSCR1,UBC,SLC11A2
PLSCR1	NVL	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,NVL
PLSCR1	OXA1L	PLSCR1,UBC,ATP5A1,ATP5B,ATP5O,UQCRC2,UQCRC1,UQCRFS1,COX5B,MT-CO2,OXA1L
PLSCR1	PAK1	PLSCR1,UBC,RAC1,PAK1
PLSCR1	COPS7A	PLSCR1,UBC,CUL1,COPS5,COPS7A
PLSCR1	PCBD1	PLSCR1,UBC,CTNNB1,HNF1A,PCBD1
PLSCR1	GOLT1B	PLSCR1,UBC,GOLT1B
PLSCR1	PCNA	PLSCR1,UBC,PCNA
PLSCR1	ATP6V1D	PLSCR1,UBC,ATP6V1H,ATP6V1D
PLSCR1	DHRS7	PLSCR1,UBC,DHRS7
PLSCR1	PLK1	PLSCR1,UBC,CHEK1,CDC25C,PLK1
PLSCR1	PMAIP1	PLSCR1,UBC,MCL1,PMAIP1
PLSCR1	PMM2	PLSCR1,UBC,PMM2
PLSCR1	CYCS	PLSCR1,UBC,ATP5A1,ATP5B,ATP5O,UQCRC2,UQCRC1,UQCRFS1,CYC1,CYCS
PLSCR1	POLE2	PLSCR1,UBC,PCNA,POLE,POLE2
PLSCR1	POLR2I	PLSCR1,UBC,POLR2A,POLR2I
PLSCR1	KCTD5	PLSCR1,UBC,KCTD5
PLSCR1	DDIT4	PLSCR1,UBC,DDIT4
PLSCR1	HERC6	PLSCR1,UBC,UBQLN2,HERC6
PLSCR1	PPP2R3C	PLSCR1,UBC,PPP2R3C
PLSCR1	FKBP14	PLSCR1,UBC,ESR1,EP300,HIST1H4A,FKBP14
PLSCR1	FAIM	PLSCR1,UBC,XIAP,FAIM
PLSCR1	PPP2R5E	PLSCR1,UBC,PPP2R1A,PPP2R5E
PLSCR1	STAP2	PLSCR1,UBC,CBL,STAP2
PLSCR1	KDM3A	PLSCR1,UBC,TCEAL4,TCEAL1,KDM3A
PLSCR1	PRKCH	PLSCR1,UBC,PRKCH
PLSCR1	EAPP	PLSCR1,UBC,EAPP
PLSCR1	ZNF395	PLSCR1,UBC,HDAC1,ZNF395
PLSCR1	PSMB8	PLSCR1,UBC,PSMA4,PSMB2,PSMB8
PLSCR1	MCOLN1	PLSCR1,UBC,CCNE1,FBXW7,MCOLN1
PLSCR1	BAD	PLSCR1,UBC,AKT1,BAD
PLSCR1	PTK2	PLSCR1,UBC,ESR1,SRC,PTK2
PLSCR1	TRIB3	PLSCR1,UBC,ATF4,TRIB3
PLSCR1	PTPN6	PLSCR1,UBC,EGFR,PTPN6
PLSCR1	POLD4	PLSCR1,UBC,POLD4
PLSCR1	PXN	PLSCR1,UBC,ESR1,SRC,PTK2,PXN
PLSCR1	RAC2	PLSCR1,UBC,RHOA,ARHGDIA,RAC2
PLSCR1	RAP1GAP	PLSCR1,UBC,RAP1B,RAP1GAP
PLSCR1	RELB	PLSCR1,UBC,NFKB2,RELB
PLSCR1	RGS2	PLSCR1,UBC,GNB1,GNAI3,RGS2
PLSCR1	MRPL12	PLSCR1,UBC,RPS3,RPL27A,RPL15,RPLP0,MRPL12
PLSCR1	SATB1	PLSCR1,UBC,HDAC1,SATB1
PLSCR1	SCP2	PLSCR1,UBC,OPTN,RAB8A,SCP2
PLSCR1	ABHD4	PLSCR1,UBC,ABHD4
PLSCR1	RBKS	PLSCR1,UBC,AHCY,RBKS
PLSCR1	SGCB	PLSCR1,UBC,SGCB
PLSCR1	SHB	PLSCR1,UBC,CBL,GRB2,SHB
PLSCR1	NT5DC2	PLSCR1,UBC,NT5DC2
PLSCR1	SLC1A4	PLSCR1,UBC,SLC1A4
PLSCR1	SMARCD2	PLSCR1,UBC,CCNE1,RB1,SMARCA4,SMARCD2
PLSCR1	SNAP25	PLSCR1,UBC,VAMP2,SNAP25
PLSCR1	BNIP3	PLSCR1,UBC,AKT1,BAD,BCL2,BNIP3
PLSCR1	BNIP3L	PLSCR1,UBC,AKT1,BAD,BCL2,BNIP3,BNIP3L
PLSCR1	SPAG4	PLSCR1,UBC,BRCA1,ACACA,SPAG4
PLSCR1	SPR	PLSCR1,UBC,POLR2A,INTS6,NABP2,SUGP1,SPR
PLSCR1	BPHL	PLSCR1,UBC,BPHL
PLSCR1	AURKA	PLSCR1,UBC,AURKA
PLSCR1	STK10	PLSCR1,UBC,STK10
PLSCR1	STXBP2	PLSCR1,UBC,VAMP2,STX4,ANXA3,STXBP2
PLSCR1	SUPV3L1	PLSCR1,UBC,SUPV3L1
PLSCR1	SUV39H1	PLSCR1,UBC,TRIM28,CBX5,SUV39H1
PLSCR1	TBX2	PLSCR1,UBC,PML,SUMO1,TBX2
PLSCR1	TGFBR2	PLSCR1,UBC,TGFBR1,TGFBR2
PLSCR1	TIAM1	PLSCR1,UBC,SQSTM1,PRKCZ,PARD6A,PARD3,TIAM1
PLSCR1	TLE1	PLSCR1,UBC,CTNNB1,LEF1,TLE1
PLSCR1	TLR4	PLSCR1,UBC,TRAF6,MYD88,TLR4
PLSCR1	TOP2A	PLSCR1,UBC,TOP2A
PLSCR1	TP53BP2	PLSCR1,UBC,TP53,TP53BP2
PLSCR1	TPM1	PLSCR1,UBC,ACTC1,TPM1
PLSCR1	UGDH	PLSCR1,UBC,UGDH
PLSCR1	IFRD2	PLSCR1,UBC,USP10,G3BP1,IFRD2
PLSCR1	TMEM109	PLSCR1,UBC,TMEM109
PLSCR1	CCDC86	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,NIP7,CCDC86
PLSCR1	CHAC1	PLSCR1,UBC,CHAC1
PLSCR1	MBOAT7	PLSCR1,UBC,ESR1,SRC,PEMT,MBOAT7
PLSCR1	CHMP6	PLSCR1,UBC,VPS36,VPS25,CHMP6
PLSCR1	FBXO11	PLSCR1,UBC,SKP2,SKP1,FBXO11
PLSCR1	FOSL1	PLSCR1,UBC,JUN,FOSL1
PLSCR1	NRIP1	PLSCR1,UBC,ESR1,NCOA1,RARA,NRIP1
PLSCR1	SMC1A	PLSCR1,UBC,USP15,WAPAL,SMC3,SMC1A
PLSCR1	CDC45	PLSCR1,UBC,MCM7,CDC45
PLSCR1	CASP2	PLSCR1,UBC,XIAP,CASP2
PLSCR1	TUBB6	PLSCR1,UBC,TUBB6
PLSCR1	MICALL1	PLSCR1,UBC,EHD4,EHD1,MICALL1
PLSCR1	AKR7A2	PLSCR1,UBC,AKR7A2
PLSCR1	PEX11A	PLSCR1,UBC,PEX3,PEX19,PEX11A
PLSCR1	INPP4B	PLSCR1,UBC,INPP4B
PLSCR1	IER3	PLSCR1,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,IER3
PLSCR1	CCNB1	PLSCR1,UBC,CCNB1
PLSCR1	TIMELESS	PLSCR1,UBC,MCM7,MCM5,MCM2,TIMELESS
PLSCR1	MAP7	PLSCR1,UBC,DHX9,MAP7
PLSCR1	DNAJA3	PLSCR1,UBC,HSPA9,DNAJA3
PLSCR1	PRPF4	PLSCR1,UBC,PRPF8,PRPF4
PLSCR1	SYNGR3	PLSCR1,UBC,SYNGR3
PLSCR1	VAPB	PLSCR1,UBC,VAPB
PLSCR1	ITGB1BP1	PLSCR1,UBC,RAP1B,KRIT1,ITGB1BP1
PLSCR1	PIGB	PLSCR1,UBC,SEC11A,TMED10,PIGB
PLSCR1	SPAG7	PLSCR1,UBC,SPAG7
PLSCR1	CD44	PLSCR1,UBC,ESR1,SRC,CD44
PLSCR1	IKBKE	PLSCR1,UBC,NFKBIA,IKBKE
PLSCR1	CD58	PLSCR1,UBC,PRPF8,PRPF6,CD2BP2,CD2,CD58
PLSCR1	EDEM1	PLSCR1,UBC,CANX,EDEM1
PLSCR1	USP6NL	PLSCR1,UBC,RHOA,ARHGAP1,CDC42,BAIAP2,EPS8,USP6NL
PLSCR1	KEAP1	PLSCR1,UBC,KEAP1
PLSCR1	CDK1	PLSCR1,UBC,CCNB1,CDK1
PLSCR1	KLHL21	PLSCR1,UBC,KLHL21
PLSCR1	CDC20	PLSCR1,UBC,CCNB1,CDC20
PLSCR1	CDC25A	PLSCR1,UBC,CUL1,BTRC,CDC25A
PLSCR1	MVP	PLSCR1,UBC,LDLR,LRPAP1,LRP1,MVP
PLSCR1	EIF4E	PLSCR1,UBC,AKT1,MTOR,EIF4EBP1,EIF4E
PLSCR1	FKBP4	PLSCR1,UBC,HSP90AA1,FKBP4
PLSCR1	RBL2	PLSCR1,UBC,E2F1,TFDP1,RBL1,E2F4,RBL2
PLSCR1	FKBP1A	PLSCR1,UBC,AKT1,MTOR,FKBP1A
PLSCR1	SCN5A	PLSCR1,UBC,CALM2,SCN5A
PLSCR1	SCAP	PLSCR1,UBC,HMGCR,INSIG1,SCAP
PLSCR1	FOXA3	PLSCR1,UBC,CUL1,BTRC,HIVEP1,IRF2BP2,FOXA3
PLSCR1	COQ2	PLSCR1,UBC,COQ2
PLSCR1	HNF1A	PLSCR1,UBC,CTNNB1,HNF1A
PLSCR1	USP24	PLSCR1,UBC,USP24
PLSCR1	LPA	PLSCR1,UBC,CANX,LPA
PLSCR1	ACTR2	PLSCR1,UBC,ACTR2
PLSCR1	PAPOLA	PLSCR1,UBC,POLR2A,GTF2F1,GTF2B,TBP,BRF1,GTF3C3,CPSF2,CPSF3,PAPOLA
PLSCR1	SLIT1	PLSCR1,UBC,USP33,ROBO1,SLIT1
PLSCR1	TBP	PLSCR1,UBC,POLR2A,GTF2F1,GTF2B,TBP
PLSCR1	PLA2G6	PLSCR1,UBC,HSP90AA1,SUGT1,PHLPP1,PLA2G6
PLSCR1	YAP1	PLSCR1,UBC,TP73,YAP1
PLSCR1	DYNC2H1	PLSCR1,UBC,DYNC2H1
PLSCR1	EWSR1	PLSCR1,UBC,EWSR1
PLSCR1	MKI67	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,MKI67
PLSCR1	KDM5C	PLSCR1,UBC,UBE2D2,CNOT4,KDM5C
PLSCR1	PDGFA	PLSCR1,UBC,CBL,CRK,PDGFRA,PDGFA
PLSCR1	PDGFC	PLSCR1,UBC,CBL,CRK,PDGFRA,PDGFC
PLSCR1	PDGFD	PLSCR1,UBC,CBL,PLCG1,PDGFRB,PDGFD
PLSCR1	NR1I2	PLSCR1,UBC,ESR1,NCOA1,NR1I2
PLSCR1	ADRA2A	PLSCR1,UBC,GNAO1,ADRA2A
PLSCR1	GFER	PLSCR1,UBC,CUL1,COPS5,GFER
PLSCR1	GABPA	PLSCR1,UBC,ESR1,EP300,GABPA
PLSCR1	APOB	PLSCR1,UBC,APOB
PLSCR1	HSF1	PLSCR1,UBC,YWHAE,HSF1
PLSCR1	PON1	PLSCR1,UBC,CCNB1,CDC20,BUB1B,BUB1,CASC5,MIS12,APOA1,PON1
PLSCR1	CD34	PLSCR1,UBC,CBL,CRKL,CD34
PLSCR1	MBP	PLSCR1,UBC,HSP90AA1,RAF1,MAP2K1,MAPK1,MBP
PLSCR1	CDC25C	PLSCR1,UBC,CHEK1,CDC25C
PLSCR1	PKN1	PLSCR1,UBC,RHOA,PKN1
PLSCR1	PKN3	PLSCR1,UBC,PKN3
PLSCR1	CYP2A13	PLSCR1,UBC,USP7,GMPS,CAD,CYP2A13
PLSCR1	CTSB	PLSCR1,UBC,ATP5A1,ATP5B,ATP5C1,NDUFB9,NDUFA2,NDUFB10,GOPC,CTSL1,CSTA,CTSB
PLSCR1	CAMK2A	PLSCR1,UBC,CBL,FYN,GRIN2A,DLG4,GRIN2B,CAMK2A
PLSCR1	HSD17B3	PLSCR1,UBC,MAP3K7,EIF2AK2,EIF2S1,EIF2B1,HSD17B3
PLSCR1	IAPP	PLSCR1,UBC,IDE,IAPP
PLSCR1	SMAD2	PLSCR1,UBC,SMAD2
PLSCR1	THBD	PLSCR1,UBC,ATXN3,KCTD10,SERPINC1,F2,THBD
PLSCR1	DFFB	PLSCR1,UBC,HM13,DFFB
PLSCR1	DNMT3B	PLSCR1,UBC,HDAC1,DNMT3B
PLSCR1	HDAC6	PLSCR1,UBC,RPS3,RPS27A,HDAC6
PLSCR1	CHD4	PLSCR1,UBC,HDAC1,CHD4
PLSCR1	PDE6H	PLSCR1,UBC,GNB2,GNGT1,PDE6H
PLSCR1	PDE6G	PLSCR1,UBC,CBL,GRB2,DNM2,PDE6G
PLSCR1	PDE6B	PLSCR1,UBC,PPIA,PPP3CA,PDE6B
PLSCR1	PDE6C	PLSCR1,UBC,PPIA,PPP3CA,PDE6C
PLSCR1	PDE6D	PLSCR1,UBC,AKT1,MTOR,RHEB,PDE6D
PLSCR1	PDE6A	PLSCR1,UBC,HSPA8,BCAS2,PLRG1,SF3B1,SF3A2,CHERP,PDE6A
PLSCR1	PDE1A	PLSCR1,UBC,HSP90AA1,RAF1,YWHAZ,PDE1A
PLSCR1	PDE1C	PLSCR1,UBC,ACTB,NCALD,PDE1C
PLSCR1	PDE1B	PLSCR1,UBC,TERF1,TINF2,POT1,PDE1B
PLSCR1	PGR	PLSCR1,UBC,ESR1,NCOA1,PGR
PLSCR1	HLA-DQA1	PLSCR1,UBC,HLA-DQA1
PLSCR1	EEF2K	PLSCR1,UBC,CUL1,FBXW11,EEF2K
PLSCR1	NF2	PLSCR1,UBC,NF2
PLSCR1	SREBF1	PLSCR1,UBC,SREBF1
PLSCR1	SLC15A1	PLSCR1,UBC,CFTR,PDZD3,SLC15A1
PLSCR1	LIPC	PLSCR1,UBC,APOB,LIPC
PLSCR1	CYP3A7	PLSCR1,UBC,USP7,GMPS,CAD,CYP3A7
PLSCR1	DDR2	PLSCR1,UBC,DDR2
PLSCR1	NFE2	PLSCR1,UBC,NFE2L2,NFE2
PLSCR1	TIGD1	PLSCR1,UBC,PCNA,TIGD1
PLSCR1	EIF4E2	PLSCR1,UBC,EIF3A,EIF3H,EIF4E2
PLSCR1	MAD1L1	PLSCR1,UBC,CCNB1,CDC20,MAD2L1,MAD1L1
PLSCR1	FGD4	PLSCR1,UBC,ACTA1,FGD4
PLSCR1	DSCAM	PLSCR1,UBC,RAC1,PAK1,DSCAM
PLSCR1	FZD3	PLSCR1,UBC,MYO6,GIPC1,FZD3
PLSCR1	ARHGEF10	PLSCR1,UBC,HSPA8,BCAS2,CDC5L,SNRPD2,SNRPD1,LSM6,SART3,ARHGEF10
PLSCR1	EPHA5	PLSCR1,UBC,EPHA2,EFNA1,EPHA5
PLSCR1	EPHA6	PLSCR1,UBC,EPHA2,EFNA1,EPHA6
PLSCR1	PDCD4	PLSCR1,UBC,EIF4A1,PDCD4
PLSCR1	KRT19	PLSCR1,UBC,RPS3,MAGOH,KRT19
PLSCR1	S100A10	PLSCR1,UBC,S100A10
PLSCR1	SDS	PLSCR1,UBC,EPRS,SDS
PLSCR1	UBR1	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,NSA2,ZNF593,UBR1
PLSCR1	CHKA	PLSCR1,UBC,SKP2,CHKA
PLSCR1	FABP1	PLSCR1,UBC,ESR1,NCOA1,PPARG,FABP1
PLSCR1	ACTC1	PLSCR1,UBC,ACTC1
PLSCR1	MT1F	PLSCR1,UBC,RPS3,RPL27A,RPL5,MRTO4,MKI67IP,NOP2,MT1F
PLSCR1	TEAD1	PLSCR1,UBC,TP73,YAP1,TEAD1
PLSCR1	CRISPLD2	PLSCR1,UBC,CALM2,IQCB1,CRISPLD2
PLSCR1	KCNMB1	PLSCR1,UBC,ATP5A1,ATP5B,ATP5O,UQCRC2,UQCRC1,UQCRFS1,COX5B,MT-CO2,MT-CO1,KCNMB1
PLSCR1	GRK4	PLSCR1,UBC,RHOA,ARHGAP1,CDC42,IQGAP1,CALM1,GRK4
PLSCR1	NOS1AP	PLSCR1,UBC,ACTA2,CNN2,ZYX,NOS1AP
