gene1,gene2,weight
PARP1,UBC,0.997
PARP1,E2F1,0.812
PARP1,ERCC6,0.576
PARP1,EPHA2,0.264
PARP1,EFNA1,0.261
PARP1,CDC5L,0.213
PARP1,HDAC1,0.583
PARP1,BMI1,0.564
PARP1,PCNA,0.982
PARP1,EPHA6,0.252
PARP1,RHOA,0.277
EPRS,CFTR,0.190912
EPRS,HSPA8,0.320533
EPRS,NEDD8,0.426
EPRS,EIF2S1,0.273
EPRS,SDS,0.43928
EPRS,ABCC9,0.190912
EPRS,ATP5B,0.19455
EPRS,POLR1A,0.716
EPRS,PIK3CA,0.21537800000000001
EPRS,CAD,0.956751
EPRS,CDK2,0.35944299999999996
EPRS,RPS27A,0.47284
EPRS,EGFR,0.293
EPRS,PDCD4,0.223
EPRS,PDF,0.22477600000000003
EPRS,DLG4,0.162166
EPRS,EIF4A1,0.307665
EPRS,RPN1,0.20628400000000002
EPRS,NSA2,0.165
EPRS,CPSF2,0.175
EPRS,HSP90B1,0.19895
EPRS,PRPF8,0.176
EPRS,POLR2B,0.558608
EPRS,CDC42,0.538
EPRS,POLR2A,0.288
EPRS,CUL1,0.20338
EPRS,HSP90AA1,0.67508
EPRS,SF3B1,0.629364
EPRS,UBC,0.9972190000000001
EPRS,RPL27A,0.183
EPRS,MTOR,0.21537800000000001
EPRS,RNF2,0.321
EPRS,EIF3A,0.712
EPRS,MAP3K7,0.21592399999999998
EPRS,SFXN2,0.199759
EPRS,DPYD,0.28444
EPRS,RPL5,0.45
EPRS,MRTO4,0.236
EPRS,NOP2,0.55774
EPRS,CHEK1,0.156
EPRS,CPS1,0.8048930000000001
EPRS,CDK5,0.606952
EPRS,GMPS,0.83337
EPRS,RPS3,0.24
KDM5B,CAD,0.264736
KDM5B,FBXW11,0.380357
KDM5B,RB1,0.9223950000000001
KDM5B,CBX4,0.443
KDM5B,GRIN2B,0.443
KDM5B,CTBP1,0.185704
KDM5B,PRPF8,0.185704
KDM5B,CDC20,0.443
KDM5B,POLR2A,0.17391500000000001
KDM5B,UBC,0.905
KDM5B,CHD4,0.15637
KDM5B,SMARCA4,0.190225
KDM5B,HIST1H4A,0.214
KDM5B,CHST3,0.551
KDM5B,HDAC1,0.912
KDM5B,PRPF4,0.74
KDM5B,SUV39H1,0.201
KDM5B,CPS1,0.24652
KDM5B,CNOT4,0.5465800000000001
KIF14,CCNB1,0.16761600000000001
KIF14,MAD1L1,0.232
KIF14,CDK2,0.172044
KIF14,PAK1,0.165
KIF14,BUB1B,0.224
KIF14,MAD2L1,0.387808
KIF14,TUBA1A,0.191
KIF14,BUB1,0.300202
KIF14,CDC20,0.246865
KIF14,SIRT7,0.313
KIF14,TUBB4B,0.191
KIF14,UBC,0.83
KIF14,DYNC2H1,0.222
RNF2,POLR2E,0.321
RNF2,SART3,0.321
RNF2,KCTD10,0.321
RNF2,CANX,0.321
RNF2,TRAF2,0.321
RNF2,NEDD8,0.574
RNF2,TRIM28,0.321
RNF2,EIF2S1,0.321
RNF2,THOC1,0.321
RNF2,ATP5B,0.321
RNF2,SMARCB1,0.177432
RNF2,POLR1A,0.321
RNF2,PPARGC1A,0.576
RNF2,IQGAP1,0.321
RNF2,TP53,0.802
RNF2,CBX4,0.865
RNF2,TERF1,0.306
RNF2,APP,0.321
RNF2,MKI67IP,0.321
RNF2,ATP5O,0.321
RNF2,RPN1,0.321
RNF2,MAD2L1,0.321
RNF2,NSA2,0.321
RNF2,SNRPD1,0.321
RNF2,PRPF8,0.321
RNF2,DCAF7,0.321
RNF2,POLR2B,0.321
RNF2,CALR,0.321
RNF2,SF3B1,0.347
RNF2,TUBB4B,0.321
RNF2,SNRPD2,0.321
RNF2,USP7,0.849
RNF2,TTN,0.321
RNF2,UBC,0.997
RNF2,RPL27A,0.321
RNF2,ATP5C1,0.321
RNF2,CALM1,0.321
RNF2,CHD4,0.408591
RNF2,SMARCA4,0.321
RNF2,TFRC,0.321
RNF2,EPRS,0.321
RNF2,EIF3A,0.321
RNF2,BCAS2,0.321
RNF2,SFXN2,0.321
RNF2,PPP1R3D,0.321
RNF2,MAGOH,0.321
RNF2,HDAC1,0.505
RNF2,MRTO4,0.321
RNF2,TFDP1,0.302
RNF2,BMI1,0.999
RNF2,AFP,0.321
RNF2,UBE2D2,0.982
RNF2,NOP2,0.321
RNF2,EWSR1,0.321
RNF2,MBD1,0.576
RNF2,MDM2,0.566
RNF2,ALYREF,0.321
RNF2,LDHA,0.321
EPM2A,MAPK1,0.303
EPM2A,PHLPP1,0.167
EPM2A,PIK3CA,0.19
EPM2A,MAD2L1,0.218
EPM2A,NSA2,0.19111
EPM2A,MAP2K1,0.269
EPM2A,GSK3B,0.613
EPM2A,UBC,0.818
EPM2A,NHLRC1,0.998
EPM2A,MTOR,0.19
EPM2A,PPP1R3D,0.576
EPM2A,MRTO4,0.36103
EPM2A,PPP3CA,0.304
SERPINC1,KCTD10,0.999
SERPINC1,APOB,0.165
SERPINC1,PLCG1,0.293
SERPINC1,F2,0.9838610000000001
SERPINC1,LPA,0.297578
SERPINC1,SERPINA6,0.204336
SERPINC1,UBC,0.812
SERPINC1,ATXN3,0.917
SERPINC1,EWSR1,0.267
DDR2,HSP90AA1,0.234
DDR2,UBC,0.832
DDR2,SRC,0.807
SPTA1,ACTA2,0.196
SPTA1,CNN2,0.277
SPTA1,CBL,0.482
SPTA1,ANK1,0.83167
SPTA1,NDUFB10,0.152
SPTA1,ACTC1,0.196
SPTA1,ZYX,0.209
SPTA1,GRB2,0.303
SPTA1,UBC,0.722
SPTA1,ACTB,0.196
SPTA1,ACTA1,0.644
SPTA1,ACTR2,0.196
SPTA1,SPTB,0.996
SPTA1,TGFB1I1,0.210272
SPTA1,ACTL6A,0.196
EFNA1,RIPK1,0.21197399999999997
EFNA1,EPHA5,0.970685
EFNA1,CRK,0.157
EFNA1,CRKL,0.157
EFNA1,EPHA2,0.998401
EFNA1,PARP1,0.261
EFNA1,MAP3K7,0.21197399999999997
EFNA1,EPHA6,0.970685
EFNA1,CAMK2A,0.252
GOPC,CFTR,0.809
GOPC,RRAS2,0.169
GOPC,RHEB,0.169
GOPC,EP300,0.158
GOPC,NDUFB10,0.96
GOPC,HRAS,0.169
GOPC,CDC42,0.599
GOPC,CTSB,0.213
GOPC,UBC,0.296
GOPC,CTSL1,0.858
GOPC,IRF2BP2,0.96
GOPC,DPYD,0.763
MKI67,CBX5,0.576
MKI67,CBX4,0.306
MKI67,MKI67IP,0.98
MKI67,SIRT7,0.313
MKI67,UBC,0.944
MKI67,FYN,0.219
MKI67,SRC,0.288
S100A10,CTSB,0.576
S100A10,UBC,0.978
EIF3A,HSPA8,0.179488
EIF3A,EIF2AK2,0.612514
EIF3A,NEDD8,0.25
EIF3A,EIF2S1,0.9603520000000001
EIF3A,APC,0.567
EIF3A,EP300,0.1567
EIF3A,POLR1A,0.433
EIF3A,CAD,0.695
EIF3A,CDK2,0.309
EIF3A,RPS27A,0.25
EIF3A,PDCD4,0.158
EIF3A,EIF4A1,0.27228
EIF3A,NSA2,0.43771899999999997
EIF3A,CPSF2,0.222
EIF3A,HSP90B1,0.24516300000000002
EIF3A,TUBA1A,0.212
EIF3A,PRPF8,0.21
EIF3A,YWHAZ,0.307
EIF3A,POLR2B,0.182
EIF3A,POLR2A,0.165
EIF3A,HSP90AA1,0.264736
EIF3A,SF3B1,0.157
EIF3A,UBC,0.998
EIF3A,CTSL1,0.205
EIF3A,SMARCA4,0.199
EIF3A,EPRS,0.712
EIF3A,RNF2,0.321
EIF3A,RPL5,0.183
EIF3A,GTF2B,0.8796200000000001
EIF3A,CDC5L,0.245
EIF3A,ZNF593,0.276
EIF3A,NOP2,0.506
EIF3A,CPS1,0.672
EIF3A,GMPS,0.535
EIF3A,EIF3H,0.9991680000000001
EIF3A,RPS3,0.496752
EIF3A,BRF1,0.388
MAP3K7,MAPK1,0.194
MAP3K7,HSPA8,0.255
MAP3K7,BIRC2,0.96
MAP3K7,EIF2AK2,0.999072
MAP3K7,FZD3,0.152
MAP3K7,TRAF2,0.861
MAP3K7,APC,0.263
MAP3K7,RIPK1,0.961
MAP3K7,PHLPP1,0.681292
MAP3K7,YWHAE,0.168
MAP3K7,STAT3,0.819
MAP3K7,CAD,0.252
MAP3K7,AKT1,0.165728
MAP3K7,CALM2,0.24
MAP3K7,RPS27A,0.216
MAP3K7,FZD1,0.152
MAP3K7,PDF,0.461
MAP3K7,DLG4,0.503426
MAP3K7,MAD2L1,0.182809
MAP3K7,MAP2K1,0.239
MAP3K7,YWHAZ,0.168
MAP3K7,NRIP1,0.576
MAP3K7,HSP90AA1,0.663
MAP3K7,EIF4EBP1,0.213
MAP3K7,UBC,0.999
MAP3K7,CALM1,0.21
MAP3K7,ACTB,0.215
MAP3K7,COPS5,0.179
MAP3K7,SMARCA4,0.269
MAP3K7,HIST1H4A,0.183
MAP3K7,EPRS,0.21592399999999998
MAP3K7,EFNA1,0.21197399999999997
MAP3K7,ZNF593,0.157
MAP3K7,SYK,0.57
MAP3K7,HIVEP1,0.24265
MAP3K7,PPP3CA,0.2899
MAP3K7,NOP2,0.462
MAP3K7,RPS3,0.155
CD2,EP300,0.159
CD2,CD2BP2,0.992
CD2,UBC,0.504
CD2,FYN,0.564
CD2,CD58,0.986
CD58,CD2,0.986
BCAS2,ESR1,0.567
BCAS2,SF3A2,0.895
BCAS2,HSPA8,0.999
BCAS2,TFPI,0.644
BCAS2,PLD2,0.227
BCAS2,EP300,0.159
BCAS2,PPARG,0.567
BCAS2,SNRPD1,0.67604
BCAS2,PRPF8,0.824
BCAS2,PGR,0.567
BCAS2,SF3B1,0.574
BCAS2,PLD1,0.227
BCAS2,UBC,0.797
BCAS2,DNM2,0.173
BCAS2,POT1,0.158
BCAS2,RNF2,0.321
BCAS2,MAGOH,0.9964280000000001
BCAS2,CDC5L,0.999
BCAS2,PLRG1,0.9991110000000001
SFXN2,CAD,0.31042600000000004
SFXN2,SPG7,0.98
SFXN2,TOMM70A,0.898
SFXN2,UBC,0.637
SFXN2,EPRS,0.199759
SFXN2,RNF2,0.321
SFXN2,CPS1,0.2035
SFXN2,GMPS,0.263
MYO6,NCALD,0.158
MYO6,ACTA2,0.2467
MYO6,PDE6A,0.158
MYO6,APC,0.167
MYO6,ANK1,0.16485999999999998
MYO6,IQGAP1,0.252
MYO6,TP53,0.173
MYO6,CALM2,0.229
MYO6,PAK1,0.606
MYO6,USP25,0.749
MYO6,MKI67IP,0.206
MYO6,ACTC1,0.2467
MYO6,HSP90B1,0.244
MYO6,YWHAZ,0.151
MYO6,CDC42,0.379
MYO6,POLR2A,0.576
MYO6,HSP90AA1,0.244
MYO6,GRB2,0.155
MYO6,GIPC1,0.974
MYO6,UBC,0.984
MYO6,DNM2,0.19192
MYO6,CALM1,0.229
MYO6,ACTB,0.2467
MYO6,ACTA1,0.66613
MYO6,PDE6C,0.158
MYO6,PRPF4,0.214
MYO6,TNFRSF1B,0.155
MYO6,ACTR2,0.19
MYO6,PPP3CA,0.24931
MYO6,MYO9B,0.156
MYO6,KCNIP1,0.158
MYO6,ACTL6A,0.19
MYO6,PDE6B,0.159
BTRC,FZD3,0.207
BTRC,NEDD8,0.847
BTRC,CCNB1,0.567
BTRC,APC,0.947
BTRC,CCNE1,0.804
BTRC,PHLPP1,0.819
BTRC,PRDX1,0.158
BTRC,EEF2K,0.9681280000000001
BTRC,EP300,0.576
BTRC,FBXW11,0.969217
BTRC,TP53,0.807
BTRC,AKT1,0.499
BTRC,RPS27A,0.24
BTRC,SKP2,0.576
BTRC,RASA1,0.576
BTRC,TERF1,0.576
BTRC,PDCD4,0.982
BTRC,YAP1,0.643
BTRC,FZD1,0.207
BTRC,DDB1,0.384
BTRC,MAP2K1,0.576
BTRC,CDC20,0.625948
BTRC,HRAS,0.576
BTRC,NFE2,0.608
BTRC,GSK3B,0.991
BTRC,CUL1,0.999072
BTRC,HSP90AA1,0.234
BTRC,FOXO3,0.576
BTRC,CTNNB1,0.999
BTRC,UBC,0.882
BTRC,E2F1,0.164
BTRC,DNM2,0.293
BTRC,PRPF4,0.174
BTRC,CUL4A,0.567
BTRC,BMI1,0.576
BTRC,E2F4,0.292
BTRC,HIVEP1,0.959
BTRC,NFE2L2,0.184
BTRC,UBE2D2,0.789
BTRC,MDM2,0.57
BTRC,PLRG1,0.151
DPYD,FKBP4,0.157
DPYD,UQCRC1,0.169
DPYD,POLR2E,0.175
DPYD,MSH2,0.284
DPYD,MSH6,0.284
DPYD,NEDD8,0.386
DPYD,ASS1,0.17346
DPYD,PDE6A,0.258
DPYD,SDS,0.173272
DPYD,FDX1,0.254
DPYD,CAD,0.983144
DPYD,UQCRC2,0.169
DPYD,RPS27A,0.386
DPYD,ATP5A1,0.171146
DPYD,PDF,0.228
DPYD,DLG4,0.5173300000000001
DPYD,EIF4A1,0.253711
DPYD,UQCRFS1,0.313288
DPYD,CTNNB1,0.157
DPYD,UBC,0.84
DPYD,COPS5,0.22041999999999998
DPYD,EPRS,0.28444
DPYD,GOPC,0.763
DPYD,RPL5,0.156
DPYD,GTF2B,0.579
DPYD,PDE6C,0.258
DPYD,ZNF593,0.275
DPYD,MRTO4,0.21796
DPYD,FKBP1A,0.157
DPYD,PPP3CA,0.233
DPYD,NOP2,0.156
DPYD,CPS1,0.91964
DPYD,GMPS,0.72844
DPYD,PDE6B,0.258
DPYD,EIF3H,0.156
DPYD,LDHA,0.35942199999999996
DPYD,BRF1,0.237
DPYD,FDXR,0.7772060000000001
RPL5,FKBP4,0.33962
RPL5,CBX5,0.298
RPL5,HSPA8,0.183
RPL5,NEDD8,0.687786
RPL5,EIF2S1,0.255
RPL5,ATP5B,0.718
RPL5,POLR1A,0.6978479999999999
RPL5,CAD,0.588788
RPL5,TP53,0.876
RPL5,RPS27A,0.9906020000000001
RPL5,PDCD4,0.6128319999999999
RPL5,ATP5A1,0.72
RPL5,MKI67IP,0.9685
RPL5,ATP5O,0.621
RPL5,EIF4A1,0.548262
RPL5,NSA2,0.831304
RPL5,TUBA1A,0.619417
RPL5,PRPF8,0.241
RPL5,UQCRFS1,0.156
RPL5,YWHAZ,0.183928
RPL5,POLR2B,0.815014
RPL5,POLR2A,0.6978479999999999
RPL5,CUL1,0.19003
RPL5,SIRT7,0.313
RPL5,HSP90AA1,0.67198
RPL5,UBC,0.997693
RPL5,RPL27A,0.999984
RPL5,ATP5C1,0.49
RPL5,COPS5,0.249558
RPL5,MTOR,0.462
RPL5,MT-CO2,0.157
RPL5,EPRS,0.45
RPL5,EIF3A,0.183
RPL5,DPYD,0.156
RPL5,MRTO4,0.997453
RPL5,SYK,0.276
RPL5,SUGT1,0.175
RPL5,FKBP1A,0.33962
RPL5,NOP2,0.97606
RPL5,CPS1,0.453325
RPL5,MDM2,0.999
RPL5,PPIA,0.181
RPL5,GMPS,0.759
RPL5,EIF4E,0.16
RPL5,EIF3H,0.494
RPL5,RPS3,0.9981979999999999
GTF2B,ESRRA,0.576
GTF2B,ESR1,0.808
GTF2B,POLR2E,0.937686
GTF2B,PAPOLA,0.303
GTF2B,TBP,0.9990959999999999
GTF2B,NEDD8,0.18919
GTF2B,EP300,0.58
GTF2B,POLR1A,0.344144
GTF2B,GTF3C3,0.436
GTF2B,YWHAE,0.591
GTF2B,CAD,0.210272
GTF2B,CDK2,0.305
GTF2B,CTBP1,0.57
GTF2B,POLR2B,0.964441
GTF2B,POLR2A,0.9972129999999999
GTF2B,NCOA1,0.576
GTF2B,INSIG1,0.343
GTF2B,UBC,0.95086
GTF2B,ERCC6,0.363
GTF2B,EIF3A,0.8796200000000001
GTF2B,DPYD,0.579
GTF2B,GTF2F1,0.999
GTF2B,CDK5,0.191
GTF2B,HSF1,0.605104
GTF2B,RPS3,0.201
GTF2B,FDXR,0.237
PPP1R3D,ADRA2A,0.576
PPP1R3D,YWHAZ,0.215
PPP1R3D,GNPDA1,0.16672
PPP1R3D,GRB2,0.154
PPP1R3D,UBC,0.688
PPP1R3D,FYN,0.318
PPP1R3D,DRD2,0.808
PPP1R3D,ACTA1,0.576
PPP1R3D,RNF2,0.321
PPP1R3D,EPM2A,0.576
PPP1R3D,ADRA2B,0.576
PPP1R3D,USP46,0.999
PDE6C,ACTA2,0.15456199999999998
PDE6C,RRAS2,0.194
PDE6C,RHEB,0.194
PDE6C,PHLPP1,0.402535
PDE6C,PDE6H,0.2839
PDE6C,YAP1,0.200773
PDE6C,ACTC1,0.15456199999999998
PDE6C,MAD2L1,0.207
PDE6C,HRAS,0.194
PDE6C,DYRK1B,0.153
PDE6C,PDE6G,0.2839
PDE6C,GP1BA,0.203
PDE6C,PLSCR1,0.27
PDE6C,DNM2,0.161
PDE6C,ACTB,0.15456199999999998
PDE6C,ACTA1,0.15456199999999998
PDE6C,MYO6,0.158
PDE6C,DPYD,0.258
PDE6C,PPP3CA,0.476782
MAGOH,POLR2E,0.183
MAGOH,HSPA8,0.996
MAGOH,NEDD8,0.225
MAGOH,PRDX1,0.996376
MAGOH,ACTC1,0.996
MAGOH,EIF4A1,0.24024099999999998
MAGOH,LSM6,0.246
MAGOH,SNRPD1,0.997008
MAGOH,PRPF8,0.996288
MAGOH,SRSF7,0.9966719999999999
MAGOH,SF3B1,0.996252
MAGOH,SNRPD2,0.9976079999999999
MAGOH,UBC,0.926609
MAGOH,RPL27A,0.996308
MAGOH,ACTB,0.996
MAGOH,HIST1H4A,0.996
MAGOH,KRT19,0.996
MAGOH,RNF2,0.321
MAGOH,BCAS2,0.9964280000000001
MAGOH,CDC5L,0.9963
MAGOH,MRTO4,0.179
MAGOH,BMI1,0.321
MAGOH,FKBP1A,0.223
MAGOH,ALYREF,0.99821
MAGOH,PLRG1,0.9964559999999999
MAGOH,RPS3,0.9964280000000001
CDC5L,SF3A2,0.995
CDC5L,HSPA8,0.7429439999999999
CDC5L,MSH2,0.285923
CDC5L,MSH6,0.296661
CDC5L,CPSF3,0.320438
CDC5L,CDKN1A,0.679
CDC5L,TRIM28,0.232
CDC5L,CCNB1,0.375
CDC5L,PHLPP1,0.303
CDC5L,SMARCB1,0.233
CDC5L,EP300,0.225
CDC5L,POLR1A,0.166627
CDC5L,YWHAE,0.213
CDC5L,STAT3,0.213
CDC5L,CAD,0.179
CDC5L,MAD1L1,0.308166
CDC5L,SLIT1,0.184
CDC5L,PRPF6,0.308166
CDC5L,CDK2,0.595
CDC5L,IQGAP1,0.233
CDC5L,BUB1B,0.233
CDC5L,EIF4A1,0.338248
CDC5L,USP24,0.26415500000000003
CDC5L,LSM6,0.246
CDC5L,MELK,0.646
CDC5L,CPSF2,0.319671
CDC5L,HSP90B1,0.232
CDC5L,SNRPD1,0.993
CDC5L,TUBA1A,0.233
CDC5L,DDB1,0.28383
CDC5L,BUB1,0.368713
CDC5L,PRPF8,0.987685
CDC5L,CDC20,0.213
CDC5L,YWHAZ,0.306
CDC5L,POLR2B,0.223
CDC5L,POLR2A,0.18101099999999998
CDC5L,CDC25C,0.238
CDC5L,SRSF7,0.233
CDC5L,CUL1,0.384154
CDC5L,GP1BA,0.184
CDC5L,HSP90AA1,0.291292
CDC5L,SF3B1,0.98831
CDC5L,CASC5,0.213
CDC5L,TUBB4B,0.276
CDC5L,SNRPD2,0.998
CDC5L,UBC,0.738
CDC5L,E2F1,0.161
CDC5L,DNM2,0.36064
CDC5L,ERCC6,0.152
CDC5L,ACTB,0.232
CDC5L,COPS5,0.232
CDC5L,SMARCA4,0.49383999999999995
CDC5L,PARP1,0.213
CDC5L,EIF3A,0.245
CDC5L,BCAS2,0.999
CDC5L,MAGOH,0.9963
CDC5L,HDAC1,0.28
CDC5L,TFDP1,0.22218600000000002
CDC5L,SUGT1,0.318904
CDC5L,ACTR2,0.232
CDC5L,E2F4,0.161
CDC5L,HIVEP1,0.24
CDC5L,DSP,0.232
CDC5L,NOP2,0.35875100000000004
CDC5L,CHEK1,0.233
CDC5L,ACTL6A,0.306632
CDC5L,EWSR1,0.213
CDC5L,CPS1,0.175
CDC5L,PPIA,0.28922600000000004
CDC5L,GMPS,0.301144
CDC5L,PLRG1,0.999185
CDC5L,HSF1,0.183
CDC5L,RPS3,0.700579
CDC5L,CHERP,0.232
PTPN1,ESR1,0.58
PTPN1,MAPK1,0.698
PTPN1,NEDD8,0.177
PTPN1,ASS1,0.159
PTPN1,RRAS2,0.594
PTPN1,PDGFRB,0.94
PTPN1,PHLPP1,0.359
PTPN1,PLD2,0.576
PTPN1,STAT3,0.812
PTPN1,CDK2,0.263
PTPN1,AKT1,0.566
PTPN1,EGFR,0.99
PTPN1,NCK1,0.669
PTPN1,CRK,0.576
PTPN1,MAP2K1,0.357
PTPN1,INSR,0.999
PTPN1,IRS1,0.808
PTPN1,GSK3B,0.59
PTPN1,GRB2,0.965
PTPN1,PTK2,0.567
PTPN1,CTNNB1,0.576
PTPN1,UBC,0.643
PTPN1,SRC,0.999
PTPN1,CDH4,0.301
PTPN1,ACTA1,0.567
PTPN1,CDK5,0.263
CEL,LTF,0.576
CEL,CAD,0.358
CEL,CELA3A,0.712
CEL,CPS1,0.21
CHST3,UBC,0.296
CHST3,KDM5B,0.551
GLP1R,CALM2,0.551
GLP1R,UBC,0.576
GLP1R,CALM1,0.551
GLP1R,ARRB1,0.576
HDAC1,SIRT4,0.276
HDAC1,ESR1,0.998
HDAC1,CBX5,0.61128
HDAC1,SIRT1,0.364
HDAC1,PAPOLA,0.617252
HDAC1,TBP,0.576
HDAC1,MLH1,0.23862399999999998
HDAC1,MSH2,0.254345
HDAC1,MSH6,0.307287
HDAC1,EGR1,0.402
HDAC1,CDKN1A,0.961
HDAC1,TRIM28,0.907
HDAC1,RARA,0.664
HDAC1,RBL2,0.951
HDAC1,SMAD2,0.912
HDAC1,SMARCB1,0.595072
HDAC1,EP300,0.99
HDAC1,YWHAE,0.288064
HDAC1,STAT3,0.965
HDAC1,MECOM,0.829
HDAC1,PMS2,0.175
HDAC1,MAD1L1,0.602746
HDAC1,CDK2,0.305
HDAC1,RB1,0.999
HDAC1,TP53,0.999
HDAC1,CALM2,0.158376
HDAC1,PIK3R1,0.258
HDAC1,BUB1B,0.807
HDAC1,PPARG,0.812
HDAC1,UBR1,0.253211
HDAC1,CTBP1,0.975
HDAC1,APBB1,0.564
HDAC1,DDB1,0.588225
HDAC1,BUB1,0.571
HDAC1,FOXA3,0.151
HDAC1,PRPF8,0.257654
HDAC1,SMAD1,0.656
HDAC1,CDC20,0.585
HDAC1,YWHAZ,0.288064
HDAC1,TSC22D3,0.564
HDAC1,POLR2A,0.31203000000000003
HDAC1,CDK5R1,0.576
HDAC1,NRIP1,0.576
HDAC1,DNMT3B,0.982
HDAC1,SIRT7,0.276
HDAC1,HDAC6,0.458
HDAC1,SF3B1,0.301263
HDAC1,SIRT6,0.276
HDAC1,HIF1A,0.986
HDAC1,FOXO3,0.16
HDAC1,KAT5,0.895
HDAC1,USP7,0.60568
HDAC1,CTNNB1,0.96529
HDAC1,INSIG1,0.356
HDAC1,UBC,0.999
HDAC1,E2F1,0.915
HDAC1,GABPA,0.576
HDAC1,CALM1,0.158376
HDAC1,CHD4,0.9991120000000001
HDAC1,SMARCA4,0.964
HDAC1,HIST1H4A,0.951626
HDAC1,KRT19,0.258
HDAC1,ACTA1,0.622
HDAC1,PARP1,0.583
HDAC1,KDM5B,0.912
HDAC1,RNF2,0.505
HDAC1,CDC5L,0.28
HDAC1,RBL1,0.893
HDAC1,TFDP1,0.172992
HDAC1,SYK,0.569
HDAC1,SUV39H1,0.852891
HDAC1,TP73,0.809
HDAC1,PCNA,0.8284229999999999
HDAC1,E2F4,0.917408
HDAC1,NFE2L2,0.567
HDAC1,CAMK2A,0.258
HDAC1,ACTL6A,0.28344400000000003
HDAC1,MBD1,0.571
HDAC1,MDM2,0.881
HDAC1,PPIA,0.569
HDAC1,ALYREF,0.18371800000000002
RBL1,CCND2,0.45
RBL1,RBL2,0.792
RBL1,SMAD2,0.569
RBL1,CCNE1,0.846548
RBL1,SMARCB1,0.20822399999999996
RBL1,CDK2,0.99069
RBL1,RB1,0.573
RBL1,CBX4,0.384
RBL1,AKT1,0.151
RBL1,CHAF1A,0.184
RBL1,DYRK1B,0.462
RBL1,HDAC6,0.24
RBL1,UBC,0.682
RBL1,PLSCR1,0.159
RBL1,E2F1,0.989
RBL1,SMARCA4,0.615394
RBL1,EPHA2,0.158
RBL1,HIST1H4A,0.571
RBL1,HDAC1,0.893
RBL1,TFDP1,0.9990950000000001
RBL1,SUV39H1,0.601
RBL1,E2F4,0.999
RBL1,CDK5,0.325
RBL1,BRF1,0.60324
PRPF4,SF3A2,0.868
PRPF4,SART3,0.998158
PRPF4,NEDD8,0.225
PRPF4,FBXW11,0.179
PRPF4,PRPF6,0.994384
PRPF4,PDF,0.74
PRPF4,LSM6,0.995
PRPF4,SNRPD1,0.872
PRPF4,FOXA3,0.152
PRPF4,PRPF8,0.994
PRPF4,CDC20,0.156
PRPF4,IQCB1,0.214
PRPF4,SF3B1,0.7976439999999999
PRPF4,FOXO3,0.195
PRPF4,SNRPD2,0.89
PRPF4,UBC,0.7
PRPF4,KDM5B,0.74
PRPF4,MYO6,0.214
PRPF4,BTRC,0.174
PRPF4,ACTR2,0.209421
PRPF4,MYO9B,0.214
PRPF4,ACTL6A,0.232896
PRPF4,ALYREF,0.625
PRPF4,PLRG1,0.75653
ZNF593,FKBP4,0.31969899999999996
ZNF593,POLR2E,0.288
ZNF593,MKI67IP,0.933558
ZNF593,UBR1,0.989
ZNF593,NSA2,0.9868
ZNF593,UBC,0.296
ZNF593,RPL27A,0.209846
ZNF593,EIF3A,0.276
ZNF593,MAP3K7,0.157
ZNF593,DPYD,0.275
ZNF593,MRTO4,0.96385
ZNF593,FKBP1A,0.31969899999999996
ZNF593,NOP2,0.263
ALOX5,CALM2,0.231
ALOX5,GRB2,0.576
ALOX5,CALM1,0.231
ALOX5,ACTB,0.576
MRTO4,POLR2E,0.858
MRTO4,HSPA8,0.25052800000000003
MRTO4,NEDD8,0.24495999999999998
MRTO4,RARA,0.574
MRTO4,EIF2S1,0.183
MRTO4,ATP5B,0.18
MRTO4,POLR1A,0.788566
MRTO4,CAD,0.3
MRTO4,RPS27A,0.24495999999999998
MRTO4,ATP5A1,0.412
MRTO4,MKI67IP,0.99805
MRTO4,ATP5O,0.42
MRTO4,EIF4A1,0.2824
MRTO4,NSA2,0.99505
MRTO4,SNRPD1,0.156
MRTO4,POLR2B,0.8386
MRTO4,POLR2A,0.562068
MRTO4,SIRT7,0.313
MRTO4,SNRPD2,0.158
MRTO4,UBC,0.78
MRTO4,VAPA,0.644
MRTO4,RPL27A,0.980152
MRTO4,ERCC6,0.177
MRTO4,ATP5C1,0.177
MRTO4,EPRS,0.236
MRTO4,RNF2,0.321
MRTO4,EPM2A,0.36103
MRTO4,DPYD,0.21796
MRTO4,RPL5,0.997453
MRTO4,MAGOH,0.179
MRTO4,ZNF593,0.96385
MRTO4,BMI1,0.321
MRTO4,NOP2,0.99365
MRTO4,CPS1,0.228
MRTO4,EIF2B1,0.288
MRTO4,GMPS,0.532
MRTO4,EIF4E,0.236
MRTO4,EIF3H,0.159
MRTO4,RPS3,0.9833129999999999
MRTO4,CNOT4,0.271014
HSD17B3,EIF2S1,0.362
HSD17B3,UBC,0.303
HSD17B3,EIF2B1,0.722
TFDP1,CCNB1,0.17741500000000002
TFDP1,RBL2,0.8787299999999999
TFDP1,CCNE1,0.6208239999999999
TFDP1,CDK2,0.635386
TFDP1,RB1,0.9990950000000001
TFDP1,TP53,0.576
TFDP1,SKP2,0.157
TFDP1,CDC25C,0.151
TFDP1,UBC,0.933
TFDP1,E2F1,0.999073
TFDP1,RNF2,0.302
TFDP1,CDC5L,0.22218600000000002
