Node,BC_Score
UBC,0.9270673967560048
CBL,0.1299708114991921
HSP90AA1,0.08885016901374806
RPS3,0.08824846812627657
ATP5A1,0.0694449421292149
ATP5B,0.06607661160282367
ESR1,0.060947074210771716
HSPA8,0.05538932884222597
CCNB1,0.05521464148779876
BCAS2,0.051599957000035834
POLR2A,0.04984412512989573
USP7,0.04552621206148995
MAGOH,0.04218475651270291
RAF1,0.04189062481336822
GMPS,0.04147704876912603
RHOA,0.04051940373383022
TP53,0.039597499574835084
SRC,0.03886025068524083
SUGT1,0.03789371842190132
CAD,0.037669760275199776
PCNA,0.037526427061310784
CDC20,0.03734726054394955
NCOA1,0.03657027508032632
RPL27A,0.035528720392733006
PRPF8,0.03528684559429534
RPL5,0.03520622066148278
CUL1,0.03359372200523166
AKT1,0.03177518185401512
EGFR,0.031483801640482895
MRTO4,0.029329558892034258
GTF2F1,0.02922205898161752
ATP5C1,0.02922205898161752
ATP5O,0.02922205898161752
CTNNB1,0.02660622782814348
MDM2,0.026053925709030163
NDUFB9,0.0251012290823091
GTF2B,0.0251012290823091
ACTN4,0.0251012290823091
UQCRC2,0.0251012290823091
ARHGAP1,0.02403160497366252
PLRG1,0.023730605224495646
RB1,0.02342602214498155
PRPF6,0.022655606120328235
EP300,0.0220316089551407
CDC42,0.02111925323395564
MTOR,0.021034149138209054
BUB1B,0.020989357508868742
ACTN2,0.020962482531264558
FYN,0.020962482531264558
UQCRC1,0.020962482531264558
NDUFA2,0.020962482531264558
TBP,0.020962482531264558
CDC5L,0.019932275056437455
SF3B1,0.01991435840470133
GRB2,0.019468347532990822
PIK3R1,0.019463456002675555
CCNE1,0.01895581753681872
SF3A2,0.017934568387859676
NEDD8,0.017853943455047122
PDGFRB,0.016850610957824204
PPARG,0.01683269430608808
TTN,0.016805819328483892
GRIN2A,0.016805819328483892
BUB1,0.016805819328483892
MAP3K7,0.016805819328483892
BRF1,0.016805819328483892
UQCRFS1,0.016805819328483892
CXCR4,0.016805819328483892
NDUFB10,0.016805819328483892
MSH6,0.01679686100261583
RNF2,0.01628623642813631
SNRPD2,0.015909986741677717
ATXN3,0.015802486831260974
E2F1,0.014297488085426597
CDKN1A,0.013680110127686006
YWHAZ,0.013455405453828789
TFDP1,0.012684989429175477
TRAF2,0.01265363528863726
MKI67IP,0.012649156125703229
DLG4,0.012649156125703229
CALM2,0.012649156125703229
EIF2AK2,0.012631239473967106
BTRC,0.012631239473967106
CASC5,0.012631239473967106
SRSF7,0.012631239473967106
CCR5,0.012631239473967106
GOPC,0.012631239473967106
GTF3C3,0.012631239473967106
OBSCN,0.012631239473967106
EPHA2,0.012631239473967106
PPIA,0.012631239473967106
TERF1,0.012631239473967106
POLR2B,0.012631239473967106
CUL4A,0.012631239473967106
COX5B,0.012631239473967106
ACTA2,0.012631239473967106
CRK,0.012631239473967106
TFRC,0.012631239473967106
DPYD,0.012631239473967106
EGF,0.012631239473967106
MSH2,0.012622281148099044
BMI1,0.012111656573619524
SNRPD1,0.011986240011466658
KCTD10,0.011627906976744188
ACTB,0.010234474936879356
PLCG1,0.010167699860250116
HIST1H4A,0.009289783925180062
UBE2D2,0.009226137152822214
HSP90B1,0.00892249256458953
GSK3B,0.008734367721360234
USP46,0.008510409574658689
HDAC1,0.008447701293582256
PHLPP1,0.008447701293582256
PPP3CA,0.008447701293582256
PDGFRA,0.008447701293582256
EFNA1,0.008447701293582256
SMARCA4,0.008447701293582256
DCAF7,0.008438742967714194
IQGAP1,0.008438742967714194
HFE,0.008438742967714194
TOMM70A,0.008438742967714194
GNB2,0.008438742967714194
ALYREF,0.008438742967714194
USP33,0.008438742967714194
ERBB4,0.008438742967714194
CPSF2,0.008438742967714194
MAP2K1,0.008438742967714194
RPN1,0.008438742967714194
NSA2,0.008438742967714194
RBL1,0.008438742967714194
POLR2E,0.008438742967714194
ANK1,0.008438742967714194
PPARGC1A,0.008438742967714194
DDB1,0.008438742967714194
TINF2,0.008438742967714194
CFTR,0.008438742967714194
GGA1,0.008438742967714194
HNF1A,0.008438742967714194
CNN2,0.008438742967714194
MIS12,0.008438742967714194
CANX,0.008438742967714194
CHAF1A,0.008438742967714194
PRPF4,0.008438742967714194
CD2BP2,0.008438742967714194
CTSL1,0.008438742967714194
RASA1,0.008438742967714194
EIF3A,0.008438742967714194
HIVEP1,0.008438742967714194
MYO6,0.008438742967714194
MT-CO2,0.008438742967714194
GNB1,0.008438742967714194
TP73,0.008438742967714194
TFPI,0.008438742967714194
PTK2,0.008438742967714194
FDXR,0.008438742967714194
HMGCR,0.008438742967714194
CCL5,0.008438742967714194
EIF2S1,0.008438742967714194
MLH1,0.008429784641846133
MAD2L1,0.008420826315978071
TRIM28,0.008384993012505823
CCND2,0.00826853477622102
LSM6,0.008161034865804278
CBX4,0.00791916006736661
PRDX1,0.007668326943060882
RAC1,0.007498118751567707
SERPINC1,0.007435410470491275
PTPN1,0.006551373012744709
ANAPC11,0.0063828071809940165
HIF1A,0.005521172647700045
PAK1,0.005284516429569643
SNRPD3,0.005115204070663275
KAT5,0.005115204070663275
SUMO1,0.004971870856774287
HRAS,0.004970377802462944
SKP2,0.004953954205038163
CALR,0.004765829361808865
SART3,0.004729996058336619
RARA,0.0046941627548643715
BOLA2,0.0044522879564267035
PPP1R3D,0.004326871394273839
CBX5,0.004255204787329344
INSR,0.00423728813559322
USP25,0.004228329809725159
SFXN2,0.004228329809725159
SORT1,0.004228329809725159
HM13,0.004228329809725159
CTBP1,0.004228329809725159
