Description	GSE139871_GPL10558_MTB_control_blood_monocyte	GSE16250_GPL570_MTB_control_blood_pmbc	GSE34151_GPL10558_MTB_control_blood_dcs	GSE63548_GPL10558_LNTB_control_lymphnode_lymphnode	GSE83456_GPL10558_EPTB_control_blood	GSE83456_GPL10558_PTB_control_blood	GSE132283_MTB_control_2h_blood_macrophage	GSE132283_MTB_control_48h_blood_macrophage	GSE141656_MTB_control_blood_blood	GSE143627_MTB_control_blood_PBMC_macrophage	GSE143731_MTB_control_blood_monocyte_derived_macrophages	GSE148171_MTB_control_blood_PBMC	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE148731_MTB_24h_blood_CD14plus_monocyte_derived_macrophages_MF2	GSE148731_MTB_4h_blood_CD14plus_monocyte_derived_macrophages_MF1	GSE164287_MTB_control_blood_monocyte_derived_macrophages	GSE165708_MTB_control_BAL_bronchoalveolar_lavage	GSE174566_MTB_control_blood_PBMC	GSE183912_MTB_control_blood_marcophages	GSE193777_MTB_control_blood	GSE198557_MTB_control_blood_PBMC	GSE211974_MTB_control_blood_THP-1	GSE236156_MTB_control_blood_monocyte_derived_macrophage	GSE256184_MTB_4control_48h_HEPG2_HepG2	GSE256184_MTB_control_0h_HEPG2_HepG2	GSE64179_MTB_control_blood_dendritic_cells	GSE64182_MTB_control_blood_dendritic_cells	GSE84076_MTB_control_blood	aggregated_microarray	aggregated_RNAseq
B cell receptor apoptotic signaling pathway	0	0	0	0	0	2.6670332237729375	0	0	0	0	0	0	2.488570008474638	2.2781352451196755	0	0	0	0	0	0	0	0	2.450866973901892	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
B cell receptor signaling pathway	0.8612316555921605	1.843713259497084	0.9974132840335204	0.29913370336518186	0	0.3201340420678686	0.2389528006467824	0.5859146019363449	0.7944788719785659	0	0	0.6713519194766783	0.2685997916777251	0.9485104455587728	0	1.2833490372416898	0	1.149936532733307	0	1.400554756143928	0	0.33778558560700284	1.083442115002594	0.6676942736074681	0.2513754406354042	1.1329494016069157	1.154189680486703	0.403193850507319	1.3604792995495167	0.7589358673869084
B cell receptor transport into membrane raft	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4899202143549815	0	0	0	1.8681847951886632	0	2.1813855145971632	0	0	0	0.8949089843363195
B cell receptor transport within lipid bilayer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4899202143549815	0	0	0	1.8681847951886632	0	2.1813855145971632	0	0	0	0.8949089843363195
B cell tolerance induction	0	0	1.7741982677948471	2.5977511041621124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
BMP signaling pathway	0.523856580890014	0	0.5578828913438503	0.33617204524173516	0.9336040009376264	1.0697770718726844	0.3976759110250702	0.7224426858993229	0.7859815379244574	0.17883062668040622	0	0.2025167269704116	0.4451871310284567	0.874539250985648	0.4981088047324639	0	0	1.2504688807357176	0	0.9333532005885936	0.6635337942287919	0.1929897409858355	0.904617017411115	0.8618904485871294	0.8835622070052607	0.5347657625710118	0.6065753559594428	0.2315798829282441	1.3068016227533958	0.8389103076323048
C-C chemokine receptor CCR7 signaling pathway	0	0	0.8487029104969763	1.5405754623004606	2.2433705218443216	1.6047955807623675	0	0	0	0	0	1.7018081715385234	0	0	0	0	0	0	0	1.4419494960109152	0	0	0	0	0	0	0	0	1.5401110131945557	0.6357827085586837
C-X-C chemokine receptor CXCR4 signaling pathway	0	0	0.980403962184062	1.1001544994106287	1.7517760959952018	1.7750487861377326	0.9241485730776984	1.1169017997492547	0.8591452565169203	0	0	0	1.6064347012714222	1.785295650051094	1.4542989128328454	1.0297189829836373	0	1.2290658047963547	0	0	0	0	0.9843650772335768	0.5962500234204927	0	1.325469660509503	1.6521973523012554	0	1.3408335410904202	0.8949089843363195
C-terminal protein amino acid modification	0	0	0.46069137057086096	0	0	1.012112149139898	0	0.9748104709139136	0.7383901380179234	0.9957181137846304	0	1.0938282544251363	1.4407257221797447	0.7363075905765241	0	0	0	1.685377993657717	0	0	0	1.0552132445911224	0.8523343804105395	0.918831588586954	0	1.5240273009077694	0.914393683659035	0	0.3628792312346535	0.8949089843363195
C-terminal protein deglutamylation	0	0	1.1561461018058292	0	0	1.9879891153023412	0	1.3033784116897635	0	0	0	0	1.815359697178268	0	0	0	0	2.071865853392054	0	0	0	2.041638965218701	0	1.2386196640832816	0	1.5240273009077694	1.8623445302560315	0	0.9588547228312186	0.8949089843363195
C-terminal protein lipidation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.071865853392054	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
C-terminal protein methylation	0	0	0	0	0	0	0	1.3033784116897635	1.6178750194228504	1.9673164622415584	0	2.088905810152462	1.815359697178268	1.614808340999161	0	0	0	0	0	0	0	0	1.7791586813730886	1.2386196640832816	0	2.1813855145971632	0	0	0	0.8949089843363195
C21-steroid hormone biosynthetic process	0	0	0.5996298284514189	0	1.851540599621922	1.2447200098239055	0	0	0	0	0	0	0.6233420099878572	0	0	0.635095508416387	0	0.7850319123347238	0	0.6241000024874399	0	0	0	0.6546794221884525	0.586719050941235	0.8612510184052761	0	0	1.5401110131945557	0.6357827085586836
C21-steroid hormone metabolic process	0	0	0.48588424411662146	1.0022913018389676	1.272345166271083	0.7657477687735886	0.3073236637777638	0.1992727383014039	0.2812223076223653	0	0	0.452208870084934	0.6556042775256894	0.2803142898297929	0	0.6678213402127736	0	0.8231111896907147	0	0.34536938118654753	0.8684781536048808	0	0.3324364324597942	0.830798251732538	0.3230954892332652	0.7103995996279506	0	0	1.4851031700803763	0.763116205200617
C4-dicarboxylate transport	0	0	0.218485772457932	0.49352937586345086	0.9336040009376266	0.5264149082333146	0.39767591102507033	0.5031332340995972	0.6893328954898355	0	0	1.0308823871021802	0.4451871310284568	0.3633370878175938	0	0	0	0.5697265690116725	0	0	1.5045141066501575	0.5538213452455363	0.4294531749641813	0.8618904485871295	0.7786848245982834	0.6301955913430461	0.4662672693864875	0	1.2170993174552376	0.8949089843363195
CAAX-box protein maturation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.459609742178747	0	0	0	1.4419494960109152	0	1.6562807357719145	0	1.49064918215423	0	0	0	0	1.1856224083361082	0.8949089843363195
CAAX-box protein processing	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	0.9588547228312186	0.8949089843363195
CAMKK-AMPK signaling cascade	0	0	0.8487029104969763	1.5405754623004606	0	0	0	0	0	0	0	0	1.4407257221797447	1.2539188558249104	0	0	0	1.685377993657717	0	0	0	0	0	0	0	0	0	0	1.1856224083361082	0.8949089843363195
CARD8 inflammasome complex assembly	0	0	0	0	0	0	0	0	2.2813850799244277	0	0	0	0	0	0	0	0	2.753092164491237	0	0	0	0	2.450866973901892	0	0	2.1813855145971632	2.537348063808142	0	0	0.8949089843363195
CAT tailing	0	0	0	2.5977511041621124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4174070906210186	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
CD27 signaling pathway	0	0	0.5451822657846138	1.1001544994106287	0	1.1568847211630893	0.9241485730776984	0	0.8591452565169203	0	0	1.243911059602252	0	0	0	1.0297189829836373	0	1.2290658047963547	0	1.0145253374088532	0	0	0	1.056572736598164	0	0.7898440608555215	0	0	1.5401110131945557	0.7446386799343393
CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	0	0	0.35064133763088534	0.7597205350176189	1.3245584842970302	0.8055060076501903	0.6224179563691128	0	0	0	0	0.8771468300346058	0	0.5718233331710416	0	0	0	0.864808180373771	0	1.1931949767463008	0.6489548374755101	0	0	0.3855125137021933	0	0	1.2334463072563284	0.9763745557696965	1.1326578076416165	0.802781774307629
CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
CD4-positive, alpha-beta T cell activation	0	0	0.4172335776827006	0.3280600800030986	0.6517822787605325	1.346045408989779	0.72959634490198	0.33472457773579256	0.4672194014723143	0.34377026018625634	0	0.7289353435937815	0	0.6723787404173125	0	0	0	0.997956875423375	0	1.816658039557023	0	0.3701592478418643	0.7814238753564561	0.9546264238082144	0.5332367246420624	0.7898440608555215	1.2334463072563284	0.8172099733110569	1.0997469223600032	0.8587599241238228
CD4-positive, alpha-beta T cell costimulation	3.7560444584539407	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	2.2781352451196755	0	2.509369721333792	0	0	0	2.4899202143549815	0	0	0	0	2.421801283521651	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
CD4-positive, alpha-beta T cell differentiation	0	0	0.4379159829544116	0.34468797294119446	0.6816728715055714	1.391097448748186	0.5330419021230984	0.1785291424852487	0.4900485435651318	0.36113211099638554	0	0.76136103081322	0	0.7029701487298682	0	0	0	0.7501352818051134	0	1.8654315692569523	0	0.38873554963280454	0.5738810772163728	0.9931132213447744	0.5587515384432973	0.6448244698021895	1.092302553611555	0.8522394420123515	1.1411748551480867	0.856831711934774
CD4-positive, alpha-beta T cell differentiation involved in immune response	0	0	0.4606913705708609	0.3630563317717246	0.7142746819720436	1.4391378189021715	0.559956601212421	0.1883347305425693	0.5151393027875841	0.3803012618369316	0	0.7966147022777936	0	0.7363075905765241	0	0	0	0.7850319123347238	0	1.9170907867309137	0	0.4092269112861607	0.6024547328410493	1.0345976539636148	0.586719050941235	0.6761066507108592	1.1358498965864126	0.8901894354901442	1.185622408336108	0.8546862207659367
CD4-positive, alpha-beta T cell lineage commitment	0	0	0.39837417067563335	0	1.4422557540027985	0.8978301865660823	0.6996637681282091	0	0	0	0	0.9743714136023542	0	0.6442193039079495	0	0	0	0.961226449678732	0	1.3064129142913086	0	0	0	0.43749045707144263	0	0	1.3481499613343284	1.0795444604164066	1.061042316186719	0.7891367848831007
CD40 signaling pathway	0	0	0.39837417067563335	1.4019206324548217	1.4422557540027985	0.8978301865660823	0.6996637681282091	0.4696956025625056	0	0	0	0	0.7745544129674033	0	0	0	0	0.961226449678732	0	1.3064129142913086	0	0	0	0	0.7314057050772139	0.5898823886087141	0	0	1.5401110131945557	0.7891367848831007
CD8-positive, alpha-beta T cell activation	0	0	0.6655149405380599	0	0	0	0	0.7731603989669533	1.0230032145194168	0	0	0	1.815359697178268	0	0	0	0	1.42260726564969	0	0	0	0	0	0	1.136336983666837	0.9457722949790932	0	0	0.9588547228312186	0.8949089843363195
CD8-positive, alpha-beta T cell differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
CD8-positive, alpha-beta T cell differentiation involved in immune response	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
CD8-positive, gamma-delta intraepithelial T cell differentiation	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
CDP-choline pathway	0	0	0	1.9207424413730747	0	0	0	0	0	0	0	0	0	0	0	1.835374749913427	0	0	0	0	0	0	0	1.2386196640832816	0	0	0	0	1.5401110131945557	0.8949089843363195
CDP-diacylglycerol biosynthetic process	0	0	0	0	0	0	0	0	1.6178750194228504	0	0	0	0	0	2.3241177346898807	0	0	2.071865853392054	0	0	0	0	1.7791586813730886	1.2386196640832816	1.751324620691086	0	0	0	1.5401110131945557	0.48979700374826735
CDP-diacylglycerol metabolic process	0	0	0	0	0	0	0	0	1.6178750194228504	0	0	0	0	0	2.3241177346898807	0	0	2.071865853392054	0	0	0	0	1.7791586813730886	1.2386196640832816	1.751324620691086	0	0	0	1.5401110131945557	0.48979700374826735
CENP-A containing chromatin assembly	0	0	0	0	0	0	0	1.9407256635203816	0	2.645763858376474	0	0	2.091555750821507	0	0	0	0	0	0	0	0	0	1.406672796187505	0.918831588586954	0	1.1710196005790383	0	0	0.6865676846785199	0.8949089843363195
CMP-N-acetylneuraminate biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	1.815359697178268	1.020446018271141	0	0	0	0	0	0	0	0	0	0.7250490065614568	0	0	0	0	0.531031579541147	0.8949089843363195
CMP-N-acetylneuraminate metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	1.815359697178268	1.020446018271141	0	0	0	0	0	0	0	0	0	0.7250490065614568	0	0	0	0	0.531031579541147	0.8949089843363195
CMP-N-acetylneuraminate transmembrane transport	0	0	0	0	0	0	0	0	2.2813850799244277	0	0	0	0	2.2781352451196755	0	2.509369721333792	0	2.753092164491237	0	0	0	0	2.450866973901892	0	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
COPI coating of Golgi vesicle	2.377843360856251	0	0	0	0	1.346045408989779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9457722949790932	0	0	1.2850117560590957	0.48979700374826735
COPI-coated vesicle budding	2.377843360856251	0	0	0	0	1.346045408989779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9457722949790932	0	0	1.2850117560590957	0.48979700374826735
COPII vesicle coating	1.4180474036219757	0	0.910124427339838	1.0251969656476314	1.0604995368535195	0	0	0.30524682507985407	0	0	0	0	0.9418207525962938	0	0	0	0	0	0	0	0	0	0	0.7804355175424821	0.488411408771821	1.0112230252813637	0	0	1.147332168370209	0.8284910060074426
COPII-coated vesicle budding	0.8306100445608594	0	0.9639276665115424	0.9911930484384583	1.02586753789957	0.30664418623113215	0	0.43129926680357605	0.20908390135448143	0	0	0	0.7170266504530953	0	0	0	0	0.6357499526208883	0	0	0	0	0	0.6421386432557059	0.4686303962827104	0.7015216203343634	0	0	1.2211445999801884	0.8635274117183667
COPII-coated vesicle cargo loading	0	0	0.6655149405380599	0.5312791680194644	0.9932864854342328	0.5662412208343459	0	0.2804829911813283	0.3934410031743918	0	0	0	0.8790743484321163	0	0	0	0	1.0798397155782946	0	0	0	0	0	0.505091876537246	0.4503461821790585	0.35678570778536134	0	0	1.0773138372372042	0.8949089843363195
CRD-mediated mRNA stabilization	0	0	0.910124427339838	0.575014393842047	2.0481526318726626	1.4227730091812525	0	0.30524682507985407	0	0	0	0	0.9418207525962938	1.0886080621751233	0	0	0	0	0	0.5205916871068105	0.48639287186827784	1.1245306740934122	0	0.9832232039784105	0.488411408771821	0.38774212291184573	0	0	1.4539047051094394	0.8949089843363195
CTP biosynthetic process	0	0	0	0	0	0	0	0.9748104709139136	0	1.58501475515684	0	0	0	0	0	0	0	0	0	0	0	0	0	0.918831588586954	1.3805837667353649	0	0	0	1.1856224083361082	0.8949089843363195
CTP catabolic process	0	0	0	0	0	0	0	1.9407256635203816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8949089843363195
CTP metabolic process	0	0	0	0	0	0	0	1.1169017997492547	0	1.1393330200271858	0	0	0	0	0	0	0	0	0	0	0	0	0	1.056572736598164	0.9622258405453792	0	0	0	1.0997469223600032	0.8949089843363195
CTP salvage	0	0	0	0	0	0	0	1.3033784116897635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	1.751324620691086	0	0	0	0.9588547228312186	0.8949089843363195
CUT catabolic process	0	0	0.8487029104969763	1.5405754623004606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4419494960109152	0	0	0	1.49064918215423	0	0	0	0	0.6865676846785199	0.8949089843363195
CUT metabolic process	0	0	0.8487029104969763	1.5405754623004606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4419494960109152	0	0	0	1.49064918215423	0	0	0	0	0.6865676846785199	0.8949089843363195
CXCL12-activated CXCR4 signaling pathway	0	0	0.6655149405380599	1.2854485545271217	1.964237106093554	1.9879891153023412	1.0946759035060667	1.3033784116897635	1.0230032145194168	0	0	0	1.815359697178268	1.9984402378677055	1.6582964551733452	1.2096376462519098	0	1.42260726564969	0	0	0	0	1.1604559465504891	0.7250490065614568	0	1.5240273009077694	1.8623445302560315	0	1.2850117560590957	0.8949089843363195
Cajal body organization	0	0	0	0	0	1.6047955807623675	1.335307660927698	0	0	1.58501475515684	0	0	0	1.885415765553913	0	0	0	1.685377993657717	0	1.4419494960109152	0	0	0	1.8681847951886632	2.025967992140898	1.1710196005790383	1.4851166808931504	0	1.1856224083361082	0.8949089843363195
Cdc42 protein signal transduction	0	0	0	0	0	0	0	0	2.2813850799244277	0	0	0	0	0	0	0	0	0	0	0	0	0	2.450866973901892	1.8681847951886632	0	2.1813855145971632	2.537348063808142	0	1.5401110131945557	0.8949089843363195
D-alanine catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
D-alanine metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
D-amino acid biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1813855145971632	0	0	0	0.8949089843363195
D-amino acid catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.835374749913427	0	2.071865853392054	0	0	0	0	0	1.2386196640832816	0	0	0	0	1.5401110131945557	0.8949089843363195
D-amino acid metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2096376462519098	0	1.42260726564969	0	0	0	0	0	0.7250490065614568	0	0.9457722949790932	0	0	0.9588547228312186	0.8949089843363195
D-amino acid transport	0	0	0	1.5405754623004606	0	0	0	0	0	0	0	1.7018081715385234	0	0	0	0	0	0	0	0	1.3766523266834618	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
D-aspartate import across plasma membrane	0	0	0	1.5405754623004606	0	0	0	0	0	0	0	1.7018081715385234	0	0	0	0	0	0	0	0	1.3766523266834618	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
D-aspartate transmembrane transport	0	0	0	1.5405754623004606	0	0	0	0	0	0	0	1.7018081715385234	0	0	0	0	0	0	0	0	1.3766523266834618	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
D-glucose import	2.661772941029068	0	0	1.5405754623004606	0	1.6047955807623675	0	0.9748104709139136	1.256738894853283	0	0	0	0	0	0	1.459609742178747	0	0	0	0	1.3766523266834618	0	0	1.49064918215423	1.3805837667353649	0	0	0	1.1856224083361082	0.6357827085586837
D-glucose import across plasma membrane	0	0	0.5451822657846138	1.709216045780958	1.7517760959952018	0	0	1.1169017997492547	0	0	0	0	1.6064347012714222	0	0	0	0	0	0	0	0.9589020503837546	0	0	0.5962500234204927	0.9622258405453792	0.7898440608555215	0	0	1.3408335410904202	0.8949089843363195
D-glucose transmembrane transport	1.550275543081117	0	0.5711642821811606	1.1415897630127725	0.6816728715055714	0.6964170002678938	0	1.0515556521009275	0.4900485435651318	0.6835727018176647	0.5198929240586917	0.4071933275232236	1.0532364914847223	1.0603510769943072	0	1.069812313380346	0	1.037393676454893	0	0.3101960822849473	0.9974854479703412	0	0.5738810772163728	0.9931132213447744	0.795745721571209	0.8240995314850467	0.6207758353432791	0	1.0713433556533458	0.817720238806868
D-glucuronate catabolic process	0	4.216471045872364	0	0	0	0	0	1.3033784116897635	0	0	0	2.088905810152462	0	2.2781352451196755	0	1.835374749913427	0	0	0	0	1.7471224399439438	0	0	1.8681847951886632	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
D-glucuronate catabolic process to D-xylulose 5-phosphate	0	4.216471045872364	0	0	0	0	0	1.3033784116897635	0	0	0	2.088905810152462	0	2.2781352451196755	0	1.835374749913427	0	0	0	0	1.7471224399439438	0	0	1.8681847951886632	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
D-glucuronate metabolic process	0	4.216471045872364	0	0	0	0	0	1.3033784116897635	0	0	0	2.088905810152462	0	2.2781352451196755	0	1.835374749913427	0	0	0	0	1.7471224399439438	0	0	1.8681847951886632	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
D-ribose catabolic process	0	0	1.7741982677948471	0	0	0	0	0	2.2813850799244277	0	0	0	0	0	0	0	0	0	0	0	0	0	2.450866973901892	1.8681847951886632	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
D-ribose metabolic process	0	0	1.7741982677948471	0	0	0	0	0	2.2813850799244277	0	0	0	0	0	0	0	0	0	0	0	0	0	2.450866973901892	1.8681847951886632	0	2.1813855145971632	0	0	1.5401110131945557	0.8949089843363195
D-serine biosynthetic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1813855145971632	0	0	0	0.8949089843363195
D-serine catabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8681847951886632	0	0	0	0	1.5401110131945557	0.8949089843363195
D-serine metabolic process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2386196640832816	0	1.5240273009077694	0	0	0.9588547228312186	0.8949089843363195
DN2 thymocyte differentiation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
DNA ADP-ribosylation	0	0	0	2.1991047575554723	0	0	1.335307660927698	0.9748104709139136	1.8885853831458332	0	0	1.7018081715385234	0	1.885415765553913	0	0	0	0	0	0	0	1.6562807357719145	1.406672796187505	0.918831588586954	0	1.1710196005790383	0	0	1.5401110131945557	0.8949089843363195
DNA alkylation repair	0	0	1.1561461018058292	0.7597205350176189	1.3245584842970302	0.8055060076501903	0	1.3033784116897635	1.0230032145194168	0	0	0.8771468300346058	0.6911966560276837	1.020446018271141	0	0.7039051272965559	0	0	0	0	0	0	0.6685774959566962	1.4326989541389068	0	1.2698988596583944	0	0	0.9588547228312186	0.8949089843363195
DNA biosynthetic process	0	0	0.554363060683031	0.2449334833449551	0.25605247031567874	0.2623099462526066	0.19531623950414423	0.42878930685320166	0.8066690693406489	1.3590668600343163	0	0.29042771664956607	1.0276050684692577	1.0486561509804615	0	0	0	0	0.25017933930587977	0.62410000248744	0.4012766221640235	0.2769428756538393	0.5105061171197826	0.9971213317227324	0.49678348629918345	0.7402914408927764	0.8316516148350146	0	1.0128382343138305	0.8410236877151271
DNA catabolic process	0	0	0.2574173529743917	0	0	0	0.4654746986547152	0.30524682507985407	0.42724996114540253	0	0	0	0.5199374719027329	0.4259143602198988	0	0	0	1.149936532733307	0	1.26649158807712	0.8895513331493293	0	0.5019373284292844	0.9832232039784105	0.488411408771821	1.2437378420947065	0	0	1.147332168370209	0.8949089843363195
DNA conformation change	1.4180474036219757	0	0.910124427339838	0.575014393842047	0	1.079987399686596	1.1652271239110623	1.2222069961162485	1.0912524863730066	1.665526488387308	0	0	1.725427462341048	1.3286900011109977	0.8236451522793005	0.5300896841689582	0	0.6611118773614866	0	0	0.48639287186827784	0.6432130931525057	1.2328908275250052	0.9832232039784105	0.8927297135079628	1.0112230252813637	1.5642457683610749	0	1.5401110131945557	0.8284910060074426
DNA cytosine deamination	0	0	0	0	0	0	1.4972646747448517	0	0.8591452565169203	0	0	1.874151111671558	0	0	0	0	0	0	0	0	0	0	0.9843650772335768	0.5962500234204927	0	0	1.0517725125221504	0	0	0.8949089843363195
DNA damage checkpoint signaling	0	0	0.5996298284514189	0.3630563317717246	0	0.29423071246864524	0.29072781000056014	0.7366946754615462	0.7383901380179232	1.057542058493656	0	0.32556214371777686	0.6233420099878572	0.93198566055442	0	0.16886105688739467	0	0.7850319123347238	0	0.5535316131782455	0.3043778738333522	0.2088508413977487	0.732244094024704	0.7250490065614568	0.4503461821790584	0.7244804061216172	0.4235745747625199	0	0.895419858430078	0.7921796590808672
DNA damage response	0.5203578566536676	0.4748870940605373	0.4669468679293587	0.4020008145342432	0.44285715336159265	0.4883408944225861	0.43045248292870714	0.7032147455823213	0.8966019783447842	0.92187829056883	0.05631024644731364	0.5122689104416837	0.6758861616704442	0.8631390465278828	0	0.22031975292043696	0	0.5165711473627695	0.02481755029017838	0.6941944229599762	0.3183090563378676	0.24538692542618065	0.8548495953562371	0.85267017771943	0.5420875255449533	0.8076924519990525	0.6312770674586498	0.04968442135566369	0.9988190836592712	0.8447128245376955
DNA damage response, signal transduction by p53 class mediator	0.6093877278172047	0	0.421216269085938	0.39450664490254495	0.4118465276763155	0.612281002203697	0.7358751212110648	0.6716946318292997	0.9994247785033455	0.9247940114280294	0	0.4650135716756787	0.6729540901545128	1.1740788517819367	0	0.36220558668599095	0	0.4574353588545301	0	0.3554209872320353	0.4863928718682778	0.444238050981653	0.7880108944557709	0.6283554889341513	0.488411408771821	1.0112230252813637	0.9786065626852416	0	1.1078057739788385	0.8284910060074425
DNA damage response, signal transduction resulting in transcription	0	0	1.7741982677948471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5401110131945557	0.8949089843363195
DNA deamination	0	0	0	0	0	0	1.002694095855624	0.3703740877330401	0.5151393027875841	0	0	1.7018081715385232	0	0	0	0	0	0	0	0.6241000024874399	0.5843677872628787	0	0.6024547328410493	1.140836586622168	1.042541989620254	0.8612510184052761	0.6511646324516186	0	0	0.8949089843363194
DNA double-strand break attachment to nuclear envelope	0	0	0	0	0	1.9879891153023412	1.7028015554173423	0	1.6178750194228504	0	0	0	1.815359697178268	1.614808340999161	0	0	0	2.071865853392054	0	0	0	0	1.7791586813730886	1.2386196640832816	1.751324620691086	2.1813855145971632	1.8623445302560315	0	0.9588547228312186	0.8949089843363195
DNA double-strand break processing	0	0	0.6309372786249704	0.383447486515916	0.7499560560154066	0.7657477687735886	1.228087984991101	0.7345231500401714	1.3057092910149133	0.7519920204987538	0	0.452208870084934	0.9199984626628636	0.7727599667778037	0	0	0	1.1256467078724477	0	0.9209924829025818	0.6150468369682306	0	1.1111732510193968	1.0794348325877772	0.6174956172401919	0.9016650323281494	0.6845138219651999	0	1.1609844965287244	0.8522845352826146
