organism_ch1	series_id	geo_accession	CLASSIFICATION	title	SAMPLE_TYPE	CELL	TISSUE	TIME_POINT	SAMPLE_CONDITION	source_name_ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	molecule_ch1	platform_id	library_source	library_strategy	cell.type.ch1	tissue.ch1	time.ch1
Homo sapiens	GSE112483	GSM3071142	healthy control without treatment	Sample_815_AM_Mtb	primary_sample	AM	lung		lung_AM	lung	donor_id: 815	cell type: AM	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071143	disease without treatment	Sample_815_AM_uninf	primary_sample	AM	lung		lung_AM	lung	donor_id: 815	cell type: AM	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	AM		
Homo sapiens	GSE112483	GSM3071144	healthy control without treatment	Sample_815_gd_Mtb	primary_sample	gd	lung		lung_gd	lung	donor_id: 815	cell type: gd	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071145	disease without treatment	Sample_815_gd_uninf	primary_sample	gd	lung		lung_gd	lung	donor_id: 815	cell type: gd	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	gd		
Homo sapiens	GSE112483	GSM3071146	healthy control without treatment	Sample_815_MAIT_Mtb	primary_sample	mait	lung		lung_mait	lung	donor_id: 815	cell type: mait	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071147	disease without treatment	Sample_815_MAIT_uninf	primary_sample	mait	lung		lung_mait	lung	donor_id: 815	cell type: mait	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	mait		
Homo sapiens	GSE112483	GSM3071148	healthy control without treatment	Sample_815_NK_Mtb	primary_sample	NK	lung		lung_NK	lung	donor_id: 815	cell type: NK	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071149	disease without treatment	Sample_815_NK_uninf	primary_sample	NK	lung		lung_NK	lung	donor_id: 815	cell type: NK	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NK		
Homo sapiens	GSE112483	GSM3071150	healthy control without treatment	Sample_815_NKT_Mtb	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 815	cell type: NKT	infection: Mtb	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE112483	GSM3071151	disease without treatment	Sample_815_NKT_uninf	primary_sample	NKT	lung		lung_NKT	lung	donor_id: 815	cell type: NKT	infection: uninf	total RNA	GPL18460	transcriptomic	RNA-Seq	NKT		
Homo sapiens	GSE132283	GSM3855590	healthy control without treatment	2h_Uninfected [EB1]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855591	disease without treatment	2h_WT [EB2]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855592	disease without treatment	2h_RD [EB3]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855593	healthy control without treatment	48h_Uninfected [EB4]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855594	disease without treatment	48h_WT [EB5]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855595	disease without treatment	48h_RD [EB6]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855596	healthy control without treatment	2h_Uninfected [EB7]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855597	disease without treatment	2h_WT [EB8]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855598	disease without treatment	2h_RD [EB9]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855599	healthy control without treatment	48h_Uninfected [EB10]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855600	disease without treatment	48h_WT [EB11]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855601	disease without treatment	48h_RD [EB12]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855602	healthy control without treatment	2h_Uninfected [EB13]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855603	disease without treatment	2h_WT [EB14]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855604	disease without treatment	2h_RD [EB15]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 2h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855605	healthy control without treatment	48h_Uninfected [EB16]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Uninfected	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855606	disease without treatment	48h_WT [EB17]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with WT Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE132283	GSM3855607	disease without treatment	48h_RD [EB18]	primary_sample	macrophage	blood		blood_macrophage	Human stem cell-derived macrophage	agent: Infected with RD1 mutant Mtb	time point: 48h		total RNA	GPL20301	transcriptomic	RNA-Seq			
Homo sapiens	GSE143627	GSM4263940	healthy control without treatment	Donor1_Untreated_Uninfected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 1	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE143627	GSM4263941	healthy control without treatment	Donor2_Untreated_Uninfected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 2	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE143627	GSM4263942	healthy control without treatment	Donor3_Untreated_Uninfected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: uninfected	donor: 3	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE143627	GSM4263943	disease without treatment	Donor1_Untreated_Infected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: infected	donor: 1	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE143627	GSM4263944	disease without treatment	Donor2_Untreated_Infected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: infected	donor: 2	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE143627	GSM4263945	disease without treatment	Donor3_Untreated_Infected	primary_sample	macrophage	PBMC		PBMC_macrophage	blood mononuclear cells	cell type: human monocyte-derived macrophages	infection status: infected	donor: 3	total RNA	GPL20301	transcriptomic	RNA-Seq	human monocyte-derived macrophages		
Homo sapiens	GSE148731	GSM4478016	disease without treatment	7_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478017	disease without treatment	10_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478018	disease without treatment	13_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478019	healthy control without treatment	16_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478020	healthy control without treatment	19_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478021	healthy control without treatment	22_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478022	disease without treatment	25_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478023	disease without treatment	28_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478024	disease without treatment	31_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478025	healthy control without treatment	34_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478026	healthy control without treatment	37_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478027	healthy control without treatment	40_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478028	disease without treatment	43_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478029	disease without treatment	46_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478030	disease without treatment	49_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478031	healthy control without treatment	52_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478032	healthy control without treatment	55_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478033	healthy control without treatment	58_MF1	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF1	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF1		
Homo sapiens	GSE148731	GSM4478034	disease without treatment	61_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478035	disease without treatment	64_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478036	disease without treatment	67_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Mtb H37Rv	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478037	healthy control without treatment	70_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478038	healthy control without treatment	73_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE148731	GSM4478039	healthy control without treatment	76_MF2	primary_sample	monocytes	blood		blood_monocytes	CD14+ monocytes	cell type: Human macrophages MF2	bacterial infection: Uninfected	moi: 10:1 for 1 hour at 37°C	total RNA	GPL16791	transcriptomic	RNA-Seq	Human macrophages MF2		
Homo sapiens	GSE174566	GSM5319713	healthy control without treatment	EM.21.1	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319714	disease without treatment	EM.21.2	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319715	healthy control without treatment	EM.21.3	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319716	disease without treatment	EM.21.4	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319717	healthy control without treatment	EM.21.5	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319718	disease without treatment	EM.21.6	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: A	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319719	healthy control without treatment	EM.21.7	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319720	disease without treatment	EM.21.8	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319721	healthy control without treatment	EM.21.9	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319722	disease without treatment	EM.21.10	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319723	healthy control without treatment	EM.21.11	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319724	disease without treatment	EM.21.12	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: B	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319725	healthy control without treatment	EM.23.1	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319726	disease without treatment	EM.23.2	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319727	healthy control without treatment	EM.23.3	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319728	disease without treatment	EM.23.4	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319729	healthy control without treatment	EM.23.5	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319730	disease without treatment	EM.23.6	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: C	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319731	healthy control without treatment	EM.23.7	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319732	disease without treatment	EM.23.8	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319733	healthy control without treatment	EM.23.9	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319734	disease without treatment	EM.23.10	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319735	healthy control without treatment	EM.23.11	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319736	disease without treatment	EM.23.12	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: D	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319737	healthy control without treatment	EM.28.1	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319738	disease without treatment	EM.28.2	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319739	healthy control without treatment	EM.28.3	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319740	disease without treatment	EM.28.4	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319741	healthy control without treatment	EM.28.5	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319742	disease without treatment	EM.28.6	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: E	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319743	healthy control without treatment	EM.28.7	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: 2D	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319744	disease without treatment	EM.28.8	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: 2D	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319745	healthy control without treatment	EM.28.9	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: Alginate	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319746	disease without treatment	EM.28.10	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: Alginate	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319747	healthy control without treatment	EM.28.11	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: Collagen	treatment: Control	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE174566	GSM5319748	disease without treatment	EM.28.12	primary_sample	PBMC	blood		blood_PBMC	PBMC	donor: F	condition: Collagen	treatment: Mtb	total RNA	GPL11154	transcriptomic	RNA-Seq			
Homo sapiens	GSE193777	GSM5820828	disease without treatment	Active TB_baseline_ATBX_1380100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 35	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820829	disease without treatment	Active TB_baseline_ATBX_20400_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 54	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820830	disease without treatment	Active TB_baseline_ATBX_2240100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 32	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820831	disease without treatment	Active TB_baseline_ATBX_3310100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 35	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820832	disease without treatment	Active TB_baseline_ATBX_3700200_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 40	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820833	disease without treatment	Active TB_baseline_ATBX_3720100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 68	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820834	disease without treatment	Active TB_baseline_ATBX_4070100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 45	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820835	disease without treatment	Active TB_baseline_ATBX_4710100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 40	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820836	disease without treatment	Active TB_baseline_ATBX_5580100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 27	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820837	disease without treatment	Active TB_baseline_ATBX_5580200_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 47	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820838	disease without treatment	Active TB_baseline_ATBX_6540100_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: Active TB_baseline	age in years: 42	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820933	healthy control without treatment	HH controls_baseline_HC_1380101_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 28	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
Homo sapiens	GSE193777	GSM5820934	healthy control without treatment	HH controls_baseline_HC_2040106_SV0	primary_sample		blood		blood	Whole blood	tissue: Whole blood	distinct stages of tb: HH controls_baseline	age in years: 6	total RNA	GPL20301	transcriptomic	RNA-Seq		Whole blood	
