ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0001101	response to acid chemical	0.020891364902506964	133/16323	0.11278195488721804	2.563983077470836	3.8846461748774845	7.550027443994549e-4	0.035681810373970876	0.029886220974679887	AQP2/ATP2B4/BCL2L1/NQO1/EDN1/EP300/MTOR/IPO5/MAT2A/MTHFR/PKD2/PTGS2/TAF9/ZEB1/TUBA1A	15	38	0.1117540489361054	0.9625595141027309
GO:0001508	action potential	0.027855153203342618	170/16323	0.11764705882352941	2.674586269048009	4.707847781378906	5.940026435669768e-5	0.008147977725416285	0.006824548985782341	ANK2/ANK3/ATP1A2/ATP2A2/CAMK2D/CAV1/CAV3/CHRNB2/CHRNB4/DLG1/MTOR/GNA11/KCNC3/KCND1/KCNS1/P2RX1/RYR2/SCN8A/SLC8A1/SNTA1	20	54	0.048038234549997685	0.9157463284957633
GO:0001657	ureteric bud development	0.016713091922005572	99/16323	0.12121212121212122	2.75563433780704	3.7582850578265927	0.0013262049804086164	0.046033207731624	0.03855630092816826	AGTR2/BMP2/BMP7/DLG1/FGF8/EPCAM/SMAD1/MYC/PKD2/SHH/HNF1B/DCHS1	12	6	1.7344371881202265	2.435282951007882
GO:0001658	branching involved in ureteric bud morphogenesis	0.012534818941504178	61/16323	0.14754098360655737	3.3541942554454542	3.9512750043967264	0.0013076639618229589	0.045964388258077006	0.038498659402353565	AGTR2/BMP2/DLG1/FGF8/MYC/PKD2/SHH/HNF1B/DCHS1	9	4	1.8522202237766099	2.5514648669960986
GO:0001708	cell fate specification	0.016713091922005572	100/16323	0.12	2.7280779944289693	3.718046167451306	0.0014482024214432707	0.04661058131453929	0.03903989507048053	BMPR1A/CHD3/CHD4/EYA2/FOXA1/RBPJ/NFIB/SHH/TBXT/TBX1/HNF1B/MTA1	12	6	1.7344371881202265	2.435282951007882
GO:0001909	leukocyte mediated cytotoxicity	0.022284122562674095	142/16323	0.11267605633802817	2.5615755816234453	4.008865862760961	5.156643625504543e-4	0.028156275485279172	0.023583015047657467	AGER/ARRB2/AZU1/CTSH/FCGR2B/GFER/ICAM1/IGHG1/LEP/LGALS9/POMC/PPP3CB/RAB27A/CXCL6/NCR1/CD226	16	38	0.1762925700736764	1.0113472692284236
GO:0001910	regulation of leukocyte mediated cytotoxicity	0.016713091922005572	92/16323	0.13043478260869565	2.9653021678575753	4.054783124859054	6.882202337970473e-4	0.033608689696787895	0.028149825258876587	AGER/ARRB2/FCGR2B/GFER/ICAM1/LEP/LGALS9/POMC/PPP3CB/CXCL6/NCR1/CD226	12	55	-0.48113652788418954	0.5842668656833568
GO:0002011	morphogenesis of an epithelial sheet	0.012534818941504178	62/16323	0.14516129032258066	3.30009434809956	3.892108091988527	0.0014712257134667282	0.04678054077753618	0.03918224900416906	RHOA/RHOC/BMP7/CD151/MEGF8/MTOR/HTN1/ITGA5/SRF	9	20	0.24278231134250955	1.0629867515666065
GO:0002026	regulation of the force of heart contraction	0.012534818941504178	26/16323	0.34615384615384615	7.869455753160488	7.519209653075499	9.335024478815923e-7	4.038475205296981e-4	3.382529112769333e-4	GRK2/ATP1A2/ATP2A2/ATP2B4/CAMK2D/CAV1/MYL3/RYR2/SLC8A1	9	12	0.7536079351085002	1.4980310534223262
GO:0002027	regulation of heart rate	0.016713091922005572	99/16323	0.12121212121212122	2.75563433780704	3.7582850578265927	0.0013262049804086164	0.046033207731624	0.03855630092816826	AGTR2/ANK2/ATP2A2/CALM2/CAMK2D/CAV1/CAV3/EDN1/RYR2/SLC8A1/SNTA1/TPM1	12	58	-0.534246353198138	0.5568786169063178
GO:0002029	desensitization of G protein-coupled receptor signaling pathway	0.006963788300835654	19/16323	0.2631578947368421	5.9826271807652835	4.661279365029013	0.001128231435513607	0.04298483728789974	0.03600305960607759	GRK2/APLNR/APP/ARR3/ARRB2	5	7	0.7048177709390681	1.454086084677633
GO:0002053	positive regulation of mesenchymal cell proliferation	0.009749303621169917	26/16323	0.2692307692307692	6.120687808013713	5.605032855577836	9.776092038075712e-5	0.010996148324427562	0.009210107762187121	ARHGAP5/BMPR1A/MYC/PRRX1/SHH/TBX1/TGFBR2	7	2	2.294052976055649	2.98973353724358
GO:0002062	chondrocyte differentiation	0.018105849582172703	112/16323	0.11607142857142858	2.638765917230402	3.732828642101232	0.0012741697388867906	0.045917481879770516	0.038459371754880047	AMELX/BMP2/BMPR1A/RUNX3/SERPINH1/COMP/MAPK14/NFIB/PTH/PTPN11/TGFBR2/FGF18/ARID5A	13	9	1.4090147876855985	2.116769126711337
GO:0003100	regulation of systemic arterial blood pressure by endothelin	0.004178272980501393	6/16323	0.5	11.366991643454039	5.447851229008533	0.001534033981549771	0.04819780509629001	0.04036931530394135	RHOA/ECE1/EDN1	3	5	0.5304643837942904	1.3006791870108614
GO:0003170	heart valve development	0.01532033426183844	73/16323	0.1506849315068493	3.425668714465601	4.455364669488386	3.2612818376722026e-4	0.021747760779115968	0.018215398196927447	APLNR/RHOA/BMP2/BMPR1A/EFNA1/MTOR/RBPJ/TGFB2/TGFBR2/DCHS1/ROCK2	11	25	0.2203094554904509	1.0453811803835862
