GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	bp_gene_length	log_observed_expected	pseudocount
GO:0000002	mitochondrial genome maintenance	11	0.002555366269165247	30/16323	0.1	1.3903747870528111	0.5957589993122033	0.36744003199782005	0.9999954708004587	0.9999954708004587	SLC25A36/PARP1/POLG2	3	21	-1.7136093351755564	0.17925267706427744
GO:0000012	single strand break repair	12	0.0017035775127768314	13/16323	0.15384615384615385	2.139038133927402	1.143698923017497	0.2392352574649475	0.9999954708004587	0.9999954708004587	TDP1/PARP1	2	11	-1.4724472783586682	0.2273986063979573
GO:0000027	ribosomal large subunit assembly	11	0.0017035775127768314	16/16323	0.125	1.7379684838160137	0.8221281579768139	0.321464343651536	0.9999954708004587	0.9999954708004587	MDN1/MRM2	2	15	-1.7826022066625076	0.16741672038743657
GO:0000028	ribosomal small subunit assembly	16	0.0017035775127768314	18/16323	0.1111111111111111	1.5448608745031231	0.6438581931590914	0.37515054257793057	0.9999954708004587	0.9999954708004587	RPS27L/METTL17	2	8	-1.1539935472401335	0.3103678686766819
GO:0000038	very long-chain fatty acid metabolic process	19	0.002555366269165247	35/16323	0.08571428571428572	1.191749817473838	0.31612864764809534	0.46566396932722987	0.9999954708004587	0.9999954708004587	PEX2/ABCD3/HACD3	3	24	-1.8471407278000789	0.15704110817237624
GO:0000045	autophagosome assembly	74	0.01192504258943782	116/16323	0.1206896551724138	1.6780385360982202	2.0401439347141985	0.038750849648949565	0.9999954708004587	0.9999954708004587	PIP4K2A/WIPI2/RAB33B/ATM/SNX18/SNX30/EPM2A/ULK3/ATG16L2/PIP4K2B/TP53INP1/TBC1D14/ATG4C/TRIM32	14	52	-1.0798855750864116	0.3334221790486353
GO:0000050	urea cycle	12	8.517887563884157e-4	12/16323	0.08333333333333333	1.1586456558773424	0.15304081369108197	0.5918012528211702	0.9999954708004587	0.9999954708004587	CEBPA	1	6	-1.559458655348298	0.20873086836764682
GO:0000054	ribosomal subunit export from nucleus	5	8.517887563884157e-4	15/16323	0.06666666666666667	0.926916524701874	-0.07883030765258413	0.6737555432593092	0.9999954708004587	0.9999954708004587	MDN1	1	4	-1.1539935472401335	0.3103678686766819
GO:0000055	ribosomal large subunit export from nucleus	7	8.517887563884157e-4	8/16323	0.125	1.7379684838160137	0.5811898509369545	0.4496814805704791	0.9999954708004587	0.9999954708004587	MDN1	1	3	-0.8663114747883527	0.4090008959964486
GO:0000056	ribosomal small subunit export from nucleus	7	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000070	mitotic sister chromatid segregation	35	0.018739352640545145	192/16323	0.11458333333333333	1.5931377768313457	2.301464637329449	0.02030342973352451	0.9999954708004587	0.9999954708004587	CDC16/SMC3/CDC23/AAAS/RCC1/SPDL1/XRCC3/RACGAP1/SKA2/NCAPD2/PPP1CC/NCAPD3/ATM/SMC2/CENPE/CCSAP/KIF22/NUSAP1/KIF11/KIF18A/NUF2/PSRC1	22	110	-1.3771370985543434	0.249697018822258
GO:0000076	DNA replication checkpoint signaling	13	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000077	DNA damage checkpoint signaling	40	0.010221465076660987	129/16323	0.09302325581395349	1.2933718949328472	0.9312473418958204	0.21728160123004234	0.9999954708004587	0.9999954708004587	RPS27L/TRIAP1/CCNG1/ETAA1/FANCD2/ATM/EME1/WDR76/GNB1L/RNASEH2B/CASP2/BLM	12	72	-1.559458655348298	0.20873086836764682
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	31	0.0068143100511073255	76/16323	0.10526315789473684	1.4635524074240114	1.1275811296116238	0.1787330006876082	0.9999954708004587	0.9999954708004587	CDK5RAP1/CCNY/CCNG1/BLM/TFAP4/CDKN2C/HHEX/PSRC1	8	32	-1.1539935472401335	0.3103678686766819
GO:0000082	G1/S transition of mitotic cell cycle	82	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000086	G2/M transition of mitotic cell cycle	50	0.010221465076660987	139/16323	0.08633093525179857	1.2003235571678943	0.660275588666445	0.29798957138885795	0.9999954708004587	0.9999954708004587	ZFYVE19/CCNY/RAD51C/CDC25B/CCNG1/ETAA1/ATM/RNASEH2B/BLM/CALM2/SKP2/CDC7	12	33	-0.7793000977987229	0.4439949378043721
GO:0000132	establishment of mitotic spindle orientation	36	0.0017035775127768314	36/16323	0.05555555555555555	0.7724304372515616	-0.38051661936425	0.7423153862956233	0.9999954708004587	0.9999954708004587	SPDL1/HDAC3	2	23	-2.2100462214894474	0.10947676422978028
GO:0000165	MAPK cascade	126	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000183	rDNA heterochromatin formation	7	8.517887563884157e-4	9/16323	0.1111111111111111	1.5448608745031231	0.45515089521251584	0.48928147700383806	0.9999954708004587	0.9999954708004587	SUV39H1	1	4	-1.1539935472401335	0.3103678686766819
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	35	0.002555366269165247	45/16323	0.06666666666666667	0.926916524701874	-0.13666385848646587	0.6375222300304497	0.9999954708004587	0.9999954708004587	UPF3A/CTIF/GSPT2	3	25	-1.8879627223203341	0.15080761275160756
GO:0000209	protein polyubiquitination	137	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000212	meiotic spindle organization	6	8.517887563884157e-4	22/16323	0.045454545454545456	0.6319885395694596	-0.4808330515408632	0.8066380868146779	0.9999954708004587	0.9999954708004587	SKA2	1	4	-1.1539935472401335	0.3103678686766819
GO:0000226	microtubule cytoskeleton organization	134	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000244	spliceosomal tri-snRNP complex assembly	27	8.517887563884157e-4	25/16323	0.04	0.5561499148211243	-0.6182553847617206	0.8454815264606126	0.9999954708004587	0.9999954708004587	DDX20	1	11	-2.1655944589186134	0.11443183646589129
GO:0000245	spliceosomal complex assembly	28	0.004258943781942078	87/16323	0.05747126436781609	0.799065969570581	-0.5231212390598112	0.7589255687186423	0.9999954708004587	0.9999954708004587	SNRPD3/ZRSR2/SRPK2/CELF2/PSIP1	5	39	-1.8218229198157891	0.1610337724276515
GO:0000255	allantoin metabolic process	8	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000266	mitochondrial fission	17	0.0017035775127768314	41/16323	0.04878048780487805	0.6782316034403956	-0.5742621491059863	0.8045541500099544	0.9999954708004587	0.9999954708004587	VPS35/MIEF2	2	9	-1.271776582896517	0.27678548321728846
GO:0000278	mitotic cell cycle	127	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000281	mitotic cytokinesis	63	0.007666098807495741	93/16323	0.0967741935483871	1.345523987470462	0.9302274903637026	0.22462242297585505	0.9999954708004587	0.9999954708004587	TTC19/RACGAP1/SNX18/LZTS2/NUSAP1/KIF20B/EFHC1/CKAP2/KLHDC8B	9	63	-1.7136093351755564	0.17925267706427744
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	14	0.0034071550255536627	57/16323	0.07017543859649122	0.9757016049493409	-0.051156801722070606	0.5939386625921826	0.9999954708004587	0.9999954708004587	CNOT7/CNOT8/PAN2/ZFP36L2	4	12	-0.8663114747883527	0.4090008959964486
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	20	0.002555366269165247	32/16323	0.09375	1.3034763628620103	0.4783598710933411	0.4073599277345785	0.9999954708004587	0.9999954708004587	CNOT7/CNOT8/PAN2	3	6	-0.46084636668018825	0.5950130123896465
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	9	8.517887563884157e-4	10/16323	0.1	1.3903747870528111	0.34375070272427743	0.5260341768933501	0.9999954708004587	0.9999954708004587	CNOT7	1	2	-0.46084636668018825	0.5950130123896465
GO:0000301	retrograde transport, vesicle recycling within Golgi	9	0.0017035775127768314	9/16323	0.2222222222222222	3.0897217490062463	1.7456542932590495	0.13288150910360438	0.9999954708004587	0.9999954708004587	COG2/COG8	2	8	-1.1539935472401335	0.3103678686766819
GO:0000302	response to reactive oxygen species	15	0.010221465076660987	189/16323	0.06349206349206349	0.8827776425732132	-0.45123115675338255	0.7144684371597425	0.9999954708004587	0.9999954708004587	PEX2/MAPK9/ATP7A/ATM/CAT/PCNA/ABL1/OGG1/ANKZF1/DHFR/PDK2/SMPD3	12	82	-1.6895117835964957	0.18357678959351106
GO:0000303	response to superoxide	5	0.0017035775127768314	27/16323	0.07407407407407407	1.0299072496687487	0.043295883145756456	0.5880487889361357	0.9999954708004587	0.9999954708004587	ATP7A/DHFR	2	11	-1.4724472783586682	0.2273986063979573
GO:0000338	protein deneddylation	11	0.0017035775127768314	11/16323	0.18181818181818182	2.527954158277838	1.411178052198063	0.18493451629921856	0.9999954708004587	0.9999954708004587	COPS7B/SENP8	2	10	-1.3771370985543434	0.249697018822258
GO:0000353	formation of quadruple SL/U4/U5/U6 snRNP	10	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000375	RNA splicing, via transesterification reactions	25	0	0	0	0	0	1	1	1		0	0	0	0
GO:0000380	alternative mRNA splicing, via spliceosome	24	0.002555366269165247	75/16323	0.04	0.5561499148211243	-1.0724961367426793	0.9135054930688657	0.9999954708004587	0.9999954708004587	SRSF8/ARB2A/CELF2	3	12	-1.1539935472401335	0.3103678686766819
GO:0000381	regulation of alternative mRNA splicing, via spliceosome	57	0.002555366269165247	57/16323	0.05263157894736842	0.7317762037120057	-0.5647069090463978	0.787466499329536	0.9999954708004587	0.9999954708004587	SRSF8/ARB2A/CELF2	3	38	-2.3066730571785192	0.09942813336606149
GO:0000387	spliceosomal snRNP assembly	30	0.002555366269165247	50/16323	0.06	0.8342248722316865	-0.3268129925240668	0.7075435866067201	0.9999954708004587	0.9999954708004587	SNRPD3/WDR77/DDX20	3	32	-2.1348228002518597	0.11799157449073404
GO:0000389	mRNA 3'-splice site recognition	6	0	0	0	0	0	1	1	1		0	0	0	0
