ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0006261	DNA-templated DNA replication	122/7510	161/16323	0.7577639751552795	1.6470015135099372	7.615798652680108	1.0336081019328056e-14	8.323646044864884e-11	8.14591985175886e-11	DACH1/BCL6/METTL4/RTEL1/ORC5/DBF4/WIZ/ORC1/MUS81/PRIM2/CDK9/NUGGC/TIMELESS/RFWD3/PNKP/CARM1/REV3L/RAD50/SETMAR/POLD4/RFC2/POLRMT/FANCM/AICDA/FAM111A/PURA/KAT7/FBH1/ETAA1/CHRAC1/CDC34/CDK2AP1/ZNF830/SMARCAL1/RFC1/POLE3/POLD3/DONSON/POLG/CENPX/RRM2B/ENDOG/POLE4/GEN1/RBBP8/PCNA/CENPS/CDK2/CIZ1/POLB/TOPBP1/LIG3/PRIM1/ATR/CAMSAP3/CHTF8/WRN/ZRANB3/RECQL/EME2/MRE11/PARP1/FEN1/BARD1/MCM3/LIG1/RFC3/GINS1/HMGA1/MCM2/RPA1/POLN/MCM5/ATRX/CCNE1/POLG2/MCM6/RRM1/DDX11/ATAD5/MCM7/PRIMPOL/RFC4/TONSL/SLFN11/POLA1/MCM8/POLE/POLE2/CDC7/POLD2/CDC6/POLD1/CDC45/RAD51/CCNE2/FBXO5/DNA2/GINS2/MCM4/RFC5/NUCKS1/EXO1/FGFR1/RECQL4/EME1/BRCA1/TK1/WDHD1/E2F7/MCM10/CDT1/GINS4/MMS22L/TRAIP/POLQ/BLM/DSCC1/TICRR/CHTF18/E2F8/NYNRIN	122
GO:0002181	cytoplasmic translation	118/7510	163/16323	0.7239263803680982	1.5734554336549222	6.7923110560072715	6.157786778923312e-12	2.4794328465334714e-8	2.4264920849367807e-8	PIWIL2/EIF3I/EIF2S3/IGF2BP1/EIF3D/RPS26/CNBP/RBM4/RWDD1/EIF3M/MCTS1/EEF1D/SLBP/RPL27/DRG2/RPL38/PARP16/DENR/NCBP2/EIF3A/AARS1/RPL19/FAU/RPS27/EIF3H/RPS15/RPL35/RPL11/NCBP1/UBA52/RPS29/RPL36/RPL41/SH3BGRL/RPS11/EIF3K/RPL39/RPL24/RPL34/RPL17/EIF3C/RPS15A/RPS20/RPL23/RPL21/RPS14/MTOR/RPL26/RPS19/RPS28/RPL37/RPL32/RPS16/RPS21/RPL23A/RPL30/YBX1/RPS7/RPL18/RPL14/EIF2B2/EIF3E/RPS13/RPL6/RPL18A/RPS24/LIN28A/RPL36A/IMPACT/EIF2D/RPL29/RPL12/RPL31/RPS5/FTSJ1/RPS25/RPL35A/METTL3/RPL22/RPL4/EIF4A2/RACK1/RPL27A/EIF3CL/RPS17/RPL10A/RPL13A/RPL8/MIF4GD/RPLP2/RPS12/CSDE1/RPS10/RPS8/RPL10/YBX3/RPL5/RPS9/RPL7A/RPS27A/EIF3F/RPL13/RPS3/PABPC1/RPL37A/RPL15/RPSA/RPS23/RPLP1/RPS6/RPS4X/EIF3L/RPS2/RPL7/RPS3A/RPL3/NMNAT2/RPLP0	118
GO:0000070	mitotic sister chromatid segregation	131/7510	192/16323	0.6822916666666666	1.4829623002663115	6.214096171673299	3.427699417810473e-10	9.201087803875913e-7	9.004626505665617e-7	STAG2/NUMA1/DIS3L2/PIBF1/BUB3/ABRAXAS1/AKAP8L/ANAPC11/CHMP3/PPP2R1A/SEH1L/KIF3B/STAG1/EML4/RCC1/VPS4A/DUSP1/EML3/MIS12/CLASP2/TUBG1/CDC16/CDK5RAP2/RAN/KIF25/PINX1/RHOA/LSM14A/RAD21/SMC3/ANAPC5/RANGRF/GEN1/CLASP1/CENPC/CDC23/PCID2/MZT1/CUL3/PPP1CC/KATNB1/CEP192/ANAPC7/CHAMP1/TUBG2/TPR/SMC1A/CCDC61/AAAS/KIFC2/RMDN1/DCTN2/SKA2/ARHGEF10/ZWILCH/MAD2L2/KMT5A/KIF2A/ANAPC15/RB1/SPDL1/WRAP73/ATM/XRCC3/KIFC1/ZWINT/SMC4/CHEK2/KAT2B/HASPIN/INCENP/ANKRD53/CEP97/PRAP1/USP44/SMC2/FBXO5/CDCA5/SPC25/AURKB/SKA3/KNSTRN/MYBL2/TRIP13/KNTC1/NCAPG2/CENPK/NCAPH/NCAPG/CDT1/UHRF1/SKA1/RACGAP1/CCNB1/NCAPD3/SPAG5/NUSAP1/PSRC1/KIF22/NDC80/CENPI/BUB1/TPX2/KIF23/NCAPD2/KIF2C/KNL1/KIF4A/KIF14/CDK1/KIF11/ESPL1/MAD2L1/PLK1/BIRC5/TTK/CENPE/UBE2C/NUF2/KIF18B/CDC20/CDCA8/KIF18A/PRC1/CENPF/CCSAP/KIF15/DLGAP5/BUB1B/SPC24/NEK2	131
GO:0045005	DNA-templated DNA replication maintenance of fidelity	47/7510	58/16323	0.8103448275862069	1.7612861012902337	5.361417581515973	4.328168612416796e-8	7.531925577356566e-5	7.371104171399821e-5	RTEL1/MUS81/CDK9/TIMELESS/RFWD3/CARM1/RAD50/SETMAR/FANCM/FAM111A/FBH1/ETAA1/SMARCAL1/DONSON/POLG/CENPX/GEN1/RBBP8/PCNA/CENPS/ATR/CAMSAP3/WRN/ZRANB3/RECQL/EME2/MRE11/PARP1/BARD1/ATRX/DDX11/PRIMPOL/TONSL/SLFN11/MCM8/POLE/POLD1/RAD51/DNA2/NUCKS1/EXO1/EME1/BRCA1/MMS22L/TRAIP/POLQ/BLM	47
GO:0030071	regulation of mitotic metaphase/anaphase transition	68/7510	92/16323	0.7391304347826086	1.6065014762924794	5.385151271213773	4.676471859776833e-8	7.531925577356566e-5	7.371104171399821e-5	SMARCE1/PBRM1/BUB3/ANAPC11/DUSP1/PHF10/CDC16/SMARCC2/CDK5RAP2/ACTL6A/RAD21/ANAPC4/ANAPC5/SMARCD2/GEN1/CDC23/PCID2/CUL3/SMARCA4/ANAPC7/TPR/ACTB/ZWILCH/MAD2L2/BCL7A/ANAPC15/RB1/ARID1A/SPDL1/ATM/MAP3K20/XRCC3/BCL7C/SMARCC1/ZWINT/NEK6/HASPIN/INCENP/SMARCA2/PRAP1/USP44/CDC6/FBXO5/SPC25/AURKB/SKA3/TRIP13/KNTC1/SKA1/CCNB1/NDC80/BUB1/KNL1/ESPL1/MAD2L1/PLK1/BIRC5/TTK/CENPE/UBE2C/NUF2/CDC20/CDCA8/CENPF/DLGAP5/BUB1B/DPF3/SPC24	68
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	70/7510	96/16323	0.7291666666666666	1.584845206391478	5.3052054030662585	7.480755420435137e-8	9.483609092690504e-5	9.281115410010497e-5	SMARCE1/PBRM1/BUB3/ANAPC11/DUSP1/PHF10/CDC16/SMARCC2/CDK5RAP2/ACTL6A/RAD21/ANAPC4/ANAPC5/SMARCD2/GEN1/ANAPC1/CDC23/PCID2/CUL3/SMARCA4/ANAPC7/TPR/ACTB/ZWILCH/MAD2L2/BCL7A/ANAPC15/RB1/ARID1A/SPDL1/ATM/MAP3K20/XRCC3/BCL7C/SMARCC1/ZWINT/NEK6/HASPIN/INCENP/SMARCA2/PRAP1/USP44/CDC6/FBXO5/SPC25/AURKB/SKA3/TRIP13/KNTC1/TACC3/SKA1/CCNB1/NDC80/BUB1/KNL1/ESPL1/MAD2L1/PLK1/BIRC5/TTK/CENPE/UBE2C/NUF2/CDC20/CDCA8/CENPF/DLGAP5/BUB1B/DPF3/SPC24	70
GO:0051306	mitotic sister chromatid separation	51/7510	65/16323	0.7846153846153846	1.705363105602786	5.259938045653703	8.492473894381753e-8	9.483609092690504e-5	9.281115410010497e-5	DIS3L2/BUB3/ANAPC11/PPP2R1A/DUSP1/CDC16/CDK5RAP2/RAD21/ANAPC5/GEN1/CDC23/PCID2/CUL3/ANAPC7/TPR/ZWILCH/MAD2L2/ANAPC15/RB1/SPDL1/ATM/XRCC3/ZWINT/HASPIN/INCENP/PRAP1/USP44/FBXO5/SPC25/AURKB/SKA3/TRIP13/KNTC1/SKA1/CCNB1/NDC80/BUB1/KNL1/ESPL1/MAD2L1/PLK1/BIRC5/TTK/UBE2C/NUF2/CDC20/CDCA8/CENPF/DLGAP5/BUB1B/SPC24	51
GO:0010965	regulation of mitotic sister chromatid separation	49/7510	62/16323	0.7903225806451613	1.7177677075726987	5.226980808504407	1.0053678626552642e-7	9.483609092690504e-5	9.281115410010497e-5	BUB3/ANAPC11/DUSP1/CDC16/CDK5RAP2/RAD21/ANAPC5/GEN1/CDC23/PCID2/CUL3/ANAPC7/TPR/ZWILCH/MAD2L2/ANAPC15/RB1/SPDL1/ATM/XRCC3/ZWINT/HASPIN/INCENP/PRAP1/USP44/FBXO5/SPC25/AURKB/SKA3/TRIP13/KNTC1/SKA1/CCNB1/NDC80/BUB1/KNL1/ESPL1/MAD2L1/PLK1/BIRC5/TTK/UBE2C/NUF2/CDC20/CDCA8/CENPF/DLGAP5/BUB1B/SPC24	49
GO:0006284	base-excision repair	38/7510	45/16323	0.8444444444444444	1.8354016866400356	5.180191951326378	1.05988428950968e-7	9.483609092690504e-5	9.281115410010497e-5	PRMT6/NEIL2/XPA/APEX1/PNKP/PARP2/SIRT6/RPA2/POLG/ERCC5/POLL/APEX2/HMGA2/NTHL1/PCNA/POLB/HUWE1/LIG3/WRN/ERCC6/XRCC1/RPA3/FAM168A/PARP1/FEN1/LIG1/HMGA1/UNG/RPA1/MPG/POLE/RPS3/POLD1/NEIL1/DNA2/OGG1/POLQ/NEIL3	38
GO:1905818	regulation of chromosome separation	58/7510	77/16323	0.7532467532467533	1.6371833226693415	5.173462537675229	1.4884201870278233e-7	1.198624776613506e-4	1.1730317831870855e-4	NUMA1/BUB3/ANAPC11/DUSP1/CSNK2A1/CDC16/CDK5RAP2/RAD21/ANAPC5/GEN1/CDC23/PCID2/CUL3/ANAPC7/TPR/ZWILCH/MAD2L2/ANAPC15/RB1/SPDL1/ATM/XRCC3/ZWINT/SMC4/HASPIN/INCENP/PRAP1/USP44/SMC2/FBXO5/SPC25/AURKB/SKA3/TRIP13/KNTC1/NCAPG2/NCAPH/NCAPG/SKA1/CCNB1/NCAPD3/NDC80/BUB1/NCAPD2/KNL1/ESPL1/MAD2L1/PLK1/BIRC5/TTK/UBE2C/NUF2/CDC20/CDCA8/CENPF/DLGAP5/BUB1B/SPC24	58
