GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000012	single strand break repair	13	7.698229407236335e-4	13/16323	0.07692307692307693	0.9666015278024517	-0.035421730222212996	0.6598791958961912	0.9434477023699149	0.9277853686030217	SIRT1	1	c(""55247"", ""7515"", ""3981"", ""55775"", ""200558"", ""54840"", ""7141"", ""1161"", ""7374"", ""2074"", ""23411"")	11	1	1.1674689924675767	-0.1548381512939399	0.7762229605571092
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.004618937644341801	140/16323	0.04285714285714286	0.5385351369185087	-1.6123956362688847	0.9710253755811245	0.9999987437750167	0.9833975966715419	SPIDR/MBTD1/NDFIP1/USP51/IL4/TNFSF13	6	c(""6118"", ""23347"", ""26122"", ""10459"", ""54556"", ""10856"", ""2074"", ""57634"", ""8741"", ""25"", ""3575"", ""387893"", ""64769"", ""151987"", ""84717"", ""80314"", ""10933"", ""4361"", ""4437"", ""9025"", ""10721"", ""196528"", ""22891"", ""3565"", ""10097"", ""23514"", ""158880"", ""26168"", ""8607"", ""641"", ""51588"", ""29072"", ""2956"", ""7014"", ""6502"", ""51548"", ""55929"", ""3838"", ""9643"", ""55183"", ""1111"", ""84893"", ""10524"", ""10902"", ""51149"", ""2521"", ""55086"", ""7037"", ""115004"", ""1387"", ""64110"", ""54537"", ""1457"", ""7158"", ""3276"", ""54799"", ""56893"", ""5888"", 
""8295"", ""60"", ""51750"", ""80311"", ""10635"", ""55135"", ""57162"", ""142"", ""6944"", ""7040"", ""154288"", ""55257"", ""7454"", ""23028"", ""8914"", ""8089"", ""55010"", ""3836"", ""149840"", ""5347"", ""10111"", ""5531"", ""708"", ""92797"", ""55658"", ""57599"", ""56979"", ""112441434"", ""86"", ""4436"", ""63979"")	89	5	9.445885484510393	-0.6361413357936089	0.5072912203592691
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000028	ribosomal small subunit assembly	18	0	0	0	0	0	1	1	1		0	0	0	0	0	0	0
GO:0000038	very long-chain fatty acid metabolic process	35	0.003849114703618168	35/16323	0.14285714285714285	1.7951171230616956	1.384617202184195	0.14181244954521	0.805302850518517	0.7919338826397802	ABCD4/HACD1/ACSL6/HACD4/HSD17B4	5	c(""8529"", ""225"", ""51"", ""83401"", ""6785"", ""5828"", ""30"", ""10965"", ""201562"", ""5825"", ""215"", ""79993"", ""10998"", ""23205"", ""54898"", ""122970"", ""9200"", ""9524"", ""641371"", ""28965"", ""64834"", ""401494"", ""51495"", ""60481"")	24	2	2.5472050744747126	-0.24184952828356954	0.721049436172967
