GO_ID	Description	GeneSetSize	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	pathway_genes	pathway_size	observed_val	expected_val	log_observed_expected	asinh_observed_expected
GO:0000002	mitochondrial genome maintenance	30	0.0010384215991692627	30/16323	0.03333333333333333	0.5650051921079958	-0.5971018191434421	0.8389315311721817	0.8771594395961624	0.782407775525829	MEF2A	1		21	0	2.658152574049952	-Inf	0
GO:0000012	single strand break repair	13	0.0010384215991692627	13/16323	0.07692307692307693	1.3038581356338368	0.27442254453853343	0.5465223615035983	0.7036773724425152	0.6276654195434339	UNG	1		11	1	1.3923656340261654	-0.3310041955432417	0.6675145925122741
GO:0000017	alpha-glucoside transport	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000018	regulation of DNA recombination	141	0.007268951194184839	140/16323	0.05	0.8475077881619939	-0.4537183948534727	0.7262351928727384	0.8050501046344842	0.7180877650292329	CHEK1/H1-2/H1-5/RAD51/TP53BP1/MAD2L2/RUVBL2	7		89	5	11.265503766211701	-0.8123073800429105	0.4304191850426415
GO:0000019	regulation of mitotic recombination	7	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000022	mitotic spindle elongation	12	0.0020768431983385254	12/16323	0.16666666666666666	2.8250259605399792	1.5835201651140518	0.15523174806302031	0.4895195819933854	0.43664117369598227	BIRC5/INCENP	2		8	0	1.0126295520190294	-Inf	0
GO:0000023	maltose metabolic process	2	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000025	maltose catabolic process	1	0	0	0	0	0	1	1	1		0		0	0	0	0	0
GO:0000027	ribosomal large subunit assembly	16	0.0010384215991692627	16/16323	0.0625	1.0593847352024923	0.05950480036328685	0.622202169582234	0.7463641566367847	0.6657411334423414	NOP2	1		15	1	1.8986804100356798	-0.641159123847081	0.5049483366157216
GO:0000028	ribosomal small subunit assembly	18	0.0020768431983385254	18/16323	0.1111111111111111	1.883350640359986	0.9388867316671884	0.2876085174782611	0.6013516750625475	0.5363930491485501	PRKDC/PWP2	2		8	1	1.0126295520190294	-0.012550464424707024	0.8725269711354351
GO:0000038	very long-chain fatty acid metabolic process	35	0.003115264797507788	35/16323	0.08571428571428572	1.4528704939919892	0.6715500568534178	0.34134053054260893	0.6173219198708515	0.55063817170098	ABCD2/SLC27A5/SLC27A2	3		24	2	3.037888656057088	-0.4180155725328714	0.6182136064810132
GO:0000041	transition metal ion transport	98	0.003115264797507788	96/16323	0.03125	0.5296923676012462	-1.1571848726386709	0.927848481422595	0.9407707178385561	0.8391476981229109	IFNG/ATP2C2/ABCC5	3		55	1	6.9618281701308264	-1.940442107977342	0.14315101643462974
