gse_id	gsm_id	classification	sample_type	cell	tissue_cell	tb_type	timepoint
GSE16250	GSM409134	disease without treatment	PRIMARY_SAMPLE	PBMC	BLOOD	MTB
GSE16250	GSM409135	disease without treatment	PRIMARY_SAMPLE	PBMC	BLOOD	MTB
GSE16250	GSM409136	disease without treatment	PRIMARY_SAMPLE	PBMC	BLOOD	MTB
GSE16250	GSM409137	healthy control without treatment	PRIMARY_SAMPLE	PBMC	BLOOD
GSE16250	GSM409138	healthy control without treatment	PRIMARY_SAMPLE	PBMC	BLOOD
GSE16250	GSM409139	healthy control without treatment	PRIMARY_SAMPLE	PBMC	BLOOD
GSE18794	GSM466277	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE18794	GSM466278	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE18794	GSM466279	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE18794	GSM466280	disease without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD	MTB_Cpn60.1	2HR
GSE18794	GSM466281	disease without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD	MTB_Cpn60.1	2HR
GSE18794	GSM466282	disease without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD	MTB_Cpn60.1	2HR
GSE18794	GSM466286	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE18794	GSM466287	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE18794	GSM466288	healthy control without treatment	PRIMARY_SAMPLE	MONOCYTES	BLOOD		2HR
GSE19491	GSM484395	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484398	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484453	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484457	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484465	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484472	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484474	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484479	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484480	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484485	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484487	healthy control without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484500	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484502	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484516	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484518	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484524	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484525	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484526	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484527	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484533	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484535	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484536	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484543	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484544	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484545	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484595	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484598	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484601	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484624	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE19491	GSM484625	disease without treatment	BLOOD_SAMPLE		BLOOD	PTB
GSE26305	GSM645979	healthy control without treatment	PRIMARY_SAMPLE		COLONIC	ITB
GSE26305	GSM646008	healthy control without treatment	PRIMARY_SAMPLE		COLONIC	ITB
GSE26305	GSM646011	disease without treatment	PRIMARY_SAMPLE		COLONIC	ITB
GSE26305	GSM646012	disease without treatment	PRIMARY_SAMPLE		COLONIC	ITB
GSE29628	GSM734300	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	0HR
GSE29628	GSM734301	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734302	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734303	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734304	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734305	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734306	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734307	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734308	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734309	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734310	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734311	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734312	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734313	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734314	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734315	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734316	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734317	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734318	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734319	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734320	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734321	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734322	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734323	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734324	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734325	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734326	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734327	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734328	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734329	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734330	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734331	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734332	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734333	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734334	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734335	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734336	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE29628	GSM734337	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	4HR
GSE29628	GSM734338	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	18HR
GSE29628	GSM734339	disease without treatment	PRIMARY_SAMPLE	THP1		MTB	48HR
GSE31348	GSM777339	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_0
GSE31348	GSM777340	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_1
GSE31348	GSM777341	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_2
GSE31348	GSM777342	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_4
GSE31348	GSM777343	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_26
GSE31348	GSM777344	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_0
GSE31348	GSM777345	disease without treatment	PRIMARY_SAMPLE		BLOOD	MTB	Week_1
