title	organism_ch1	series_id	geo_accession	CLASSIFICATION_STANDARDIZED	SAMPLE_TYPE	source_name_ch1	CELL_SOURCE_CLEAN	cell type:ch1	CL:CODE	tissue:ch1	TISSUE_SOURCE_CLEAN	UBERON:CODE	CONTEXT	time point:ch1	time:ch1	characteristics_ch1	characteristics_ch1.1	characteristics_ch1.2	characteristics_ch1.3	molecule_ch1	platform_id	library_source	library_strategy
RNA-Seq Healthy control sample 19, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048577	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 53	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 20, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048578	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Asian	Sex: M	age: 34	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 20, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048579	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Asian	Sex: M	age: 34	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 21, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048580	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 57	medical.history: hypertension, type.2.diabetes	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 21, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048581	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: M	age: 57	medical.history: hypertension, type.2.diabetes	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 22, Alveolar macrophage, Mycobacterium tuberculosis non-challenged library	Homo sapiens	GSE165708	GSM5048582	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 42	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
RNA-Seq Healthy control sample 22, Alveolar macrophage, Mycobacterium tuberculosis challenged library	Homo sapiens	GSE165708	GSM5048583	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage		BALF		BALF	BALF				ethnicity: Caucasian	Sex: F	age: 42	medical.history: None	total RNA	GPL20301	transcriptomic	RNA-Seq
18k_DMSO	Homo sapiens	GSE183912	GSM5573709	Disease without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Infected with Mycobacterium tuberculosis	treatment: 0.2% DMSO	donor: 18k	total RNA	GPL21697	transcriptomic	RNA-Seq
18k_Uninfected	Homo sapiens	GSE183912	GSM5573712	Healthy Control without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Uninfected	treatment: media	donor: 18k	total RNA	GPL21697	transcriptomic	RNA-Seq
18o_DMSO	Homo sapiens	GSE183912	GSM5573714	Disease without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Infected with Mycobacterium tuberculosis	treatment: 0.2% DMSO	donor: 18o	total RNA	GPL21697	transcriptomic	RNA-Seq
18o_Uninfected	Homo sapiens	GSE183912	GSM5573717	Healthy Control without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Uninfected	treatment: media	donor: 18o	total RNA	GPL21697	transcriptomic	RNA-Seq
18p_DMSO	Homo sapiens	GSE183912	GSM5573719	Disease without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Infected with Mycobacterium tuberculosis	treatment: 0.2% DMSO	donor: 18p	total RNA	GPL21697	transcriptomic	RNA-Seq
18p_Uninfected	Homo sapiens	GSE183912	GSM5573722	Healthy Control without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Uninfected	treatment: media	donor: 18p	total RNA	GPL21697	transcriptomic	RNA-Seq
19a_DMSO	Homo sapiens	GSE183912	GSM5573724	Disease without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Infected with Mycobacterium tuberculosis	treatment: 0.2% DMSO	donor: 19a	total RNA	GPL21697	transcriptomic	RNA-Seq
19a_Uninfected	Homo sapiens	GSE183912	GSM5573727	Healthy Control without treatment	blood_sample	Human macrophages (MO-GMCSF)	macrophage	Macrophages (MO-GMCSF)	CL:0000235		Macrophages	Macrophages				cell type: Macrophages (MO-GMCSF)	infection status: Uninfected	treatment: media	donor: 19a	total RNA	GPL21697	transcriptomic	RNA-Seq
WT_NI_2	Homo sapiens	GSE211974	GSM6506628	Healthy Control without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages				cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: None	total RNA	GPL24676	transcriptomic	RNA-Seq
WT_NI_3	Homo sapiens	GSE211974	GSM6506629	Healthy Control without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages				cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: None	total RNA	GPL24676	transcriptomic	RNA-Seq
WT_Mtb_2	Homo sapiens	GSE211974	GSM6506634	Disease without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages			48 h	cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: Mtb infection	total RNA	GPL24676	transcriptomic	RNA-Seq
WT_Mtb_3	Homo sapiens	GSE211974	GSM6506635	Disease without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages			48 h	cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: Mtb infection	total RNA	GPL24676	transcriptomic	RNA-Seq
WT_NI_4	Homo sapiens	GSE211974	GSM6506640	Healthy Control without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages				cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: None	total RNA	GPL24676	transcriptomic	RNA-Seq
WT_Mtb_4	Homo sapiens	GSE211974	GSM6506643	Disease without treatment	primary_sample	THP-1	macrophage	Macrophage	CL:0000235		Macrophages	Macrophages			48 h	cell line: THP-1	cell type: Macrophage	genotype: WT	treatment: Mtb infection	total RNA	GPL24676	transcriptomic	RNA-Seq
AM10_AM_Media	Homo sapiens	GSE236156	GSM7518958	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM10_AM_TB	Homo sapiens	GSE236156	GSM7518959	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM10_MDM_Media	Homo sapiens	GSE236156	GSM7518960	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM10_MDM_TB	Homo sapiens	GSE236156	GSM7518961	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM12_AM_Media	Homo sapiens	GSE236156	GSM7518962	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM12_AM_TB	Homo sapiens	GSE236156	GSM7518963	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM12_MDM_Media	Homo sapiens	GSE236156	GSM7518964	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM12_MDM_TB	Homo sapiens	GSE236156	GSM7518965	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM15_AM_Media	Homo sapiens	GSE236156	GSM7518966	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM15_AM_TB	Homo sapiens	GSE236156	GSM7518967	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM15_MDM_Media	Homo sapiens	GSE236156	GSM7518968	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM15_MDM_TB	Homo sapiens	GSE236156	GSM7518969	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM17_AM_Media	Homo sapiens	GSE236156	GSM7518970	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM17_AM_TB	Homo sapiens	GSE236156	GSM7518971	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM17_MDM_Media	Homo sapiens	GSE236156	GSM7518972	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM17_MDM_TB	Homo sapiens	GSE236156	GSM7518973	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_AM_Media	Homo sapiens	GSE236156	GSM7518974	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_AM_TB	Homo sapiens	GSE236156	GSM7518975	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_MDM_Media	Homo sapiens	GSE236156	GSM7518976	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_MDM_TB	Homo sapiens	GSE236156	GSM7518977	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM19_AM_Media	Homo sapiens	GSE236156	GSM7518978	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM19_AM_TB	Homo sapiens	GSE236156	GSM7518979	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM19_MDM_Media	Homo sapiens	GSE236156	GSM7518980	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM19_MDM_TB	Homo sapiens	GSE236156	GSM7518981	Disease without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
BB1_MDM_untreated	Homo sapiens	GSE236156	GSM7518986	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
BB2_MDM_untreated	Homo sapiens	GSE236156	GSM7518991	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
C352_MDM_untreated	Homo sapiens	GSE236156	GSM7518996	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
TRIMA21_MDM_untreated	Homo sapiens	GSE236156	GSM7519001	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
TRIMA22_MDM_untreated	Homo sapiens	GSE236156	GSM7519006	Healthy Control without treatment	blood_sample	blood	Blood Cell	monocyte-derived macrophage	CL:0000081	blood	Blood	UBERON:0000178				tissue: blood	cell type: monocyte-derived macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_AM_Media_Cryo	Homo sapiens	GSE236156	GSM7519007	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM18_AM_TB_Cryo	Homo sapiens	GSE236156	GSM7519008	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM21_AM_Media_Cryo	Homo sapiens	GSE236156	GSM7519009	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM21_AM_Media_Fresh	Homo sapiens	GSE236156	GSM7519010	Healthy Control without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: Media	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
AM21_AM_TB_Cryo	Homo sapiens	GSE236156	GSM7519011	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Frozen	total RNA	GPL24676	transcriptomic	RNA-Seq
AM21_AM_TB_Fresh	Homo sapiens	GSE236156	GSM7519012	Disease without treatment	primary_sample	bronchoalveolar lavage	bronchoalveolar lavage	alveolar macrophage	BALF	bronchoalveolar lavage	BALF	BALF				tissue: bronchoalveolar lavage	cell type: alveolar macrophage	treatment: M. tuberculosis	treatment2: Fresh	total RNA	GPL24676	transcriptomic	RNA-Seq
